imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
1226273,,Edge of Darkness (2010),"$1,141,602",,"$3,008,179","$191,533",,"$716,475","$45,517","$2,274,542","$27,594",,,"$184,033",,"$448,286","$47,334",,"$35,729","$528,041",,,,"$127,238",,"$12,450",,"$103,005","$2,837,509","$1,736,428",,"$559,809","$205,633","$130,200","$54,073",,,,"$1,820,221",,,,,"$8,527","$112,285",,"$11,438","$195,320","$4,070,888",,"$1,140,932","$236,065",,"$146,964",,,,"$408,339","$123,170","$589,007","$511,220",,,"$135,767",,"$707,618","$24,808","$210,981","$45,644","$27,536","$244,920","$1,183,839","$3,481,358","$344,424",,"$144,218","$42,453",,"$716,758",,"$569,429","$5,187,049","$127,710","$828,534",
0430063,,Ethan Mao (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,266",,,,,,,,,
0969269,,Mad Detective (2007),,,,,,,,,,,,,"$456,980",,,,,,,,,,,,,,"$78,503",,,,"$1,422,003",,,,,,,,,,,,,,,"$124,219",,,,,,,,,,,,,,,,,,"$24,468",,"$27,929",,,,"$20,992",,,,,,,,,,"$1,067",,,
1187064,,Triangle (2009),,,,,,"$53,130",,,,,,,,,,,,,,,,,"$61,346",,,,,,,,,,,,,,,,,,,,"$31,195",,,,,,"$182,485",,,,,,,,,"$8,740",,,,,,,,"$47,784",,,,"$24,270",,,,,,,,,"$29,442","$894,985",,,
1045772,,I Love You Phillip Morris (2009),"$345,688",,,"$267,518",,"$393,388",,"$1,084,987","$5,177",,,"$52,491",,,"$25,786",,"$170,496","$285,829",,,,,,"$22,974",,"$66,187","$2,952,631","$518,424","$1,620","$252,835","$262,673",,"$70,789",,,,"$2,739,427",,,,,"$42,831",,,"$34,434",,"$148,209",,"$496,580",,,"$701,436",,,,,"$85,853","$180,875","$247,596",,,,,"$823,374",,"$107,466",,,"$153,086","$524,398","$980,060","$788,038",,"$352,740","$35,304",,,,,"$3,496,127","$14,120",,
0424273,,Electric Shadows (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,863",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,817",,,,,,,,,,,,
0439817,,The Sun (2005),,,,,,,,,,,,,,,,,,,"$77,303",,,,,,,,,,,,,,,,,,"$141,022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0926759,,The First Day of the Rest of Your Life (2008),"$45,851",,"$5,543",,,,,,,,,,,"$59,393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$67,669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133993,,Serious Moonlight (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,172",,,,,,,,,,,,,"$13,633",,,,"$209,631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$74,552",,,,
0347167,,The Hero: Love Story of a Spy (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,550,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0449306,,Lucky: No Time for Love (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$438,282",,,
1232776,,Fish Tank (2009),"$6,592",,"$27,813","$25,669",,"$95,025",,,,,,,,"$42,181",,,"$2,464","$73,880",,,,,,,,,"$492,090","$245,909",,,"$18,756",,,,,,"$22,471",,,,,,,,$288,,"$22,261",,,,,"$104,203",,,,,,,"$8,444",,,,,"$21,766","$11,687",,,,,,"$282,878","$348,574",,"$4,836",,,,,,"$171,838",,,
1027658,,Absurdistan (2008),,,,,,,,,,,,,,,,,"$5,282",,,,,,,,,,,"$67,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$752,,,,,,,,,,,,,,,,
0110054,,The New Legend of Shaolin (1994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,969,435",,,,,,,,,,,"$67,112",,,,,,
0817230,,Valentine's Day (2010),"$885,179",,"$14,478,430","$1,938,896",,"$1,583,712","$45,439","$4,405,954","$167,861",,,"$320,998",,"$397,455","$155,753",,"$206,689","$1,062,220","$110,528,528",,"$84,604","$346,625","$261,047","$107,958",,"$783,018","$9,960,261","$8,296,049",,"$759,802","$1,180,734","$940,276","$97,951",,"$428,149","$520,626","$1,846,603",,"$3,837,335",,,"$111,862","$219,726",,"$137,453","$525,404","$3,278,718",,"$3,320,832","$1,486,751","$61,935","$884,268",,,,"$437,169","$752,679","$694,351","$691,806",,,"$339,750",,"$4,717,113","$131,583","$1,085,569","$139,275","$246,792","$1,583,752","$1,130,038","$3,658,151","$802,121",,"$560,927","$486,125",,"$712,348","$593,982","$607,190","$15,460,467","$134,009","$717,222",
0780653,,The Wolfman (2010),"$1,121,565",,"$3,774,847","$888,179",,"$1,104,657","$142,291","$4,250,237","$128,388",,,"$762,258",,"$1,045,872","$145,585",,"$233,071","$551,534",,,"$20,051","$323,146","$183,357","$28,494",,"$254,183","$2,947,731","$3,053,121","$9,772","$1,424,930","$401,606","$290,305","$40,346",,"$1,101,085",,"$5,937,460",,"$1,584,005",,,"$69,662","$115,714",,"$57,373","$1,313,991","$11,144,027",,"$713,685","$381,167","$43,451","$772,728",,,,"$978,807","$596,321","$738,756","$930,826",,,"$239,734",,"$4,735,079","$89,919","$628,198","$63,495","$127,464","$535,525","$1,835,922","$5,776,500","$916,741",,"$346,004","$721,089",,"$748,895","$596,189","$521,191","$7,315,126","$57,406","$914,570",
1130884,,Shutter Island (2010),"$1,578,795",,"$9,517,133","$1,821,686",,"$3,000,673","$26,827","$4,834,195",,,,"$739,576",,"$532,767","$254,410",,"$527,831","$1,769,957","$128,012,934",,"$32,795","$139,720","$261,844","$112,555",,"$1,006,495","$26,406,255","$14,708,736","$11,005","$3,362,171","$919,463","$714,732","$120,750",,"$772,735","$1,230,486","$9,434,156",,"$16,954,176",,,"$121,440","$165,389",,"$140,653","$333,572","$4,286,629",,"$2,632,442","$856,565","$34,485","$2,499,231",,,,"$553,457","$256,820","$1,345,629","$1,232,057",,,"$439,979",,"$5,430,049","$105,693","$760,168","$147,446","$190,246","$686,846","$6,685,838","$11,402,431","$3,714,446",,"$827,726","$189,047",,"$1,432,580","$274,559","$769,876","$16,304,568","$144,361","$634,691",
1221141,,The Headless Woman (2008),"$129,638",,,,,,,,,,,,,,,,,,,,,,,,,,"$42,207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,080",,,,,,,,,,,,"$10,664",,,,,,,,,,,,
1049405,,The Other End of the Line (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$65,088",,,,,,,,,,,,,,,,,,,"$48,732",,,"$66,558","$132,274",,,,,,,,,"$79,290",,,,
1212974,,Bitch Slap (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$240,151",,,,,,,,,,,,,,,,,,,,,,,,,,,"$179,710",,,,,,,,,,,,,,"$2,361",,,,,
0790799,,$9.99 (2008),,,"$13,739",,,,,,,,,,,,,,,,,,,,,,,,"$615,762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,547",,,,,"$24,922",,,,,,,,,,,,,,,,,,,
1235796,,Ondine (2009),"$72,270",,,"$9,645",,"$32,605",,"$34,802",,,,,,,"$17,851",,"$11,581",,"$550,472",,,,,,,,"$59,862","$161,239",,"$32,371",,,,,,,,,,,,"$1,934","$10,394",,"$2,648",,"$57,900",,"$59,818",,,,,,,,,"$343,767","$52,514",,,,,,,,,,,,,,,,,,"$253,327",,"$25,061",,,,
1364487,,Letters to Father Jacob (2009),,,,,,,,,,,,,,,,,,,,,,,,,,"$1,072,135",,,,,,,,,,,,,,,,,,,,,,,,"$123,060",,,,,,,,,,,,,,,,,,,,,"$68,691",,,,,,,,,,,,
1216487,,The Girl Who Played with Fire (2009),"$67,286",,"$2,949,123","$176,546",,"$196,087","$2,323",,,,,"$34,990",,,,,"$45,255","$11,922,845",,,,,,,,"$975,940","$1,294,649","$4,526,144",,,"$46,780",,"$234,258",,,,"$2,055,044",,,,,,,,"$2,941",,"$77,176",,"$1,072,278","$795,909",,"$7,848,798",,,,"$19,717",,,"$25,319",,,"$9,562",,,,"$63,514",,,"$148,095",,"$7,772,456","$14,469,511",,"$42,030",,,"$66,596",,,"$2,556,558","$17,254",,
0814255,,Percy Jackson & the Olympians: The Lightning Thief (2010),"$724,087",,"$4,567,200","$900,066","$45,152","$2,090,477","$121,320","$9,290,334","$248,109",,,"$803,087",,"$869,135","$41,723",,"$331,354","$1,127,223",,,"$47,770","$570,938","$109,326","$31,144",,"$411,289","$10,356,705","$7,968,745","$21,681","$1,715,058","$2,010,674","$443,369","$60,239",,"$1,554,109","$416,788","$4,139,909",,"$14,725,558",,,"$38,907","$84,323",,"$42,731","$2,023,441","$6,024,219",,"$1,923,665","$685,875","$65,737","$722,839",,,,"$966,880","$2,056,265","$592,776","$415,031",,,"$1,679,627",,"$7,572,460","$44,454","$2,101,203","$54,477","$47,562","$584,837","$11,562,185","$5,879,303","$947,492",,"$1,180,488","$1,660,301",,"$561,198","$463,083","$257,582","$11,035,357","$45,739","$1,517,744",
1385867,,Cop Out (2010),,,"$1,455,162","$325,172",,,,,"$70,552",,,,,,,,,,,,"$39,054","$76,382","$37,605",,,"$40,940","$1,731,122","$1,193,233","$10,719",,,,"$27,566",,"$318,420",,"$612,421",,,,,,"$42,561",,,,"$1,188,008",,,"$129,581","$30,234","$83,121",,,,,"$258,672",,,,,"$179,725",,"$1,414,212",,"$251,607",,,,,,,,,,,,"$158,881","$507,959","$94,051",,"$458,560",
1139328,,The Ghost Writer (2010),"$789,829",,"$2,078,040","$307,618",,"$933,211","$3,392","$728,417","$48,762",,,"$183,642",,,"$4,401",,"$139,179","$497,111",,,,,"$15,575","$13,166",,"$241,148","$7,870,069","$3,147,954",,"$1,012,881","$205,552","$138,481","$34,707",,,,"$4,811,454",,,,,"$40,880","$47,708",,"$1,314",,"$574,555",,"$624,652","$343,884",,"$413,057",,,,"$121,953",,"$2,637,644","$535,491",,,"$147,150",,"$1,116,025","$57,819","$61,382","$9,477",,"$65,716","$1,094,322","$7,125,447","$518,711",,"$32,268","$49,936",,,,"$110,503","$5,719,387","$69,635","$66,393",
0485601,,The Secret of Kells (2009),,,,,,"$46,968",,,,,,,,,,,,,"$676,775",,,,,,,,"$921,121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,537",,,,,,,"$62,679",,,,,,,,,"$95,869",,,
1273678,,The Spy Next Door (2010),"$170,583",,"$1,885,876",,,"$158,521","$27,269","$647,533","$168,543",,,,,"$70,271","$74,826",,"$77,693",,"$24,307,086",,,"$206,523",,,,,"$255,595",,,"$53,916","$169,475","$69,158","$15,768",,,,,,"$159,731",,,,"$48,095",,,"$1,296,526","$1,434,014",,"$531,321",,,,,,,"$422,376","$842,162","$123,947","$298,025",,,"$84,014",,"$1,498,538","$2,526","$863,170",,,"$648,495","$9,867","$1,477,123",,,,"$685,825",,"$77,134","$45,877","$740,937","$3,971,159","$56,821","$1,656,148",
1186830,,Agora (2009),"$202,379",,"$259,206","$73,593",,"$169,087","$10,170",,"$30,126",,,,,,,,"$82,885",,,,,"$21,437",,"$2,525",,,"$2,328,651","$256,643",,"$492,943","$47,541","$19,962","$4,498",,,,"$2,965,896",,,,,,"$134,053",,"$9,310",,"$395,684",,"$103,281","$57,916",,,,,,"$157,325",,"$69,995","$573,389",,,"$105,063",,"$296,378",,"$44,258",,,"$69,538",,"$29,609,470",,,"$10,764","$17,639",,,,"$194,126",,"$22,188",,
1146325,,Singh Is King (2008),,,"$219,172",,,"$23,190",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,174,962",,,,,,,"$42,535",,,,,"$48,111",,,,"$73,513","$11,189",,,,,,,,,,,,,,,,,,"$39,829",,,,,,,,,,,"$2,490,130",,,
1220220,,Motherhood (2009),,,,,,,,"$67,897",,,,,,,,,,,"$93,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$188,480",,,,,,,,,,,,,,,,,"$18,182",,"$4,967",,,,,"$353,440",,,$582,,,,,,,,,
1075419,,Shinjuku Incident (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,802,446",,,,,,,,,,,,,,,"$1,112,234",,,,"$59,842",,,,,,,"$181,870",,,,,,,,,"$1,299,876",,,,"$222,306",,,,"$156,479","$312,302",,,,,,,,
1247640,,District 13: Ultimatum (2009),,,,,,"$297,863",,,,,,,,,,,,,,,,,,,,,"$8,925,734",,,,,,"$6,900",,,,,,,,,"$5,867","$45,074",,,,,,,,,,,,,,,,,,,,,"$1,596,532",,"$101,130",,,"$10,286","$2,650,165",,,"$48,645",,"$74,800",,,"$42,402","$262,218",,,,
1352852,,The Yes Men Fix the World (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,635",,,,,,,,,,"$24,700",,,
0455407,,The Crazies (2010),"$280,365",,,"$270,258",,"$168,229","$40,975","$68,596",,,,"$53,057",,,,,"$26,123","$214,782",,,,"$85,381",,"$3,368",,"$32,372","$1,030,743","$1,031,601",,"$172,750","$180,721",,"$12,529",,,,"$1,499,039",,,,,,,,"$8,710","$205,197","$1,104,264",,"$218,280",,,,,,,"$270,361","$104,151","$94,161","$81,618",,,,,"$584,574",,"$129,461",,"$17,928","$77,597","$980,341","$827,739",,,"$128,102","$59,246",,"$179,848",,"$110,042","$4,889,087",,"$315,322",
0989757,,Dear John (2010),"$69,939",,"$4,164,640","$329,017",,"$556,190","$21,271","$258,261","$63,406",,,"$59,378",,"$75,910","$99,856",,"$90,167","$254,275",,,,"$121,068",,,,"$86,770","$529,661","$3,184,100",,"$103,140","$239,813","$90,233","$22,088",,,"$226,731","$922,261",,,,,,"$42,078",,"$45,779",,"$842,754",,"$1,871,191","$3,927,521",,"$180,688",,,,"$142,444","$455,383","$168,071","$381,018",,,,,"$1,791,934",,"$382,606",,,"$156,055","$1,240,866","$2,590,323","$219,610",,"$303,974","$117,515",,"$210,063","$69,096","$156,577","$7,918,385","$45,829","$141,889",
1512201,,Last Train Home (2009),,,,,,,,,,,,,,,,,,,"$288,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0808510,,Tooth Fairy (2010),"$482,136",,"$9,475,680","$818,309","$30,693",,"$174,809","$5,197,136",,,,"$526,596",,"$1,115,668",,,,,,,"$19,790","$709,676",,,,,"$11,201","$4,421,733","$10,082",,,,,,"$451,197",,"$458,881",,,,,,"$43,777",,,"$859,552","$7,890,387",,,"$836,728","$57,501",,,,,"$909,201","$472,939",,,,,,,"$2,066,966",,"$720,341",,,"$1,519,904",,"$2,781,435",,,,"$54,379",,,"$38,395","$383,439","$6,165,210","$73,077","$1,769,552","$211,659"
1232790,,Of Time and the City (2008),,,"$25,977",,,,,,,,,,,,,,,,,,,,,,,,"$101,759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$363,004",,,
0257497,,"La Commune (Paris, 1871) (2000)",,,,,,,,,,,,,,,,,,,"$5,340",,,,,,,,"$16,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0068519,,Gentlemen of Fortune (1971),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,792,168",,,,,,,,,,,,,,,,,,,
0478813,,The Trap (2007),,,,,,"$2,333",,,,,,,,,,,,,,,,,,,,,,"$28,447",,"$38,115",,,,,,,,,,,,,,,,,,,"$1,790",,,,,,,,,,,,,,,,"$187,370",,,,,,"$6,933",,,"$4,743",,,,,,,,,
0446719,,Isolation (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016301,,Fermat's Room (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,003",,,,,,,,,,,,"$812,785",,,,,,"$88,764",,,"$48,369",,,
1245112,,[Rec]² (2009),"$303,775",,,,,"$147,246",,"$365,392",,,,"$96,032",,"$248,981",,,,,,,,"$84,022",,,,,"$3,854,263",,,,"$394,106",,,,,,"$1,161,285",,,,,,,,,,"$2,233,560",,,"$13,253",,,,,,"$486,292",,"$415,232","$58,184",,,,,"$400,510",,"$174,499",,,,,"$7,684,043",,,"$15,025",,,"$232,264",,,"$101,716",,"$355,718",
0368226,,The Room (2003),,,"$740,214",,,,,,,,,,,,,,,,"$549,602",,,,,,,,,,,,"$49,918",,,,,,,,,,,,,,"$18,010",,,,,"$1,977,032",,,,,,,,,"$22,738",,,,,"$935,684","$4,497",,,,,"$380,922",,,,,,,"$6,469","$148,808","$52,727",,,,"$102,938"
1188996,,My Name Is Khan (2010),,,"$785,538",,"$459,593","$32,375",,,,,,,,,,,,,,,,,"$517,018",,,,"$110,005","$513,943","$10,136",,"$121,976",,,"$10,152,301",,,"$152,972",,,,,,"$61,406",,,"$254,110",,,"$127,875","$232,586","$29,939",,,,,"$63,827",,"$55,073",,,,,,"$161,064",,,,,"$270,698","$2,618,866","$152,259",,,"$46,909",,,,,"$2,109,306","$3,530,549",,,
1014759,,Alice in Wonderland (2010),"$8,193,223",,"$33,234,316","$5,635,346",,"$6,245,391","$676,994","$28,360,362","$804,133",,,"$3,140,515",,"$6,768,771","$336,719",,"$2,650,680","$4,631,884","$334,191,110",,"$92,105","$2,323,343","$503,454","$435,445",,"$3,794,730","$45,855,971","$34,638,318","$20,391","$2,985,480","$5,681,087","$1,567,143","$215,744",,"$2,047,959","$4,927,834","$39,952,697",,"$133,694,649",,,"$359,905","$430,952",,"$545,457","$3,633,080","$31,347,734",,"$8,910,059","$3,626,649","$38,106","$4,239,984",,,,"$1,825,228","$3,136,113","$7,926,017","$3,525,009",,,"$1,323,181",,"$42,114,337","$212,062","$3,319,768","$1,093,280","$171,221","$3,188,348","$17,954,373","$28,769,165","$6,483,980",,"$2,442,366","$1,837,901",,"$2,399,846","$3,484,583","$2,376,268","$64,437,055","$509,177","$4,335,113",
1433540,,A Town Called Panic (2009),,,,"$3,176",,"$139,726",,,"$1,179",,,,,,,,,,,,,,,,,,"$145,454",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,343",,,,,,,,,"$26,312",,,
0947810,,Green Zone (2010),,,"$5,969,528","$458,974",,"$809,198","$7,751","$508,137","$43,523",,,"$24,974",,"$131,978","$32,874",,"$84,241","$815,977","$35,053,660",,"$30,094","$32,920","$119,960","$35,364",,"$223,379","$5,867,337","$2,984,399","$6,530",,"$485,103","$139,085","$64,727",,"$1,032,116",,"$3,636,987",,"$7,969,339",,,"$31,848","$157,308",,"$38,884","$446,535","$902,874",,"$1,026,969","$461,587","$14,914","$704,474",,,,"$113,241","$385,808","$59,448","$258,531",,,"$75,608",,"$1,810,601",,"$647,334",,"$58,433","$289,702","$4,022,869","$3,855,647","$844,187",,"$469,732","$789,484",,"$309,435",,"$747,178","$8,259,161","$13,593","$444,506",
0914837,,44 Inch Chest (2009),,,,,,,,,,,,,,,,,,,"$39,033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,659",,,,,,,,,"$247,553",,,
1077262,,Ajami (2009),"$20,173",,,,,"$55,834",,,,,,,,,,,,,,,,,,,,,"$355,275","$167,329",,,,,,,,,,,,,,,,,,,"$5,269",,,,,,,,,,,,,,,,,"$14,752",,,,,,,"$66,666",,,"$9,589",,,,,,,"$14,361",,
1179034,,From Paris with Love (2010),"$133,729",,"$1,743,558","$328,275",,"$452,140","$13,545","$1,311,891","$129,669",,,"$42,393",,"$173,997","$89,792",,"$19,921","$175,513","$24,077,427",,,"$27,100","$181,477","$29,112",,"$23,286","$2,811,631","$1,544,822",,"$36,560","$100,092","$31,285","$31,542",,,,"$1,246,434",,"$2,291,526",,,"$44,044","$179,264",,"$41,649","$316,958","$1,542,491",,"$951,185","$251,841",,"$93,667",,,,"$127,445","$196,856",,"$157,040",,,"$144,804",,"$2,411,887","$10,945","$261,709",,,"$256,181","$2,520,137","$1,854,791","$60,576",,"$419,464","$292,640",,"$396,352","$82,610","$557,903","$2,609,205","$16,135",,
1235124,,Dorian Gray (2009),"$159,172",,,,,,,"$280,035",,,,,,"$219,487",,,,,,,,"$57,599",,,,,,,,,,,,,,,,,,,,,,,,,"$1,151,188",,,,,,,,,"$121,904",,,,,,,,"$1,896,437",,,,,,,,,,,"$40,726",,,,,,"$3,912",,
1234654,,Greenberg (2010),,,"$57,653","$90,064",,"$47,966",,,,,,,,,,,,,,,,,,,,,"$262,495","$173,545",,"$34,288","$28,390",,"$1,880",,,,"$189,582",,,,,,,,,,,,"$122,489",,,,,,,,,,"$102,309",,,,,"$455,755",,"$21,031",,,"$7,465",,,"$81,506",,"$13,183",,,,,,"$420,341",,,
1210042,,Brooklyn's Finest (2009),"$172,005",,,"$193,790",,"$272,359","$3,176","$743,109","$67,322",,,"$36,542",,"$58,096","$30,159",,"$22,557","$93,480","$27,163,593",,,,"$26,961",,,"$47,147","$2,497,918","$1,399,280","$2,735","$97,198","$85,562","$111,615","$9,782",,,,,,,,,,"$8,823",,,,"$469,945",,"$178,698",,,,,,,"$50,058",,,"$270,828",,,,,,,,,,,,"$1,191,786",,,"$84,141","$41,805",,,,"$217,543","$1,903,596","$31,244","$66,844",
0815236,,She's Out of My League (2010),,,"$2,937,685","$838,538",,"$367,195",,,,,,,,,"$59,813",,,"$164,220",,,,,"$54,380","$29,576",,"$83,050","$19,801","$2,202,382",,,,"$288,228","$38,520",,,,"$308,584",,,,,"$25,278","$81,874",,,"$96,063","$1,241,951",,"$439,743","$211,399","$17,641","$151,077",,,,,,"$202,913","$510,544",,,"$164,102",,"$2,999,793",,"$240,213",,"$145,145","$668,820",,,"$21,880",,"$63,885",,,,"$415,869","$239,077","$1,300,362",,,
1289406,,Harry Brown (2009),,,"$1,407,625",,,"$26,199",,,,,,,,,,,,"$12,886",,,,,,,,"$4,405",,,,,,,"$5,530",,,,,,,,,,,,,,,,,"$382,917",,"$29,183",,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,463","$6,649,562",,,
