imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
0044103,,The Tales of Hoffmann (1951),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0386117,,Where the Wild Things Are (2009),,,"$5,694,673","$182,425",,"$117,817",,"$447,021",,,,,,,,,,"$10,602","$77,233,467",,,,,,,"$69,880","$1,279,784","$1,110,733",,"$46,549",,,"$4,729",,,"$183,891","$898,743",,"$4,835,265",,,,,,,,"$262,007",,"$309,012","$892,855",,"$324,316",,,,,"$18,572",,"$98,813",,,,,,,,,,"$12,235",,"$1,409,497","$344,777",,,,,,,"$83,266","$4,269,987",,,
0459913,,Georg (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$101,223",,,,,,,,,,,,,,,,,,,
1100119,,Shorts (2009),"$245,752",,"$1,076,560",,,,"$8,343","$287,452",,,"$82,145","$230,695",,"$339,309",,,,,,,,"$189,673",,,,,,"$23,732",,,,,,,,,"$216,205",,,,,,,,,,"$1,459,722",,,"$200,661",,,,,,"$281,818","$66,738",,,,,,,,,"$107,919",,,,,"$1,754,478",,,,,,,,"$130,800","$283,685","$23,635","$1,041,526",
0808399,,"New York, I Love You (2008)","$137,848",,"$241,528","$173,351",,"$66,531",,"$493,291",,,,"$14,554",,,,,"$40,323",,"$1,588,015",,,,,,,,"$271,707","$472,583",,"$75,835","$299,369",,,,,,,,,,,,"$8,164",,,,"$362,806",,"$121,730","$53,041",,"$190,126",,,,"$123,409",,"$196,567","$240,833",,,,,"$1,224,597",,"$154,854",,,,"$550,927","$935,198","$87,485",,"$117,271","$70,518",,,"$122,613","$36,979","$2,522","$16,137",,
1197624,,Law Abiding Citizen (2009),"$179,980",,"$4,479,603","$614,930",,"$501,962",,"$2,037,344","$149,691",,,"$29,385",,"$280,414","$216,555",,"$146,448","$326,053",,,"$13,643","$49,378",,,,"$153,286",,"$5,173,078","$11,528","$734,045","$242,356","$315,732","$91,672",,,,"$6,595,412",,,,,,"$39,066",,,"$164,162","$2,163,319",,"$1,119,372","$348,441","$46,821","$508,255",,,,"$88,346","$225,643","$593,909","$609,592",,,"$270,992",,"$2,133,270","$21,334","$243,798","$139,155","$58,433","$848,628","$5,090,798","$4,678,297",,"$1,069,443","$210,893","$404,736",,"$316,128","$232,593","$507,266","$9,877,854","$49,679","$183,763",
1129445,,Amelia (2009),,,"$575,245",,,,,"$31,955",,,,"$10,020",,,,,,,,,,"$9,505",,,,,"$7,932",,,,"$39,382",,,,,,"$1,604,777",,,,,,"$7,624",,,,"$145,539",,,"$123,193",,,,,,,"$45,130",,,,,,,"$119,036",,"$53,599",,,"$19,799",,"$1,644,943",,,,,,"$22,046",,"$20,969",,"$13,334","$49,492",
0814335,,The Stepfather (2009),,,,,"$15,860","$25,997","$16,524",,,,,,,"$99,192",,,,"$7,154",,,,"$93,796","$20,563",,,,"$176,753","$225,906",,,,,,,,,,,,,,,,,,,"$586,506",,,,,,,,,"$125,209",,,,,,,,,,,,,"$166,488",,"$36,071",,,,,,,,"$72,864","$64,544","$22,248","$380,295",
0978762,,Mary and Max (2009),,,"$1,005,363",,,,,"$119,079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$54,595",,,,,,,,,,,,,,"$37,089",,"$14,064",,,,,,,,"$13,296",,,,,,,,,
1186370,,Spread (2009),"$121,929",,"$16,390",,,,"$2,740","$602,656","$137,773",,,"$18,770",,,,,,"$18,052",,,,"$14,725",,"$48,073",,"$147,153","$2,033,758",,,"$40,773",,,,,,,,,,,,"$104,926","$60,791",,"$67,767",,"$794,370",,,,,"$141,547",,,,"$97,928",,"$352,458","$415,685",,,"$334,742",,"$2,430,154",,"$70,921",,,,"$610,567","$2,052,392","$201,389",,"$149,945",,,"$140,681","$308,278","$90,617",,"$6,517","$150,777",
0471041,,The Tournament (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,375",,,,"$136,378",,,,"$1,606",,,,,,,,,
0926380,,The Boys Are Back (2009),"$40,985",,"$1,771,873",,,,$820,,,,,,,"$16,499","$9,067",,,,,,,,,,,,,,,,,,,,,,"$18,536",,,,,,,,,,,,,"$74,140",,,,,,"$43,524",,,"$50,092",,,,,,,"$5,897",,,"$108,312",,"$288,286","$1,508",,,,,,,"$7,503",,"$5,342",,
0896529,,Cairo Time (2009),,,"$226,141","$8,278",,"$17,699",,,,,,,,,,,,,,,,,,,,,,"$207,468",,,,,,,,,,,,,,,,,,,"$63,271",,,"$81,078","$3,207",,,,,,,,,,,,,,,,,,,,"$255,171",,,"$11,386",,,,,,,,,
1224366,,Afterschool (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,404",,,
1193138,,Up in the Air (2009),"$722,249",,"$7,481,902","$1,173,501",,"$1,113,452","$14,100","$4,427,613",,,,"$151,820",,"$251,463","$139,985",,"$370,969","$696,273",,,"$29,542","$108,924","$76,195","$66,853",,"$329,326","$6,303,497","$7,665,802",,"$1,555,866","$710,661","$359,390","$29,451",,"$154,220","$673,504","$7,439,717",,"$2,013,252",,,"$77,596","$85,880",,"$61,555","$136,666","$2,176,272",,"$1,074,328","$616,624","$11,846","$403,812",,,,"$236,327","$81,875","$498,950","$1,371,763",,,"$160,479",,"$2,609,963","$45,964","$359,777","$25,588","$125,379","$447,997","$362,183","$6,521,090","$654,727",,"$258,001","$203,539",,"$404,369","$245,426","$387,858","$8,742,976","$135,536","$265,980",
1100048,,35 Shots of Rum (2008),"$1,698",,,"$6,187",,"$3,714",,,,,,,,,,,,,"$177,511",,,,,,,,"$346,825","$62,704",,,,,,,,,,,,,,,,,,,"$6,454",,"$48,868",,,,,,,,,,"$6,377",,,,,,,,,,,,,,,,,,,,,"$313,201",,,
1100053,,Tormented (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$107,673",,,"$1,147,307",,,
0465737,,"Maradona, the Hand of God (2007)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,146",,,,,,,,,
1130088,,Is Anybody There? (2008),,,"$456,345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$116,278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$768,921",,,
1233227,,Saw VI (2009),"$654,417",,"$2,272,659","$972,185",,"$467,813","$27,674","$1,733,289","$63,939",,,"$174,417",,"$701,742","$52,199",,"$162,047",,,,,"$347,328",,"$51,659",,"$14,303","$4,080,689","$3,900,589",,"$374,565","$423,077",,"$4,462",,,,"$2,520,502",,"$1,261,182",,,"$56,664",,,"$79,934",,"$542,720",,"$113,079","$146,480",,,,,,"$211,461",,"$661,935","$158,825",,,"$125,542",,"$2,233,276",,"$132,193",,"$108,583","$81,182","$139,111","$3,300,211","$177,897",,"$289,145",,,"$1,121,816",,"$242,899","$8,310,402","$22,086","$2,024,684",
1477715,,This Is It (2009),"$647,258",,"$8,734,295","$1,455,785","$39,521","$2,795,161","$195,092","$3,603,288","$167,155",,,"$699,407",,"$1,065,543","$108,196",,"$1,890,019","$3,048,283",,,"$118,159","$535,099","$58,350","$81,237",,"$716,521","$14,545,085","$13,019,854","$22,224","$1,264,913","$1,174,486","$714,733","$82,956",,"$827,814","$154,114","$6,157,165",,"$57,073,792",,,"$146,748","$164,731",,"$193,854","$829,924","$3,231,979",,"$5,918,448","$2,698,899","$83,929","$2,055,305",,,,"$723,804","$1,324,068","$2,366,616","$724,644",,,"$643,062",,"$2,171,866","$22,802","$814,356","$435,530","$123,802","$1,162,648","$825,115","$5,010,725","$2,924,393",,"$883,247","$401,085",,"$334,667","$232,736","$437,234","$16,070,992","$90,951","$2,109,782",
0450405,,Cirque du Freak: The Vampire's Assistant (2009),,,"$59,271","$185,749",,"$513,855","$20,824",,"$37,782",,,"$83,300",,"$138,242",,,,,,,,"$137,544","$42,000",,,,"$245,230","$972,594",,,,"$366,736",,,,,"$50,728",,"$6,436,885",,,,"$31,587",,,"$4,041,235","$1,981,599",,"$195,394","$81,318",,,,,,"$198,085","$254,860",,"$226,834",,,"$75,970",,"$3,192,388",,"$326,215",,,,,"$129,463",,,,,,,"$246,273","$158,204","$4,602,900","$4,159","$384,644",
1300851,,The Boondock Saints II: All Saints Day (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$356,133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213585,,Good Hair (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,912",,,,
1190536,,Black Dynamite (2009),,,,,,,,,,,,,,,,,"$2,886",,,,,,,,,,"$33,910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,183",,,,
0475783,,Welcome to Dongmakgol (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$278,397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,508,733",,,,,,,,,,,,,
0375568,,Astro Boy (2009),"$174,796",,"$2,683,576",,,"$507,079","$9,353","$490,745",,,,"$188,580",,"$77,549","$54,139",,"$62,669",,,,,"$60,064","$5,626",,,,"$1,189,211",,,,"$390,901","$33,453","$21,892",,,,"$696,229",,"$864,683",,,,"$6,535",,,"$167,521","$710,349",,,"$180,477",,,,,,"$245,227","$151,113",,"$86,797",,,,,"$1,438,385",,"$513,876","$24,354",,"$221,264","$2,201,763","$679,352",,,"$71,942","$20,348",,"$668,110","$20,111","$87,245","$5,148,738","$30,546","$96,172",
1161418,,Gentlemen Broncos (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,114",,,,,,,,,,,,
0432283,,Fantastic Mr. Fox (2009),,,"$3,494,276","$65,786",,"$78,578",,"$42,645",,,,,,,"$2,160",,,"$24,492","$21,002,919",,,,,"$4,260",,,"$2,278,744","$590,208",,,"$57,975",,$230,,,,"$297,811",,,,,"$20,788",,,,,"$28,147",,"$195,212","$610,866",,"$474,967",,,,,"$17,376",,,,,,,,,"$279,377",,,,"$109,927","$136,634","$77,426",,,,,,,,"$23,505,661",,"$4,483",
0974014,,Creation (2009),,,"$309,222",,,"$22,281",,"$26,803",,,,,,,,,,,,,,,,,,,"$1,806",,,,,,,,,,,,,,,,"$2,018",,,,,,,"$122,624",,,,,,,,,,,,,,,,,,,"$72,239",,,,,,,,,,,"$1,160,359",,,
1023441,,Coco Chanel & Igor Stravinsky (2009),,,"$278,556","$94,462",,"$77,413",,"$228,930","$5,263",,,,,,,,,"$137,140",,,,,,,,"$260,311","$885,868","$192,281",,"$109,096","$103,547",,,,,,,,,,,"$5,357",,,"$8,799",,"$48,105",,"$53,619","$115,934",,"$167,169",,,,"$25,161",,,"$27,532",,,,,,"$17,734","$26,007",,"$16,790","$43,142","$1,002,940",,"$28,880",,"$62,056",,,"$181,939",,,"$230,602",,,
0795438,,Not Easily Broken (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$129,504",,,,,,,,,,,"$24,663",,,
1067106,,A Christmas Carol (2009),"$1,947,233",,"$4,688,758","$1,645,231",,"$1,769,393","$127,367","$3,007,754","$162,036",,,"$728,147",,"$1,768,192","$125,995",,"$625,544","$982,729",,,"$30,848","$1,033,378","$289,234","$109,452",,"$825,823","$12,523,968","$11,188,892","$4,574","$1,974,854","$1,661,437","$672,128","$148,749",,"$484,021","$447,277","$22,530,311",,"$17,601,649",,,"$145,257","$394,689",,"$249,653","$1,067,591","$7,583,173",,"$2,235,529","$521,597","$17,980","$1,470,082",,,,"$519,788","$873,330","$4,721,787","$1,227,340",,,"$656,102",,"$13,325,514","$73,436","$941,116","$327,928","$99,545","$557,484","$2,306,411","$8,321,029","$1,027,521",,"$727,953","$650,003",,"$313,187","$1,329,285","$466,255","$32,201,450","$89,735","$1,835,471",
1134629,,The Private Lives of Pippa Lee (2009),,,"$1,632",,,"$44,423",,"$81,660",,,,,,,,,,,,,,,,,,,"$448,216","$188,001",,"$314,584","$42,729","$29,985",,,,,,,,,,"$17,065",,,"$7,831","$20,401","$73,892",,"$81,784",,,,,,,,,,"$51,250",,,,,"$138,172",,"$18,957",,,,"$50,832","$556,691","$11,881",,"$28,510","$3,449",,,,,"$311,672",,,
0765849,,Our Daily Bread (2005),,,,,,"$35,796",,,,,,,,,,,,,,,,,,,,,,,,,,$71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,651",,,"$9,432",,,,,,"$5,428",,,
1190080,,2012 (2009),"$4,040,705",,"$18,123,801","$4,487,563","$471,318","$6,322,004","$739,891","$25,652,732","$856,915",,,"$4,107,761","$90,186,569","$4,154,198","$620,088",,"$1,656,757","$3,990,300","$166,112,167",,"$138,829","$1,556,775","$1,101,387","$317,333",,"$1,481,186","$44,038,740","$37,706,115","$43,802","$6,100,075","$6,323,434","$1,399,821","$244,004",,"$6,640,261","$2,675,652","$21,086,983",,"$42,626,869",,,"$446,409","$978,257",,"$548,944","$7,511,710","$19,445,807",,"$6,836,005","$2,057,977","$175,910","$4,101,063",,,,"$2,970,237","$5,140,830","$9,785,003","$3,794,573",,,"$1,656,935",,"$36,608,694","$275,735","$4,645,078","$557,619","$482,522","$2,311,282","$33,396,775","$22,591,580","$5,920,122",,"$13,395,852","$6,434,846",,"$8,751,289","$3,256,007","$3,664,853","$31,052,159","$358,329","$8,046,572",
0362478,,The Box (2009),"$75,812",,"$1,142,983",,,"$947,541",$645,"$506,081","$12,244",,,"$55,749",,"$137,384","$23,793",,"$67,908",,"$15,051,977",,,"$24,762","$30,904","$25,265",,"$20,021","$2,952,779",,,"$42,286","$109,522","$28,842","$15,628",,,,"$1,874,782",,"$836,867",,,"$59,115","$57,651",,"$16,438","$51,980","$1,296,123",,"$238,452","$22,204",,,,,,"$67,629",,"$280,368","$99,910",,,"$156,342",,"$1,052,440","$10,217","$8,304",,"$49,434","$54,566","$483,629","$2,400,035","$200,097",,"$58,890","$81,071",,"$123,825",,"$130,494","$1,964,101","$18,756","$311,040",
0913425,,Broken Embraces (2009),"$515,741",,"$679,536","$296,792",,"$674,721","$2,124","$1,367,858","$16,268",,,"$102,541",,"$104,357","$76,083",,"$161,747","$346,073","$5,014,305",,,"$13,800",,"$16,307",,"$285,843","$6,936,672","$2,177,492",,"$752,688","$89,222","$91,546","$14,802",,,,"$5,199,445",,,,,"$51,126","$18,889",,"$55,368",,"$440,012",,"$521,052","$20,454",,"$135,545",,,,"$45,245",,"$1,096,282","$72,698",,,"$35,484",,"$1,156,366","$37,972","$10,614",,"$57,298","$83,834","$96,088","$5,928,682","$480,493","$456,335","$68,171","$8,154",,"$150,348","$58,441",,"$1,220,908","$66,116","$164,798",
1220198,,The Fourth Kind (2009),"$173,769",,,,,"$100,808","$10,601","$896,656","$50,281",,,"$177,219",,"$116,160","$104,760",,"$80,909",,"$25,486,040",,,,,"$11,693",,,"$1,120,102",,,,,,,,,,"$2,426,800",,"$5,064,696",,,"$14,719","$29,857",,"$23,936","$117,122","$2,577,037",,"$252,371",,,,,,,"$322,654","$103,329","$219,507",,,,,,"$792,485","$1,694","$158,276","$38,454",,"$60,775","$1,472,257","$1,547,304",,,"$72,694","$113,794",,,,"$199,654","$3,717,152","$62,553",,
0929632,,Precious (2009),"$303,251",,"$1,223,232","$249,353",,"$275,195","$4,326","$927,316",,,,"$45,371",,"$307,036",,,,"$949,520",,,,,,,,"$265,570","$439,889","$1,234,336",,,"$154,411",,"$32,241",,,,"$767,729",,,,,,"$5,964",,,,"$859,206",,"$806,168","$493,185",,"$394,361",,,,"$106,931",,,"$283,991",,,,,"$30,130",,"$59,680",,,"$157,428",,"$2,794,276","$555,381",,"$143,763",,,"$54,593",,"$29,016","$1,902,694","$46,212","$181,250",
1095217,,Bad Lieutenant: Port of Call New Orleans (2009),"$175,545",,,"$40,353",,"$309,973","$3,373","$624,423","$64,232",,,"$60,802",,,,,"$33,632",,"$1,702,112",,,,,"$1,813",,"$48,120","$2,120,067","$54,389",,"$210,887","$15,879","$33,046","$12,726",,,,"$437,346",,,,,"$10,476","$7,104",,"$28,812",,"$571,409",,"$250,905",,"$1,970",,,,,"$122,730","$53,350",,"$186,250",,,"$194,180",,"$25,082","$18,933",,,"$11,381",,"$9,121","$1,840,997",,,"$76,113","$34,887",,,,"$270,836","$770,020","$11,545","$161,603",
1259571,,The Twilight Saga: New Moon (2009),"$3,302,766",,"$35,170,330","$4,037,383",,"$6,142,938","$203,967","$30,613,742","$424,030",,,"$2,478,548",,"$2,229,922","$669,103",,"$1,134,196","$3,912,934","$297,816,253",,"$94,115","$992,245","$537,535","$242,238",,"$2,425,881","$39,210,470","$34,647,673","$25,102","$4,450,958","$1,897,556","$1,672,215","$144,903",,,,"$20,609,171",,"$1,927,976",,,"$329,035","$431,334",,"$330,976","$2,042,899","$18,808,309",,"$3,122,069","$4,386,377","$65,689","$4,400,247",,,,"$1,848,823","$5,516,431","$4,338,441","$3,509,504",,,"$739,392",,"$18,616,430","$107,146","$2,188,474","$603,395","$386,761","$3,152,285","$12,011,262","$28,617,897","$6,684,938",,"$1,588,979","$2,738,805",,"$6,838,982","$1,315,158","$2,114,120","$43,409,449","$173,313","$2,782,375",
0790712,,The Messenger (2009),,,,,,,,"$95,961",,,,,,,,,,,,,,,,,,,,"$83,169",,,"$13,487",,,,,,"$78,366",,,,,,,,,,"$108,870",,"$4,117",,,,,,,"$36,414",,,"$19,324",,,,,"$8,677",,,,,,,,,,,,,,,,"$37,372",,,
1172963,,Lemon Tree (2008),"$117,698",,"$298,427","$42,859",,"$133,785",,"$269,455",,,,,,"$54,660",,,,,,,,,,,,,"$2,846,667","$480,577",,"$56,183",,,,,,,"$1,471,720",,,,,,,,,,"$52,284",,"$17,629","$6,987",,"$24,645",,,,,,,,,,,,,,,,,,"$25,722","$548,354","$98,078","$223,086","$13,828",,,"$3,589",,,"$20,606","$10,977",,
1186367,,Ninja Assassin (2009),"$131,003",,,"$257,407",,,"$11,662","$170,870","$46,035",,,"$93,442",,"$146,524",,,,"$181,249",,,"$31,930","$45,988","$36,552",,,"$11,195","$302,269","$850,707",,,"$353,913",,"$42,313",,"$1,862,728",,"$533,312",,,,,,"$58,710",,"$30,923","$1,384,661","$430,480",,"$352,619",,"$36,152",,,,,"$147,390","$1,102,178",,,,,"$99,888",,"$1,289,997",,"$789,138",,,"$209,739","$8,752,317","$1,147,360",,,"$173,922","$798,674",,"$171,934",,"$555,587","$301,732","$4,023","$531,874",
1337051,,"Police, Adjective (2009)","$24,564",,,,,"$2,836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,997",,"$3,103",,,,,,,,,,,,,,,,"$38,268",,,
0367478,,Wake of Death (2004),,,,,,,,,,,,,"$67,444",,,,,,,,,,,,,,,,,,"$1,674",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$265,255",,,,,,,,"$187,545",,,,
1242422,,Cell 211 (2009),,,,,,"$37,157","$4,831",,,,,,,"$183,587",,,,,,,,,,,,,"$167,044",,,"$43,707",,,,,,,"$773,108",,,,,,,,,,"$646,197",,,,,,,,,"$77,052",,,"$11,791",,,,,"$161,806",,,,,,,"$15,905,730",,,,,,,,,"$100,962",,"$18,105",
1139319,,A Film with Me in It (2008),"$50,051",,,,,,,,,,,,,,,,"$4,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$137,309",,,
0783598,,Until Death (2007),,,,,,,"$2,315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,483",,,,,,,,,,,,,,,,,,,,,,,,,,,
0765010,,Brothers (2009),"$1,493,496",,"$218,142",,,"$313,467","$9,735","$281,518",,,,"$56,499",,,,,"$11,728","$12,614",,,,"$32,345",,"$4,542",,"$35,663","$2,751,651","$156,654",,"$50,639","$67,375",,"$25,733",,,,"$3,266,025",,,,,"$7,983","$8,023",,"$12,972","$16,977","$715,569",,"$1,135,154","$5,005",,"$69,910",,,,"$90,330",,"$511,154","$151,946",,,,,"$14,795","$9,564","$29,205","$33,396",,"$158,833","$437,464","$923,959","$18,590",,"$24,275","$78,922",,,,"$65,090","$1,611,026","$12,453",,
0804529,,Sleep Dealer (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0878804,,The Blind Side (2009),"$308,898",,"$12,273,902","$979,955",,,"$35,097","$3,004,286",,,,"$96,354",,"$382,314","$95,404",,,"$239,779","$255,982,860",,"$33,024","$140,998",,,,"$97,275",,"$6,295,841","$6,945",,"$92,795",,"$47,982",,,"$568,626",,,,,,,,,,,"$4,105,623",,,"$1,289,019","$26,977","$380,455",,,,"$354,112","$126,112",,"$712,584",,,,,,,"$279,274",,,"$1,046,568","$2,165,985","$2,529,601",,,"$503,586",,,,,"$196,544","$9,127,125","$76,906","$355,921",
1247692,,Shrink (2009),,,,,,,,,,,,,,,,,,,,,,,,"$13,315",,,,,,,"$5,775",,,,,,,,,,,"$31,712",,,"$1,969",,,,,,,,,,,,,,"$31,795",,,,,"$29,244",,,,,,,,,,,,,,,,,,,
0976238,,Old Dogs (2009),"$1,506,322",,"$8,383,867","$448,158",,,"$137,191","$632,898",,,,"$360,864",,"$1,163,994","$49,217",,,"$141,986",,,"$32,458","$637,344","$124,036","$91,608",,,,"$662,728","$1,922","$318,829","$191,837","$100,488","$46,773",,"$437,868","$393,224","$23,802",,,,,"$54,946","$172,031",,,"$564,936","$5,066,976",,"$1,312,085","$526,415","$16,506",,,,,"$1,163,243","$117,343","$405,259","$778,071",,,"$487,537",,"$5,362,678","$73,523","$333,129",,"$157,569","$1,470,435",,"$5,689,108","$549,594",,"$385,225",,,"$287,171","$425,053","$432,243","$195,822","$137,222","$2,468,108",
0762125,,Planet 51 (2009),"$179,380",,"$2,581,551","$337,111",,"$862,786","$39,030","$2,254,074","$149,540",,,"$271,297",,"$967,122","$27,817",,"$341,738","$369,770",,,,"$177,233",,,,"$229,683","$8,264,852","$2,181,772",,"$444,526","$117,746","$35,724","$47,893",,,,"$3,405,781",,,,,,"$30,874",,,"$158,215","$4,590,034",,"$329,237","$293,963",,"$96,609",,,,"$555,260","$64,020","$1,796,388","$1,424,154",,,"$47,047",,"$3,450,434","$38,221","$487,588","$104,623","$179,710","$603,855","$253,724","$15,762,612","$470,378",,,,,"$335,900","$319,078","$375,812","$7,368,928","$35,722","$452,778",
1175506,,Me and Orson Welles (2008),,,"$395,211","$11,127",,,,,,,,,,,,,,,,,,,,,,,,"$71,363",,,,,,,,,,,,,,,,,,,,,"$10,578","$97,540",,,,,,,,,,,,,,,,,,,,,,,,"$2,748",,,,,,"$557,602",,,
1315981,,A Single Man (2009),"$94,927",,"$1,380,617","$146,720",,"$397,654",,"$264,017",,,,"$36,136",,"$51,644",,,"$76,824","$549,200","$9,176,000",,,,,,,"$57,355","$588,829","$1,612,440",,"$185,789","$107,400",,,,,,"$1,531,617",,,,,,,,,,,,"$891,594","$476,778",,"$208,043",,,,"$18,259",,"$201,340","$229,706",,,,,"$175,933",,"$76,510",,,,"$5,373","$870,400","$294,132",,"$22,808",,,"$90,862",,,"$4,035,997","$9,975",,
1107859,,Kill Switch (2008),,,,,,,,,,,,,"$127,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,412",,,,,,,,,,"$9,915",,,,,,,,,,,"$12,332",,,,,"$17,777",,,,"$200,948",,,,
1186366,,Morphine (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$766,075",,,,,,,,,,,,,,,,,,,
0380510,,The Lovely Bones (2009),"$211,753",,"$6,089,234","$345,482",,"$498,758","$2,611","$1,612,729",,,,"$276,533",,"$109,827","$58,794",,"$73,308","$1,044,361",,,,"$52,629","$28,688","$14,226",,"$135,678","$2,174,440","$2,316,186",,"$489,108","$215,772",,"$12,700",,"$65,710","$73,342","$2,396,608",,"$6,823,934",,,"$6,240","$13,545",,"$48,228","$118,942","$2,898,173",,"$760,157","$2,388,913","$4,922","$168,592",,,,"$203,133",,"$612,157","$164,735",,,"$44,254",,"$1,316,823","$28,101","$164,275",,"$13,243","$113,270","$1,369,374","$1,545,639","$408,298",,"$216,418",,,"$171,571","$124,833","$58,549","$9,301,424","$5,237","$151,657",
1057500,,Invictus (2009),"$981,517",,"$6,432,362","$218,175",,"$738,223","$33,539","$1,923,500",,,,"$203,487",,"$400,498","$29,059",,,"$361,646","$37,491,364",,"$50,988","$45,704",,,,"$45,038","$26,616,922","$763,812",,"$343,660","$170,814",,"$2,198",,,"$216,409","$9,063,387",,"$8,623,873",,,,,,"$19,404","$25,220","$2,238,624",,"$411,567","$348,222","$14,430","$211,989",,,,"$209,540","$78,787",,"$1,249,560",,,"$37,372",,"$52,434","$26,096","$237,086",,"$44,070","$1,424,679","$696,868","$10,313,309","$47,860",,"$146,643",,,"$115,686",,"$119,506","$6,870,705","$210,474","$340,248",
0780521,,The Princess and the Frog (2009),"$1,922,032",,"$5,830,322","$1,942,068",,"$3,235,435","$138,395","$4,075,122","$318,767",,,"$904,105",,"$1,872,829","$158,092",,"$219,270","$2,360,291","$104,400,899",,"$33,928","$764,349","$78,838","$143,070",,"$897,662","$32,378,176","$11,780,091","$8,196","$1,537,177","$548,171","$796,787","$59,711",,"$338,069","$1,333,251","$13,157,233",,"$4,840,341",,,"$125,887","$143,624",,"$284,064","$941,156","$6,059,800",,"$3,057,126","$592,956",,"$1,623,931",,,,"$689,903","$284,188","$2,890,822","$1,532,519",,,"$137,678",,"$5,141,150","$74,148","$544,942","$208,840","$115,260","$954,509","$597,470","$11,594,881","$2,547,916",,"$160,327","$331,408",,"$1,233,749","$668,445","$489,770","$16,387,133","$80,731","$1,995,340",
