imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,West Indies
0067866,,El Topo (1970),,,,,,,,,,,,,,,,,,,,"$80,302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,513",,,,,,,,,"$57,653",,,
0069400,,Trafic (1971),,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,573",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0071487,,The Phantom of Liberty (1974),,,,,,,,,,,,,,,,,,,,"$6,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$577,,,,,,,,,,,,,,,,,,,,,,,,
0071615,,The Holy Mountain (1973),,,,,,,,,,,,,,,,,,,,"$61,001",,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,315",,,,,,,,,,,,,,,,,,,,,,,"$18,542",,,,,,,,,"$8,302",,,
0073580,,The Passenger (1975),,"$51,542",,,,,,,,,,,,,,,,,,"$620,155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,281",,,,,,,,,,,,,,,,,,,,,"$64,766",,,
0074084,,1900 (1976),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$692,,,,,,,,,,,,,,,,,,,,,,,,
0074152,,Small Change (1976),,,,,,,,,,,,,,,,,,,,"$38,805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0074870,,The Marquise of O (1976),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,128",,,,,,,,,,,,,,,,,,,,,,,,
0074906,,The Missouri Breaks (1976),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0076740,,Sorcerer (1977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,972",,,
0079261,,Hair (1979),,,,,,,,,,,,,,,,,,,,"$15,284,643",,,,,,,,,,,,,,,,"$28,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0079672,,Opening Night (1977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,270",,,,,,,,,,,,,,,,,,,,,,,,
0085482,,El Norte (1983),,,,,,,,,,,,,,,,,,,,"$27,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0087821,,Full Moon in Paris (1984),,,,,,,,,,,,,,,,,,,,"$15,726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,213",,,,,,,,,,,,,,,,,,,,,,,,
0088275,,The Times of Harvey Milk (1984),,,,,,,,,,,,,,,,,,,,"$13,801",,,,,,,,"$16,386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0089603,,Mishima: A Life in Four Chapters (1985),,,,,,,,,,,,,,,,,,,,"$437,547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$65,211",,,,,,,,"$2,027",,,
0090056,,Spies Like Us (1985),,,,,,,,,,,,,,,,,,,,"$60,106,536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0090713,,The Best of Times (1986),,,,,,,,,,,,,,,,,,,,"$7,790,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,383",,,,,,,,
0091113,,Ginger & Fred (1986),,,,,,,,,,,,,,,,,,,,"$837,623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0091670,,The Sacrifice (1986),,,,,,,,,,,,,,,,,,,,"$81,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,811",,,,,"$44,466",,,,,,,,,,,,,,,,"$31,383",,,
0092263,,A Better Tomorrow (1986),,"$26,709",,,,,,,,,,,"$4,898,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$74,799",,,,,,,,,,,,
0092337,,The Decalogue (1989),,,,,,,,,,,,,,,,,,,,"$762,214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0093342,,Where Is the Friend's House? (1987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,867",,,,,,,,,,,,"$4,546",,,,,,,,,,,,
0093412,,Law of Desire (1987),,,,,,,,"$27,233",,,,,,,,,,,,"$72,442",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0093668,,Pathfinder (1987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$232,366",,,,,,,,,,,,,,,,
0093777,,Prince of Darkness (1987),,,,,,,,,,,,,,,,,,,,"$14,182,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0097814,,Kiki's Delivery Service (1989),,$654,,,,,,,,,,,,,,,,,"$127,386","$1,004,057",,,,,,"$270,391","$3,488,960",,,"$118,491",,,,,,"$704,985",,"$4,109,243",,,,,,,,,,,,,$653,,"$179,695",,,,,,,,,,"$72,598",,,"$9,756",,,,"$166,506",,"$89,566",,,"$5,575","$7,300",,,"$10,266",,,
0099329,,Cry-Baby (1990),,,,,,,,,,,,,,,,,,,,"$8,266,343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$312,,,,,,,,,,,,,,,,,,,,,,,,
0099747,,Havana (1990),,,,,,,,,,,,,,,,,,,,"$9,243,140",,,,,,,,,"$402,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
