imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Kenya,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Norway,Palestine,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0259393,,Lantana (2001),,"$6,125,907",,,,,,,,,,,,,,,,,,,,,,,,"$942,001","$106,191",,,,"$11,168",,,,,"$197,625",,,,,,,,,,,,,"$164,767",,,,,,,,,,,,,,,,,,,"$53,073",,,,,,,,,"$774,495",,,,
0265666,,The Royal Tenenbaums (2001),,"$1,255,590","$395,664",,,,"$569,277","$3,419",,,,,,,,"$9,574",,,"$52,364,010",,,,,,,"$1,292,595","$1,483,297",,,"$169,490","$15,421",,,,,"$2,410,721",,,,,,,,,"$426,147",,,"$114,759","$273,588","$287,160",,,,,,,,,,,,,,,,,,"$577,863",,,,"$36,503",,,,,"$3,827,447",,,,
0101452,,Bill & Ted's Bogus Journey (1991),,,,,,,,,,,,,,,,,,,"$38,037,513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0278488,,How High (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$53,227",,"$9,729",,,,,,,,,,,,,
0268397,,Jimmy Neutron: Boy Genius (2001),"$369,598","$2,903,028","$38,720",,,,"$387,024",,,,,,,,,,,,,,,,,,,"$1,611,709","$698,570",,,,,,,,,"$197,757",,,,,,,,,"$6,659,651",,,"$138,754","$402,879","$162,216",,,,,,,,,,,,,,,,"$162,532","$145,700","$87,641",,,,,,,,,"$3,614,824",,,,
0279889,,Joe Somebody (2001),,"$111,718",,,,,,,,,,,,,,,,,,,,,,,,"$43,103","$35,263",,,,,,,,,,,,,,,,,,"$917,266",,,,,,,,,,,,,,,,,,,,,,,"$273,762",,,,,,,,,,,,,
0035423,,Kate & Leopold (2001),"$150,954","$3,230,989","$457,035",,,,"$395,099","$23,323",,,,,,,,"$732,897",,,,,,,"$34,531",,,"$440,783","$4,482,954",,,,"$101,351",,,,,"$2,050,485",,"$5,855,502",,,,,,,"$1,039,865",,,"$540,965","$158,812",,,,,,,,,,,,,,,,,"$363,121",,"$1,194,549",,,,"$808,265",,,,,"$292,444",,,,
0120737,,The Lord of the Rings: The Fellowship of the Ring (2001),"$3,658,920","$24,782,093","$6,845,000","$627,372","$6,094,454","$304,743","$10,445,125","$347,112",,"$1,459,642","$2,611,007","$15,080,952","$2,991,832","$769,116",,"$3,931,932",,"$11,485,996","$316,115,420","$140,000",,"$400,000","$167,782","$342,841","$5,119,369","$35,623,016","$78,561,249","$5,774,640",,"$3,181,887","$2,025,331","$667,788","$874,459","$597,978","$2,715,451","$24,667,536",,"$69,429,112",,"$136,514","$857,532",,"$148,017","$1,016,167","$15,799,230",,"$1,025,314","$13,036,148","$9,700,746","$8,161,464","$1,442,161","$1,258,399","$1,403,464","$8,844,029","$2,935,879","$1,100,098","$186,305","$7,179,111","$987,411",,,"$666,518","$2,195,060","$374,645","$483,175","$1,874,426","$21,046,515","$28,012,547",,"$15,782,664","$8,339,749","$6,620,323","$2,192,337","$4,454,856","$13,582","$59,827","$90,393,518","$418,949","$2,290,061","$87,294","$138,629"
0268995,,The Majestic (2001),,"$302,890","$19,738",,,,"$319,684",,,,,,,,,,,,"$27,807,266",,,,,,,"$269,662","$53,072",,,"$69,971",,,,,,"$205,934",,"$5,303,635",,,,,,,"$206,258",,,,,,,,,,,,,,,,,,,,,,"$158,869","$444,484",,,,"$94,722",,,,,,,,,
0268978,,A Beautiful Mind (2001),"$1,512,073","$10,368,890","$1,645,762",,,,"$5,767,213","$103,997",,,,,,,,"$444,889",,,"$170,742,341",,,,,,"$1,234,451","$3,706,550","$13,641,360",,,"$1,225,060","$402,672",,,,,"$12,260,691",,"$14,286,836",,,,,,,"$7,786,598",,,"$2,548,342","$1,423,731","$2,680,208",,,,,,,,,,,,,,,,"$1,154,472","$6,140,813","$10,359,805",,,,"$1,072,921",,"$1,999,236",,,"$11,566,132",,,,
0063415,,The Party (1968),,,,,,,,,,,,,,,,,,,,,,,,,,"$10,631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0248667,,Ali (2001),"$4,889","$3,461,737","$166,791",,,,,,,,,,,,,,,,"$58,203,105",,,,,,,"$5,241,132","$2,098,135",,,,,,,,,"$1,066,925",,"$1,798,192",,,,,,,"$185,249",,,"$656,023","$198,488",,,,,,,,,,,,,,,,,"$263,216","$820,623","$1,921,353",,,,"$46,330",,"$87,081",,,"$6,227,355",,,,
0265086,,Black Hawk Down (2001),,"$5,477,785","$279,899",,,,"$1,397,135","$37,381",,,,,,,,"$150,721",,,,,,,,,,"$2,865,606","$2,387,107",,,,"$66,518",,,,,"$1,434,840",,"$9,667,861",,,,,,,"$4,539,854",,,"$541,269","$584,951","$840,264",,,,,,,,,,,,,,,,"$358,674",,"$2,050,934",,,,"$1,250,858",,,,,"$8,091,924",,,,
0245046,,Charlotte Gray (2001),,"$2,228,991","$19,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$302,330",,,,,,,,,,,,,,,,,"$22,084",,"$122,301",,,,,,,,,"$1,886,566",,,,
0086619,,Yentl (1983),,,,,,,,,,,,,,,,,,,"$40,218,899",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0280707,,Gosford Park (2001),,"$4,545,780","$407,489",,,,,,,,,,,,,"$64,728",,,,,,,,,"$128,249","$4,012,013","$2,584,839",,,"$292,652","$81,660",,,,,"$2,913,234",,,,,,,,,"$396,078",,,"$464,158","$587,163","$492,376",,,,,,,,,,,,,,,,"$151,440",,"$3,826,102",,,,"$39,315",,,,,"$16,948,417",,,,
0277027,,I Am Sam (2001),"$550,051","$2,464,334","$218,196",,,,"$1,450,935",,,,"$80,167",,,,,,,,"$40,311,852",,,,,,,"$1,086,067","$755,881",,,,"$9,377",,,,,"$3,442,912",,"$25,789,069",,,,,,,"$1,422,017",,,"$175,137","$49,790","$92,904",,,,,,,,,,,,,,,,"$256,097","$9,811,314","$1,690,712",,,,"$491,450",,"$135,001",,,"$665,115",,,,
0285742,,Monster's Ball (2001),"$65,713","$1,073,223","$133,435",,,,,,,,"$88,933",,,,,,,,"$31,273,922",,,,,,"$201,629","$630,916","$705,217",,,"$101,948","$27,078",,,,,"$250,458",,,,,,,,,"$613,819",,,"$137,391","$67,630","$567,768",,,,,,,,,,,,,,,,"$22,307","$382,554","$924,594",,,,"$37,105",,,,,"$3,583,605",,,,
0120824,,The Shipping News (2001),,"$1,371,939",,,,,"$71,429","$16,933",,,,,,,,"$36,459",,,,,,,,,,"$365,955","$2,286,460",,,,,,,,,"$825,583",,"$335,759",,,,,,,"$125,135",,,"$63,980","$300,530","$77,536",,,,,,,,,,,,,,,,"$73,337",,"$1,856,625",,,,,,,,,"$1,319,813",,,,
0074937,,Murder by Death (1976),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0057490,,The Servant (1963),,,,,,,,,,,,,,,,,,,"$45,522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$280,,,,,,"$3,443",,,,,,,,,,,,,,,,,,,,,,"$26,201",,,,
0273923,,Orange County (2002),,"$268,265","$54,136",,,,,,,,,,,,,,,,,,,,,,,"$1,463","$630,715",,,,,,,,,"$8,825",,,,,,,,,"$137,359",,,"$63,453",,,,,,,,,,,,,,,,,,"$21,435",,"$61,726",,,,,,,,,"$514,172",,,,
0237534,,Brotherhood of the Wolf (2001),"$225,212","$181,922","$266,676",,,,"$336,120",,,,"$115,410",,,,,"$69,532",,,"$11,274,610",,,,,,,,"$4,877,562",,,"$119,453",,,,,,,,"$591,292",,,,,,,"$1,050,455",,,,"$45,007",,,,,,,,,,"$700,000",,,,,,,,,"$2,324,599",,,,,,,,,"$175,288",,,,
0269746,,What Time Is It There? (2001),,,,,,,,,,,,,,,,,,,"$195,760",,,,,,,"$62,832","$6,885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0160399,,Impostor (2001),,"$38,001",,,,,,,,,,,,,,"$5,385",,,"$6,285,176",,,,,,,,,,,,,,,,,"$36,582",,,,,,,,,"$182,359",,,,,,,,,,,,,,,,,,,,,"$23,802",,"$548,771",,,,"$31,109",,"$32,579",,,"$34,240",,,,
0240468,,Kung Pow: Enter the Fist (2002),,"$394,459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0281373,,Snow Dogs (2002),"$110,501","$5,704,983","$959,659",,,,"$1,025,288","$7,407",,,"$95,088",,,,,,,,,,,,,,,"$1,944,036","$4,637,508",,,,"$66,350",,,,,"$1,251,081",,,,,,,,,"$7,587,020",,,"$1,355,669","$576,955","$242,448",,,,"$24,307",,,,,,,,,,,,"$455,240",,"$910,740",,,,"$189,783",,,,,"$4,442,739",,,,
0083511,,48 Hrs. (1982),,,,,,,,,,,,,,,,,,,"$78,868,508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0243862,,Italian for Beginners (2000),"$181,796","$146,902","$96,822",,,,,,,,"$61,833",,,,,,,"$5,293,229","$4,544,753",,,,,,,"$184,298","$3,597,882",,,,,,,,,"$377,453",,,,,,,,,,,,"$189,270",,,,,,,,,,,,,,,,,,,,"$649,166",,,,"$1,308",,,,,"$203,555",,,,
0245844,,The Count of Monte Cristo (2002),"$279,351","$1,962,754",,,,,"$1,890,041","$55,771",,,,,,,,"$37,370",,,,,,,"$28,921",,,"$150,483","$875,087",,,,"$124,120",,,,,"$973,357",,,,,,,,,"$3,915,115",,,"$280,018","$260,093","$58,120",,,,"$108,425",,,,,,,,,,,,"$138,556","$599,170","$1,001,809",,,,"$48,660",,"$345,651",,,"$1,792,083",,,,
0265349,,The Mothman Prophecies (2002),"$257,449","$1,942,283","$171,367",,,,"$779,339","$7,099",,,"$73,012",,,,,"$60,099",,,"$35,746,370",,,,,,"$115,525","$1,732,364","$1,111,402",,,"$147,740","$76,972",,,,,"$2,387,789",,"$372,582",,,,,,,"$1,427,708",,,"$309,098","$140,034","$418,776",,,,,,,,,,,,,,,,"$99,818",,"$3,435,383",,,,"$143,883",,"$388,612",,,"$3,136,825",,,,
0281358,,A Walk to Remember (2002),,"$1,032,222","$97,352",,,,,,,,"$8,576",,,,,,,,,,,,"$73,054",,,"$353,969","$851,073",,,,,,,,,"$242,430",,,,,,,,,"$1,471,570",,,,,,,,,,,,,,"$42,865",,,,,,,"$193,166","$246,414","$483,062",,,,,,,,,"$675,400",,,,
0276501,,Beijing Bicycle (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$125,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,323",,,,,,,,,,,,,
0293416,,Metropolis (2001),,"$3,004",,,,,,,,,,,,,,,,,,,,,,,,"$469,191","$12,642",,,,,,,,,"$55,299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,826",,,,,,,,,,,,,
0208990,,The Son's Room (2001),"$85,029","$71,769",,,,,,,,,,,,,,,,,,,,,,,,,"$519,640",,,,,,,,,,,,,,,,,,,,,"$244,426",,,,,,"$128,751",,,,,,,,,,,,,,,,,,"$29,050",,,,,,,,,
0250081,,Storytelling (2001),"$31,232","$78,152",,,,,,,,,"$4,477",,,,,,,,,,,,,,"$5,570","$90,802",,,,,,,,,,,,,,,,,,,,,,"$11,287",,"$23,000",,,,,,,,,,,,,,,,,,"$92,399",,,,,,,,,"$60,581",,,,
0240900,,Slackers (2002),,,,,,,,,,,,,,,,,,,,,,,,,,"$372,221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$429,640",,,,
0188453,,Birthday Girl (2001),"$29,989","$823,855","$80,844",,,,"$208,102","$15,225",,,"$28,990",,,,,,,,,,,,"$23,854",,,"$498,040","$162,869",,,"$110,673","$55,123",,,,,"$1,967,637",,,,,,,,,"$610,542",,,"$79,022",,,,,,,,,,,,,,,,,,,,"$1,559,321",,,,"$121,104",,,,,"$1,020,434",,,,
0265298,,Big Fat Liar (2002),,"$1,702,082",,,,,,"$8,225",,,,,,,"$21,501",,,,,,,,,,,,,,,,,"$10,279",,,,,,,,,"$28,434",,,,"$110,819",,,,"$85,811",,,,"$105,797",,,,,,,,,,"$88,588",,,"$199,355",,"$28,260",,"$16,225",,,,,,,"$1,900,887",,,,
0233469,,Collateral Damage (2002),,"$1,118,305","$411,077",,,,,"$39,472",,,,,,,,"$42,095",,,,,,,,,,"$1,164,758","$2,103,321",,,,"$38,280",,,,,"$874,273",,"$7,343,587",,,,,,,"$3,908,102",,,"$257,976","$191,092","$124,064",,,,,,,,,,,,,,,,"$268,420",,"$2,642,220",,,,"$440,514",,,,,"$1,176,632",,,,
0246894,,Rollerball (2002),,"$449,470","$40,034",,,,"$86,614","$20,899",,,,,,,,,,,,,,,,,,"$1,580,046","$303,185",,,,"$14,990",,,,,"$622,447",,"$190,627",,,,,,,"$1,255,343",,,,,,,,,,,,,,,,,,,,,"$46,284","$120,361","$813,972",,,,,,,,,"$359,145",,,,
