imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Japan,Jordan,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Peru,Philippines,Poland,Portugal,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
1411250,,Riddick (2013),"$330,477","$3,178,347","$531,200",,"$691,404","$14,289","$1,658,694","$224,477","$42,812",,"$181,263","$120,023","$280,162","$83,183",,"$15,917","$19,371","$56,747","$211,593","$4,373,928","$3,324,890",,"$132,629","$319,699","$243,854","$58,825",,,,"$1,826,856","$264,702",,"$91,117",,"$2,194,274","$843,320","$495,145","$616,901","$15,492","$266,059","$393,826","$692,909","$1,133,201","$342,519",,"$10,245,903","$162,676","$461,123","$71,014","$16,994","$157,637","$633,410","$2,838,217","$239,649",,,"$1,861,999","$1,740,492","$1,296,250","$1,076,103","$4,476,967","$13,816","$401,709",
1691917,,Planes (2013),"$4,123,392","$7,201,111","$1,140,342",,"$2,159,693","$293,170","$6,393,358","$335,112","$1,453,948",,"$2,974,449","$145,420","$926,602","$1,982,303","$90,288,712","$36,143","$996,140","$20,637","$2,017,862","$14,981,430","$7,617,615",,"$944,758","$928,556","$616,270","$102,108","$331,409",,"$1,190,899","$5,052,674","$10,639,760",,"$97,361",,"$556,296","$7,433,437","$3,057,949","$2,100,645",,"$2,361,107","$1,007,335","$696,394","$3,349,426","$1,347,471",,"$5,644,899","$100,763","$960,277","$404,466","$146,596","$841,807","$1,312,253","$7,584,298","$4,406,809",,,"$343,376","$2,149,383","$1,227,470","$1,061,893","$14,035,447","$248,257","$4,758,012",
2545118,,Blackfish (2013),,,,,"$1,528",,,,,,,,,,,,,,,,,,,,,$514,,,,,,,,,,,"$7,037",,,,,,,,,,,,,,,,"$16,840",,,,,,,,"$203,916",,,
1413495,,Paranoia (2013),"$217,843","$228,458","$35,050",,"$26,677",,"$103,473","$71,115",,,"$156,924","$43,518",,,"$7,388,654",,,,"$12,023","$1,555,621","$487,036",,,"$257,061","$33,128","$22,068",,,,"$646,583",,,"$4,314",,"$278,921","$600,986","$239,497","$90,492","$29,331",,,"$41,513","$407,181","$41,440",,"$2,201,132",,,,,"$115,200",,"$1,245,576","$20,264",,,,"$101,757",,"$121,792",,"$19,389","$212,248",
2013293,,The Wind Rises (2013),,"$348,173","$32,263",,"$114,446",,"$93,357",,,,,,,,"$5,209,580",,,,"$277,229","$5,446,333","$369,090",,,"$1,886,354",,,,,,"$769,724","$119,513,192",,,,"$31,367","$134,835",,,,,,,,,,"$269,007",,"$257,468",,,,,"$499,417","$247,352",,,"$76,033",,"$24,191","$25,969","$1,210,181",,,
1828970,,Evidence (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,878",,,,"$74,241",,,,,,,,,,,"$24,289",,,,,,,
2357129,,Jobs (2013),"$390,466","$1,473,569",,,"$299,752",,"$1,460,293",,"$25,857","$1,030,000","$154,782","$125,885","$303,043","$107,329",,"$3,437",,"$9,701","$218,976","$2,183,252",,,"$184,677","$279,301",,"$18,436","$178,367",,,"$1,855,153","$1,147,669",,"$45,702",,"$121,215","$1,314,198","$399,682","$252,789",,,"$100,954","$32,571","$704,825","$323,800",,"$5,908,132","$26,026","$291,107","$116,380","$47,829","$46,072","$1,394,905","$1,101,666","$257,858",,,"$655,466","$482,765","$613,979","$290,277",,"$18,799",,
1538403,,The Mortal Instruments: City of Bones (2013),"$888,245","$3,538,964","$591,396",,"$567,630","$35,864","$2,938,962","$89,167","$486,565","$4,260,000","$715,686","$63,415","$182,197","$129,594",,"$19,243",,,"$269,898","$3,357,583","$5,377,648",,"$267,051","$1,563,371","$193,430","$35,670",,,,"$2,608,001","$38,795",,"$28,374",,"$1,192,412","$3,874,678","$918,832","$705,242",,"$498,044","$653,440","$1,198,540","$815,142","$222,885",,"$5,457,857","$16,649","$1,583,935","$50,308","$34,546","$186,130","$3,676,161","$2,262,438","$736,992",,,"$1,407,285","$494,237",,"$271,966","$4,045,193","$36,813","$895,160",
0790663,,The First Grader (2010),,"$58,989",,,,,"$42,747",,,,,,,,"$332,000","$2,228",,,,,,,,"$37,581",,,,,,,"$313,953",,,,,,,"$274,894",,,,,,,,,,"$26,983",,,"$81,908",,,,,,,,,,"$66,174",,,
2295750,,It Happened in Saint-Tropez (2013),,,,,,,"$123,639",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327773,,The Butler (2013),"$133,257","$4,208,004","$354,540",,"$939,993","$5,810","$493,642",,"$42,354",,"$530,588","$41,571","$7,738","$848,545",,,"$4,909","$7,035","$147,413","$16,909,508","$2,871,794",,"$32,063","$183,929",,"$42,004",,,,"$7,011,486","$3,315,612",,"$29,155",,"$63,044","$1,555,410","$1,191,613","$704,950","$13,890","$354,031","$36,529",,"$733,061","$1,264,938",,,"$15,006","$159,849",,"$4,960","$167,387","$365,191","$6,780,015","$1,432,075",,,"$62,361",,,"$279,304","$6,804,034","$72,178","$460,924",
2294677,,In a World... (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,993",,,"$24,766",,,,,,,"$120,292",,,
2268732,,Museum Hours (2012),,,"$15,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,934",,,
2388637,,Ain't Them Bodies Saints (2013),,,,,"$33,391",,"$11,767",,,,,,,,,,,,,"$112,671",,,,,,,,,,,,,,,,,"$30,347",,,,,,,,,,,"$1,059",,,"$6,070",,"$27,964",,,,"$3,429","$5,485",,,"$192,834",,,
2194499,,About Time (2013),"$563,825","$7,636,052","$297,175",,"$630,898","$18,159","$835,606","$77,684","$105,772",,"$128,523","$69,025","$389,391",,"$15,322,921","$5,804","$130,903","$38,621","$226,512","$1,391,178","$1,850,124",,"$105,032","$907,079","$385,991","$34,093","$101,181",,"$212,923","$764,488","$1,667,751",,"$96,260",,"$204,102","$2,026,175","$1,251,809","$765,825","$11,717","$183,216","$331,287","$177,382","$999,602","$332,155",,"$1,084,180","$38,161","$868,240","$116,214","$23,803","$342,490","$21,280,321","$2,894,564","$293,908",,,"$914,088","$421,028","$409,008","$211,169","$12,098,359","$47,513","$504,498",
1922736,,Tatsumi (2011),,,,,,,,,,,,,,,,,,,,,,,,"$19,563",,,,,,,,,,,,,,,,,,,,,,,,"$9,877",,,,,,,,,,,,,,,,
2112124,,Chennai Express (2013),,"$686,462",,,,,,,,,,,,,,,,"$22,407",,,"$112,282",,,,,,,,,,,,,,"$180,198",,,"$219,470",,,"$298,050",,,,,,,,,,,,,,,,,"$27,750",,,"$3,380,074",,,
1188990,,Cold Prey 2 (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,797",,,,,"$3,250,103","$136,451",,,,,,,,,,,,,,,,,"$110,897",,,,,,
2219514,,Fill the Void (2012),"$27,588",,"$4,171",,"$38,799",,"$80,607",,,,"$69,805",,,,,,,,,"$72,877","$40,571",,,,,,,,,"$735,073",,,,,,,"$33,588","$38,022",,,,,"$7,391","$18,218",,,,,,,,,"$77,859",,,,,,,,"$167,316","$10,414",,
1838722,,Truth or Die (2012),,"$828,294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,171",,,,,,,,,,,,,"$68,650",,,,,,,,,,,,,"$88,987","$182,767","$1,326,189",,,
1906347,,Looking for Hortense (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,629",,,,,,,,,,,,,,,,,,,,,,,,,,
1852006,,The Snows of Kilimanjaro (2011),,,,,,,"$274,347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,289",
2005374,,The Frozen Ground (2013),,,,,,"$7,091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$80,375","$567,334",,,,,"$121,564","$46,837",,,,"$784,993",,"$174,130",,,,,,,,,,,,,,,,
1853739,,You're Next (2011),"$419,180","$264,977","$108,976",,"$228,398","$8,304",,,"$83,913",,"$73,003",,,,,,,,,"$462,010","$801,904",,"$37,711",,,,,,,"$533,455",,,,,,"$296,880","$189,427",,,,"$259,727",,"$88,644",,,"$403,301",,,,"$4,056",,,"$1,252,303","$121,865",,,"$128,138","$329,076","$33,351","$204,618","$1,828,877","$14,237","$225,144",
1198340,,Mediterranean Food (2009),,,,,,,"$48,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171867,,Empire State (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,795",,,,,,"$55,272",,,,,,"$26,255",,,,,,,,,"$144,865",,,,,,,
1890375,,Crawlspace (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$150,785",$318,,,
0818170,,The Little Traitor (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,393",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103267,,Adore (2013),"$21,128","$129,795","$19,300",,,,,,,,,,,,,,"$13,588",,"$8,926",,,,,,,,,,,,,,,,,"$250,748",,,,,,,,,,"$263,741",,"$17,404",,"$11,796",,"$256,744","$236,713",,,,,"$8,931","$15,611",,,"$2,342",,
1698010,,TT3D: Closer to the Edge (2011),,"$564,848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$404,402",,,,,,,,,,,,,,,,,,,,,,,,,,
1852770,,Dracula 3D (2012),"$9,956",,,,,,,,,,,,,,"$8,139",,,,,"$4,833",,,,,,,,,,"$397,831",,,,,"$101,462",,,,,,"$29,354",,,,,,,,,,,,"$121,537",,,,,,,,,,,
1655413,,The Suicide Shop (2012),,,,,,,,,,,,,,,,,,,,,,,,"$66,619",,,,,,,,,,,,,,,,,,,,,,"$40,003",,,,,,,,,,,,,,,,,,
2378281,,Instructions Not Included (2013),"$59,215",,,,,"$182,304","$170,569",,"$4,148",,"$5,508,196",,,,"$44,467,206",,"$678,174",,,,,,,,,,,,,"$88,280",,,,,,"$46,103,013",,,,,"$1,509,511",,,,,"$189,211",,,,,"$1,328","$16,022","$424,553",,,,,"$5,520",,,,,"$1,095,388",
2515086,,One Direction: This Is Us (2013),"$1,384,957","$2,832,205","$153,709","$54,886","$478,980","$72,273","$798,275","$55,236","$787,699",,"$386,900","$171,457","$250,056","$737,599","$28,873,374","$4,530","$245,825","$50,350","$253,946","$1,070,312","$778,188",,"$304,922","$54,409","$37,840","$37,260","$150,818",,"$176,183","$2,908,556","$1,177,610",,"$68,675",,"$115,861","$2,313,955","$844,599","$423,836",,"$831,815","$260,824","$332,419","$376,441","$500,985",,"$206,420","$25,803","$155,124","$87,162","$71,640","$120,628",,"$1,127,640","$951,450",,,"$24,923","$298,723",,"$250,176","$12,367,162","$124,978","$824,896",
2218003,,Closed Circuit (2013),,"$68,145",,,,,,,,,,,,,,,,,,"$40,824",,,"$46,452",,,,,,,,,,,,"$39,467",,,,,,,,,"$53,907",,,,"$32,522",,,"$20,949",,,,,,"$28,208","$120,683",,"$65,619","$64,762",,,
2167202,,Getaway (2013),,,"$7,876",,,,,,,,,,,,,,,"$27,565",,,"$120,383",,,,,,,,,,,,"$91,888",,,,,,,,,"$136,997",,,,,,,,,,,,,,,,,,"$838,967","$80,818",,,
2369497,,Three Worlds (2012),,,,,"$10,657",,"$8,291",,,,,,,,,,,,,"$300,848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727300,,Hunky Dory (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,869",,,,,,,,,,,,,,,,,,,,,,,"$110,488",,,
1454468,,Gravity (2013),"$3,724,075","$19,580,599","$1,328,503",,"$4,590,101","$221,936","$8,823,348","$370,298","$2,105,528","$70,680,000","$2,631,119","$382,885","$1,994,069","$3,426,352","$274,092,705","$65,987","$730,237","$522,005","$2,196,706","$38,239,132","$17,393,741",,"$2,353,711","$3,649,865","$1,630,751","$194,505","$6,186,250",,"$2,620,008","$8,725,409","$30,562,225",,"$525,277",$559,"$1,790,001","$17,759,503","$5,291,979","$3,432,068","$18,411","$2,226,575","$1,734,995","$1,977,500","$3,928,376","$1,083,301",,"$21,606,484","$138,246","$3,095,039","$585,778","$178,126","$818,055","$53,986,951","$12,041,885","$4,212,976",,,"$1,368,535","$2,754,238","$2,132,939","$3,188,760","$45,505,236","$254,396","$2,158,654",
2537176,,I Spit on Your Grave 2 (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$587,648",,"$10,485",,,,,,,,,,"$79,662",,,,,,
1486834,,What If (2013),"$113,717",,,,"$96,695",,"$152,799",,"$50,448",,,"$3,441",,"$57,439",,,"$46,245",,"$54,886","$115,454",,,,"$97,207",,,,,,,,,,,,"$1,054,097","$63,981",,,,"$136,071","$45,610","$17,806",,,,,,,,"$29,881","$139,080","$495,827","$20,202",,,"$102,133","$32,383","$26,993","$14,215","$1,970,239","$11,944","$84,495",
2117946,,Ping Pong (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,681",,,,,,,,,,,,,,,,,,,,,,,"$13,459",,,
0838231,,Unfinished Sky (2007),,"$745,484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392214,,Prisoners (2013),"$527,285","$3,496,603","$763,989",,"$1,358,609","$12,287","$2,427,825",,"$196,518",,"$294,599","$26,992","$164,222","$630,137","$61,002,302","$5,414","$37,866","$49,574","$104,241","$9,788,019","$5,172,757",,"$995,833","$448,697","$165,189","$267,678","$120,005",,,"$2,017,473","$190,436",,"$233,953",,"$398,491","$1,651,018","$610,543","$313,678",,"$493,085","$188,007","$90,909","$941,821","$303,521",,"$1,169,756","$61,105","$725,670","$130,155","$10,373","$207,930","$979,351","$2,836,690","$933,326",,,"$353,830",,"$93,020","$717,543","$11,696,672","$78,495","$269,039",
1206543,,Out of the Furnace (2013),"$109,799","$2,940","$105,651",,"$66,092","$3,165","$297,028",,"$33,152",,,"$9,183",,,"$11,330,849",,,"$20,041","$11,380","$1,422,162","$393,376",,"$34,509","$7,103",,"$17,311",,,,"$438,311","$223,353",,,,,,"$240,996",,,,"$50,217",,,$886,,,,"$21,849",,,"$28,201",,,,,,,,,"$275,508","$518,492",,,
1920945,,Good Vibrations (2012),,,,,,,,,,,,,,,,,,,,,"$20,488",,,,,,,,,,,,,,,,,"$25,706",,,,,,,,,,,,,,,,,,,,,,,"$453,974",,,
1985019,,Austenland (2013),,,,,,,,,,,,,,,,,,,,,"$45,013",,,,,,,,,"$34,559",,,,,,,,"$22,826",,,,,,,,,,,,,,,,"$9,172",,,,,,,"$42,898",,,
2226417,,Insidious: Chapter 2 (2013),"$863,474","$1,313,289","$705,322","$148,334","$985,309","$67,675","$1,767,455","$19,777","$530,881",,"$913,515",,"$115,427","$50,165",,,"$442,914","$97,123",,"$4,670,508","$3,656,642",,"$426,870","$295,099","$28,789","$16,692","$560,252",,,"$1,990,090","$360,895",,"$90,565",,"$2,737,429","$3,874,869","$773,934","$200,198","$15,483","$210,720","$891,957","$2,617,436","$534,041","$135,384",,"$9,964,454",,"$1,390,876","$68,158",,"$69,734","$3,795,179","$5,145,050","$694,969",,,"$369,756","$392,768","$451,251","$517,809","$11,556,462","$95,003","$789,973",
1979320,,Rush (2013),"$247,692","$3,957,222","$4,343,982",,"$665,614","$3,855","$1,250,553","$108,783",,"$1,758,414","$181,486","$250,466","$997,928","$188,912","$26,947,624","$6,849",,"$6,156","$361,807","$2,540,735","$5,586,824",,"$156,013","$364,026","$447,309","$55,676",,,,"$8,694,638","$5,930,446",,"$81,727",,,"$2,341,631","$331,893","$837,536",,"$251,233","$228,448","$22,858","$1,455,899","$432,003",,"$3,716,882","$42,474","$490,814","$115,946","$57,257","$153,681","$603,613","$1,818,786","$564,979",,,"$405,633","$234,363","$295,159","$728,381","$16,131,221","$6,248","$581,334",
2404311,,The Family (2013),"$185,130","$1,237,106","$224,767",,"$1,045,893",,"$912,238","$304,719","$39,990","$8,520,000",,"$98,747","$56,682","$83,900",,"$12,640",,"$26,185","$89,753","$8,238,234","$1,091,455",,"$371,216","$129,983","$366,368","$30,093",,,,"$2,109,900","$994,280",,"$120,657",,"$143,381","$1,339,877","$441,740",,,,"$173,672","$28,439","$577,032","$521,500",,"$6,291,877","$24,665","$150,259","$67,221","$25,845","$258,818",,"$1,096,508","$127,561",,,"$138,149","$318,695","$321,347","$752,262","$1,793,788","$46,107","$555,706",
2370248,,Short Term 12 (2013),,,,,"$2,807",,,,,,,,,,,,,,,"$380,499",,,,,,,,,,,,,,,,,,"$29,201",,,,,,"$9,944",,,,,,,,,"$161,864",,,,,,,,"$47,749",,,
1937449,,At Any Price (2012),,,,,,,,,,,,,,,"$380,594",,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,071",,"$13,626",,,,"$36,127",,,,,"$27,862",,,,"$6,476","$3,989",,"$12,710",$510,,,
1596753,,Salinger (2013),,,,,,,"$2,618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,131",,,,,,,,,,,,,,,,,,,,,,,,,,
2229842,,Table No. 21 (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,901",,,
2371824,,Paradise: Faith (2012),,,"$295,438",,"$6,576",,,,,,,,,,,,,,,,"$226,258",,,,,,,,,,,,,,,"$9,122",,,,,,,,,,"$23,363",,,,,,,"$48,775",,,,,,,,"$2,656",,,
1754367,,Post Tenebras Lux (2012),,,,,,,,,,,,,,,,,,,,"$11,856",,,,,,,,,,,,,,,,"$55,526",,,,,,,,"$4,642",,,,,,,,,,,,,,,,,"$13,070",,,
1758795,,The To Do List (2013),,,,,,,,"$38,770",,,,,,,,,,,,,,,,,,"$9,155",,,,,,,"$8,638",,,,,,,,,,"$56,762","$20,125",,"$183,583",,,,"$24,592","$17,254",,,,,,"$22,978",,"$14,437",,"$21,633",,,
1925479,,Officer Down (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,873",,,,,,,,,,,,,,,,,,,,,,,,,,,"$244,744",,,,
2476154,,Grand Masti (2013),,"$55,415",,,,,,,,,,,,,,,,,,,,,,,,,"$12,771,546",,,,,,,,"$2,454",,,,,,,,,,,,,,,,,,,,,,,,,,"$298,763",,,
1532958,,Battle of the Year (2013),,"$176,733","$117,476","$45,652","$10,547",,,"$38,935","$31,902",,,,"$48,978","$4,289",,"$22,357","$117,061",,,"$926,184","$768,958",,"$69,702",,,"$2,998",,,"$209,241","$148,946",,,"$20,575",,"$321,702","$263,943","$439,387","$66,116","$117,934",,,"$57,092","$140,009","$15,113",,"$261,753","$2,116","$165,206","$27,883","$11,332","$345,773","$208,947","$138,746","$5,581",,,"$53,370","$18,676","$73,429","$268,112","$78,274","$3,347",,
2312890,,Afternoon Delight (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,259",,,
1293751,,Casting By (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,333",,,,,,,,,,,,,,,,,,
2324384,,The Notebook (2013),,,"$3,812",,,,,,,,,,,,"$66,559",,,,,,"$30,854",,,,,,,,,"$26,095",,,,,,,,,,,,,,,,,,,,,,"$3,632,899","$81,428",,,,,,,,,,"$37,809",
1859446,,Alps (2011),,,"$13,705",,,,,,,,,,,,"$16,057",,,,,,,,,,,,,,,"$89,988",,,,,,"$21,781",,,,,,,,,,,,,,,,,"$67,664",,,,,,,,"$24,027",,,
2821088,,Bastards (2013),,,,,,,"$71,336",,,,,,,,,,,,,"$283,271",,,,,,,,,,,,,,,,,,,,,,,,,,"$7,813",,,,,,,"$33,607",,,,,,,,"$19,383",,,
1821549,,Nebraska (2013),"$134,418","$495,873","$57,453",,"$150,556",,"$188,183",,,,"$33,918","$3,985",,"$99,370",,,,,,"$354,311","$327,218",,"$240,121","$31,621",,"$3,289",,,,"$1,138,757","$130,737",,,,,"$42,780","$406,386","$88,493",,"$73,832",,,,"$33,099",,"$10,589",,"$14,028",,"$10,583",,,"$1,966,445","$45,170",,,,,,,"$995,670","$29,835","$12,200",
1167675,,Saint (2010),,,,,"$294,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,469,453",,,,,,,,,,,,,,,,,,,,,"$34,428",,,,,,
2390361,,Enough Said (2013),"$579,100","$1,621,263","$86,637",,"$32,614",,"$136,910",,"$67,266",,,,,"$41,752",,,,,,"$48,388","$501,920",,,"$27,873","$50,115",,,,"$797,061",,,,,,"$17,474","$346,667",,"$339,715",,,"$91,938",,"$110,283",,,,,"$66,662",,,"$86,630",,"$808,706",,,,,"$30,565",,"$23,654","$809,422","$40,177",,
2229499,,Don Jon (2013),"$84,112",,"$143,239",,"$260,348","$6,011","$786,097","$67,089","$34,045",,,"$100,062","$110,685","$209,727",,,,,"$272,843","$2,253,816","$683,786",,"$100,593","$244,295","$129,948","$55,237",,,,"$1,104,757",,,"$79,638",,,"$870,635","$582,583",,,"$102,130","$46,294","$26,487","$880,026","$213,341",,"$1,983,628","$27,184","$190,845","$42,416","$3,577","$113,566",,"$677,389","$300,578",,,"$54,391","$387,334","$230,965",,"$1,296,985",,"$204,969",
1488181,,Adventures in Zambezia (2012),"$108,481","$2,723,952",,,,"$21,193",,,"$174,938","$1,410,000",,,,,,,"$177,902",,,,,,,,,,,,,,,,,,,"$1,917,652",,,,,"$439,758","$19,955",,,,"$5,326,001",,,,,,"$3,025,132",,,,,,,,,,"$33,282","$289,936",
2027140,,Mood Indigo (2013),"$5,630","$25,969","$21,839",,"$347,455",,"$190,810","$5,972",,,"$64,219",,"$90,337",,,,,,"$68,136","$6,642,321","$480,807",,,"$24,984","$64,819",,,,,"$191,268",,,,"$17,030",,"$142,302","$77,906","$62,225",,,,,"$77,013","$9,374",,"$663,387",,"$9,427",,,,"$218,645","$131,343","$166,081",,,"$9,966","$44,762",,,"$278,108",,,
2172935,,Metallica Through the Never (2013),"$155,634","$284,656","$80,408",,"$68,185","$3,038","$122,702","$79,781","$62,745",,"$126,640","$12,792","$67,977",,,"$6,155",,,"$45,409",,"$647,758",,,,,,,,,,,,"$8,297",,,"$474,522","$69,179","$45,813",,,"$3,831",,"$286,635","$49,829",,"$813,013",,"$18,773","$29,210",,,,"$358,149",,,,,,"$190,662","$45,253","$295,007","$2,758","$101,034",
2332579,,Crystal Fairy & the Magical Cactus (2013),,,,,,,,,"$21,451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205071,,Paintball (2009),,,,,,"$8,020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$69,281",,,,,,,"$29,947",,,,"$5,598","$3,319",,,,,"$345,599",,,,,,,,,,"$35,929",
0770214,,Kabul Express (2006),,"$53,104",,,,,,,,,,,,,,,,,,,,,,,,,"$4,523,110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$212,617",,,
2377938,,Special 26 (2013),,"$179,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,444",,,"$63,115",,,,,,,,,,,,,,,,,,,,,,,,,,
2364841,,Runner Runner (2013),"$266,889","$3,147,062","$432,750","$184,613","$685,962","$36,383","$1,207,089","$305,923","$241,447",,"$305,413","$103,180","$122,218","$243,568",,"$27,359","$133,854","$45,829","$174,570","$2,906,013","$2,678,911",,,"$328,189","$295,876","$41,052","$168,565",,"$657,309",,,,"$147,079",,"$711,742","$2,047,434","$871,108","$267,390",,"$190,835","$275,356","$325,855","$280,886","$554,525",,"$6,197,279","$64,427","$581,870","$107,431","$51,223","$439,360","$809,735","$2,323,226","$530,735",,,"$302,399","$870,807","$702,817","$688,880","$4,393,445","$25,144",,
2278871,,Blue Is the Warmest Colour (2013),"$144,878",,"$120,529",,"$502,695",,"$606,785",,"$10,574",,"$63,916","$5,426","$12,635","$255,547",,,,,"$91,783","$8,390,512","$1,299,800",,"$377,313","$200,230",,"$1,899",,,,"$2,043,285",,,,,,,"$603,917","$46,773",,,,,"$102,260","$90,368",,,,"$44,517",,,,,"$1,114,583",,,,,"$57,125",,,"$1,072,502","$6,196",,
2070862,,Temptation: Confessions of a Marriage Counselor (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,241",,,,,,"$110,054",,,,,,,,,,,,"$1,026,344",,,,,,,,,"$18,151",,,,
1846472,,Something in the Air (2012),,,"$26,983",,"$33,551",,"$211,736",,,,,,,,,,,,"$27,675","$354,639","$122,747",,,,,,,,,"$206,169",,,"$2,031",,,,,,,,,,,,,"$28,759",,,,"$1,814",,,"$88,918",,,,,"$4,427",,,"$110,870",,,
1847746,,The German Doctor (2013),"$2,316,999",,,,"$7,622",,"$88,205",,"$34,077",,"$71,551",,,,,,,,,,,,"$57,437",,,,,,,,,,,,,"$96,927",,,,"$18,860","$12,367",,,,,,,,,,,,"$257,905",,,,,,,,"$72,836","$53,610","$128,930",
1721478,,Welcome to Argentina (2012),"$21,094",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345112,,Parkland (2013),,,,,,,,,,,,,,,,,,,,"$210,051",,,,"$22,619",,,,,,,,,,,,,,,,,,"$24,270",,"$17,887",,,,"$5,760",,,,,,,,,,,,"$34,046","$443,897",,,
2717558,,On the Job (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$308,270",,,,,,,,,,,,,,,,,,,,,,
1985966,,Cloudy with a Chance of Meatballs 2 (2013),"$4,006,503","$11,357,635","$1,234,017","$394,099","$1,280,062","$531,690","$13,057,310","$301,308","$2,422,138",,"$2,923,246","$177,080","$571,278","$1,589,730",,"$19,209","$800,198","$75,737","$500,378","$4,705,345","$10,818,766",,"$781,460","$821,994","$247,470","$114,590","$135,887",,"$1,688,401","$4,403,824","$1,009,051",,"$307,715",,"$1,329,368","$9,084,609","$2,965,180","$1,365,761","$85,572","$1,876,882","$2,015,852","$867,290","$1,677,568","$528,801",,"$11,610,705","$30,463","$1,150,591","$274,509","$23,986","$774,022","$5,141,169","$7,176,634","$1,356,565",,,"$394,415","$1,751,298","$1,288,019","$1,943,942","$20,100,028","$153,504","$4,248,641",
1787988,,Talaash: The Answer Lies Within (2012),,"$666,318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$171,207",,,,,,,,,,,,,"$75,416",,,,,,,,,,"$1,492,869",,,
1736636,,Nobody Else But You (2011),,,,,"$49,780",,,,,,,,,,,,,,,,"$43,975",,,,,,,,,,,,,,,,,,,,,,,,,"$13,378",,,,,,,,,,,,,,,,,,
