imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Switzerland (Italian),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
1438176,,Fright Night (2011),"$616,730",,"$1,256,444",,,,"$63,156",,"$47,675",,,,,,,,,,,"$11,464","$482,344","$124,957",,,,"$1,509,073","$850,555",,,,"$111,361","$25,591",,,,"$68,640","$784,802",,"$1,606,049",,,,"$52,460",,"$870,219","$2,001,914",,"$294,396","$97,746",,,,,"$184,581","$317,024","$262,682","$107,450",,"$99,045",,"$3,470,803",,"$417,685",,,"$90,415",,"$1,087,987","$139,134",,,,,"$101,166","$632,754",,"$325,443","$208,862","$285,291","$2,932,512","$11,734","$634,361","$502,916"
1549572,,Another Earth (2011),,,,,,,,,,,,,,,,,,,,,,,,,,"$39,885","$67,260",,,,,,,,,,"$26,044",,,,,,,,,,,,,,,,,,,"$10,387",,,,,,,,,,"$4,172",,"$94,200",,,,,,,,,,,"$11,982","$363,659",,,
1403177,,Hesher (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$66,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0301050,,Bolivia (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,353",,,,,,,,,,,,,,,
0808276,,Cold Prey (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$321,340",,,,,"$3,075,991",,,"$161,194",,,,,,,,,,,,,,,,,,,,,,,"$165,858",,,,,,
1464580,,Stake Land (2010),,,"$1,525",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,999",,,"$232,996",,,
1743720,,The Greatest Movie Ever Sold (2011),,,"$19,266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,958",,,,,,,,,,,,,,,,,"$19,238",,,,,,,,,,,,,,"$7,352",,,,,,,,,,,,,,,,,"$10,959",,,
1226753,,The Debt (2010),,,"$1,238,474","$110,773",,"$232,278",,,,,"$17,635",,"$40,170",,,"$48,336",,,,,"$31,892",,,,,"$1,152,807","$734,483",,,,"$16,835",,,,,"$214,299","$415,755",,,,,,,,,"$519,993",,"$113,840","$317,370",,,,,,,"$145,569","$150,420",,,,"$476,450","$7,097",,,,,"$282,946","$4,628,416",,,,,,,,,,,"$181,840","$2,386,097","$49,522","$166,906",
1657507,,Colombiana (2011),,"$43,858",,"$415,617",,"$957,504","$14,060",,"$67,970",,"$56,946","$8,050,000","$116,266","$51,754","$50,092","$25,375","$62,130","$36,665,854",,"$13,188","$59,685",,"$10,165",,"$92,636","$5,445,710","$3,164,449","$9,011","$317,521","$273,330","$20,461","$38,764",,,,,,"$110,135",,,,"$6,918","$69,743",,"$384,622",,,"$815,478",,"$47,316","$225,879",,,,"$159,109","$451,864","$567,268",,"$80,799",,"$2,856,954","$3,523","$61,764","$5,783",,"$317,382","$3,853,653","$1,705,768","$293,995",,,,,,"$384,265","$95,863","$357,619","$202,179","$501,832","$1,630,292","$13,461","$282,630",
1621444,,Bill Cunningham: New York (2010),,,"$413,587",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$202,625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$84,144",,,
1152822,,Freakonomics (2010),,,,,,,,,,,,,,,,,,"$101,270",,,,,,,,,,,,,,$454,,,,,,,,,,,,,"$4,538",,,,,,,,,,,,,,,,,,"$13,943",,,,,,,,,,,,,,,,,"$2,011",,,
1189073,,The Skin I Live In (2011),"$785,823",,"$433,048","$279,319",,"$655,569",,"$2,890,450","$28,652",,,,,"$29,353",,"$94,272","$106,642","$3,185,812",,,"$12,236",,,,"$347,930","$5,729,704","$1,279,313",,"$632,520","$433,374","$70,856","$7,150",,,,,"$2,436,148",,,,,,"$6,798",,,"$1,116,612",,"$272,735","$21,654",,"$97,691",,,"$69,325",,"$1,130,755","$212,556",,,,"$1,960,741","$26,970",,,"$25,864","$10,096",,"$6,181,986","$222,235",,,,,,"$11,250",,"$179,661","$120,985",,"$2,291,603","$56,481","$262,220",
1299653,,Messengers 2: The Scarecrow (2009),,,,,,,"$51,501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,128,303",,,,,,,,"$91,881","$131,497",,,,,,,,,,,,,,,,,,,,,,,,"$118,618",,,,
0816462,,Conan the Barbarian (2011),"$956,302",,"$1,484,160","$297,832",,"$314,790","$129,626","$4,976,565","$230,934",,,,,"$149,211",,"$227,869","$230,507",,,$720,"$78,554",,"$44,234",,"$162,526","$2,190,530","$1,373,927",,"$668,616",,"$94,246","$30,911",,,,,"$1,120,116",,,,,"$32,461","$197,003","$50,939","$1,025,371","$1,319,934",,"$488,667","$43,601",,"$572,886",,,"$484,203","$480,631","$991,386","$687,912",,"$305,454",,"$9,812,098","$12,947","$198,800","$52,608",,"$328,783","$166,825","$4,228,077","$432,572",,,,,"$408,854","$471,014",,"$473,277","$512,541","$1,160,225","$2,200,242","$17,079","$309,696",
1501652,,Dead Awake (2010),,,,,,,"$67,492",,"$3,484",,,,"$221,035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,264",,,,
1604171,,Prom (2011),,,,,,,,,,,,,,,,,,,,,"$149,052",,"$11,070",,,,"$70,347",,,,,,,,,,"$18,980",,,,,,"$27,147",,,,,,,,,,,,"$108,772",,,,,,,,,,,"$53,656",,"$4,381",,,,,,,,,,,"$29,294","$99,328",,,
1235790,,Magic Trip: Ken Kesey's Search for a Kool Place (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$484,,,
1104006,,Walled In (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$232,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814836,,Project Nim (2011),,,,,,,,,,,,,,,,,,"$411,184",,,,,,,,"$6,272",,,,,,,,,,,,,,,,,,,,,,,"$19,934",,,,,,,,,,,,,,,,,,,"$2,959",,,,,,,,,,,,"$172,490",,,
1716772,,The Inbetweeners (2011),,,"$9,141,299","$1,009,768",,"$80,976",,,,,,,,"$22,678",,"$63,530","$439,866",,,,,,,,,"$304,715","$3,102,827",,,,,"$50,962",,,,,"$1,406,844",,,,,,,,,,,"$194,874","$846,143",,,,,,,"$88,259",,,,,"$674,492",,"$29,038",,"$56,450",,,,,,,,,,,,"$85,028",,,"$71,189,362",,,
1235170,,The Future (2011),,,,"$14,233",,"$8,673",,$830,,,,,,,,,,,,,,,,,,"$37,791","$72,523",,,,,,,,,,,,,,,,,,,,,"$22,259",,,,,,,,,"$6,039",,,,"$18,593",,,,,,,"$20,092",,,,,,,,,"$3,555",,,"$113,922",,,
1125929,,Love Ranch (2010),,,,,,,,,,,,,,,,,,"$137,885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,264",,,,
1319744,,The Interrupters (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,009",,,
0873886,,Red State (2011),,,"$60,851",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,932",,,,,,,,,,,,"$155,303",,,,,,,"$85,028",,,,,,,,,"$156,160",,,"$305,504",,,
1705786,,Chinese Take-Away (2011),"$4,416,901",,"$81,835",,,,"$5,827","$1,671,635",,,"$177,471",,"$72,710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$64,525",,,,,"$63,964",,,,,,,,,,,,,,,,,,,,,,,,,,,"$349,420","$90,880",
1554091,,A Better Life (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,812",,,,,,,,,,,,,,,,"$59,214",,,,,,,,,,,,,,"$4,032",,"$5,297",,,"$14,899",,,
1341341,,Ceremony (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,669",,,,,,,,,"$8,235",,,,,,,,
1316622,,Wrecked (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$221,512",,,,,,
1742650,,I Don't Know How She Does It (2011),"$278,418",,"$2,820,112","$189,740",,"$135,132","$1,177","$987,565","$65,259",,"$94,022",,"$45,505","$25,086",,"$28,748","$86,288",,,,,"$26,520",,,"$88,763","$1,885,418","$1,190,589",,"$54,983","$98,807","$103,431","$40,214",,,,,"$1,754,897",,,,,,"$30,142",,,"$876,261",,"$437,623","$142,140",,"$57,527",,,"$188,875","$15,934","$237,365","$333,146",,"$19,578",,"$4,538,559","$14,773","$213,831","$12,240","$56,598","$481,122","$273,560","$1,000,625","$109,680",,,,,,"$62,912",,"$224,885",,"$116,039","$2,196,230","$16,064","$91,484",
1633356,,Shark Night (2011),"$868,853",,"$797,625","$284,539",,"$316,384","$63,109","$997,503","$70,675",,,,,"$55,970",,"$78,874",,,,,"$512,789","$111,617",,,,"$1,613,407","$725,057",,,"$575,644",,"$33,483",,,,,,,,,,,"$131,561",,"$1,064,610","$933,145",,"$378,352","$117,923",,,,,"$276,795","$49,574","$527,366","$98,197",,,,"$5,437,182",,"$127,700",,"$48,166","$138,774","$719,574","$1,541,512","$18,091",,,,,,"$303,398",,"$201,200","$194,886","$408,502","$1,456,643",,"$752,952","$455,142"
1529569,,Beautiful Lies (2010),,,"$441,460",,,,,,,,,,,,,,,,,,,,,,,,,,,"$76,083",,,,,,,,,,,,,,,,,,,"$38,497",,,,,,,,,,,,,,"$23,383",,,,,,,,,,,"$214,550",,,,,,,,,
1598778,,Contagion (2011),"$1,512,020",,"$5,272,109","$524,530",,"$966,710","$76,843","$2,732,610","$63,115",,,,"$822,477","$118,613",,"$97,687","$384,797",,,"$24,603","$196,107",,,,"$415,629","$5,885,680","$3,862,820",,"$676,651","$855,083","$296,332","$38,442",,"$233,916",,"$233,118","$2,072,333",,"$4,436,368",,,,"$24,356",,"$369,308","$2,405,893",,"$667,251","$673,326",,"$404,493",,,"$424,960","$635,652","$456,191","$625,616",,,,"$3,784,557","$44,045","$910,137","$38,844","$67,115","$265,501","$1,502,959","$3,645,130","$1,369,548",,,,,,"$264,373",,"$580,203","$202,492","$445,055","$8,640,500","$50,434","$561,238",
1456472,,We Have a Pope (2011),"$637,061",,,"$274,034",,"$422,775",,"$573,155",,,,,"$94,499",,,"$15,608","$50,429",,,,,,,,,"$4,922,843","$978,122",,"$253,824",,,,,,,,"$7,894,680",,,,,,,,,"$79,464",,"$52,846",,,"$39,969",,,"$45,837",,"$109,770","$69,997",,,,,"$6,234",,,,,,"$612,556",,,,,,,,,,,,"$114,512","$40,222","$40,971",
1588398,,Sleeping Beauty (2011),,,,,,"$22,539",,"$29,114",,,,,,,,,,,,,,,,,,"$101,361",,,,"$34,955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$74,972",,,,"$4,297",,,,,,,,"$8,999",,,,,"$95,865",,,
0999913,,Straw Dogs (2011),,"$2,564",,,"$1,886","$9,011",,,,,,,"$22,519",,"$2,068",,,,,,,"$5,322",,,,,"$84,753",,,,,,,,,,,,,,,,"$12,767",,,,,,,"$17,494",,,,,,,,,,,"$417,593",,,,,"$23,715",,"$32,056","$46,812",,,,,,,,,,"$30,392","$135,319",,,
1210166,,Moneyball (2011),"$517,150",,"$5,235,970",,"$3,159","$73,846","$17,054","$682,587","$27,124",,"$46,666",,"$59,846","$42,176",,"$63,358","$108,552",,,"$9,829","$105,505","$12,300",,,"$48,678","$983,965","$319,461","$1,909","$105,028","$95,146","$21,065","$12,160",,,,"$297,255","$389,575",,"$11,499,680",,,,"$9,519",,,"$1,764,504",,"$104,462","$150,011","$17,792","$248,011",,,"$72,361","$61,297","$140,505","$196,567",,,,"$1,053,559","$13,588","$58,922","$21,451","$28,086","$142,092","$4,036,837","$1,258,562","$66,532",,,,,,"$58,996",,"$242,524","$56,222","$78,578","$1,299,055","$42,099","$603,835",
0836683,,The Appeared (2007),"$52,046",,,,,,"$26,029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$569,,,,,,,,"$1,799",
1508675,,Le Havre (2011),"$219,580",,"$319,593","$194,090",,"$130,363",,"$143,961",,,,,"$59,521",,,"$28,442","$35,846",,,,,,,,"$1,415,473","$3,502,247","$2,195,987",,"$108,508",,,,,,,,"$1,842,982",,,,,,,,,"$15,087",,"$86,663","$191,561",,"$149,621",,,$739,,"$37,139",,,,,"$24,492","$13,715",,,,,"$34,791","$846,208","$213,908",,,,,,,,,,,"$521,535","$15,945",,
1058027,,The Milky Way (2007),,,,,,,,"$49,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562872,,Zindagi Na Milegi Dobara (2011),,,"$409,143",,,,,,,,,,,,,,,,,,,,,,,,,,,"$73,832",,,,,,,,,,,,,,,"$43,128",,,,"$110,023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,448,132",,,
1498569,,Restless (2011),,,,,,"$17,320",,"$207,185",,,,,"$49,948",,,,,,,,,,,,,"$696,492","$86,749",,"$12,980",,,,,,,,"$162,155",,"$845,452",,,,,,,,,,"$2,993",,,,,,,"$34,536","$40,276",,,,"$73,100",,"$6,003",,,,"$38,790","$55,069",,,,,,"$7,716",,,,,,"$17,983",,,
1560970,,Neds (2010),,,,,,,,,,,,,,,,,,,,,,,,,,"$94,889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$246,,,,,,,,,,,"$338,223",,,,,,,,,"$4,241",,,"$1,582,340",,,
0368287,,The Soul of a Man (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,233",,,,,,,,,,,,,,,,
1545759,,Point Blank (2010),,,,,,"$141,950",,,,,,,,,,,,,,,,,,,,"$7,872,079",,,"$34,607","$15,792",,,,,,,,,,,,,"$3,135",,,,,,,,,,,,,,"$5,337",,,,,,"$16,283",,,,"$373,281","$48,381",,,,,,,,,"$48,862",,"$40,709","$178,814",,,
0406977,,Masti (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$337,664",,,
1233301,,Ironclad (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$794,809",,,,,,,,,,,,,,"$86,210",,,,,,,,
0906778,,Black Butterflies (2011),,,,,,,,"$70,495",,,,,"$31,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,522",,,,,,,,,
0486219,,Children of Glory (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,890",,,,,,,,,,,,,,"$11,346",,,"$33,951",,,
0848228,,The Avengers (2012),"$17,331,732",,"$54,385,465","$3,175,739",,"$4,061,231","$1,885,220","$63,904,807","$743,965",,"$9,247,146","$86,300,000","$7,140,604","$387,357",,"$1,740,748","$5,081,339","$623,357,910",,"$323,763","$5,410,298","$913,497",,,"$1,476,038","$37,765,919","$30,828,359","$20,549","$2,599,996","$12,468,825","$1,759,397","$502,028","$12,616,061","$11,949,911",,"$2,449,957","$22,012,517",,"$33,019,883",,,,"$534,555",,"$10,965,615","$61,748,523",,"$6,609,804","$7,140,832","$202,368","$5,636,566",,,"$8,523,744","$14,382,992","$3,165,105","$2,489,524",,,,"$43,679,945","$167,189","$11,172,253","$448,435","$163,737","$4,609,462","$48,651,463","$20,220,212","$7,595,353",,,,,"$20,100,000","$7,935,363",,"$4,257,979","$2,210,225","$6,689,950","$80,563,081","$517,473","$13,216,039",
1340800,,Tinker Tailor Soldier Spy (2011),"$329,866",,"$6,919,623","$315,668",,"$206,987","$5,053","$757,797","$11,284",,"$61,245",,"$77,619","$72,818",,"$51,118","$367,703","$24,149,393",,,,,,,"$288,281","$5,006,445","$2,940,785",,"$566,515","$143,036","$60,453","$28,628",,,,,"$3,650,753",,,,,,"$7,843",,,"$250,788",,"$844,501","$1,225,535",,"$418,214",,,"$61,261",,"$1,425,267","$183,472",,,,"$1,068,141",,"$125,750",,"$15,487","$102,850","$644,052","$3,077,544","$2,898,288",,,,,,"$31,794",,"$177,253","$180,023","$127,980","$22,550,697","$68,667","$18,892",
1832382,,A Separation (2011),"$331,663",,"$1,330,987","$47,517",,"$348,176","$3,310","$1,032,810",,,,,,,,"$7,738","$90,925",,,,,,,,"$38,840","$7,432,480","$1,093,321",,"$209,604","$192,063",,,,,,,"$685,113",,,,,,"$29,435",,"$4,174","$132,332",,"$342,085","$340,276",,"$307,620",,,"$1,740",,"$66,315","$11,576",,,,"$22,301",,"$64,367",,,,"$69,970","$789,406","$72,407",,,,,,,,"$43,976",,,"$561,598","$58,011","$64,885",
1571222,,A Dangerous Method (2011),"$670,096",,"$959,812","$614,996",,"$708,539",$769,"$1,163,481",,,"$177,415",,"$156,098","$18,293",,"$134,339","$936,755",,,,,,,,"$178,364","$3,661,292","$2,213,447",,"$434,176","$139,876",,"$1,381",,,,,"$3,143,375",,,,,,"$42,014",,,"$695,786",,"$406,050","$50,365",,"$378,543",,,"$91,738",,"$364,123","$323,957",,,,"$1,005,751","$20,267","$46,599","$8,503","$36,507",,"$92,441","$3,396,080","$115,839",,,,,,"$17,527",,"$227,183",,,"$2,023,878","$43,264","$115,808",
1291584,,Warrior (2011),,,"$2,196,472",,,"$67,386",,,,,,,,"$17,814",,,,,,,"$15,772",,,,,"$1,354,588",,,,"$1,617",,"$18,265",,,,,"$1,805,141",,,,,,"$14,338",,"$61,457","$269,343",,"$153,589","$14,105","$2,071",,,,"$82,218","$32,130",,"$29,103",,,,,,"$42,251",,,"$68,269","$151,217",,,,,,,,"$5,771",,,,"$252,056","$2,885,778",,"$110,749",
0059160,,Eva (1962),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10,,,,,,,,"$3,020",,,,,,,,,,,,,,,,,,,,,,,,,,
1124035,,The Ides of March (2011),"$540,497",,"$4,588,966","$527,793",,"$443,846","$10,251","$985,472","$26,124",,"$161,029",,"$138,938","$40,433",,"$32,874","$496,603",,,,,,,,"$79,591","$4,005,501","$3,208,028",,"$1,086,922","$318,541","$99,640","$28,802",,,,,"$5,217,138",,"$287,701",,,,"$45,028",,,"$874,769",,"$209,620","$211,114","$15,888","$238,996",,,"$157,589",,"$462,748","$284,664",,,,"$485,127","$12,958","$183,414","$13,049","$21,633","$185,619","$242,648","$3,479,894","$360,185",,,,,,"$64,164",,"$431,401",,"$156,683","$4,731,759","$93,721","$88,216",
1788391,,Kill List (2011),,,,,,$454,,,,,,,,,,,,"$29,063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,027",,,,,,,,,,,,,,,,,,,,,,,"$417,731",,,
1448755,,Killer Elite (2011),"$835,825",,"$564,829","$645,910",,"$308,175","$1,450","$1,994,368","$339,406",,"$62,861",,,"$86,978",,"$131,063",,,,,,"$179,444",,,,"$2,075,988","$4,107,671",,"$654,685","$82,759","$135,147","$55,207",,,,,"$995,019",,,,,,"$129,884",,"$455,299","$850,659",,"$574,447","$128,120","$6,362","$159,659",,,"$186,911","$76,549","$715,650","$559,765",,,,"$5,987,799","$6,360","$306,703","$32,940","$72,193","$252,085","$1,052,385","$3,072,447",,,,,,,"$287,162",,"$577,631","$431,601","$887,737","$1,796,518","$31,509","$64,396",
1777551,,Bobby Fischer Against the World (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,455",,,,,,,,,,,,,,,,,,,,,,
1602476,,Badmaash Company (2010),,,"$38,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242599,,Bellflower (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,709",,,,,,
1306980,,50/50 (2011),"$243,515",,,"$47,317",,"$103,300","$2,708",,"$30,431",,"$81,199",,,,,,"$68,770",,,,,,,,"$173,903","$103,847","$281,070",,"$13,145","$186,103","$6,013","$22,900",,,,,"$100,819",,"$236,485",,,,,,"$53,239","$189,488",,"$224,078",,,"$112,805",,,"$78,557",,,"$103,891",,,,,,"$173,635",,,"$29,111","$860,632",,"$72,659",,,,,,"$49,646",,"$49,180",,,"$2,357,318","$27,897",,
1365483,,Main Street (2010),,,"$5,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,179",,,,
1316540,,The Turin Horse (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,971",,,,,,,,,,,"$25,845",,,,"$12,271",,,,,,,"$22,856",,,,,,,,,,,,"$29,754",,,
0459748,,Generation P (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,389,112",,,,,,,,,,,,,,,,,"$275,426",,,,,
1827487,,Once Upon a Time in Anatolia (2011),,,,,,"$1,248",,"$2,116",,,,,,,,,,,,,,,,,,"$187,572",,,,,,,,,,,"$399,331",,,,,,,,,"$11,102",,,,,,,,,,,"$12,939",,,,"$12,842",,,,,,,"$59,180",,,,,,,,,"$835,869",,,"$424,865",,,
1655442,,The Artist (2011),"$1,166,339",,"$3,181,998","$594,885",,"$1,142,551","$30,494","$2,127,931","$40,732",,"$94,747",,"$606,450","$34,861",,"$136,320","$950,557","$44,671,682",,,"$39,854",,,,"$270,060","$26,280,646","$5,502,089",,"$765,142","$437,434","$54,776","$71,383",,,,,"$3,528,704",,"$3,288,085",,,,"$57,326",,,"$1,797,021",,"$1,180,449","$367,203",,"$326,515",,,"$219,208",,"$421,892","$432,710",,,,"$2,773,514","$33,759","$111,288","$33,156","$26,990","$199,785",,"$6,686,116","$736,202",,,,,,"$87,919",,"$34,715","$204,464","$112,061","$15,779,834","$169,642","$211,431",
1258141,,Je l'aimais (2009),"$184,888",,,"$100,520",,"$162,599",,,,,,,,,,,,,,,,,,,,"$6,058,716","$265,367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,686",,,,,,,,,,,,,"$14,313",,,,,,,,,,,,,,
0397692,,Housewarming (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376717,,Play (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,743",,,,,,,,,,,,,,,"$6,732",,,,,,,,,,,,,,,,,,,,,,
