imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Baltic States,Bangladesh,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Djibouti,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Mauritius,Mexico,Middle East,Middle East Other,Middle East/UAE,Morocco,Netherlands,New Caledonia,New Zealand,Norway,Oman,Pakistan,Palestine,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Tunisia,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0272338,,Punch-Drunk Love (2002),"$84,182",,"$840,999","$41,865",,,,,,,,,,"$34,243",,,,,,"$20,760",,,,"$17,844,216",,,,,,"$23,869","$1,647,331","$458,033","$39,200",,,,,,,"$275,185",,,,,,,,,,,,,"$124,059",,,,,"$138,980",,$460,,,,,,,,,,,,,,,,,,,,,,"$10,065",,,,,,,,,,,"$521,261",,,,
0269461,,Safe Conduct (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,659,772",,,,,,,,,"$28,209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0291502,,Swept Away (2002),,,"$18,420",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,595","$59,705",,,,,,,,"$75,818",,,,,,,,,,,,,"$115,119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$140,218",,,,,,,,,,,,,,
0267248,,Abandon (2002),"$17,193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,700",,"$18,249",,,,,"$956,074",,,,,,,,,,,,,"$434,935",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,986",,,,,,,,,,,,,,
0227984,,Formula 51 (2001),,,"$34,875",,,,,,,,,,,"$9,837",,,,,,,,,,,,,,,,"$238,906","$803,592",,,,,,,,,,,,,,,,,,,,,,"$29,289",,,,,"$169,487",,,"$262,888",,,,,,,"$47,568",,,,,,,,,,,,,"$80,367",,"$664,282",,,,,,,,,,"$5,336,507",,,,
0298130,,The Ring (2002),"$587,277",,"$4,120,663","$1,330,603",,,,,,,"$26,102",,,"$916,473",,,,,,"$402,783",,,,,,,,"$168,574",,"$921,442","$5,283,562","$6,328,538","$1,003,600","$181,936","$309,768",,,,,"$10,121,525",,"$14,150,184",,,,,,,,,,,"$12,293,858",,,,,"$3,286,307",,"$641,805","$935,168",,,,,,,"$1,181,362",,,,,,,,,,,,,"$658,065","$1,973,953","$10,658,940",,,,"$270,959",,,"$1,437,789",,,"$14,764,956",,,,
0298744,,Auto Focus (2002),,,"$148,671",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,000","$57,982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,448",,,,,,,,,,,,,,
0252480,,The Grey Zone (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$103,720",,,,,,,,,,,,,,
0145937,,Naqoyqatsi (2002),,,"$3,687",,,,,,,,,,,,,,,,,"$14,829",,,,,,,,,,,,"$4,066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0296166,,Real Women Have Curves (2002),"$46,693",,"$43,157","$102,742",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$394,675",,,,,,,,"$95,042",,,,,,,,,,,,,,,,,,,,"$160,924",,,,,,,,,,,,,,,,,,,,,,,"$848,381",,,,,,,,,,,,,,
0318034,,Russian Ark (2002),"$318,829",,"$1,171,556","$5,759",,,,,,,,,,,,,,,,,,,,"$3,048,997",,,,,,,"$28,659","$66,116",,,,,,,,"$277,012",,,,,,,,,,,,,,,,,,"$185,139",,"$126,630",,,,,,,,,,,,,,,,,,,,,,,"$23,989",,,,"$39,759",,,,,,,,,,
0296658,,Take Care of My Cat (2001),,,,,,,,,,,,,,,,,,,,,,,,"$9,866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$54,725",,,,,,,,,,,,,,,
0076666,,Saturday Night Fever (1977),,,$753,,,,,,,,,,,,,,,,,,,,,"$94,213,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081777,,Xanadu (1980),,,,,,,,,,,,,,,,,,,,,,,,"$22,762,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082085,,Blow Out (1981),,,,,,,,,,,,,,,,,,,,,,,,"$12,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082432,,Gallipoli (1981),,,,,,,,,,,,,,,,,,,,,,,,"$5,732,587",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082671,,Lola (1981),,,,,,,,,,,,,,,,,,,,,,,,"$8,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082764,,Modern Romance (1981),,,,,,,,,,,,,,,,,,,,,,,,"$2,863,642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0288477,,Ghost Ship (2002),"$356,507",,"$1,123,965","$629,913",,,,,,,,,,"$183,346",,,,,,"$129,544",,,,,,,,"$149,625",,"$18,352","$1,949,747","$3,467,655","$580,250","$783,029","$67,001",,,,,"$2,182,148",,"$3,875,232",,,,,,,,,,,"$3,096,968",,,,,"$947,728",,"$270,651",,,,,,,,"$122,017",,,,,,,,,,,,,"$352,200","$147,305","$6,246,738",,,,"$459,031",,,"$1,583,714",,,"$3,271,579",,,,
0322802,,Jackass: The Movie (2002),,,"$2,550,363","$103,514",,,,,,,,,,"$44,754",,,,,,,,,,,,,,,,"$105,946",,"$710,190",,,,,,,,,,,,,,,,,,,,,"$629,184",,,,,"$1,647,489",,"$270,257","$160,112",,,,,,,,,,,,,,,,,,,,"$187,459",,"$287,066",,,,,,,,,,"$6,040,237",,,,
0259484,,Paid in Full (2002),,,,,,,,,,,,,,,,,,,,,,,,"$3,090,862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,664",,,,,,,,,,,,,,,,
0270707,,The Truth About Charlie (2002),,,"$23,127",,,,,"$264,730",,,,,,,,,,,,,,,,,,,,"$6,729",,,"$323,066",,,,,,,,,"$348,869",,,,,,,"$70,860",,,,,,,,"$102,795",,,,,,,,,,,,,,,,,,,,,,,,,,"$35,825","$169,147","$95,389",,,,,,,,,,"$109,929",,,,
0286261,,All or Nothing (2002),"$925,818",,"$33,399","$27,124",,,,,,,"$10,030",,,,,,,,,,,,,"$201,546",,,,,,,"$154,045","$30,179","$40,500",,,,,,,"$53,608",,,,,,,,,,,,,,,,,,"$58,602",,"$20,640","$5,784",,,,,,,,,,,,,,,,,,,,,,"$346,027",,,,,,,,,,"$938,394",,,,
0252223,,All the Queen's Men (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$97,596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0309600,,Food of Love (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$69,242",,,,,,,,,,,,,,
0120679,,Frida (2002),"$122,065",,"$913,320","$812,496",,,,,,,"$35,893",,,"$129,899",,,,,,"$287,617",,,,,,,,,,"$361,442","$2,627,943","$6,008,488","$1,000,400",,"$21,766",,,,,"$1,713,941",,,,,,,,,,,,,"$3,590,079",,,,,"$570,873",,"$193,284","$296,984",,,,,,,"$815,196",,,,,,,,,,,,,,,"$2,240,792",,,,"$68,103",,,"$149,456",,,,,,,
0299117,,Roger Dodger (2002),"$76,965",,,,,,,,,,,,,,,,,,,"$4,048",,,,,,,,,,,,,"$57,100",,,,,,,"$42,432",,,,,,,,,,,,,,,,,,,,,"$8,639",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$73,945",,,,
0295725,,Time Changer (2002),,,,,,,,,,,,,,,,,,,,,,,,"$1,305,964",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0061452,,Casino Royale (1967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0297181,,I Spy (2002),,,"$3,366,225","$458,614",,,,,,,"$62,923",,,,,,,,,"$34,775",,,,,,,,"$34,269",,,"$895,307","$2,248,106","$248,000",,"$299,564",,,,,"$280,348",,"$332,376",,,,,,,,,,,"$1,947,792",,,,,"$295,251",,"$313,503","$140,768",,,,,,,,,,,,,,"$819,537",,,,,,"$682,775","$690,238","$1,309,015",,,,"$91,354",,,,,,"$3,274,600",,,,
0304669,,The Santa Clause 2 (2002),"$19,680",,"$3,151,605","$1,134,225",,,,,,,,,,"$39,776",,,,,,,,,,,,,,,,"$26,396","$123,467","$4,426,179","$39,350",,"$233,055",,,,,"$441,300",,"$87,469",,,,,,,,,,,"$2,774,677",,,,,"$755,883",,"$228,356","$35,392",,,,,,,"$189,677",,,,,,,,,,,,,"$303,795",,"$2,070,010",,,,,,,"$122,360",,,"$12,634,008",,,,
0246266,,The Blackboard (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,252",,,,,,,,,,,,,,
0210382,,The Weight of Water (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$193,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,543",,,,,,,,,,
0280665,,Femme Fatale (2002),"$110,099",,,"$81,462",,,,,,,"$12,675",,,,,,,,,"$4,951",,,,,,,,,,,"$2,159,134","$252,822","$71,450",,"$53,720",,,,,"$1,883,413",,,,,,,,,,,,,"$848,869",,,,,"$98,059",,,,,,,,,,"$89,357",,,,,,,"$511,492",,,,,,"$62,866",,"$1,604,201",,,,"$76,835",,,"$116,676",,,,,,,
0298203,,8 Mile (2002),"$109,188",,"$9,663,658","$2,467,163",,,,"$2,207,164",,"$695,990","$56,102",,"$438,477","$57,343",,"$213,810","$116,613",,"$154,454","$299,848","$443,990","$2,107,683",,,,"$28,572",,"$21,096",,"$812,554","$12,858,341","$17,187,276","$1,154,584","$356,959","$302,695","$112,813",,"$176,210","$633,976","$7,561,854",,"$12,688,916",,,,,"$253,625",,,,,,"$3,760,667",,"$255,217",,,"$2,873,643",,"$1,208,083","$1,875,597",,,,,"$113,432","$308,965","$1,235,682","$1,122,572",,,,"$104,678",,"$487,523","$681,397",,"$379,255",,"$187,354","$927,913","$702,297","$7,880,275",,"$2,475,787","$2,928,736","$375,903","$286,645",,"$767,817","$193,874",,"$20,981,208",,"$38,404",,
0297884,,Far from Heaven (2002),"$293,428",,"$776,437","$76,976",,,,,,,,,,"$87,877",,,,,,"$9,389",,,,,,,,,,"$51,562","$1,901,028","$338,158","$412,200",,,,,,,"$2,668,204",,,,,,,,,,,,,"$397,325",,,,,"$359,801",,"$172,068","$149,144",,,,,,,"$89,189",,,,,,,,,,,,,,,"$1,053,578",,,,,,,,,,"$2,076,403",,,,
0287986,,God Is Great and I'm Not (2001),"$18,534",,,,,,,,,,,,,"$8,927",,,,,,"$36,680",,,,,,,,,,,"$1,791,031",,,,"$24,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0297162,,Half Past Dead (2002),,,"$662,745",,,,,,,,"$49,442",,,,,,,,,"$31,894",,,,,,,,,,,"$779,390","$220,926",,,"$30,064",,,,,"$139,850",,,,,,,,,,,,,"$333,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$261,972",,"$593,601",,,,,,,,,,"$73,297",,,,
0295297,,Harry Potter and the Chamber of Secrets (2002),"$2,183,126",,"$20,858,080","$5,505,054",,,,,,"$6,045,666","$212,412",,,"$1,537,076","$6,033,000",,,,,"$2,051,038",,,,"$262,641,637",,,,"$213,639",,"$3,297,419","$53,140,768","$59,731,853","$3,502,850","$4,907,373","$1,229,249","$3,621",,,,"$74,559,208",,"$142,786,414",,,,,,,,,,,"$16,954,909",,,,,"$13,890,781",,"$8,281","$5,494,720",,,,,,,"$5,746,832",,,,,,,"$7,025,889",,,,"$2,191",,"$1,810,883","$25,361,777","$23,990,519",,,,"$4,678,736",,,"$3,417,488",,"$56,266","$89,005,943",,,"$78,378",
0273435,,Ararat (2002),"$70,952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$196,602","$16,596","$75,950",,,,,,,"$66,752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,496",,,,,,,,,,,,,,
0313196,,The Crime of Padre Amaro (2002),"$49,037",,"$83,925","$33,069",,,,,,,,,,"$190,399",,,,,,,,,,,,,,,,,"$43,852","$136,715",,,,,,,,"$26,309",,,,,,,,,,,,,"$16,313,914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,656,653",,,,,,,,,,,,,,
0314725,,Standing in the Shadows of Motown (2002),,,"$45,049",,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,949",,"$38,774",,,,,,,,,,,,,,,,,,,,,,,,,,"$16,283",,"$56,647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0312841,,The Way Home (2002),"$154,952",,,,,,,,,,,,,"$6,878",,,,,,,,,,,,,,,,,,,,"$477,285",,,,,,,,,,,,,,,,,,,"$134,899",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,448,463",,,,,"$284,894",,,,,,,,,,
0280870,,Liberty Stands Still (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$525,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0036112,,The Life and Death of Colonel Blimp (1943),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,129",,,,
0271200,,Soul Assassin (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,935",,,,,,,,,,,,,,,,,,,,,,
0280609,,Dog Soldiers (2002),,,"$73,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$312,681",,,"$244,844",,,,,,,,,,,,,,,,,,,,,,,,,,"$38,574",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,867,556",,,,
0083190,,Thief (1981),,,,,,,,,,,,,,,,,,,,,,,,"$11,492,915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0246460,,Die Another Day (2002),"$930,097",,"$10,520,593","$3,690,742",,,,,,,"$144,390",,,"$530,058",,,,,,"$880,055",,,,,,,,"$280,586",,"$2,533,915","$23,239,131","$33,103,482","$2,480,000","$215,480","$599,034",,,,,"$6,119,089",,"$18,441,255",,,,,,,,,,,"$7,454,266",,,,,"$7,348,890",,"$1,788,758","$3,799,472",,,,,,,"$1,247,330",,,,,,,"$3,618,995",,,,,,"$2,421,754","$3,409,983","$9,658,648",,,,"$1,870,696",,,"$1,209,168",,,"$59,182,873",,,,
0283530,,The Emperor's Club (2002),"$102,533",,"$229,502",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$175,284",,"$72,800",,"$4,497",,,,,"$261,331",,,,,,,,,,,,,"$553,958",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,016","$132,077","$253,753",,,,,,,,,,,,,,
0293815,,Friday After Next (2002),,,"$45,907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0295238,,Personal Velocity (2002),"$17,446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,996",,,,,,,,,,,,,"$34,761",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0258068,,The Quiet American (2002),"$111,729",,"$2,954,629","$72,643",,,,,,,"$10,001",,,"$7,527",,,,,,"$21,631",,,,,,,,,,"$59,096","$180,666","$884,868","$578,000",,"$42,524",,,,,"$493,080",,,,,,,,,,,,,"$100,226",,,,,"$176,384",,"$306,413","$40,664",,,,,,,,,,,,,,,,,,,,,,"$1,701,849",,,,"$41,942",,,,,,"$2,791,671",,,,
0287467,,Talk to Her (2002),"$455,196",,"$376,689","$267,849",,,,,,"$850,344","$80,379",,,"$417,149",,,,,,"$123,865",,,,"$9,357,911",,,,,,"$685,933","$18,804,042","$1,942,213","$643,200","$187,694","$122,824",,,,,"$5,304,916",,,,,,,,,,,,,"$886,697",,,,,"$869,433",,"$64,445","$370,032",,,,,,,"$1,126,888","$1,292",,,,,,"$24,164",,,,,,,"$5,377","$10,225,505",,,,"$120,655",,,"$61,443",,,"$1,345,280",,,,
0271263,,Eight Crazy Nights (2002),,,"$19,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,253",,,,,,,,,,"$76,187",,,,
0283160,,Extreme Ops (2002),,,"$154,928","$117,246",,,,,,,,,,,,,,,,"$287,869",,,,,,,,,,,"$1,295,892","$327,169",,,"$98,746",,,,,,,,,,,,,,,,,,"$342,396",,,,,,,,,,,,,,,,,,,,,,"$520,219",,,,,,"$86,727",,"$1,938,283",,,,"$45,298",,,,,,,,,,
0307479,,Solaris (2002),,,"$155,216","$83,820",,,,,,,"$21,596",,,,,,,,,"$57,573",,,,,,,,,,,"$2,191,246","$664,974","$260,750",,"$49,964",,,,,"$1,193,933",,"$1,137,821",,,,,,,,,,,"$641,329",,,,,"$26,892",,"$71,441","$21,248",,,,,,,"$354,456",,,,,,,,,,,,,"$41,482",,"$2,944,605",,,,"$11,191",,,"$92,315",,,"$1,063,144",,,,
0133240,,Treasure Planet (2002),"$331,942",,"$2,190,907","$748,805",,,,,,,"$12,458",,,"$344,699",,,,,,"$55,297",,,,"$38,176,783",,,,,,"$405,179","$16,810,759","$5,267,616","$86,150",,"$100,554",,,,,"$4,555,510",,"$5,214,898",,,,,,,,,,,"$3,429,312",,,,,"$753,461",,"$155,418","$1,059,536",,,,,,,"$404,956",,,,,,,,,,,,,"$463,248","$1,065,173","$4,854,544",,,,"$348,851",,,"$241,177",,,"$10,192,426",,,,
0283632,,They (2002),,,"$229,063",,,,,,,,,,,,,,,,,,,,,,,,,"$32,260",,,"$618,041","$58,250",,"$74,323",,,,,,"$1,221,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$529,400",,,,,,,"$292,963",,,"$549,829",,,,
0207198,,What to Do in Case of Fire (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,980,617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118767,,Brother (1997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,362,281",,,,,,,,,,,,,,,,,,,,,,
0279064,,Elling (2001),"$25,731",,,"$171,655",,,,,,,,,,,,,,,,,,"$212,136",,"$314,729",,,,,,"$160,450","$15,174","$264,444",,,,,,,,"$253,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,545",,"$600,325",,,,,,,,,,,,
0289848,,Analyze That (2002),"$613,423",,"$1,793,537","$509,145",,,,,,,"$87,559",,,"$49,556",,,,,,"$34,299",,,,,,,,"$25,368",,,"$2,267,875","$2,163,087","$1,374,800",,"$298,252",,,,,"$1,341,786",,,,,,,,,,,,,"$1,259,716",,,,,"$175,026",,"$104,698",,,,,,,,"$89,051",,,,,,,,,,,,,"$320,275",,"$3,499,115",,,,"$356,342",,,"$786,565",,,"$1,715,498",,,,
0262396,,Empire (2002),"$13,346",,,,,,,,,"$12,975",,,"$42,872",,,"$54,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,503",,,,,,"$428,530",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,824",,"$207,065",,,,,,,,,,,,,,
0268126,,Adaptation. (2002),"$129,123",,"$1,139,021","$115,796",,,,,,,"$18,408",,,"$166,975",,,,,,"$56,969",,,,"$22,498,520",,,,,,"$37,846","$258,535","$357,917","$271,250",,"$40,905",,,,,,,,,,,,,,,,,,"$601,646",,,,,"$294,744",,"$123,937","$297,882",,,,,,,"$131,464",,,,,,,,,,,,,"$24,709",,"$550,385",,,,"$52,011",,,"$392,202",,,"$938,840",,,,
0238380,,Equilibrium (2002),,,,"$7,121",,,,,,,,,,,,,,,,"$22,065",,,,"$1,203,794",,,,"$8,572",,,"$494,857",,,,,,,,,"$19,229",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$198,748",,,,,,,,,,,,,"$101,945",,,,,,"$61,993",,,,,,"$1,734,463",,,,
0290329,,Visitor Q (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,281",,,,,,,,,,,,,,,
0303933,,Drumline (2002),,,"$1,099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,786",,,,,,,,,,,,,,,,,,,,,"$98,833",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,707",,,,,,,,,,,,,,
0302640,,The Hot Chick (2002),,,"$2,827,463","$49,146",,,,,,,"$14,840",,,"$33,032",,,,,,,,,,,,,,"$9,638",,,,,,,"$141,870",,,,,,,,,,,,,,,,,,"$7,707,889",,,,,"$762,459",,"$211,462","$7,192",,,,,,,,,,,,,,,,,,,,"$394,370",,"$3,208,664",,,,"$343,554",,,"$204,467",,,"$663,156",,,,
0252076,,Maid in Manhattan (2002),"$91,207",,"$5,162,487","$1,383,622",,,,,,,"$62,385",,,"$124,140",,,,,,"$161,293",,,,,,,,"$71,501",,"$68,690","$3,972,197","$9,429,215","$797,000",,"$123,099",,,,,"$2,662,935",,"$1,638,812",,,,,,,,,,,"$2,509,822",,,,,"$1,224,749",,"$877,525","$83,640",,,,,,,"$451,084",,,,,,,,,,,,,"$1,407,044",,"$5,622,945",,,,"$278,129",,,"$455,451",,,"$12,680,355",,,,
0253754,,Star Trek: Nemesis (2002),,,"$1,809,302","$735,504",,,,,,,,,,,,,,,,,,,,,,,,,,"$105,088","$265,455","$8,284,148",,,,,,,,"$599,287",,"$564,650",,,,,,,,,,,"$359,224",,,,,"$208,252",,"$259,801",,,,,,,,"$47,009",,,,,,,,,,,,,"$31,333",,"$417,737",,,,"$96,060",,,,,,"$7,628,023",,,,
0257360,,About Schmidt (2002),"$748,836",,"$2,615,840","$628,390",,"$28,302",,"$562,708","$1,497","$423,297",,,,"$73,261",,"$94,307",,,,"$64,912",,"$1,654,243",,,,,,"$6,839",,"$171,271","$2,286,490","$3,763,136","$601,000","$173,478","$16,227","$95,751",,,"$666,673","$4,648,502",,"$2,375,660",,,,,,,,,"$20,932",,"$846,534","$47,812",,,,"$723,469",,"$243,554","$581,213",,,,,"$74,688",,"$153,622","$284,208","$127,785",,,,,,,"$24,982","$63,946",,"$52,223","$226,545","$829,454","$4,087,034",,"$437,995","$1,350,953","$106,180","$32,946",,"$150,872",,,"$6,247,392",,"$69,597",,
0243794,,Pellet (2000),"$30,903",,,,,,,,,,,,,"$4,949",,,,,,,,,,,,,,,,,"$59,021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0298856,,Evelyn (2002),,,"$495,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$62,975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$92,360",,,,,,,,,"$21,150",,,,,,,,,,,,,,"$327,949",,,,,,,,,,"$1,699,561",,,,
0220580,,Intacto (2001),,,"$11,141",,,,,,,,,,,,,,,,,"$16,902",,,,"$307,333",,,,,,,"$133,368",,,,"$14,406",,,,,"$12,914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,745",,,,,,,,"$1,328,765",,,,,,,"$22,611",,,,,,,
0300214,,Morvern Callar (2002),"$33,686",,"$28,697",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$488,420",,,,
0167261,,The Lord of the Rings: The Two Towers (2002),"$2,449,990",,"$26,971,267","$7,920,333",,"$704,932",,"$7,301,216","$229,319","$7,483,476","$351,442",,"$1,709,288","$2,255,766","$6,989,677","$2,398,631","$952,352",,,"$3,217,259","$2,665,400","$11,994,511",,"$342,952,511","$200,000",,"$450,000","$269,636","$330,495","$5,218,677","$40,865,205","$78,664,632","$6,059,436","$3,053,481","$2,592,754","$834,470","$954,354","$771,201","$2,524,320","$27,270,451",,"$65,512,281",,,,"$164,498","$150,000","$1,085,526",,"$209,399","$1,868,898",,"$15,998,901",,,,,"$14,229,540",,"$6,297,328","$10,171,089",,,"$1,688,892",,"$1,230,444","$1,494,590","$6,543,498","$3,202,512","$1,448,939",,,"$181,443","$8,868,871","$2,796,777",,"$583,020","$2,768,562","$379,189","$473,791","$2,355,320","$30,417,237","$32,048,364",,"$18,182,244","$9,199,955","$9,471,700","$3,044,038",,"$4,189,959","$14,267","$45,912","$92,608,851","$162,133","$614,844","$43,074","$372,765"
0307901,,25th Hour (2002),"$113,509",,"$583,900","$195,872",,,,,,,,,,"$65,301",,,,,,"$38,949",,,,"$13,084,595",,,,,,,"$1,960,756","$527,258","$210,000",,"$37,563",,,,,"$4,043,095",,,,,,,,,,,,,"$276,653",,,,,"$196,634",,"$46,523","$41,296",,,,,,,"$28,185",,,,,,,,,,,,,,,,,,,,,,"$112,283",,,"$940,502",,,,
