imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Bangladesh,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Costa Rica,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,El Salvador,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Guatemala,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,S/E/W Africa,Saudi Arabia,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Africa/Nigeria,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Switzerland (French),Switzerland (French/Italian),Switzerland (German),Switzerland (Italian),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0430779,,Everyone's Hero (2006),,,,,,,,,,"$6,103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$94,235",,,,"$483,144",,,,,,,"$7,890",,,,,,,,,,,,,,,,,,,,"$263,960","$119,728","$200,431",,,,"$508,011",,,,,,,,,,,,,,,,,,,"$6,745",,"$374,980","$38,860",,,,,,
0421206,,Gridiron Gang (2006),,"$11,117",,,"$39,246",,,,,,"$44,009",,,,,,,"$14,269",,,,"$6,477",,"$20,705",,,"$10,047",,,,,"$325,041",,,,,,,,,,,,"$22,034",,"$9,088",,"$115,784",,"$14,913","$28,344",,"$52,180","$878,199",,,,,"$412,125",,,,,"$15,431",,,,,"$11,068",,,,"$33,706",,,,,,,,"$118,721",,,"$93,132",,,"$122,124",,,,,,,,,,,,"$162,957","$443,628",,,,
0415932,,Lemming (2005),,,"$2,079","$27,784",,,,,,"$2,056",,,,,,,,,,,,,,,,,,,,,"$2,926,817","$51,900",,,,,,,,,,,"$21,815",,,,,,,,,,,,,,"$13,045",,,,,,,,,,,,,,,,,$370,,"$15,373",,,,,,,,,,,"$21,994",,,,,,,,,,,,,"$415,086",,,,
0410730,,Taxidermia (2006),,,,,,,,,,,,,,,,,,,,"$7,857",,,"$11,408",,,,,,,$911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,427",,,,,,,,,"$5,106","$24,420","$6,963",,,,,"$1,503",,,,,,,,,,,,,"$18,972",,,,
0382383,,Yuva (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$236,580",,,,
0799954,,The Bridge (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,927",,,,"$4,189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,828",,,,
0472043,,Apocalypto (2006),"$862,406",,"$2,665,560","$579,272",,,"$803,867","$34,687","$1,265,320","$218,069","$374,726",,"$365,537",,"$521,961",,,,,"$302,072","$319,058","$1,047,920",,"$77,394",,"$146,507","$53,925",,,"$183,840","$3,479,781","$1,989,227","$1,319,201",,,,"$151,967",,"$86,491","$491,571",,,"$8,677,937","$20,205","$1,463,099",,,,,,"$35,349","$204,102",,"$8,012,656",,"$534,224","$1,121,164",,"$685,661",,,,"$494,257",,,,,"$206,972","$339,208","$2,659,096","$1,198,839","$588,265",,"$288,912",,"$4,742,721",,,,"$42,453","$458,412","$104,490",,,,"$1,838,778","$6,075,033",,"$781,692","$622,851",,,,,"$982,208",,"$1,106,299","$610,612",,"$8,074,135","$64,622","$431,981",,
0454824,,Flyboys (2006),"$43,852",,"$88,274",,,,"$8,486","$1,826","$121,317","$25,883",,,"$12,715","$451,339",,,,,,"$89,267",,,"$13,090,630",,,,,,,,,"$170,056","$39,600",,,,"$22,898",,"$20,949",,,,"$200,338",,,,,,,"$6,488",,,,"$214,226",,,,,"$97,315",,,,,,,,,"$21,368",,,"$63,327",,,"$7,974",,"$897,012",,,,,,"$17,184",,,,"$950,353","$248,170",,,,,,,,"$106,724","$114,209","$133,892","$147,714","$107,945","$208,133",,"$105,401",,
0493430,,Jackass Number Two (2006),,,"$4,416,759","$242,028",,,"$125,337",,,,,,,,,,,,,,,"$142,677",,,,,,,"$15,849","$79,098",,"$305,498",,,,,,,"$117,077",,,,,,"$114,760",,,,,,,"$47,880",,"$226,398",,,"$1,406,423",,"$631,816",,,,"$242,277",,,,,,,,,,,,,"$431,738",,,,,"$21,909",,,"$43,459",,,"$440,436",,"$51,268",,,,,,"$19,661",,,,,"$2,744,104",,,,
0405676,,All the King's Men (2006),"$104,800","$1,828",,,,,,,,,"$52,897",,"$20,644",,,,,"$4,548",,,,,,"$25,000",,,,,,,"$268,641","$56,320",,,,,,,,,,,"$683,800","$15,000","$332,703","$6,046",,,,,"$15,000",,,"$251,014",,,,,,,,,,,,,,,"$20,213",,,,,,,,,,,,,,,"$48,196",,"$3,428","$128,685",,"$12,286",,,,,,,,,,,"$179,116",,,,
0435623,,Conversations with Other Women (2005),,,,,,,"$7,548",,,,,,,,,,,,,,,,"$379,418",,,,,,,,"$289,859",,,,,,,"$9,289",,,,,,,,,,,,,,,,"$106,312",,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,121",,,,,"$36,241",,,,,,,,,,,,,,"$121,536",,,,
0443453,,Borat (2006),"$264,589",,"$14,625,480","$1,682,733",,,"$2,863,302","$19,576","$1,991,297","$141,745","$223,213",,"$118,917",,"$90,801",,"$698,747",,,"$726,628","$885,476","$2,084,971",,"$44,816",,"$29,991",,,"$469,770","$1,222,873","$6,626,191","$13,486,198","$735,773",,,,"$176,065","$386,903","$440,021",,,"$1,570,067","$8,364,555","$33,585","$306,313",,,,"$219,601","$144,195","$46,945","$512,725",,"$1,035,175",,,"$3,110,885",,"$2,342,048",,,,"$3,036,490",,,,,"$63,775","$135,938","$1,689,128","$1,299,948","$280,323",,"$188,267",,,,,,"$111,520","$422,777","$161,314","$502,740","$964,781",,"$62,999","$2,882,312",,"$5,217,402","$2,787,463",,,,,"$49,252",,"$323,860",,,"$46,020,502","$54,579","$69,395",,
0457430,,Pan's Labyrinth (2006),"$187,916",,"$1,907,570","$346,718",,,"$283,639","$27,993",,"$30,486",,,"$245,640",,"$302,565",,,,,"$139,328",,"$784,428","$37,646,380",,,"$143,627",,,,"$500,455","$2,411,020","$2,294,316","$1,159,900",,,,"$179,074",,,,,,"$864,082",,"$797,642",,,,"$39,387",,,"$47,986","$114,178","$6,883,588",,,"$721,198",,"$524,557",,,,"$335,592",,,,,"$240,500","$83,426","$838,086","$177,811",,,"$13,435",,"$884,029",,,,"$14,996",,"$27,370","$65,156","$135,912",,"$2,897,045","$11,774,227",,"$673,999","$224,184",,,,,"$335,379","$86,203","$637,657",,"$36,162","$5,556,152","$25,768","$215,270",,
0406816,,The Guardian (2006),"$480,461",,"$1,559,167","$442,845",,,"$234,849",,"$437,850","$74,816",,,"$62,325","$3,157,013",,,,,,,,"$312,743",,,,,,,,"$84,362","$986,625","$2,867,980","$165,600",,,,"$611,550",,"$39,353",,,,"$993,216",,"$5,470,408",,,,,"$11,816",,,,"$3,353,795",,,,,"$314,957",,,,"$262,515",,,,,,,"$402,710","$661,611",,,"$48,512",,,,,,"$2,866",,,,"$494,509",,"$489,000","$3,210,794",,"$1,231,791",,,,,,"$560,235","$375,452","$492,309",,,"$4,098,891",,,,
0400717,,Open Season (2006),"$605,159","$16,591","$5,013,926","$1,391,034","$81,285",,"$1,390,919","$59,605","$3,656,697","$192,466","$805,859",,"$557,595","$2,034,083","$790,868",,"$79,723","$17,724",,"$414,356",,"$425,720",,"$70,914","$24,274","$402,687","$17,694",,"$220,617","$369,103","$11,557,063","$6,016,495","$565,385",,,,"$563,596","$716,749","$87,538","$584,800","$243,878","$678,504","$4,338,099","$49,754","$4,350,594","$13,582",,"$188,358","$195,376","$37,406","$49,676","$565,703","$681,132","$7,835,953",,,"$1,822,989",,"$1,010,459",,"$28,513",,"$3,755,338","$15,732",,,,"$530,938","$440,272","$5,104,148","$444,825",,"$73,519","$26,987",,"$6,512,274","$7,309,071",,,"$56,949","$702,625","$96,905","$187,095","$862,804",,"$1,794,845","$5,901,402",,"$776,326",,"$463,134",,"$645,709","$46,911","$915,423","$345,403","$1,365,948","$656,280","$400,354","$14,540,035","$75,713","$838,964",,
0462519,,School for Scoundrels (2006),,,,"$11,374",,,,"$8,519","$310,922",,"$8,568",,"$41,314",,,,,,,"$52,815",,,"$17,807,569",,,,,,,,"$129,293","$156,379","$181,734",,,,,,"$38,367",,,,"$182,709",,,,,,,,,"$46,614",,"$523,734",,,,,,,,,,,,,,"$77,187","$91,190",,"$53,916",,,"$105,890",,"$1,009,891",,,,,"$83,959","$39,969","$35,424","$175,816",,,"$928,868",,,,,,,,,"$1,874","$112,089","$220,609",,"$1,411,719",,"$340,189",,
0407887,,The Departed (2006),"$2,011,780",,"$9,252,038","$2,323,850",,,"$3,799,810",,"$4,270,000","$176,367",,,"$923,918",,,,,,,"$266,518",,"$2,275,398","$132,399,394",,,,,,,"$577,554","$14,200,000","$12,157,627","$3,230,950",,,,"$1,039,728",,"$172,965",,"$157,000","$391,000","$12,237,244",,"$13,139,799",,,,,"$84,529",,,,"$3,480,385",,,"$3,014,542",,"$925,346",,,,"$2,186,881",,,,,"$364,047","$214,000","$743,638","$1,365,066","$228,000",,"$148,867",,"$1,846,191",,,,"$59,505","$506,000","$90,842","$150,357","$1,118,840",,"$4,000,000","$13,905,443",,"$3,220,260","$2,688,394",,,,,"$1,210,000","$412,367","$1,869,411","$242,667",,"$24,887,792","$221,990",,,
0420294,,The Texas Chainsaw Massacre: The Beginning (2006),"$137,999",,"$469,532","$186,724","$22,351",,"$193,206","$5,822",,,,,,,,,,,,"$54,838",,"$167,175",,,,"$78,724","$46,950",,,,"$541,664","$461,382","$156,950",,,,"$190,722",,"$33,835",,,,"$2,075,408",,,,,,,,,,,"$570,597",,,"$261,387",,,,,,,,,,,"$86,899",,"$86,655","$89,183",,,,,"$643,500",,,,,,,,,,"$604,416","$1,291,909",,,,,,,,"$313,622","$78,353","$502,756",,,"$2,839,155",,,,
0424993,,Employee of the Month (2006),,,"$465,018",,,,"$254,739",,,,,,,,,,,,,"$28,626",,,,,,,,,,,,,,,,,,"$75,393","$16,635",,,,,,,,,,,,,,,"$713,060",,,"$77,838",,"$58,177",,,,,,,,,"$54,704",,"$34,568","$116,411",,,"$31,257",,"$295,677",,,,,,"$7,217",,"$351,959",,,,,,,,,,,,"$16,364",,"$174,427",,"$7,076,703",,"$235,356",,
0457495,,Stormbreaker (2006),"$93,633",,"$1,886,398",,,,"$348,547","$1,067",,"$11,856",,,"$11,274","$1,272,763",,,,,,"$8,575",,"$118,438",,,,,,,,,"$2,110,114",,"$43,150",,,,"$190,169",,"$15,303",,,,"$466,419",,,,,,,"$2,330",,,,"$1,010,381",,,"$145,827",,"$416,113",,,,"$185,508",,,,,"$30,034",,,"$73,316",,,"$10,835",,"$681,121",,,,,,"$2,097",,,,,"$722,048",,"$84,873",,,,,,"$58,917","$124,795",,"$28,351",,"$12,872,046",$410,"$233,516",,
0337573,,Antibodies (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,765",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0439289,,Running with Scissors (2006),,,"$245,688",,,,"$6,075",,,,,,,,,,,,,,,,,,,,,,,,,"$5,718",,,,,,,,,,,,,,,,,,,,,,"$36,317",,,,,"$31,438",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,413",,,,,,,,,,,,,"$68,321",,,,
0433386,,The Grudge 2 (2006),"$225,045",,"$1,369,637","$375,475",,,"$277,007","$22,413","$586,635",,,,"$39,375",,,,,,,"$37,777",,"$440,301",,,,,,,,"$197,878","$2,036,142","$1,817,622","$436,300",,,,"$155,959",,"$27,966",,,,"$820,614",,,,,,,,,,,"$2,618,414",,,"$676,490",,"$340,523",,,,"$567,946",,,,,"$130,907",,"$463,922","$192,669",,,"$43,604",,"$2,375,239",,,,"$2,213",,"$25,074",,"$258,206",,"$510,898","$2,546,888",,"$713,119",,,,,,"$145,035","$157,799","$674,341","$290,611",,"$3,879,938","$19,674","$406,354",,
0483726,,Man of the Year (2006),,,"$946,725",,,,"$109,147",,,"$15,073",,,,,,,"$36,962",,,,,,,,,,,,,,,,"$95,050",,,,,,,,,,"$1,858,106",,,,,,,"$7,498",,"$5,287",,,,,,,"$153,608",,,,,,,,,,,,"$73,811",,,,,"$283,484",,,,,"$9,427",,,,,,"$1,228,214",,,,,,,,,,"$181,379","$129,846",,"$4,995",,,"$6,470",
0419946,,The Marine (2006),,,,,"$60,863",,,,,,"$106,635",,,,,,,,,,,,,"$67,469",,,,,,,"$8,165","$27,324",,,,,,,,"$384,422","$204,270",,"$47,439","$38,624","$12,310",,,"$110,210",,,"$44,123",,,"$437,490",,,,,"$215,633",,,,,"$10,631",,,,"$65,478","$404,754",,,"$503,575","$25,103",,,,,,,,,,,"$172,506",,$300,"$26,314",,,,,,,,,,,,"$139,471",,,"$141,160","$66,555",
0420609,,Infamous (2006),"$128,754",,"$133,581",,,,"$129,650",,,,,,"$40,341",,,,,,,,,,,,,,,,,,"$237,505",,,,,,,,,,,,,,,,,,,,,,,,,,"$40,411",,"$38,835",,,,,,,,,,,,,,,"$12,243",,,,,,,"$22,288",,,,,,"$606,629",,,,,,,,,,,,,"$144,313","$3,919",,,
0430431,,One Night with the King (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$172,312",,,,,,,,,,,,,,,,,"$12,556",,,,,,,,,,,,,"$142,621",,,,,,,,,,,,,,,,,,,,
0489247,,Once in a Lifetime: The Extraordinary Story of the New York Cosmos (2006),,,,,,,,,,,,,,,,,,,,,,,"$144,601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$791,,,,,,,,,,,,,"$67,197",,,,
0430051,,Atomised (2006),,,,,,,,,"$32,837",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,538",,,,,,,,,,,,,,,,,,
0426459,,Feast (2005),,,,,"$17,246",,,,,,,,,,,,,,,"$1,036",,,"$56,131",,,,"$24,434",,,,,,,,,,"$225,140",,,,,,,,"$31,797",,,,,"$9,776",,,,,,,,,,,,,,"$7,927",,,,"$29,050","$79,390",,,,"$27,393",,,,,,,,"$26,266",$338,,"$9,203",,,,,,,,,,,"$23,523","$3,610",,,"$86,313",,,"$30,281",,
0499537,,Offside (2006),"$2,934",,"$47,451","$15,262",,,,,,,,,,,,,,,,,,,"$180,530",,,,,,,,,"$51,107",,,,,,,,,,,"$124,637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,645",,,,"$49,632",,,,,,,,,,,,,"$87,494",,,,
0404203,,Little Children (2006),"$249,020",,"$531,890","$182,957","$8,260",,"$171,955","$3,113",,"$10,411",,,"$166,447",,,,,,,"$5,350",,"$79,557",,,,"$24,177",,,,,"$701,905","$681,225","$80,900",,,,,,,,,,,,,,,,,"$14,644",,"$27,223",,"$464,044",,,"$259,400",,,,,,"$19,637",,,,,"$92,032",,,"$317,152",,,"$22,543",,"$404,400",,,,,,"$13,291",,,,"$10,283","$1,197,068",,,"$208,051",,,,,,"$39,411","$580,858",,,"$810,399","$25,726",,,
0814075,,Deliver Us from Evil (2006),,,"$78,338",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,947",,,,,,,,"$1,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,187",,,,,,,,,,,,,"$19,002",,,,
0805526,,Facing the Giants (2006),,,,,,,,,,,,,,,,,,,,,,,"$10,178,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$64,828",,,,,,,,,,,,,,,,,,
0455590,,The Last King of Scotland (2006),"$163,322",,"$1,623,559","$193,903","$49,532",,"$524,582","$15,747","$445,116",,,"$121,039","$106,993",,"$255,708",,"$23,014",,,"$36,517","$70,674","$391,173",,"$7,655",,"$39,543","$41,488",,"$34,724","$205,790","$2,904,357","$1,961,950","$162,300",,,,,"$54,155","$72,050","$198,612",,"$169,223","$862,325","$16,747","$617,759","$3,271",,"$69,855","$27,648","$37,677","$18,862","$25,597",,"$662,365",,,"$615,943",,"$271,989",,,,"$1,049,544","$34,888",,,,"$99,730","$17,090","$233,837","$414,049","$51,816","$8,416","$47,187",,"$40,358",,,,"$20,701","$131,214","$7,803","$30,900","$603,895",,,"$2,418,979",,"$555,547","$580,286",,,,,"$46,801",,"$46,653",,"$145,476","$11,131,918","$27,369","$164,286",,
0478049,,The U.S. vs. John Lennon (2006),"$9,255",,"$128,216",,,,,,,,,,$362,,,,,,,,,,,,,,,,,,"$18,906",,,,,,,,"$2,749",,,,"$29,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,858","$1,554",,,,,,,,,,,,,"$92,079",,,,
0367027,,Shortbus (2006),"$30,712",,"$289,027","$96,472",,,,"$1,230","$62,811",,,,,,"$10,483",,,,,"$14,490",,"$39,040","$2,016,181",,,,,,,,"$550,461","$335,117","$27,900",,,,,,"$4,171",,,,"$674,263",,,,,,,,,,,"$91,294",,,,,,,,,,,,,,,,,"$16,972",,,,,"$105,400",,,,"$3,622",,,,"$34,736",,"$90,352","$268,622",,"$81,301","$188,276",,,,,"$70,612",,,,,"$399,162",,"$54,857",,
0206634,,Children of Men (2006),"$490,252",,"$2,166,804","$213,935",,,"$835,276","$8,585","$313,738","$36,354",,"$201,685","$152,770",,"$193,435",,"$59,698",,,"$301,303","$351,113","$193,643","$35,552,383",,,"$49,437","$15,944",,"$13,839",,"$2,604,911","$1,355,979","$1,005,100",,,,,"$173,928","$55,157",,,,"$2,186,412",,"$3,512,374",,,,"$26,361",,,"$17,826",,"$2,505,554",,,"$364,558",,"$248,458",,,"$2,399","$62,261",,,,,"$49,396",,"$319,084","$451,381",,,"$88,977",,"$1,168,982",,,,"$12,947",,"$40,596","$19,494",,,"$139,694","$2,180,299",,,"$448,150",,,,,,,"$429,950","$167,707",,"$9,585,931",,"$221,404",,
0482571,,The Prestige (2006),"$682,220",,"$4,607,991","$558,347",,,"$661,447",,"$1,400,000","$72,642",,,"$199,277",,,,,,,"$125,668",,"$640,828",,,,,,,,,"$1,500,000","$1,797,596","$1,512,050",,,,"$680,425",,,,,,"$5,114,995",,"$4,032,489",,,,,"$32,203",,"$66,838","$62,000","$2,985,101",,,"$757,704",,"$550,422",,,,"$163,090",,,,,,"$175,000","$84,163","$174,845",,,"$76,862",,"$1,965,984",,,,"$57,489","$202,000","$24,192",,"$197,814",,"$3,500,000","$5,129,330",,"$513,866","$350,825",,,,,"$1,163,264","$269,207","$1,445,175",,,"$6,837,491",,,,
0418689,,Flags of Our Fathers (2006),"$208,156",,"$1,420,841","$113,224",,,"$68,612",,,"$5,964",,,"$114,394",,,,"$20,872",,,"$4,328",,"$97,720",,,,,,,"$4,232",,"$3,900,000","$417,721","$187,200",,,,"$274,695",,"$68,880",,"$57,554",,"$1,513,051",,"$13,100,000",,,,,"$10,187",,"$14,074",,"$563,544",,,,,"$222,594",,,,"$158,170",,,,,,"$77,500",,"$214,912",,,"$10,025",,,,,,"$20,126",,"$6,794","$15,422",,,"$1,329,101","$2,921,620",,"$97,275","$175,594","$53,000",,,,"$320,047",,"$129,181",,,"$1,375,359",,,,
0434215,,Flicka (2006),,,"$693,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,419","$19,622",,,,,,,,,,,"$17,194","$2,864",,,,,,,"$11,582",,,,,,,,"$112,744",,,,,,,,,,,"$5,055",,,,,,,,,,,,,,"$13,858",,,"$3,865",,,,,,,,,,,,,,,,,
0492492,,Sleeping Dogs Lie (2006),,,,,,,"$46,227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,847",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$342,196",,,,,,,,,,"$112,705",,,"$109,502",,,,
0417397,,9th Company (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,610,000",,,,,,,,,,"$1,685",,,,,,,,,,,,,,,,,,
0473488,,A Guide to Recognizing Your Saints (2006),"$14,087",,"$38,069",,,,"$66,766",,"$28,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$288,539",,,,,,,$444,,,,"$323,988",,,"$7,238",,,,,,"$62,338",,,,,,,,,,,,,,,,,,,,,,,,"$483,457",,"$6,473",,,,,,,,"$55,424",,"$10,834","$131,752",,,,
0475169,,13 (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,873",,,,,,"$1,454",,,,,,,,,,,,,,,,"$8,146",,,,,,,,,,,,,,,,,,,,"$2,287",,,,,,,"$18,193",,,,,"$6,310","$44,191",,,,,,,,"$1,452",,"$29,662",,,"$106,841",,,,
0489270,,Saw III (2006),"$1,071,887",,"$5,264,167","$1,438,043",,,"$1,545,207",,"$3,443,197",,,,"$262,846",,,,,,,"$306,299",,"$5,133,297",,,,,,,,"$141,860","$5,426,944","$7,575,003","$1,439,900",,,,"$275,962",,"$72,649",,,,"$4,895,245",,"$3,165,247",,,,,"$7,811",,,,"$1,297,261",,,"$1,579,557",,"$475,329",,,,"$342,815",,,,,,,"$894,842","$583,874",,,"$150,675",,"$2,334,224",,,,,,"$46,989",,"$218,187",,"$2,079,063","$6,740,743",,"$869,172","$1,000,936",,,,,"$445,715","$197,555","$2,901,344","$214,001",,"$16,501,404",,,,
0437232,,Catch a Fire (2006),,,"$479,823",,,,,,,,,,,,,,,,,,,,,,,,"$7,278",,,,,"$144,580",,,,,,,,,,,,,"$70,726",,,,,"$3,922",,,,,"$63,814",,"$17,152",,"$11,461",,,,,,,,,,,,,,,,,,,,,"$3,768",,,,"$126,137",,,"$160,271",,,,,,,,,,,,"$120,096","$199,437",,,"$1,998",
0853096,,Death of a President (2006),,,,,,,"$1,681",,"$9,145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,272",,,,"$164,858",,,,,,,"$1,867",,,,"$76,000",,,,,,,,,,,,,,,,,"$4,410",,,,,,,,,,,,,,,"$43,841","$21,405",,"$8,348",,,,,,,,"$11,856",,"$5,583",,,,,
0296845,,Little Secrets (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$279,015",,,,,,,,,"$4,320",,,,,,,,,,,,,,,,,,,,,,,,"$61,455",,,,,,,,,,,,,,,,,
0044314,,5 Fingers (1952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$46,317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0457297,,The Butterfly Effect 2 (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$592,980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,912",,,,,,,,,"$345,912",,,,,,,,,
0407236,,Lunacy (2005),,,,,,,,,,,,,,,,,,,,"$77,781",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,164",,,,,,,,,,,,,,,,,,"$3,713",,,,
0424095,,Flushed Away (2006),"$1,612,596",,"$7,388,265","$1,359,207",,,"$2,173,677",,"$5,127,914","$10,008",,"$643,212","$1,089,084",,"$725,600",,"$153,531",,"$21,621","$665,149","$608,859","$746,369",,,,"$211,518","$22,257",,"$84,672","$533,639","$10,263,118","$5,589,210","$676,165",,,,"$651,046","$500,948","$150,495",,"$196,087","$1,174,320","$9,133,030",,,,"$16,980",,"$147,902","$45,860",,"$310,302","$317,404","$6,616,758","$325,675",,"$1,684,934",,"$609,557",,,$443,"$942,792",,,,,"$262,255","$112,693","$2,431,468","$1,422,383",,,"$43,345",,"$5,897,434",,,,"$26,765","$567,884","$105,434","$45,759","$1,293,220",,"$1,936,688","$8,244,798",,"$1,757,359","$1,155,748",,,,,"$297,090","$14,770","$1,495,340","$477,575","$293,192","$22,075,864",,"$1,128,614",,
0396171,,Perfume: The Story of a Murderer (2006),"$266,292",,"$534,443","$5,820,802",,,"$1,768,334","$24,069",,"$43,014","$10,104",,"$500,631",,,,,,,"$240,961",,"$393,644",,,,,,,,"$139,814","$6,175,228","$53,125,663","$1,423,900",,,,"$447,714",,,,,,"$3,639,053",,"$5,485,849",,,,,"$63,050",,"$137,345","$47,464","$4,929,972",,,"$1,884,253",,"$233,001",,,,"$360,082",,,,,"$119,978",,"$2,475,809","$661,376",,,"$31,610",,"$9,264,876",,,,"$27,316",,"$194,156",,"$28,199",,"$4,967,838","$9,906,765",,"$385,625","$4,861,284",,,,,"$987,670","$56,408","$940,993","$1,127,874",,"$2,977,127","$26,696","$393,168",,
0452681,,The Santa Clause 3: The Escape Clause (2006),,,"$4,666,253","$649,731",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,310,431",,,,,,,"$67,288",,,,,,,,,,,,,,,"$2,455,059",,,,,"$429,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,239,447",,,,,,,,,,,,,"$12,353,767",,,,
0385057,,The Long Weekend (2005),,,"$260,396",,,,,,,,,,,,,,,,,,,,"$1,286",,,,,,,,,"$188,986",,,,,,,"$46,075",,,,,,,,,,,"$25,899",,,,"$517,898",,,"$453,178",,,,,,,,,,,,,,"$133,553",,,,,"$268,130",,,,,,,,,,,"$1,006,565",,,,,,,,"$23,347",,"$494,580",,"$47,481",,,,,
0411098,,All the Invisible Children (2005),,,,,,,,,,,,,,,"$10,965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,661",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,097",,,,,,,,,
0439478,,Boynton Beach Club (2005),,,"$222,643",,,,,,,,,,,,,,,,,,,,"$3,127,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
