imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Panama,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
1433108,,Faster (2010),,"$14,973","$1,412,028",,"$38,557","$58,376","$30,954",,"$152,565","$166,973",,,"$187,153","$9,752","$41,927","$439,987","$17,194",,"$72,390","$37,044",,"$30,699","$28,876","$4,939",,"$401,911","$597,870","$21,720",,,"$32,055","$37,614","$829,484","$902,981","$45,156","$325,860","$35,391","$147,257","$51,671","$299,874","$31,872","$106,673","$20,441","$1,267,705","$421,869",,,"$193,227",,"$39,126",,"$51,474","$141,530",,,"$118,919","$169,496",,,"$259,756",,"$14,842","$499,347",,"$1,080,922",,,,"$154,475","$79,046",,,"$562,487","$488,515",,,"$139,908"
1319718,,Little Big Soldier (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$245,586",,,,,,,,,,,,,,"$1,512,361",,,"$16,523",,,,,,"$140,505",,,,,"$355,100",,"$1,228,469",,,,"$620,192",,,,"$29,515","$306,823",,,,,,,,
0935075,,Rabbit Hole (2010),"$87,718",,"$579,666",,,"$75,663","$2,204","$159,604",,,,,,,,,,"$2,229,058",,,,,,,"$7,235","$285,146",,,"$83,025","$36,376",,,,,,"$228,156",,,,,"$1,350",,"$25,542",,"$327,772","$38,219",,,,,,"$73,907",,"$334,259","$3,792",,"$5,217","$115,535","$8,724","$13,654",,,"$26,903","$2,695",,"$42,745",,"$5,486","$14,552",,"$179,889",,"$48,640","$87,941","$14,044",,
0452631,,The Home Song Stories (2007),,,"$378,539",,,"$4,057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0970866,,Little Fockers (2010),"$3,982,943",,"$18,830,734","$2,739,854",,"$2,354,719","$128,811","$5,331,601","$482,621",,,,"$704,965","$304,851",,"$1,028,563",,,,"$17,028","$251,063","$164,770","$127,718",,"$519,046","$10,884,568","$11,734,435","$22,659","$1,730,368","$1,226,294","$994,401","$148,651",,"$530,811","$882,668","$6,708,478",,,,,"$153,301","$341,098","$127,327","$604,211","$7,274,874","$2,915,298","$1,074,277","$37,395","$773,066",,,"$641,367","$612,951","$1,787,463","$1,518,686",,"$804,614","$12,607,406","$164,556","$1,247,516","$180,678","$518,587","$1,977,706","$466,017","$10,182,446","$1,300,005","$3,410,560","$862,732","$264,332",,"$750,230","$1,246,532","$1,020,212","$30,669,391","$268,182","$1,535,888",
1320261,,Gulliver's Travels (2010),"$2,273,857",,"$16,243,551","$2,076,149","$66,203","$1,027,665","$442,038","$8,032,354","$155,483",,,,"$2,423,189","$78,390",,"$795,342",,,,"$51,660","$923,906","$145,820","$73,098","$5,753","$564,646","$6,473,272","$10,099,348",,"$89,140","$4,004,131","$402,048","$86,616",,,"$428,737","$4,986,372",,"$18,927,634",,"$488,126","$156,140","$217,609","$148,019","$3,569,846","$11,595,299","$1,618,673","$1,551,918",,"$739,651","$32,945",,"$1,884,577","$1,879,756","$2,327,649","$691,225","$175,067","$406,897","$17,075,542","$142,235","$2,412,547","$146,797","$120,261","$1,001,891","$14,549,300","$11,545,998","$1,169,068","$1,294,263","$866,863","$204,135",,"$919,009","$239,265","$1,219,146","$24,736,921","$176,012","$1,707,898","$363,873"
1517252,,Sweetgrass (2009),,,,,,,,,,,,,,,,,,"$207,473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,731",,,
0337578,,Baghban (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,613,875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,212,801",,,
1680136,,Klown (2010),,,,,,,,,,,,,,,,,"$12,010,170","$68,795",,,,,,,"$133,660",,,,,,,"$364,835",,,,,,,,,,,,,,,,,"$696,299",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572491,,The Last Circus (2010),"$100,395",,"$3,822",,,"$12,389",,,,,"$5,210",,,,,,,,,,,,,,"$16,733","$145,631","$14,485",,"$9,456",,,,,,,,,,,,,,,,,,,,,,,"$63,762",,,,,,"$52,878",,"$7,928",,,,,"$3,126,895",,,,,,,,,,"$4,466",,
0418362,,Mujhse Shaadi Karogi (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,864,815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,082,368",,,
1135952,,White Material (2009),,,,,,"$5,075",,,,,,,,,,,,,,,,,,,,"$404,077",,,,,,,,,,,,,,,,,,,"$4,581","$6,851",,,,,,,,,,,,"$8,692",,,,,,,"$414,579","$110,155",,,,,,,,"$134,404",,,
1071812,,Mao's Last Dancer (2009),,,"$14,008,032",,,,,"$267,440",,,"$7,170",,"$114,239",,,,"$679,916",,,,,,,,,,"$231,782",,,,,,,,,,,,,,,,,,"$143,736","$91,237","$1,451,110",,"$16,679",,,,,,,,,,,"$86,519",,,"$428,842","$259,456","$1,243,460","$29,848",,,,,,,,,,"$37,495",
1126591,,Burlesque (2010),"$132,781","$18,821","$7,669,204","$737,218",,"$397,123","$44,256","$391,219","$114,155","$97,483","$106,385",,"$97,482","$34,976","$19,928","$130,677","$470,185","$39,440,655","$46,750","$20,327","$114,191","$24,472","$19,470","$2,937","$326,228","$1,244,069","$4,578,664","$8,616","$326,614","$204,596",,"$38,100","$47,567","$312,480","$85,884","$920,192","$7,884","$9,445,911","$19,088",,"$87,890","$107,002","$93,760","$282,182","$1,155,918","$806,877","$1,582,475","$46,473","$502,570",,,"$87,573","$191,041","$421,003","$265,213",,"$125,265","$2,583,055","$25,270","$561,300","$50,190","$50,672","$577,110",,"$1,831,895","$605,204","$1,569,698","$3,443,045","$421,838","$12,572",,"$535,236","$228,719","$2,515,180","$40,403","$198,624","$67,639"
1568921,,The Secret World of Arrietty (2010),,,"$428,799","$5,261",,"$42,368",,,,,,,,,,,"$141,225","$19,587,032",,,,,,,"$263,337","$7,010,476","$9,608",,,"$1,750,575",,,,,,"$808,392",,"$110,013,058",,,,"$4,430",,,,,"$51,260",,"$293,036",,,,,,,,,"$124,751",,,,,,"$6,857,295","$522,832","$103,643",,"$695,973","$26,631",,"$6,105",,"$74,788","$659,608",,,
1465522,,Tucker and Dale vs Evil (2010),,,,"$161,818",,,,,,,,,,"$26,966",,,,,,,,,"$22,470",,,"$935,023","$439,270",,,,,,,,,,,,,,"$12,001",,"$56,585",,,"$147,077",,,,,,,,,"$7,414",,,"$3,048,269",,,,,,,,,,,,,,"$78,533","$63,849","$1,825",,,
1302067,,Yogi Bear (2010),"$2,295,065",,"$14,733,481","$1,355,259",,"$1,396,304","$278,721","$6,458,734","$216,191",,"$1,327,106",,"$2,605,932","$36,228",,"$1,282,990","$790,642",,,,"$1,453,560","$24,312","$56,724",,"$990,932","$2,153,788","$4,988,967",,"$175,092","$307,402","$825,092","$67,502","$85,132","$448,468","$496,884","$2,743,464",,,,,"$43,945","$72,327","$41,704","$727,807","$10,456,252","$3,169,356","$2,003,654",,"$971,101",,,"$1,815,257","$346,632","$2,700,615","$898,894",,"$354,656","$2,192,762","$44,085","$588,745","$491,713",,"$339,389",,"$5,083,092","$1,006,742","$1,349,097","$120,179","$164,091",,"$2,531,925","$263,802","$526,398","$14,569,067","$227,738","$2,568,366",
1572769,,Countdown to Zero (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,671",,,
1373120,,Breathless (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$668,323",,,,,,,,,,,,,
1610452,,Band Baaja Baaraat (2010),,,"$19,378",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,330",,,,,,,,,,,$448,,,,,,,,,,,,,,,,"$39,004",,,
1371155,,Made in Dagenham (2010),,,"$1,367,962","$103,124",,"$102,220",,,,,,,,,,,,,,,,,,,,"$1,081,716","$844,670",,,,,,,,,"$1,325,620",,,,,,,,"$11,323",,,"$735,139",,,,,,,,"$9,410",,"$2,752",,,"$12,955",,,"$117,007",,,,"$89,210",,,,"$16,397",,,"$5,714,597",,,
1268204,,Waste Land (2010),,,,,,,,"$67,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,071",,,
1294688,,Last Night (2010),"$96,619",,"$11,820","$40,803",,"$373,949",,"$237,769",,,,,,,,,,"$99,000",,,,"$11,642","$15,809",,,"$2,386,504","$898,100",,"$130,026","$107,134","$69,290",,,,,"$1,517,431",,,,,"$35,201","$43,631","$47,336",,"$467,954","$26,850","$3,026",,"$25,946",,,"$45,554",,,"$173,152",,,"$1,916,510",,,,,,"$833,587","$587,676",,"$47,969","$91,879","$13,527",,"$155,276",,"$85,869","$258,250","$26,635","$160,344",
0265148,,Main Prem Ki Diwani Hoon (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,183,904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$828,979",,,
0990407,,The Green Hornet (2011),"$723,389","$82,229","$9,251,745","$1,796,654","$40,167","$772,985","$158,329","$5,059,358","$187,414","$771,124","$551,640","$19,804,848","$1,244,724","$57,574","$32,707","$249,889","$445,111",,"$79,891","$55,951","$569,127","$4,585","$38,932","$7,378","$218,681","$7,337,939","$10,852,729","$16,663","$275,280","$1,857,479","$236,863","$100,564","$869,504","$1,513,920","$358,309","$946,715","$72,492","$6,868,354","$67,810","$257,589","$56,048","$139,700","$79,417","$3,417,444","$7,895,269","$1,556,157","$1,232,768","$152,590","$729,365","$5,561",,"$697,845","$1,110,899","$313,226","$253,869","$178,507","$360,026","$6,561,777","$39,784","$2,222,876","$61,669","$66,771","$698,249","$1,886,316","$2,441,333","$1,015,913","$2,012,654","$4,065,644","$943,291","$188,239","$357,069","$728,989","$992,396","$8,737,550","$65,751","$1,694,717","$302,006"
1023114,,The Way Back (2010),,,"$785,527",,,"$496,125",,"$121,258",,,,,,"$51,129",,"$239,627","$73,849",,,,,,,,"$169,598","$7,404,457","$174,611",,"$298,597",,,"$14,479",,,,"$174,172",,,,,,"$10,316",,"$117,715","$307,999","$423,345",,,"$138,887",,,"$97,855",,"$1,666,468","$92,195",,,,"$3,461","$61,765","$58,594",,"$87,083","$710,995","$4,046,269","$34,144","$188,141","$96,712",,,"$9,405",,"$157,360","$3,073,321",,"$84,883",
1032751,,The Warrior's Way (2010),,,,,,,,,"$90,916",,,,,"$9,004",,,"$1,253",,,,,,,,,,,,"$48,527",,,,,,,,,,,,,,"$5,009","$269,642",,,,,,,,,"$47,454",,,,,"$1,265,408",,,,,"$68,143","$2,671,637",,,,,"$285,606",,,"$89,909","$290,375","$294,211",,,
1166100,,Ghajini (2008),,,"$338,434",,,"$22,708",,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,320,022",,,,,,,,,,,,,"$70,554","$64,844","$9,966",,,,,,,,,,,,,,,,,,,,,,,,,,"$1,059,429",,,
0493417,,Fool N Final (2007),,,"$16,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,955,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343703,,Fortress of War (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,419,150",,,,,,,,,,,,,,"$150,221",,,,,
1653690,,Ong Bak 3 (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$772,340",,,"$18,058",,,,,,,,,,,,,"$199,429",,,,,,,,,"$1,335,799",,,,,,,,
0479997,,Season of the Witch (2011),"$847,437",,,"$454,706",,"$642,396","$25,973","$7,993,077","$227,488",,"$143,393",,"$884,949","$174,472",,"$669,279","$243,188",,,,"$84,078",,"$15,948",,"$14,043","$8,789,369","$2,231,211",,"$478,452","$286,411","$138,213","$5,722",,,,"$4,383,131",,,,,"$24,927","$78,040","$93,825","$1,160,389","$5,039,134","$732,446",,,"$90,441",,,"$393,161","$644,024","$1,329,427","$501,461",,"$297,186","$11,319,708","$14,755","$761,985","$120,550","$47,019","$96,904","$2,898,323","$3,406,703",,"$311,835","$295,056","$144,945",,"$1,713,310","$953,881","$951,578","$442,904",,"$765,591","$64,872"
1462667,,The Outrage (2010),,,,,,,,,,,,,,,,,,,,,,,,,,"$141,174",,,,"$21,424",,,,,,,,"$8,190,804",,,,,,,,,,,,,,,,,,,,"$26,861",,"$23,214",,,,"$7,275","$2,244",,,,,,,,,,,,
0476298,,Madeinusa (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,973",,,,,,,,,,,,,,,,"$36,890",,,,,,,,,,,,,,,,,,,,"$202,241",,,,,,,,,,,,
0063771,,The Two of Us (1967),,,,,,,,,,,,,,,,,,"$56,558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0055082,,"Léon Morin, Priest (1961)",,,,,,,,,,,,,,,,,,"$72,078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174047,,Stella (2008),"$17,944",,,"$8,901",,"$32,909",,,,,,,,,,,,,,,,,,,,"$692,001",,,"$41,729",,,,,,,"$491,218",,,,,,,,,,"$9,630",,,,,,,,,,,,,,,,,,,"$56,541",,,,,,,,,,,,
0118201,,Will It Snow for Christmas? (1996),,,,,,,,,,,,,,,,,,"$51,950",,,,,,,,,,,,,,,,,,"$309,273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0407021,,Los Muertos (2004),"$3,766",,,"$24,723",,,,,,,,,,,,,,"$3,027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639075,,No Return (2010),"$537,254",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,871",,
1172060,,It's Alive (2009),"$118,181",,,,,,"$38,219",,,,"$95,974",,,,,,,,,,"$10,756","$23,936",,,,,,,,,,,,,,,,,,,,"$24,261",,,"$224,474",,,,,,,"$129,909","$136,787",,,,,,,,,,,,,,,,,,,,"$121,768",,,"$111,002",
0063152,,"I Love You, I Love You (1968)",,,,,,,,,,,,,,,,,,"$71,717",,,,,,,,"$8,676",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0367000,,Saint Ange (2004),,,,,,,"$29,644",,,"$11,738","$129,826",,,,,,,,,,,,,,,"$1,581,320",,,,,,,,,,"$240,769",,,,,,,,,"$1,012,236",,,,,,,"$102,800",,,,,,,,,,,,,"$1,724,086",,,,,,,,,,,"$331,810",
0409847,,Cowboys & Aliens (2011),"$467,722",,"$5,536,688","$614,931",,"$879,021","$64,474","$2,606,859","$158,950",,"$126,318",,"$409,114","$62,174",,"$138,282","$335,254",,,"$33,937","$1,500,062","$47,664","$43,607",,"$267,249","$7,852,035","$3,648,567",,"$223,956","$727,154","$205,154","$104,745",,,"$275,561","$1,313,197",,"$5,425,404",,,"$37,039","$55,361","$51,621","$1,479,620","$3,883,754","$996,633","$845,274","$40,179","$653,034",,,"$404,727","$709,169","$431,131","$732,804",,"$126,728","$6,481,974","$19,682","$1,189,263","$50,367","$54,184","$553,559","$1,784,061","$4,744,645","$707,633",,"$1,229,274","$1,025,547",,"$466,218","$401,948","$514,238","$9,034,965","$21,628","$225,751","$249,212"
1625098,,Igualita a mí (2010),"$3,539,668",,,,,,"$1,621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$151,043","$16,977",
0424992,,Emma's Bliss (2006),"$26,523",,,,,,,"$22,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$54,103",,,,,,,,,,,,,,,,,,,"$62,000",,,,"$14,375",,,,,,,$775,,
1526317,,Southern District (2009),,,,,,,"$101,558",,,,,,,,,,,,,,"$1,440",,,,,,,,,,,,,,,,,,,,,,,,"$4,757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606382,,L'amour fou (2010),,,,"$7,962",,,,"$34,247",,,,,,,,,,"$312,494",,,,,,,,"$83,575",,,,,,,,,,,,,,,,,,,"$27,824",,,,,,,,,,,,,,,,,,,"$38,121",,,,"$12,727",,,,,,,,,
1217637,,Anything for Her (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,316",,"$679,127",,,,,,,,,,,,,,,,,,,,,"$3,711",,,,,,,,,
1183665,,Cracks (2009),,,,,,,,,,,,,,,,,,,,,,,,,,"$32,948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,229",,,,,,,,,,,,,
1568923,,A Film Unfinished (2010),,,,,,,,,,,,,,,,,,"$320,486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$410,,,,,,,,,,,,
1706414,,The Edge (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,131,326",,,,,,,,,,,,,,,,,,,
1578275,,The Dilemma (2011),,,"$3,700,904","$822,638",,"$54,671","$6,509",,"$21,273",,,,,"$84,019",,"$53,443",,,,"$4,677","$60,497","$20,288",,,,"$48,728","$4,546,097",,"$107,428",,"$389,450","$36,066",,,"$131,314","$405,477",,,,,"$28,324","$76,033","$18,953",,"$1,326,571","$585,055","$184,725","$72,581",,,,"$132,680",,,"$376,160",,"$231,071",,"$35,232",,,"$101,109","$324,138",,"$589,410",,"$466,047",,,,,"$172,187","$413,340","$4,584,381",,"$257,998",
1221208,,Frankie & Alice (2010),,,,,,,,,,,,,,,,,,"$706,546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0470000,,Wicked Little Things (2006),,,,,,,,,,,,,,,,,,"$321,875",,,,,,,,,,,,,,,,,,"$70,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740047,,The Trip (2010),,,"$987,667",,,"$18,859",,,,,,,,,,,"$9,085","$2,030,962",,,,,,,,"$179,897",,,,,,,,,,,,,,,,,,,,"$124,804","$300,138",,,,,,,,,,,,,,,,,"$14,676","$189,343","$89,786",,,,,,,,,,,
1442580,,Gravity (2009),,,"$17,256,110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0764639,,Eight Miles High (2007),,,,"$12,096",,,,,,,,,,,,,,,,,,,,,,,"$920,744",,"$22,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143155,,Treeless Mountain (2008),"$17,564",,,,,"$1,103",,,,,,,,,,,,,,,,,,,,"$4,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,021",,,,,,,,,,,,,
0067962,,Beware of a Holy Whore (1971),,,,,,,,,,,,,,,,,,"$8,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$957,,,,,,,,,,,,,,,,,,,,,,
0975684,,Kisses (2008),,,,,,,,,,,,,,,,,,"$81,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,253",,,,,,,,,,,,,,"$28,128",,,
0060891,,The Nun (1966),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,414",,,
0368954,,S21: The Khmer Rouge Killing Machine (2003),,,,,,,,,,,,,,,,,,"$22,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$472,,,,,,,,,,,,
1287878,,Poetry (2010),"$20,405",,,,,"$48,849",,,,,,,,,,,,"$356,149",,,,,,,,"$348,556",,,,,,,,,,"$252,125",,,,,,,,,,,,,,,,,,,"$33,992",,,"$3,701",,,,,,"$1,301,057","$155,966",,,,,,,,,"$12,289","$5,951",,
1054674,,Birdwatchers (2008),,,,,,,,"$7,263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470024,,"Tuesday, After Christmas (2010)","$154,978",,,,,$799,,,,,"$2,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,225",,,,,,,,"$17,291",,,,,,,,,,"$5,784",,
1314652,,The Housemaid (2010),,,"$4,337","$12,109",,"$37,933",,,,,,,,,,,,,,,,,,,,"$174,327","$94,111",,,"$143,686",,,,,,"$129,421",,,,,,,,,,,,,,,,,,,,,,"$24,548",,"$126,098",,,,"$14,075,390",,,,"$42,611","$15,769",,,,,,,,
1219289,,Limitless (2011),"$712,446",,"$8,134,446","$761,083",,"$920,614","$11,026","$1,886,534","$307,201",,,,,"$223,184",,"$194,761","$761,867",,,,"$32,640",,"$106,645",,"$497,332","$7,809,396","$3,540,298",,"$912,862","$589,437","$301,244","$103,486",,,,"$5,477,558",,,,,"$46,209","$164,118","$76,529","$281,225","$2,851,166","$1,557,916","$772,973",,"$689,844",,,"$345,411","$112,131","$2,199,193","$424,030",,"$526,735","$6,199,604","$65,380","$980,570","$144,128","$133,701","$968,463","$486,207","$5,573,340","$526,809",,"$1,493,095","$85,160",,"$477,435","$275,875","$1,075,732","$13,773,623",,"$627,863",
1002966,,Cash (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,901,630",,,,,,,,,,"$26,186",,,,,,,,,
0860906,,Evangelion: 2.0 You Can (Not) Advance (2009),,,"$13,658",,,,,,,,,,,,,,,"$133,640",,,,,,,,,,,,"$153,819",,,,,,,,"$40,448,249",,,,,,"$6,030",,,"$2,043",,,,,,,,,,,,,"$38,581",,,,"$459,515",,,,"$85,380","$5,397",,,,,,,,
1242432,,I Spit on Your Grave (2010),"$62,694",,,,,,"$34,669","$150,110",,,,,,,,,,,,,"$55,673",,,,,,,,,,,,,,,,,,,,,,,,"$328,763",,,,,,,"$222,714",,,,,,"$126,778",,"$42,535",,,,,,,,,,,"$59,233",,,$967,"$10,109","$91,354",
1285246,,Mademoiselle Chambon (2009),"$137,726",,"$106,940","$75,132",,"$4,324",,,,,,,,,,,,,,,,,,,,"$3,870,839","$473,674",,,,,,,,,,,,,,,,,,,,"$49,297",,,,,,,,,,,,,,,,,,"$182,622","$10,768",,"$7,633",,,,,,"$33,851","$26,880",,
0396818,,First Love (2004),,,,,,,,,,,,,,,,,,"$9,392",,,,,,,,,,,,,,,,,,"$472,969",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0770829,,The Girl by the Lake (2007),"$23,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,550",,,,,,,"$4,688,666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$131,962",,,,,,,,,,"$3,764",,
1686313,,Simple Simon (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,462,611",,,,,"$14,299",,,,,,
1422032,,Even the Rain (2010),,,,"$42,206",,"$109,994","$127,982",,,,,,,,,,,,,,,,,,"$17,529",,"$702,688",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,150",,,,,,,,,,"$5,722,780",,,,,,"$17,356",,,"$44,783",,,
1183923,,Welcome to the Rileys (2010),,,,,,,,,,,,,,,,,,"$158,898",,,,,,,,"$158,484","$39,815",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,946",,,,,,,,,,,,,,,,,,,$817,,,
1148200,,Chain Letter (2010),,,,,,,,,"$7,819",,,,,,,"$23,691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,049",,,,,,,"$107,432",,,,,"$18,110","$304,218",,,,,,,,,,,,,"$118,665",,"$85,413",,,,
1667150,,What Women Want (2011),,,,,,,,,,,,"$10,288,154",,,,,,,,,,,,,,,,,,"$461,046",,,,,,,,,,,,,,"$590,315",,,"$15,011",,,,,,,,,,,,,"$353,310",,,,,,,,"$6,815",,,,,,,,,
1411238,,No Strings Attached (2011),"$1,366,277",,"$7,926,017","$1,258,347",,"$1,417,023","$92,223","$3,382,874","$219,207",,"$186,069",,"$541,711","$172,574",,"$204,917","$369,841",,,,"$287,079","$88,829","$72,495",,"$534,103","$8,154,245","$3,833,001",,"$354,762","$670,581","$494,724","$51,729",,"$957,560","$1,132,876","$2,369,436",,,,,"$104,739","$194,157","$149,449","$397,381","$4,986,344","$2,157,486","$481,471","$45,097","$398,554",,,"$766,702",,"$520,323","$1,182,594",,"$456,728","$6,714,135","$104,990","$989,390","$47,093","$200,067","$1,160,279","$1,842,083","$4,001,913","$326,579","$1,048,947","$1,281,833","$453,451",,"$524,046","$926,569","$525,465","$4,054,979","$171,800","$1,833,907","$271,628"
1134664,,Boogie Woogie (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,144",,,,,,,,,,,,,,,,,,,,,,"$23,649",,,,,,,,,,,,,,,,,,,
1189340,,The Lincoln Lawyer (2011),"$619,729",,"$5,173,938","$545,791",,"$293,204",,"$493,905","$70,722",,,,,"$66,756",,"$98,739","$135,286",,,,"$36,235","$60,573","$7,963",,"$55,226","$2,213,692","$2,052,288",,"$263,879","$185,624","$225,864","$33,698",,,,,,,,,"$22,081","$138,255","$9,074",,"$2,314,110","$378,424",,,"$163,274",,,"$116,778","$34,871",,"$213,972",,"$193,881","$2,123,738","$12,892","$272,194",,"$13,851","$458,642","$2,304,612","$2,385,567","$199,887",,"$537,949","$110,451",,"$262,881",,"$337,693","$3,455,603","$49,360",,
1161864,,The Rite (2011),"$3,125,253",,"$955,358","$425,679",,"$831,829","$208,967","$3,964,870","$101,122",,"$1,019,423",,"$2,170,705","$154,876",,"$260,176","$146,124",,,,"$530,136","$164,664","$36,946",,"$121,957","$7,306,480","$2,105,071",,"$1,437,831","$458,531","$247,472","$24,764",,,,"$5,133,279",,"$2,570,932",,,"$30,530","$84,385","$34,673","$259,204","$11,365,781","$487,735",,,"$234,977",,,"$832,857","$394,565","$1,225,530","$504,091",,"$362,215",,"$48,282","$429,463","$123,765","$90,473","$172,448","$383,201","$4,494,964","$541,176","$72,820","$634,857","$347,982",,"$901,725",,"$397,558","$2,544,156","$177,282","$2,833,818",
