imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Kenya,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Norway,Palestine,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia,Russia/CIS,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Soviet Union,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,West Indies
0301199,,Dirty Pretty Things (2002),"$84,729","$506,929",,,,,,,,,"$19,650",,,,,"$19,178",,,,,,,,,"$75,038","$1,355,410",,,,,"$10,255",,,,,"$384,298",,,,,,,,,,,,,,,"$24,695","$77,598",,,,,,,,,"$267,769",,,,,,,,,"$135,819",,,,,"$19,261",,,"$852,571",,,
0322725,,The Embalmer (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$327,458",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0280696,,Garage Days (2002),,"$675,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,945",,,,,,,,,,,
0233418,,One (2002),,,,,,,,,,,,,,,,,,,"$65,172",,,,,,,"$716,438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0316829,,The Sea Is Watching (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,493,114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0319829,,Masked and Anonymous (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,537",,,,,,,,,,,
0325703,,Lara Croft: Tomb Raider - The Cradle of Life (2003),"$242,651","$4,173,144","$1,171,924",,"$1,091,436",,"$1,286,553","$51,325","$319,281",,"$177,549",,"$170,904","$117,172",,"$252,191","$329,390","$847,694",,,,,"$29,035","$46,532","$326,083","$7,126,488","$6,914,873","$1,006,939",,"$1,646,974","$184,816","$73,160","$593,715","$691,295","$317,518","$2,295,544",,"$15,850,737","$35,980","$35,171",,,,"$51,097","$1,041,129","$2,289,979",,"$424,911",,"$6,400,481","$625,896","$722,253",,"$90,667","$1,634,262","$286,276","$1,467,996",,"$66,579",,"$3,015,100",,"$41,782","$1,002,061",,"$115,922","$872,241","$5,200,000",,"$5,876,918","$1,112,223",,"$3,301,107","$1,358,929","$724,331","$412,029",,"$8,660,559",,"$238,224",
0329575,,Seabiscuit (2003),"$126,489","$2,377,263","$159,987",,"$393,860",,,"$2,344",,,"$29,140",,,,,,,"$42,888",,,,,,,"$25,532","$1,860,421","$1,290,724","$138,700",,"$203,666","$12,194","$19,494",,,,"$634,825",,"$11,657,756",,,,,,,,"$339,464",,,,"$125,458","$300,101","$86,811",,,,"$21,237",,,,,"$359,897",,,,,,"$536,817",,,"$964,816","$50,931","$673,474","$46,422",,"$57,086",,,"$5,214,289",,,
0338459,,Spy Kids 3: Game Over (2003),"$1,011,186","$10,300,588","$559,773",,,,,"$25,577",,,"$643,653",,,,,"$235,412",,,"$111,761,982",,,,"$38,008",,,"$3,080,435","$4,284,173",,,"$702,171","$453,021",,,,,"$2,104,175",,"$12,729,240",,,,,,,,"$8,223,986",,,,"$936,070","$1,391,417","$1,446,339",,,,"$2,154,775","$102,060",,,,"$6,500,000",,,,,,"$539,275",,,"$5,495,297",,,,"$598,000","$89,696",,,"$12,047,855",,,
0252299,,Buffalo Soldiers (2001),,"$280,099",,,,,,,,,,,,,,,,,"$354,421",,,,,,,,"$111,135",,,"$21,891",,,,,,"$5,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$133,091",,,"$2,301",,"$78,822",,,"$1,313,514",,,
0342167,,Camp (2003),,"$41,118",,,,,,,,,,,,,,,,,"$1,629,862",,,,,,,,,,,,,,,,,"$55,442",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,940",,,,,"$897,861",,,
0278487,,Hotel (2001),,,,,,,,$617,,,,,,,,,,,"$29,813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,741",,,,,,,,,,,,,,,,"$1,417",,,,,,,,
0314170,,"Lucía, Lucía (2003)","$8,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,375,604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0319769,,Mondays in the Sun (2002),"$153,604",,"$32,452",,,,,,,,,,,,,,,,,,,,,,"$4,896",,"$137,806","$23,550",,,,,,,,"$279,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,047,387",,,,,,,,,,,
0286947,,Scorched (2003),,,,,,,,,,,,,,,,,,,"$8,000",,,,,,,,"$65,874",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,137",,,,,,,,,,,,,,"$289,183",,,,,,,,,,,
0328828,,American Wedding (2003),"$532,425","$8,370,008","$3,094,528",,"$2,679,155",,"$2,890,492",,,"$128,889","$291,321",,"$244,050","$188,368","$202,203","$1,448,212","$1,448,212","$1,165,214",,,,"$106,141",,,"$673,997","$12,919,448","$18,745,370","$674,530",,"$300,219","$707,425","$200,188",,"$294,323","$763,691","$6,541,377",,,"$28,738",,"$110,475",,,,,"$4,494,945",,,,"$3,446,513","$1,124,264","$1,657,586",,"$212,955","$499,791","$669,701","$2,139,566",,"$154,261",,"$3,013,595",,"$24,532","$252,733",,"$299,289","$926,471","$595,947",,"$8,263,605","$1,597,710","$2,886,510","$636,905","$538,274","$1,192,584","$438,221",,"$27,826,516",,"$516,348",
0299930,,Gigli (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,"$87,414",,,,,,,,,"$212,310",,,,,,,,,,"$355,703",,,,,,,,,,,,,,,,,,,,,,,,"$34,238",,,,,,,,"$24,352",,,
0283883,,And Now Ladies & Gentlemen (2002),,,,,,,,,,,,,,,,,,,,,,,,,,"$1,958,070","$53,630",,,,,,,,,"$112,213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0318411,,The Magdalene Sisters (2002),"$24,949","$711,770","$39,385",,,,,$861,,,"$42,254",,,,,,,"$81,668","$4,890,878",,,,,,,"$3,339,765","$812,147",,,"$40,044","$14,544","$24,756",,,,"$3,341,047",,,,,,,,,,"$3,151,062",,,,"$97,800","$314,757",,,,,"$27,925",,,,,"$34,890",,,,,,,,,"$566,429",,,,,"$81,942",,,"$3,318,128",,,
0314630,,The Secret Lives of Dentists (2002),"$56,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322330,,Freaky Friday (2003),"$42,491","$4,570,622","$1,807,210",,,,,"$15,638",,,"$81,922",,,,,"$100,243",,,"$110,230,332",,,,"$4,344",,"$1,040,241","$4,685,861","$6,063,827",,,"$52,745","$34,108",,,,,,,,,,,,,,,"$3,180,253",,,,"$745,811","$364,096","$1,129,209",,,,"$467,761",,,,,"$1,042,215",,,,,,"$1,100,121",,,"$3,014,628",,,,"$190,100",,,,"$11,982,475",,,
0298126,,Seaside (2002),,,,,,,,,,,,,,,,,,,,,,,,,,"$85,441",,,,,,,,,,"$12,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0257076,,S.W.A.T. (2003),"$455,914","$5,911,294","$1,119,565",,,,,"$207,104",,,,,,,,"$290,693",,,,,,,"$123,122",,"$329,009","$4,199,043","$6,473,138",,,"$450,475","$140,629",,,,,,,"$16,915,755",,,,,,,,"$3,462,914",,,,"$2,043,370","$758,343","$866,558",,,,"$373,050","$547,943",,,,"$1,055,852",,,,,,"$1,600,197",,,"$7,121,362",,,"$657,671",,"$467,200",,,"$9,731,149",,,
0306734,,The Divorce (2003),"$104,586","$651,762",,,,,,,,,,,,,,"$10,968",,,,,,,,,,"$181,812","$125,569",,,,"$12,620",,,,,,,,,,,,,,,"$219,110",,,,,"$85,159",,,,,,,,,,,,,,,,,,,"$457,698",,,,,,,,"$353,169",,,
0308508,,Step Into Liquid (2003),,"$137,290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$89,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0054599,,Accattone (1961),,,,,,,,,,,,,,,,,,,,,,,,,,"$2,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$501,,,,,,,,,,,,,,,,,,,,,,,,
0061132,,The Hawks and the Sparrows (1966),,,,,,,,,,,,,,,,,,,,,,,,,,"$2,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$240,,,,,,,,,,,,,,,,,,,,,,,,
0058715,,The Gospel According to St. Matthew (1964),,,,,,,,,,,,,,,,,,,,,,,,,,"$16,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$172,,,,,,,,,,,,,,,,,,,,,,,,
0045274,,Umberto D. (1952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$617,,,,,,,,,,,,,,,,,,,,,,,,
0329101,,Freddy vs. Jason (2003),"$577,025","$2,129,638","$555,227",,"$431,874","$5,187","$1,460,581",,,"$392,617","$129,895","$202,519","$200,795",,,,,"$206,077","$82,633,448",,,,"$85,403",,,"$2,118,415","$1,676,277",,,"$302,383",,"$46,915",,"$170,471","$222,477","$2,105,853",,"$3,759,624",,,"$174,145",,,,,"$1,953,720",,,,"$388,159","$231,368",,"$391,635","$226,336","$368,297",,"$174,145","$1,157,262",,"$941,989","$1,238,562",,,"$102,940",,,"$334,259",,,"$3,566,995",,"$202,519","$297,934","$358,706","$287,058","$135,290",,"$4,448,904","$4,377","$166,102","$80,018"
0338077,,Grind (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,470",,,,
0316356,,Open Range (2003),"$52,314","$389,456","$198,797",,,,,,,,"$6,616",,,,,"$25,003",,,,,,,"$7,516",,"$18,769","$2,789,028","$973,914",,,,,,,,,"$1,423,564",,,,,,,,,,"$304,129",,,,,,"$59,226",,,,,,,,,,,,,,,"$43,282",,,"$557,315",,,,,,,,"$1,957,727",,,
0286112,,Shaolin Soccer (2001),,,,,,,,,,,,,,,,,,,,,,,,,,"$3,252,506","$51,518",,,"$7,384,615",,,,,,"$1,448,789",,"$20,420,135",,,,,,,,,,,,,,,,,,,,,,,"$274,603",,,"$855,958",,,,"$4,360,518",,,,,,,,,,"$134,111",,,
0263757,,Uptown Girls (2003),,"$1,055,607",,,,,,,,,,,,,,,,,,,,,,,,,"$83,884",,,,"$13,881",,,,,,,,,,,,,,,"$1,296,236",,,,,"$96,276",,,,,,,,,,"$202,331",,,,,,"$498,891",,,,,,,"$37,500",,,,"$1,188,054",,,
0305206,,American Splendor (2003),"$13,055","$287,525",,,,,,,,,"$10,883",,,,,,,,,,,,,,,"$155,516",,,,,,,,,,,,,,,,,,,,,,,,"$42,222","$81,406","$74,356",,,,,"$34,818",,,,,,,,,,,,,"$38,898",,,,,,,,"$701,463",,,
0280523,,Carnage (2002),,,,,,,,,,,,,,,,,,,,,,,,,,"$38,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0313911,,Agent Cody Banks (2003),"$16,468","$2,472,917",,,,,,"$18,686",,,"$74,736",,,,,,,,,,,,,,,"$306,265","$116,890",,,,,,,,,,,,,,,,,,,"$707,365",,,,"$39,572","$332,100","$482,418",,,,,,,,,"$466,162",,,,,,"$348,391",,,"$922,737",,,,,,,,"$2,136,652",,,
0045888,,House of Wax (1953),,,,,,,,,,,,,,,,,,,"$23,750,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0086525,,Valley Girl (1983),,,,,,,,,,,,,,,,,,,"$17,343,596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0046438,,Tokyo Story (1953),,$63,,,,,"$5,621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,616",,,,,,,"$32,196",,,,,,,,,,,,,,,,,,,,,"$8,218",,,
0091830,,The Green Ray (1986),,,,,,,,,,,,,,,,,,,"$43,839",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,695",,,,,,,,,,,,,,,,"$19,298",,,,,,,,
0066434,,THX 1138 (1971),,,,,,,,,,,,,,,,,,,"$2,437,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0041546,,Kind Hearts and Coronets (1949),,,,,,,,,,,,,,,,,,,"$35,948",,,,,,,"$9,349",,,,,,,,,,,,,,,,,,,,,,,,,"$6,468",,,,,,,,,,,,,,,,,,,,,,,,,,,"$93,818",,,
0280438,,Ash Wednesday (2002),,,,,,,,,,,,,,,,,,,"$2,942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$54,500",,,,,,,,,,,
0100814,,Tremors (1990),,,,,,,,,,,,,,,,,,,"$16,667,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0040725,,The Red Shoes (1948),,$681,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0057413,,The Pink Panther (1963),,,,,,,,,,,,,,,,,,,"$10,878,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0088944,,Commando (1985),,,,,,,,,,,,,,,,,,,"$35,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0068361,,The Discreet Charm of the Bourgeoisie (1972),,,,,,,,,,,,,,,,,,,"$82,471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$423,,,,,,"$4,147",,,,,,,,,,,,,,,,,,,,,"$12,862",,,
0044741,,Ikiru (1952),,,,,,,,,,,,,,,,,,,"$60,239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,529",,,,,,,,,,,,,,,,,,,,,"$30,534",,,
0099040,,An Angel at My Table (1990),,,,,,,,,,,,,,,,,,,"$1,054,638",,,,,,,"$1,357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0309061,,War Photographer (2001),,,,,,,,,,,,,,,,,,,,,,,,,,"$9,942","$15,881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0266747,,Marci X (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,888",,,,,,,,,,,,,,
0288045,,The Medallion (2003),,"$600,948",,,,,,"$109,767",,,,,,,,,,,,,,,"$4,863",,"$23,255","$826,577","$1,531,101","$51,200",,"$929,544","$56,769",,,,,,,"$265,532",,,,,,,,"$662,019",,,,,,"$37,799",,,,"$25,648",,,,,"$719,230",,,,,,"$236,661",,,"$1,678,512",,,"$156,444",,,,,"$331,917",,,
0270980,,My Boss's Daughter (2003),,,"$61,992",,,,,,,,,,,,,"$4,123",,,,,,,"$4,275",,,,"$215,276",,,,,,,,,,,,,,,,,,,"$374,619",,,,"$356,815",,,,,,,"$150,114",,,,"$691,999",,,,,,"$176,848",,,,,,,"$68,000","$62,377",,,,,,
0286476,,Autumn Spring (2001),,,,,,,,,,,,,,,,"$177,180",,,"$96,269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,688",,,,,,,,,,,,,,,,,,,,,"$52,980",,,,,,,,
0284491,,No News from God (2001),,,,,,,,,,,,,,,,,,,,,,,,,"$41,052","$628,471",,,,,,,,,,"$97,795",,,,,,,,,,"$2,480,412",,,,,,,,,,,,,,,"$14,794",,,,,,,,,,,,,,,,,,,,
0293685,,Venus Boyz (2002),,,,,,,,,,,,,,,,,,,"$18,515",,,,,,,,"$11,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0324158,,Suddenly (2002),"$16,036",,,,,,,,,,,,,,,,,,,,,,,,,"$68,802","$24,341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0301470,,Jeepers Creepers 2 (2003),"$292,358","$1,423,971","$36,612",,,,,,,,"$24,237",,,,,"$28,824",,,,,,,"$36,329",,,"$372,404","$667,556","$30,600",,"$62,170",,,,,,"$939,030",,,,,,,,,,"$1,534,242",,,,"$352,961","$245,735",,,,,,,,,,"$188,843",,,,,,"$44,261",,,"$1,471,396",,,,"$98,000","$51,938",,,"$5,749,567",,,
0303785,,Bollywood/Hollywood (2002),,,"$22,741",,,,,,,,,,,,,,,,"$1,492,472",,,,,,,,"$82,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$90,776",,,,,,,,,,,,,,
0301684,,Once Upon a Time in the Midlands (2002),,"$86,821",,,,,,,,,,,,,,"$4,151",,,,,,,,,,,,,,,,,,,,"$19,600",,,,,,,,,,,,,,,"$49,643","$9,018",,,,,,,,,,,,,,,,,,,,,,,,,,"$202,715",,,
0301524,,The Other Side of the Bed (2002),"$18,758",,,,,,,,,,"$69,905",,,,,"$2,206",,,"$113,543",,,,,,,,,,,,,,,,,"$271,931",,,,,,,,,,"$341,836",,,,,,,,,,,,,,,"$48,071",,,,,,,,,"$11,879,707",,,,,,,,,,,
0325258,,Dickie Roberts: Former Child Star (2003),,"$722,896",,,"$4,107",,,,,,,,,,,,,"$2,353",,,,,,,,"$6,086","$27,806",,,,,,,,,"$2,388",,,,,,,,,,"$64,838",,,"$17,250","$3,618",,$307,,,,,,,,,,,,,,,"$51,412",,,"$11,596","$3,357",,,,,,,"$112,820",,,
0304711,,The Order (2003),"$123,162","$57,613",,,,,,,,,,,,,,,,,,,,,,,,,"$123,815",,,,,,,,,"$14,726",,,,,,,,,,"$1,390,927",,,,,,,,,,,,,,,,,,,,,,,,"$615,731",,,,,"$111,072",,,"$483,263",,,
0320244,,Party Monster (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,708",,,,,,,,,,,,,,,,,,,,
0260414,,Taking Sides (2001),,,"$40,916",,,,,,,,,,,,,,,,,,,,,,,"$54,054","$79,462",,,,,,,,,"$39,927",,,,,,,,,,,,,,,"$19,521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0303816,,Cabin Fever (2002),,"$531,561",,,,,,,,,,,,,,,,,,,,,"$5,277",,"$38,441","$633,924","$106,202",,,,,,,,,"$1,051,011",,,,,,,,,,"$96,822",,,,,"$95,737",,,,,"$18,435","$42,599",,,,"$75,679",,,,,,,,,"$825,855",,,$523,,"$208,274",,,"$4,792,578",,,
0325805,,Matchstick Men (2003),"$298,295","$1,849,458","$315,353",,,,,"$18,079",,,,,,,,"$51,518",,,,,,,"$47,159",,"$107,922","$2,001,741","$1,371,380","$86,250",,"$69,928","$55,641",,,,,"$3,763,597",,"$1,634,363",,,,,,,,"$1,549,158",,,,"$345,501","$197,068","$713,786",,,,,,,,,"$1,038,501",,,,,,"$143,694",,,"$2,830,029",,,,,"$472,290",,,"$2,235,422",,,
0285823,,Once Upon a Time in Mexico (2003),"$320,185","$3,084,292","$872,345",,,,,"$104,397",,,,,,,,"$280,820",,,"$56,359,780",,,,"$64,573",,"$202,505","$2,760,663","$3,486,835",,,"$93,503","$225,423",,,,,"$2,405,149",,"$7,159,547",,,,,,,,"$2,293,512",,,,"$1,160,193","$338,425","$472,841",,,,"$327,753",,,,,"$1,198,412",,,,,,"$673,364",,,"$3,045,958",,,,"$344,900","$806,058",,,"$4,426,636",,,
0335266,,Lost in Translation (2003),"$542,377","$4,683,378","$1,034,853",,,,"$1,351,146","$38,727",,"$72,137","$283,898",,"$177,512",,,"$182,701",,,"$44,585,453",,,"$34,376",,,"$920,338","$8,730,794","$7,410,337","$588,150",,"$333,628","$80,376",,,,,"$3,447,429",,,,,,,,,,"$1,147,606",,,,"$1,571,127","$948,252","$934,999",,"$109,019",,"$917,530","$639,563",,,,"$349,128",,,,,,"$108,808",,,"$6,904,520",,,,,"$218,436",,"$63,900","$17,986,199",,"$122,706",
0291350,,Millennium Actress (2001),,,,,,,,,,,,,,,,,,,"$262,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0300620,,So Close (2002),,"$2,173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$420,865",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$310,621",,,,,,,,,,,,,
0257215,,A Song for Martin (2001),,,,,,,,,,,,,,,,,,"$872,643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0064418,,"Hello, Dolly! (1969)",,,,,,,,,,,,,,,,,,,"$400,881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0283422,,I'm Going Home (2001),,,,,,,,,,,,,,,,,,,,,,,,,,"$643,318",,,,,,,,,,,,,,,,,,,,,,,,"$69,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0313792,,Anything Else (2003),"$229,997",,"$76,138",,,,,,,,,,,,,"$18,296",,,,,,,,,,"$3,072,903","$231,061","$112,000",,,"$70,541",,,,,"$2,153,012",,,,,,,,,,"$246,521",,,,"$41,764",,,,,,"$290,430","$17,627",,,,,,,,,,,,,"$3,109,262",,,,,,,,"$263,272",,,
0331468,,Cold Creek Manor (2003),,,"$54,558",,,,,,,,,,,,,,,,,,,,,,,,"$150,309",,,,,,,,,,,,,,,,,,,"$1,133,053",,,,,,,,,,,,,,,,,,,,,,,,"$5,349,804",,,,,"$331,266",,,"$248,013",,,
0191133,,The Fighting Temptations (2003),,"$398,925",,,"$56,723",,"$28,666",,,"$8,706",,,,,,,,"$9,402",,,,,,,,"$101,650","$1,698,698",,,,,"$5,263",,,,"$4,408",,"$22,122","$11,874",,"$8,587",,,,,"$64,974",,"$34,283",,"$404,126","$54,427","$8,580",,,"$52,915",,,,,,,,,,,,"$72,485",,,"$69,681","$3,931",,,,,,,"$600,891",,,
0327137,,Secondhand Lions (2003),,"$29,262",,,"$23,193",,"$337,098",,,"$25,918",,,,,,,,,"$42,070,939",,,,,,,"$130,561",,,,"$76,371",,"$11,491",,,"$18,145",,,"$2,159,711",,,"$35,475",,,,"$11,262","$166,283",,,,"$13,589",,,"$15,196","$47,943",,,"$351,140","$65,398",,,,,,"$91,670",,,"$144,532","$64,903",,"$1,055,200",,,"$3,898",,,,,"$1,276,949",,"$34,152",
0320691,,Underworld (2003),"$40,011","$3,715,582","$610,746",,,,,"$64,762",,,"$79,956",,,,,"$203,112",,,,,,,"$62,432",,"$179,110","$3,519,266","$3,121,498","$662,000",,"$223,710","$117,411",,,,,"$2,182,859",,"$1,697,300",,,,,,,,"$1,197,501",,,,"$454,692","$567,421","$175,557",,,,"$320,831",,,,,"$1,004,102",,,,,,"$390,133",,,"$5,507,929",,,"$113,778",,"$374,589",,,"$7,339,819",,,
0303830,,Casa de los babys (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,684",,,,,,,,,,,
0284034,,Demonlover (2002),,,,,,,,,,,,,,,,,,,,,,,,,,"$230,932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0286594,,Close Your Eyes (2002),,,,,,,,,,,,,,,,,,,,,,,,,,"$650,103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0310154,,In This World (2002),,"$13,889",,,,,,,,,,,,,,,,,,,,,,,,,"$25,219",,,,,,,,,"$150,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$48,194",,,,,,,,,,,
0334754,,Yossi & Jagger (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$84,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0266489,,Duplex (2003),"$94,370","$18,318","$86,260",,,,,"$14,820",,,,,,,,"$76,924",,,,,,,"$9,702",,"$61,782","$1,272,971","$266,489","$372,000",,"$91,344","$148,545",,,,,"$45,679",,,,,,,,,,,,,,"$70,208",,,,,,"$503,275","$328,404",,,,"$1,171,478",,,,,,"$308,984",,,"$145,009",,,,,"$114,329",,,"$258,973",,,
0327850,,The Rundown (2003),,"$5,628,101","$483,155",,,,,"$239,341",,,"$80,347",,,,,"$65,173",,,"$47,726,342",,,,"$23,589",,"$90,076","$638,938","$2,365,283",,,"$147,098","$124,111",,,,,"$256,161",,"$258,681",,,,,,,,"$2,095,693",,,,"$227,856","$604,833","$154,514",,,,,"$169,447",,,,"$1,734,245",,,,,,"$323,993",,,"$1,748,152",,,,"$806,000",,,,"$3,742,875",,,
0328589,,Under the Tuscan Sun (2003),"$276,830","$4,447,208","$493,383",,,,,,,,"$82,320",,,,,,,,,,,,,,"$367,241",,"$1,052,787",,,"$66,324",,,,,,"$28,191",,,,,,,,,,"$261,102",,,,,"$905,419",,,,,"$466,399","$30,722",,,,,,,,,,"$584,038",,,"$2,406,641",,,,,,,,"$806,314",,,
0204933,,Camera Obscura (2000),"$65,989",,,,,,,,,,,,,,,,,,"$11,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,642",,,,,,,,,,,
0309820,,Luther (2003),,,"$925,628",,,,,,,,,,,,,,,,"$5,791,328",,,,,,"$74,663","$12,708","$19,207,661",,,,,,,,,"$1,199,866",,,,,,,,,,"$231,360",,,,,"$114,545","$46,476",,,,,,,,,,,,,,,,"$194,506",,"$1,798,095",,,,,,,,,,"$11,570",
0330602,,Mambo Italiano (2003),"$62,870","$841,655","$243,923",,,,,,,,,,,,,"$19,422",,,"$6,253,026",,,,,,,"$476,146","$842,252",,,,"$114,492",,,,,"$491,489",,,,,,,,,,,,,,,"$78,850",,,,,,,,,,,,,,,,,,,,,,,,"$7,173",,,"$206,960",,,
