imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East/UAE,Morocco,Netherlands,New Zealand,Norway,Pakistan,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia/CIS,Russia/CIS/Ukraine,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Syria,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,West Indies,Yugoslavia
0170705,,Train of Life (1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,212,475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0200071,,Rosetta (1999),,,,,,,,,,,,,,,,,,,,"$266,665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,427",,,,,,,,,,,,,,,
0097240,,Drugstore Cowboy (1989),,,,,,,,,,,,,,,,,,,,"$4,729,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082427,,The Funhouse (1981),,,,,,,,,,,,,,,,,,,,"$7,886,857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0055630,,Yojimbo (1961),,,,,,,,,,,,,,,,,,,,"$46,808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082484,,Quest for Fire (1981),,,,,,,,,,,,,,,,,,,,"$20,959,585",,,,,,,"$3,030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0113416,,The Incredibly True Adventure of Two Girls in Love (1995),,,,,,,,,,,,,,,,,,,,"$2,213,927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120655,,Dogma (1999),,,,,,,,,,,,,,,,,,,,"$30,652,890",,,,,,,,"$464,581",,,,,,,,,,"$311,859",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0190641,,Pokémon: The First Movie - Mewtwo Strikes Back (1998),,,,,,,,,,,,,,,,,"$166,501",,,"$85,744,662",,,,,,,,"$9,643,195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101605,,The Commitments (1991),,,,,,,,,,,,,,,,,,,,"$14,919,570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0095675,,Women on the Verge of a Nervous Breakdown (1988),,$549,,,,,,,,,,,,,,,,,,"$7,251,740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,358",,,,,,,,,"$11,699",,,,,,,,,,,,,,
0084855,,The Verdict (1982),,,,,,,,,,,,,,,,,,,,"$53,977,250",,,,,,,"$16,488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0068528,,The Effect of Gamma Rays on Man-in-the-Moon Marigolds (1972),,,,,,,,,,,,,,,,,,,,,,,,,,,"$84,462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$361,,,,,,,,,,,,,,,,,,,,,,,,,,
0093565,,Moonstruck (1987),,,,,,,,,,,,,,,,,,,,"$80,640,528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0162661,,Sleepy Hollow (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,614,427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0143145,,The World Is Not Enough (1999),,,,,,,,,,,,,,,,,,,,"$126,943,684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,201",,,,
0185125,,All About My Mother (1999),,,,,,,,,,,,,,,,,,,,"$8,344,738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$423,,,,,,,,,,,,,,,,,,,"$8,231",,,,,,,
