imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Central America,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Israel,Italy,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Saudi Arabia,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
2844798,,White God (2014),,,"$1,924",,,,,,,,,,"$34,373",,,,"$282,358",,,,,,,,,,,,"$150,265",,,,,,,,,,,,,"$55,991",,,,,,,,,,,"$9,590",,,,"$13,989",,,,,"$55,151",,,,,,"$3,424","$9,212",,,,,,
2582802,,Whiplash (2014),"$265,939","$506,854","$76,972",,"$168,799",,"$676,912","$2,275",,,"$76,907",,"$192,281","$22,385","$66,636","$284,506","$13,092,000",,,"$7,164","$66,995",,"$146,729","$2,293,387","$535,144",,"$256,534","$150,873",,"$12,520","$64,783",,"$493,670","$2,481,066",,,,,"$37,090","$25,486","$29,141","$1,192,390","$290,012","$90,361",,"$62,391","$1,781","$76,716","$6,679","$549,999","$65,325",,"$38,609","$41,562",,"$4,467","$101,605","$21,298","$16,700","$22,386","$11,832,742","$685,843","$135,143",,,,"$411,493","$139,182","$683,219",,"$37,777","$2,446,616","$23,457","$278,468",
2267998,,Gone Girl (2014),"$704,177","$21,750,665","$1,020,268","$168,647","$2,433,583","$15,173","$2,875,496","$119,292",,,"$407,224",,"$284,651","$356,370","$1,089,651","$2,472,041","$167,767,189","$37,008","$157,502","$177,688",,"$7,417","$820,748","$14,786,031","$11,883,431",,"$2,061,538","$2,930,471","$805,417","$174,258","$1,722,361","$1,851,196","$8,466,917","$9,657,145",,"$37,521",,"$115,024","$391,508","$163,342","$303,336","$3,444,473","$2,912,624","$1,561,556","$19,167","$1,943,707","$82,067","$345,603","$556,184","$2,889,423","$843,673","$180,827",,"$11,099,165",,"$123,086","$1,389,783","$217,160","$69,093","$728,579","$12,322,085","$6,101,823","$3,426,069",,"$644,067","$1,556,001","$5,516,039","$770,253","$805,912","$578,085","$1,268,666","$34,643,161","$58,088","$796,049","$263,455"
1294970,,The Angriest Man in Brooklyn (2014),,,,,,"$5,337",,,,,,,,,,,,,"$77,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$78,700",,,,,,"$252,232",,,"$6,099",,,,,,,,,,,,,,,,,"$12,786",
2382298,,Life Itself (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,191",,,
2194328,,Finding Fela (2014),,,,,,,,,,,,,,,,,"$120,980",,,,,,,,,,,,,,,,,,,,,,,,,"$2,882",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,366",,,
2103281,,Dawn of the Planet of the Apes (2014),"$6,224,042","$17,074,003","$1,961,377","$632,835","$4,163,990","$724,682","$24,303,514","$235,066",,,"$4,194,616","$107,355,317","$5,661,779","$308,320","$517,323","$1,787,908",,"$85,786","$1,694,076","$673,569",,,"$679,729","$33,324,078","$18,107,922",,"$544,060","$4,768,684","$391,164","$170,430","$3,614,489","$1,400,546","$6,444,265","$12,718,083",,,,,"$418,386",,"$4,764,983","$24,579,285","$5,223,864","$3,037,515","$90,801","$1,438,311",,"$6,254,913","$2,711,242","$844,508","$1,426,486",,,"$20,640,785",,"$119,906","$3,465,154","$196,975","$41,258","$877,253","$30,594,006","$17,324,221","$4,153,409",,,,,"$2,487,587","$2,450,508","$854,920","$3,507,113","$55,198,182","$309,151","$3,178,083",
1562871,,Ra.One (2011),,"$499,643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$141,494",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,320,862",,,
1763264,,No One Lives (2012),"$69,121",,,,,,,,,,"$43,697",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,050",,,,,"$587,935",,,,,,,,,,,,,,,"$107,661",,"$104,322",,,,
3078242,,Miss Violence (2013),,,,,,,"$37,847",,,,,,,,,,,,,,,,,,,,"$34,250",,,,,,"$69,063",,,,,,,,,,,,,,,,,,"$1,165",,,,,,,,,,,,,,,,,,,,,"$4,505",,,
2377322,,Deliver Us from Evil (2014),"$1,878,997","$2,390,866","$591,193","$86,619","$398,724","$90,367","$4,057,130","$47,407",,,"$1,374,486",,"$788,244","$67,399","$204,777","$244,876",,"$8,875","$319,781","$272,433",,,"$118,493","$2,901,836","$2,893,986","$3,467","$496,905","$362,168","$105,591","$39,713","$419,884","$127,274","$2,002,357","$482,784",,,,,"$63,983",,"$1,002,100","$4,237,553","$421,475","$224,010","$63,385","$389,634",,"$578,195","$917,281","$825,012","$244,763",,,"$8,603,253",,"$31,491","$472,182","$180,550","$28,493","$107,116","$561,116","$3,682,723","$476,442",,,,,"$177,768","$297,607","$247,098","$361,719","$2,149,207","$114,259","$1,864,595",
3244512,,Charlie's Country (2013),,"$597,104",,,"$18,138",,,,,,,,,,,,"$42,937",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465146,,And So It Goes (2014),"$754,599","$1,122,392","$182,035",,"$58,356",,"$334,190",,,,"$115,247",,"$235,415","$28,849","$9,503",,"$15,160,801",,"$10,115",,,,"$31,738","$101,976","$604,820",,"$100,830","$51,212","$105,855",,,,"$1,353,086",,,,,,"$24,492",,,"$1,643,446","$106,448","$214,011",,,,"$183,770",,,"$114,750",,,"$283,238",,,"$29,973",,,"$100,398","$4,784","$835,344","$99,240",,,"$172,567",,,,"$21,481","$67,659",,"$50,435","$219,942",
3572132,,Ju-on: The Beginning of the End (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$97,020",,,,,,"$4,981,687",,,,,,,,,,,,,,"$90,920",,,,,,"$541,595",,,"$322,962",,,,"$2,591,685",,,,,,,"$203,204",,,,,,,
