imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Japan,Kenya,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
2017561,,Journey to the West (2013),,"$147,802",,,,,,,,,"$196,740,000",,,,,,,,,,,,,,,,"$3,637,950",,,,,,,,,,,,"$3,192,253",,,"$67,363",,,,,,,,,,,,,"$1,761,283",,,,,,,,,"$72,474",,,,,,,,
1351685,,Jack the Giant Slayer (2013),"$2,444,546","$3,799,617","$324,361",,"$1,435,979","$316,674","$5,906,403","$193,902",,"$1,242,722","$8,490,000","$2,388,785","$124,022",,"$294,000",,,"$81,625","$1,288,716","$213,342",,"$90,499","$4,552,429","$2,019,008",,"$478,835","$1,562,515","$453,285","$64,327","$1,372,202","$2,959,331","$357,556","$3,442,839","$5,409,950",,,"$151,392",,"$3,766,399","$13,517,642","$909,311","$769,501","$171,827","$676,240",,,"$1,759,175","$3,154,259","$564,708","$275,376",,,"$14,900,392","$71,360","$2,280,325","$52,233","$43,980","$791,025","$6,731,002","$3,468,875","$558,009",,,"$2,626,123",,"$695,838","$1,027,975","$1,446,557","$11,611,710","$81,423","$3,574,524",
2034139,,The Last Exorcism Part II (2013),"$667,586",,,,"$139,580","$29,362","$1,512,817",,,"$228,797",,"$412,292","$30,511",,,"$104,745",,,,"$104,731",,,"$1,242,398",,,"$25,593","$111,283",,,,,,"$583,879",,,,"$13,906",,"$287,234","$809,424","$137,837",,,,,,"$313,321","$285,110","$233,651","$22,458",,,"$910,288",,"$244,417",,,,,"$135,308",,,,"$59,320",,"$203,914","$41,605","$414,951","$406,934","$29,176","$130,135",
1441373,,The Solitude of Prime Numbers (2010),,,"$23,420",,"$84,226",,,,,,,,,,,,,,,,,,,"$94,165",,,,,,,,,"$4,928,162",,,,,,,,"$337,808",,,,,,,,,"$3,362",,,,,,,,,,"$34,819",,,,,,,,,,,,
2258858,,Wadjda (2012),"$79,037","$507,357","$165,593",,"$259,654",,"$83,933",,,,,"$99,782",,,,,,,,,,,,"$1,796,943",,,,,,,,,"$493,466",,,,,,,"$205,992","$167,834","$175,808",,,,,,,"$16,346",,,,,,,,,,,"$504,825",,,,,,,,,"$558,785","$36,067",,
1583421,,G.I. Joe: Retaliation (2013),"$1,728,620","$10,853,433","$1,657,786",,"$1,698,776","$432,817","$8,875,027","$598,331",,"$1,074,874","$53,840,000","$3,164,535","$125,897",,"$304,577","$733,518",,"$104,289","$1,668,152","$176,020",,"$359,925","$7,104,607","$11,043,522",,,"$3,256,118","$421,483","$87,960","$4,224,321","$5,774,805","$645,015","$3,557,497","$9,953,154",,,"$418,188",,"$7,087,974","$14,290,291","$1,499,901","$1,717,570","$52,001","$1,173,729",,,"$1,772,025","$4,560,225","$383,117","$1,029,040",,,"$15,005,280","$26,003","$4,268,582","$134,207","$75,904","$1,355,921","$12,882,752","$4,802,484","$1,167,389",,,"$3,912,147",,"$1,683,753","$1,339,438","$3,238,445","$11,544,884","$130,795","$3,164,904",
0781533,,My Name Is Juani (2006),,,,,,,"$6,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,971,263",,,,,,,,,,,,
1682180,,Stoker (2013),"$333,166","$260,602","$80,758",,"$75,705",,"$64,977",,,"$170,100",,"$175,368",,,,,,,,,,,"$401,430","$398,405",,"$225,757","$130,365",,,,,,"$102,657",,,,"$7,156",,"$60,482","$588,407","$96,459","$33,206",,"$41,559",,,,"$147,420","$95,358",,,,,"$36,178","$104,093",,,"$4,934","$2,140,547","$876,354",,,,"$68,091",,"$193,526",,,"$1,331,944",,"$48,848",
1922685,,Phantom (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,534",,,,,,,,,,,,,"$15,112",,,,,,,,,,,,,,,,"$12,807",,"$110,717",,,,
2306745,,Sound City (2013),,"$98,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623205,,Oz the Great and Powerful (2013),"$3,497,791","$15,877,141","$1,573,472",,"$1,909,389","$443,238","$12,433,711","$553,312",,"$1,495,131","$25,910,000","$3,156,236","$189,184",,"$616,057","$998,696",,"$88,881","$1,730,529","$264,725",,"$712,906","$13,346,885","$15,222,137",,"$720,477","$2,238,030","$730,928","$106,615","$930,739","$2,715,062","$1,368,043","$10,420,037","$18,804,441",,,"$262,446",,"$2,969,439","$15,356,159","$2,218,566","$1,868,414","$98,505","$1,344,049",,,"$1,842,870","$2,145,885","$2,169,250","$653,829",,,"$27,373,945","$121,272","$2,007,346","$158,491","$73,197","$1,194,524","$2,552,699","$8,401,446","$2,662,010",,,"$2,106,926",,"$1,200,180","$3,009,587","$1,609,060","$23,391,077","$138,613","$6,555,618",
2101341,,Dead Man Down (2013),,"$378,292","$81,300",,"$174,613","$5,964",,"$105,002",,,,,"$13,385",,,"$37,211",,,,"$73,761",,,"$436,669","$645,222",,"$111,701","$67,579",,"$41,657",,,,"$579,992",,,,"$24,361",,"$116,242","$370,163","$317,665",,"$38,630",,,,"$24,230","$40,554",,"$113,335",,,"$822,607",,"$78,879",,,"$104,749",,"$530,434",,,,"$28,774",,"$148,701",,"$575,710","$1,023,651",,,
0481499,,The Croods (2013),"$8,542,429","$23,753,398","$2,917,084","$486,377","$4,285,984","$633,497","$15,193,380","$454,083",,"$4,803,520","$63,310,000","$3,723,342","$401,512",,"$1,174,865","$2,446,014","$187,168,425","$131,140","$1,897,289","$377,574",,"$1,338,935","$21,103,008","$22,345,133",,"$585,920","$2,697,817","$976,261","$196,464","$1,588,907","$1,593,416","$2,223,364","$15,178,883",,,,"$295,729",,"$2,150,651","$27,682,452","$4,591,462","$3,581,346","$129,749","$3,477,987",,,"$2,743,686","$1,859,841","$3,584,957","$2,176,462",,,"$28,617,837","$216,165","$2,215,112","$570,907","$338,570","$2,053,281","$5,806,047","$18,545,419","$4,117,923",,,"$655,285",,"$1,347,108","$2,110,234","$2,380,372","$43,146,580","$602,369","$7,265,547",
2070776,,Populaire (2012),,,"$53,404",,"$359,550",,"$160,859",,,,,"$63,288",,,,,,,,,,,"$9,748,864","$403,411",,"$55,231","$106,957",,,,,,"$498,486",,,,,,,"$54,291","$24,251",,,,,,,,"$62,479","$3,835",,,"$170,300",,"$11,079",,"$4,686",,"$53,675","$178,318",,,,,,,,,"$506,330",,,
2103264,,Emperor (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,158,598",,,"$12,811",,,,,,,,,,,,,"$32,389",,,,,"$59,214",,,"$28,994",,"$151,996",,,,,,,,"$58,174","$9,799",,,
1361835,,The Silence (2010),,,,,,,,,,,,,,,,,"$100,214",,,,,,,"$132,204",,,,,,,,,,,,,,,,,,,,,,,,,,"$3,265",,,,,,,,,,"$180,992",,,,,,,,,,,,
2332522,,Leviathan (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,576",,,
1781784,,Burn (2012),,,,,,,,,,,,,,,,,"$1,109,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292644,,Accomplices (2009),"$4,592",,,,,,,,,,,,,,,,,,,,,,"$783,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,134",,
1900908,,Clip (2012),,,,,,,,,,,,,,,"$2,786",,,,,,,,,,,,,,,,,,,,,,,,,"$54,032",,,,,,,,,,,,,,"$38,110",,,,,,,,,,,,,,,,,,
1790869,,In Their Skin (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,428",,,,,,,"$17,793",,,,,,,,,,,,,,,,,,,,,,,,,
2244901,,I Give It a Year (2013),,"$4,139,564","$604,338",,"$388,691",,,"$51,837",,,,,"$29,334",,"$117,169","$204,968","$34,657",,,,,"$593,171","$2,630,846","$5,158,640",,,"$241,744","$193,224","$35,752",,,,,,,,"$7,995",,,,"$681,976","$639,219",,"$175,497",,,,,"$946,559","$246,207",,,"$1,015,537",,"$151,665","$26,523","$66,255","$53,332",,"$799,902","$256,509",,,,,"$126,630",,"$56,666","$9,454,026",,,
0790628,,The Incredible Burt Wonderstone (2013),,"$2,690,070","$2,342",,,,,,,,,,,,,,,,,,,,,"$297,746",,,,,"$40,874","$35,621",,,,,,,"$29,504",,,,,,,,,,,"$321,047",,,,,,,"$239,175",,,,,,,,,,,,,"$275,363","$919,831",,,
2101441,,Spring Breakers (2012),"$85,715","$593,246","$345,606",,"$846,319","$4,179",,"$47,544",,"$8,737",,,"$45,384",,"$71,906","$84,977",,,"$10,577",,,"$103,174","$4,640,740","$1,618,442",,,"$6,386","$25,338",,,,,"$1,178,746",,,,,,,"$564,961","$376,379","$137,590",,"$565,325",,,"$35,372",,"$726,865","$118,870",,,"$1,427,434","$23,453","$69,821","$18,250",,,,"$327,006","$181,943","$649,293",,"$8,829",,"$38,220",,,"$1,336,958",,,
2243389,,I'm So Excited! (2013),"$392,923","$114,859","$91,510",,"$286,320","$6,618","$704,736","$30,669",,"$25,585",,,"$17,638",,"$59,439",,"$1,368,119",,,,,"$220,226","$3,789,186","$502,688",,"$433,168","$91,827","$59,967","$2,562",,,,"$2,416,567",,,,,,,"$1,027,631","$77,811",,,"$8,492",,,"$100,779",,"$399,626","$152,552",,,"$693,228","$15,942","$2,694","$25,021","$24,274","$3,708",,"$6,540,224","$123,704",,,"$10,240",,"$86,890","$21,903",,"$1,286,199","$44,328",,
1911644,,The Call (2013),"$1,643,503","$2,114,949","$177,394",,,,"$629,818",,,"$53,664",,"$325,921","$17,474",,"$84,573",,,,,,,,"$1,332,439","$931,302",,"$149,647","$497,643","$37,546","$34,784",,,,,,,,"$174,631",,"$213,074","$1,787,567",,,,,,,"$401,550","$35,188",,"$16,416",,,"$1,567,907","$5,572","$302,087","$19,888","$14,546","$41,255","$325,208",,"$93,581",,,"$18,829",,"$99,664",,"$638,781","$1,845,743","$192,312","$875,797",
2302755,,Olympus Has Fallen (2013),"$713,673","$5,346,610","$357,991",,"$827,454","$53,703","$3,117,810","$298,663",,"$131,425","$5,820,000","$427,451","$120,371",,"$89,093","$582,880",,,,,,"$168,803","$2,647,723","$1,375,550",,"$578,879","$1,228,630","$225,823","$76,269","$728,531",,,"$4,761,456","$3,259,124",,,"$497,845",,"$1,703,776","$2,603,399","$1,890,239","$685,149",,"$515,416",,,"$374,708","$439,075","$445,846","$835,673",,,"$4,894,826","$22,044","$1,119,028","$39,671","$55,613","$584,012","$1,025,579","$3,245,838","$589,839",,,"$851,735",,"$396,337","$285,804","$1,397,120","$9,537,868","$37,648","$1,033,452",
1003118,,Steep (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,177",,,
2076897,,My Brother the Devil (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$87,150",,,
1763303,,The First Time (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$69,818",,,,,,,,,,,,,,,,,,,
0497411,,Miguel and William (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$53,497",,,,,,,,,,,,,,,,,,,
1964624,,In the House (2012),"$48,334","$603,136","$72,891",,"$547,913",,"$349,061","$4,230",,,,"$85,975","$3,471",,,"$225,333",,,,,,"$12,418","$9,529,425","$515,660",,,"$65,597",,,,,,"$932,592",,,,,,,"$125,371","$475,054","$80,093",,"$196,141",,,,,"$175,645","$67,016",,,"$231,631","$7,072","$13,240",,"$10,277",,,,"$141,704",,,,,"$10,491",,,"$1,268,772","$2,471",,
1817273,,The Place Beyond the Pines (2012),,"$2,593,447","$195,948",,"$357,604",,"$133,753",,,,,,"$24,393",,,"$617,886","$21,403,519",,,,,"$199,584","$5,025,237","$2,594,450",,"$278,398","$39,375",,"$67,081",,,,"$2,607,633",,,,"$52,787",,"$16,611","$296,687","$403,409","$180,771",,"$694,518",,,,"$14,466","$438,529","$33,597",,,"$1,127,279",,"$92,244",,,"$54,797",,"$1,562,058","$543,912",,,"$55,087",,"$32,108",,"$133,060","$5,266,240",,,
1876277,,Into the White (2012),,,,,,,,,,,,,,,,,$704,,,,,,,,,,,,,,,,,,,,,,,,,,,"$636,469",,,,,,,,,"$11,787",,,,,,,"$63,256",,,,,,,,,,,,
1935902,,The Brass Teapot (2012),,,,,,,,,,,,,,,,,"$6,997",,,,,,,,,,,,,,,,,,,,,,,"$194,089",,,,,,,"$43,941",,,,,,,,,,,,,,,,,,,,,,,,,
1517260,,The Host (2013),"$338,126","$2,446,325","$216,001",,"$365,990",,"$2,578,896","$41,516",,"$177,231",,"$138,367","$52,056",,"$206,352","$500,499",,,"$15,839","$39,208",,"$231,262","$3,265,567","$2,561,244",,"$99,070","$188,795","$219,009",,,,,"$1,141,564",,,,"$47,232",,"$796,267","$647,056","$530,532","$462,545",,"$418,021",,,"$192,036","$490,818","$961,906","$210,843",,,"$4,824,365","$11,357","$288,244","$61,973","$41,185","$459,920","$218,557","$3,540,028","$773,158",,,"$484,818",,"$321,504","$205,048","$293,307","$5,372,492","$13,918","$248,611",
1582271,,The Good Doctor (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,195",,,,,,,,,,,,,,,,,,,,,,,"$3,047",,,"$17,034",,,,,,,,,,,"$17,535",,,,,,,,
1708537,,The Whale (2011),,,,,,,,,,,,,,,,,"$81,881",,,,,,,,,,,,,,,,,,,,,,,,,"$33,889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814621,,Admission (2013),,,,,,,,,,,,,,,,,,,,,,,,,,"$19,554",,,"$11,546",,,,,,,,,,,,,,"$14,660",,,,,,,"$17,250",,,"$343,707",,"$36,820",,"$1,640","$57,385",,,,,,"$6,006",,"$16,399",,,"$104,917",,,
0461936,,Don (2006),,"$233,903",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,302,729",,,,,,,,,,,,"$52,556",,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,826,980",,,
1171226,,A Bunch of Amateurs (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$173,799",,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,160",,,
2071620,,The Flat (2011),,,,,,,,,,,,,,,,,,,,,,,,"$111,601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118702,,Patience (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,469",,,
1762300,,One Life (2011),$958,,"$21,599",,"$11,401",,"$2,818",,,,,,,,,,,,,,,,,"$803,832",,,,,,,,,"$85,124","$15,447,603",,,,,,,"$189,214",,,,,,$269,,,"$1,419",,,,,,,,,,,,,,,,,,,"$22,499",,,
0254481,,Koi... Mil Gaya (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,574,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$922,848",,,
1288558,,Evil Dead (2013),"$989,277","$372,670","$769,885","$111,541","$355,572","$72,038","$2,023,928",,,"$686,631",,"$398,991","$36,396",,"$265,977",,,,"$244,570","$154,153",,"$149,153","$2,717,478","$6,535,430",,"$442,689",,,"$37,221",,"$739,034",,"$2,042,477","$613,401",,,"$49,308",,,"$1,712,684","$640,792","$73,736",,,,,"$247,092","$149,745","$446,950","$95,445",,,"$5,939,242",,"$288,887","$107,268","$22,600","$32,620",,"$3,498,995","$551,984",,,"$244,286",,"$594,202",,"$566,682","$5,252,030","$177,409","$564,103",
1924429,,Trance (2013),"$193,276","$38,070",,,"$25,959","$10,377","$479,589","$46,331",,"$102,042",,"$74,106",,,"$34,954",,,"$18,282","$50,450",,,,"$1,758,172","$431,053",,"$79,688","$472,893","$81,212",,,,"$96,225","$467,589","$880,206",,,"$24,336",,,"$910,169","$193,080","$8,073",,,,,"$42,067","$140,759","$58,755","$82,004",,,"$3,142,190","$24,816","$228,491","$4,175",,"$83,019",,"$1,064,824","$23,101",,,,,"$70,344","$356,730",,"$18,674","$17,063",,
1535101,,Killing Bono (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,501",,,,,,,,,,,"$4,099",,,,,,,,
1684233,,Welcome to the Punch (2013),,,,,,,,,,,"$1,160,000",,,,,,,,,,,,,,,,,,"$5,197",,,,,,,,"$7,266",,"$37,722",,"$78,822",,,,,,,,,"$28,051",,,"$481,768",,"$36,984",,,"$29,871",,,,,,"$57,073",,,"$36,229","$310,627","$1,647,029",,,
2112210,,An Awkward Sexual Adventure (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,"$116,916",,,,,,,,,,,,,,,,,,,,,,,,,,"$45,259",,,,,,,,,,,,,,,,,,,
1986843,,A Perfect Plan (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$691,487",,"$14,053",,,,,,,,,,,,,,,,,
1568815,,A Family (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,896",,,,,,,,,,,,,,,,,,,
1638350,,Skylab (2011),"$88,655",,,,,,"$106,601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,025",,
1483013,,Oblivion (2013),"$1,729,302","$8,927,027","$1,162,223",,"$1,834,366","$131,872","$5,924,029","$325,077",,"$1,067,514","$23,860,000","$1,487,671","$171,911",,"$587,934","$1,194,113",,"$53,082","$412,301","$215,063",,"$874,636","$11,126,032","$8,761,847",,"$172,765","$1,992,207","$680,601","$182,198","$1,296,124","$3,270,952","$475,556","$5,596,549","$12,960,180",,,"$194,293",,"$3,050,774","$7,528,661","$2,060,940","$1,364,069","$83,529","$1,735,634",,,"$541,521","$1,808,621","$1,157,055","$908,476",,,"$19,134,561","$47,119","$2,268,916","$154,827","$84,884","$589,656","$9,746,901","$8,773,918","$2,485,134",,,"$1,888,847",,"$2,318,182","$1,701,529","$1,680,577","$16,281,137","$115,664","$1,221,916",
1697064,,Deadly Code (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,719,341",,,,"$3,532",,,,,,,,,,,,,,,,,,,,,,,"$5,710",,,,,,,,"$34,363",,,,
1507563,,Dark Tide (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,"$115,580",,,,,,,,,,,,,"$91,035",,,,,,,"$39,012",,,,,,"$699,502",,,,,,,,,,,"$1,319",,,,,,,,
1595656,,To the Wonder (2012),,,"$50,954",,"$15,118",,"$325,575",,,,,,,,,,,,,,,"$73,790","$279,907","$115,460",,,"$23,565",,,,,,"$147,709",,,,,,,,,,,"$20,176",,,,,,"$129,166",,,"$232,890",,,,"$8,417","$23,133",,"$296,148",,,,"$11,717",,"$136,670",,,"$323,156",,,
0453562,,42 (2013),,,"$1,608",,,,,,,,,,,,,,"$95,059,709",,,,,,,"$35,198",,,,,,,,,,"$2,400,591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,091",,,
1854236,,Love Is All You Need (2012),"$144,194","$555,061","$175,658",,"$78,650",,"$547,893",,,,,"$144,294","$10,767",,"$61,433","$7,193,383",,,,,,"$101,810","$122,644","$903,257",,"$251,306","$22,160","$16,375","$44,495",,,,"$875,519",,,,,,,"$240,969","$231,542","$111,503",,"$192,489",,,"$42,538",,"$74,515","$26,695",,,"$86,867","$77,944",,"$34,229","$45,307",,,"$880,434","$398,789",,,,,"$47,946",,,"$1,329,936","$19,832",,
2140203,,Wolf Children (2012),,,,,"$6,726",,,,,,,,,,,,,"$514,658",,,,,,"$15,433",,,"$58,985",,,,,,,"$52,544,777",,,,,,,,,,,,,,,,,,,,,,,,,"$1,838,028",,,,,"$21,172",,,,,,,,
1433811,,Disconnect (2012),,,"$21,309",,"$50,898",,,,,,,,,,,,,,,,,,,"$38,744",,,"$112,321",,"$4,674",,,,"$1,236,599",,,,"$4,148",,,,"$170,272",,,,,,,,,"$70,448",,,,,"$43,626",,,"$59,524","$108,801",,,,,,,"$13,446",,"$56,338",,,,
0795461,,Scary Movie V (2013),"$2,480,306","$3,335,873","$1,164,384",,"$262,990","$49,464","$2,603,027","$99,583",,"$212,969",,"$186,127","$86,631",,"$291,090","$581,232",,,,"$18,140",,"$473,590",,"$7,624,898",,"$479,827","$103,752","$60,148","$32,665",,,,"$4,211,478",,,,"$154,214",,"$13,255","$1,399,279","$1,344,700","$395,143",,"$167,531",,,"$593,971","$246,685","$1,013,528","$514,376",,,"$3,902,832","$51,005","$213,781","$151,984","$93,495","$69,698",,"$3,085,703","$297,622",,,"$171,719",,"$841,467",,"$308,582","$3,824,691","$144,230","$402,971",
1843287,,Like Someone in Love (2012),,,"$4,738",,"$5,286",,"$155,543",,,,,,,,,,,,,,,,"$18,121",,,,,,,,,,"$64,441",,,,,,,,,,,,,,,,,"$27,916",,,,"$6,085",,,,,,,,,,,,,,,"$41,692",,,
2073128,,To the Arctic 3D (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,302",,,,,,,,,,,,,,,,,,,,,,,,"$6,997",,,,,,,,
1980209,,Pain & Gain (2013),,"$3,099,777","$873,020",,"$434,015",,"$428,832","$156,241",,,,"$93,526","$106,596",,"$229,568","$203,807",,"$10,817","$77,162","$107,265",,"$353,802","$2,739,533","$6,251,847",,,,"$249,087","$78,313",,,"$367,843","$946,767",,,,"$111,499",,,"$1,276,567","$583,715","$278,307","$19,254","$869,054",,,"$187,588",,"$240,376","$307,161",,,"$7,219,193","$25,169","$189,669","$121,164","$79,557","$255,328",,"$2,288,128","$298,585",,,"$250,143",,"$145,508","$384,372","$1,252,587","$3,759,641","$9,853","$470,022",
1651323,,Breaking Wind (2012),,,,,,,"$980,977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,914",,,,,,,"$12,210",,,,,,,,,,,,,,,,,
