imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mauritius,Mexico,Middle East,Middle East/UAE,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Oman,Panama,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
1355623,,Bluebeard (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,206",,,,,,,,,,,,,,,
1191111,,Enter the Void (2009),"$4,108",,,,"$7,231",,,,,,,$859,"$1,856",,,,,,,,,,,"$16,358","$134,741","$40,710",,,,,"$3,786",,,,"$5,856",,,,,,,,,,,,,,,,,,,,,,,"$6,958",,,,"$76,150",,,,,,,,,,,,"$2,998",,,,,,"$137,307",,,
0938283,,The Last Airbender (2010),"$2,760,838","$9,601,631","$2,191,663",,"$3,253,724","$237,461","$9,653,005","$469,659",,"$1,768,877","$4,527,705","$3,408,130","$126,758",,"$625,220","$789,779",,,"$84,719","$495,426","$192,167","$145,903",,"$355,025","$11,546,248","$15,572,208","$8,003","$563,771","$650,455","$861,772","$59,077",,"$3,185,064","$813,126","$7,821,944",,"$6,018,615",,,"$175,776","$217,530","$156,754","$2,542,932",,"$14,069,069",,,"$3,761,185","$1,609,827",,"$52,167","$641,264",,,"$2,120,847","$2,648,559","$1,522,441","$1,718,359",,"$536,068",,"$18,300,513","$51,923","$2,015,668","$188,675","$179,326","$1,328,262","$11,836,191","$9,840,134","$1,432,303",,,,"$428,793","$1,373,034",,"$3,168,703","$1,752,582","$1,419,186","$6,564,441","$93,747","$2,262,106",
0089748,,When Father Was Away on Business (1985),,,,,,,,,,,,,,,,,"$16,131",,,,,,,,"$18,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0335351,,La petite Lili (2003),,,,,,,,,,,,,,,,,"$34,634",,,,,,,,"$3,088,309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,994",,,,,,,,,
0806686,,Yella (2007),,,"$57,030",,,,,,,,,,,,,,,,,,,,,,"$3,796","$754,485",,"$34,848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,792",,,,,,,,,,,,,,,,,,,,,,"$115,990",,,
1217616,,Endgame (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,615",,,,,,,,,,,,,,,,
0445691,,Salvador (2006),,,,,,,,,,"$3,972",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0790769,,Kurt Cobain About a Son (2006),,,,,,,,,,,,,,,,,"$87,016",,,,,,,,"$15,601",,,,,,,,,,,,,,,,,,,,"$4,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424381,,Predators (2010),"$553,936","$5,573,925","$694,676","$33,466","$701,455","$81,431","$2,017,215","$170,139",,"$402,730",,"$515,270","$76,508",,"$510,726","$796,195",,,"$18,460","$166,369","$59,082","$50,322",,"$360,686","$4,276,579","$4,424,039","$7,296","$202,731","$1,487,313","$506,188","$67,080",,"$789,793",,"$2,051,488",,"$9,872,089",,,"$44,983","$40,597","$71,618","$1,885,217",,"$2,609,912",,,"$628,853","$501,336",,"$21,179","$543,278",,,"$434,779","$556,907","$991,980","$421,007",,"$188,434",,"$6,470,880","$32,105","$899,350","$63,605","$63,918","$138,996","$1,696,764","$3,363,243","$965,812",,,,"$213,235","$801,845",,"$463,043","$397,497","$439,302","$9,198,102","$22,840","$597,533",
0860866,,Far North (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,352",,,,,,,,,,,,,,,,,,,,,
1333667,,When You're Strange (2009),,,"$30,417",,,,,,,,,,,,,,,,,,,,,"$48,676","$359,924","$194,284",,,,,,,,,"$37,285",,,,,,,,,,"$9,893",,,,,,,"$32,080",,,,,"$8,787",,,,,"$106,836","$11,453",,,,,"$7,303","$82,114","$19,052",,,,,,,,,,,,,
1323594,,Despicable Me (2010),"$2,878,027","$21,817,532","$3,059,494",,"$3,789,377","$265,912","$13,743,913","$243,028",,"$1,426,890",,"$1,672,844","$176,053",,"$1,101,344","$2,128,984","$251,557,985",,"$56,194","$591,195","$145,041","$319,405",,"$1,560,035","$28,507,123","$26,914,321","$13,242","$1,124,876","$1,488,651","$900,085","$227,013",,"$1,494,925","$1,704,133","$17,064,781",,"$14,196,443",,,"$342,386","$385,768","$651,649","$1,230,633",,"$19,789,795",,,"$5,177,497","$3,170,004",,"$25,717","$1,493,402",,,"$2,092,292","$2,246,878","$2,109,440","$2,360,658",,"$194,014",,"$11,143,555","$42,390","$2,917,270","$481,779","$362,636","$2,345,587","$8,661,240","$14,257,017","$2,606,523","$5,071,372",,,"$1,149,907","$407,845",,"$1,400,906","$1,098,087","$1,478,932","$32,283,987","$159,938","$2,321,604",
1375666,,Inception (2010),"$7,439,087","$36,567,250","$3,607,185",,"$6,165,724","$163,443","$10,315,556","$599,672",,"$2,562,565","$71,345,823","$3,147,645","$387,317",,"$2,408,386","$7,594,672","$292,587,330",,"$150,913","$518,908","$860,632","$290,062",,"$3,151,398","$43,598,688","$36,980,538","$37,578","$4,196,236","$7,530,191","$2,480,286","$519,590","$15,241","$2,439,468","$3,669,899","$15,511,669",,"$42,101,213",,,"$350,201","$558,065","$34,539","$2,122,410",,"$8,990,429",,,"$9,688,549","$4,425,693",$11,"$106,682","$5,997,462",,,"$1,020,885","$2,236,411","$6,793,298","$2,667,754",,"$1,096,340","$445,722","$21,909,038","$183,532","$4,147,383","$603,665","$361,933","$1,553,586","$38,983,627","$22,354,115","$9,399,635","$82,045",,,"$5,616,029","$2,129,856",,"$7,001,472","$1,580,267","$2,441,324","$57,217,436","$284,193","$1,570,718","$322,403"
1375670,,Grown Ups (2010),"$565,029","$10,711,808","$3,521,030","$77,695","$939,889","$151,699","$7,678,291","$103,134","$1,061,217","$611,705",,"$998,569","$72,547",,"$329,582","$956,401","$162,001,186",,"$14,387","$319,855","$158,395","$85,469",,"$178,447","$2,238,726","$18,270,874","$14,073","$861,333","$278,246","$950,455","$135,743",,"$488,409","$1,005,070","$1,034,575",,,,,"$90,665","$245,660","$54,843","$770,022",,"$7,722,720",,,"$2,222,723","$640,760",,"$92,538","$514,477",,,"$646,840","$323,983","$776,714","$977,830",,"$428,989",,"$6,566,647","$65,618","$997,939","$127,825","$251,066","$1,514,810",,"$8,507,573","$977,750",,,,"$252,773","$435,121",,"$555,999","$701,606","$970,855","$12,161,427","$198,914","$2,541,731","$212,451"
0963966,,The Sorcerer's Apprentice (2010),"$3,129,367","$4,898,922","$1,187,281",,"$2,089,916","$252,222","$4,974,851","$429,795",,"$1,305,967","$9,048,334","$2,953,007","$91,548",,"$647,748","$955,295",,,"$58,960","$830,647","$213,654","$93,282",,"$247,214","$12,930,320","$6,002,283","$17,797","$840,027","$1,201,687","$766,872","$87,240",,"$2,007,847","$709,294","$9,571,490",,"$10,632,660",,,"$66,629","$191,951","$89,954","$2,571,524",,"$9,474,792",,,"$1,806,283","$769,376",,"$114,873","$976,833",,,"$1,290,696","$1,910,180","$1,893,685","$1,424,263",,"$325,011",,"$13,630,194","$52,660","$1,731,899","$131,528","$147,564","$949,465","$3,486,971","$9,354,968","$1,808,518",,,,"$951,277","$2,069,163",,"$1,798,915","$1,231,202","$879,669","$5,423,182","$72,117","$2,603,094",
1013743,,Knight and Day (2010),"$1,000,206","$9,075,731","$2,097,407","$103,401","$2,289,600","$94,395","$8,663,633","$275,905",,"$395,413","$13,419,677","$714,396","$83,795",,"$268,801","$1,552,329","$76,423,035",,"$91,037","$249,385","$447,547","$94,574",,"$761,185","$14,335,598","$9,081,145","$17,522","$1,126,320","$1,559,633","$385,910","$112,888",,"$1,628,197","$809,128","$2,816,693",,"$28,297,144",,,"$114,620","$274,746","$107,223","$1,316,116",,"$4,859,637",,,"$3,130,158","$1,202,032",,"$64,248","$2,097,649",,,"$611,861","$1,238,100","$777,205","$1,408,093",,"$361,832",,"$7,778,233","$36,257","$1,287,255","$68,759","$230,562","$1,310,803","$14,219,425","$7,558,123","$2,182,195",,,,"$1,295,053","$982,736",,"$1,486,953","$604,716","$1,271,540","$14,099,616","$111,420","$1,064,750",
1226232,,The Greatest (2009),"$55,017",,,,,,"$207,337",,,"$17,218",,,,,,,"$114,766",,,,,,,,,,,,,,,,,,,,,,,,"$15,017",,,,"$140,139",,,,,,,,,,"$20,941",,,"$1,872",,,,,,,,,,,"$364,636",,,,,,,,,,"$18,921",,"$3,853","$27,336",
0405266,,Raincoat (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$496,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0446750,,Nightwatching (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,590",,,,,,,,,,,,"$29,235",,,,,,,,,
1155076,,The Karate Kid (2010),"$917,488","$11,913,479","$1,632,594","$151,349","$2,349,932","$249,809","$10,165,695","$66,332",,"$1,135,103",,"$1,559,943","$64,070",,"$253,580","$1,336,058",,,"$51,149","$571,098","$179,558","$37,310",,"$362,093","$10,926,086","$12,656,290","$12,225","$1,139,215","$170,211","$340,318","$138,074",,"$3,346,220","$779,612","$2,569,778",,"$17,432,585",,,"$35,806","$254,837","$32,609","$4,226,969",,"$12,539,258",,,"$3,667,752","$2,146,165",,"$121,306","$3,563,642",,,"$1,036,228","$3,369,473","$614,437","$991,120",,"$110,904",,"$5,101,630","$33,290","$3,345,747","$62,048","$120,832","$1,829,441","$1,677,444","$11,727,245","$1,249,977",,,,,"$846,971",,"$553,341","$318,404","$1,976,156","$19,762,070","$341,206","$2,639,233",
0425196,,Murderous Intent (2006),,,,,,"$3,416",,,,,,,,,,,,,,,,,,,,,,"$3,632",,,,,,,,,,,,,,,,,"$736,532",,,,,,,,,,"$94,490",,,,,,,"$6,665",,,,,,,,,,,,,,,,,"$40,510","$1,511",,,
0842926,,The Kids Are All Right (2010),"$388,831","$1,538,415","$212,798",,"$212,097",,"$431,828",,,"$30,899",,"$40,303",,,"$113,306","$361,463","$20,811,365",,,,,,,"$176,038","$297,745","$1,268,738",,"$71,647","$89,910",,"$1,445",,,,"$1,908,701",,,,,"$5,878",,"$7,308",,,"$246,691",,,"$177,774","$316,268",,,"$134,365",,,,,"$150,199","$131,887",,"$35,953",,"$49,190",,"$53,320",,,"$58,624","$395,314","$1,340,022","$301,605","$433,693",,,"$38,558",,,"$112,673",,,"$2,635,953","$41,338","$53,101",
1319569,,Home (2008),,,"$19,746",,"$56,968",,,,,,,,,,,,,,,,,,,,"$886,197",,,,,,,,,,"$159,990",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,624",,,,,,"$66,246",,"$979,020",,,,,,,,,,,,
0944835,,Salt (2010),"$562,778","$12,070,066","$1,159,422","$194,499","$1,774,641","$84,397","$7,383,735","$323,527","$567,572","$292,996",,"$823,455","$83,767",,"$203,352","$1,005,315",,"$156,052","$84,122","$255,540","$312,196","$95,440",,"$493,771","$12,324,585","$7,283,463","$49,723","$1,714,420","$1,592,632","$289,658","$175,440",,"$2,612,235","$1,190,082","$3,187,250",,"$23,537,447",,,"$135,637","$493,141","$139,927","$2,634,070",,"$4,451,734",,,"$3,150,006","$1,309,126",,"$346,427","$1,524,371",,,"$377,221","$2,890,845","$1,912,727","$1,505,756",,"$455,365",,"$10,732,232","$74,083","$2,283,476","$151,522","$181,929","$1,547,824","$18,201,067","$8,022,096","$917,732",,,,"$3,009,074","$1,515,513",,"$1,696,068","$1,242,676","$2,234,203","$11,321,253","$94,492","$1,017,195",
0485947,,Mr. Nobody (2009),,,,,"$816,771",,,,,,,,"$1,028",,"$15,972",,"$3,622",,,,,,,"$217,774","$1,051,211","$188,088",,,,,,,,,,,,,,,,,,,,,,"$8,532",,,,,,,,,"$334,114","$1,807",,,,"$590,330",,,,,,,"$322,056","$7,855",,,,,,,,,,,,,
0427152,,Dinner for Schmucks (2010),,"$3,250,775","$370,361",,"$233,562",,,,,,,,,,,"$11,344",,,,,"$45,679",,,,"$6,132","$1,130,167",,,,,"$96,201",,,,"$110,842",,,,,,"$110,535",,"$135,527",,"$800,973",,,"$773,202","$309,194",,,,,,,,,"$782,522",,,,,,"$127,180",,"$173,663",,,,"$11,535",,,,,"$36,354",,,,"$229,426","$4,040,902",,,
1415283,,Nanny McPhee Returns (2010),,"$7,354,806","$836,908",,"$1,641,356","$16,920","$929,442",,,"$257,244",,"$170,857","$19,673",,"$78,922","$387,424",,,,"$154,912","$25,428",,,"$73,703","$3,774,895","$4,402,186",,,,"$163,702","$29,775",,,"$208,401","$1,774,751",,,,,"$22,131","$29,697","$24,573","$119,385",,"$2,300,140",,,"$1,530,287","$898,229",,"$26,023","$409,170",,,"$591,121",,"$357,890","$537,243",,"$54,815",,"$979,232","$15,298","$149,922",,,"$561,898","$1,154,763","$3,231,325","$102,682",,,,,,,"$221,716","$168,505","$407,596","$23,571,491","$45,319","$636,120",
1277728,,Mid-August Lunch (2008),"$224,773",,"$172,409",,"$119,340",,"$122,206",,,,,,,,"$3,584",,"$675,299",,,,,,,,"$1,461,759","$1,030,273",,"$70,794",,,,,,,"$3,083,179",,,,,,,"$11,312",,,,,,"$112,235","$112,809",,,"$434,068",,,,,,"$89,227",,,,,,,,,,,"$1,272,844","$74,288","$312,912",,,,,,,,,"$116,721","$24,485",,
0395424,,3 Needles (2005),,,,,,,"$4,838",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118045,,Here and There (2009),,,,,,,,,,,,,,,,,,,,,,,,,,"$25,151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264904,,Little Nicholas (2009),,,"$173,024",,"$1,905,136","$2,827","$758,299",,,,,,,,"$308,532",,,,,,,,,,"$50,724,899","$2,095,655",,"$1,176,002","$29,274",,,,,,"$935,187",,,,,,"$90,497","$1,755",,,"$150,699",,,,,,,,,,"$159,483",,"$2,401,533","$3,578",,,,,,"$23,212",,,,"$1,175,268","$316,487",,,,,,,,"$352,425",,,"$11,122",,,
1386932,,Ip Man 2 (2010),,,,,,,,,,,,"$27,646",,,,,"$205,675",,,,,,,,,,,,"$5,559,550",,,,,,,,,,,,,,"$3,488,158",,,,,,"$23,275",,,,,,,"$79,759",,,,,,,,"$3,291,610",,,,"$346,491",,,,,,"$1,806,856","$196,012",,,,,,,,
0493949,,Ramona and Beezus (2010),,,,,,,,,,,,,,,,,,,,,,,,,"$4,620","$136,292",,,,,,,,,"$6,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,163",,"$161,213",,,,,,,,,,,"$768,250",,,
1438254,,Charlie St. Cloud (2010),"$234,966","$2,135,908","$125,403",,"$202,021","$8,827","$261,730",,,,,"$86,743","$35,211",,,,,,"$14,402","$63,640","$39,507",,,,"$557,514","$2,165,250",,,"$40,966",,,,,,"$184,289",,,,,,"$69,246",,"$163,181",,"$1,398,859",,,,"$108,276",,"$11,292",,,,"$205,540","$180,765","$161,739","$209,606",,"$46,139",,"$640,529","$12,239","$92,681",,"$26,102","$291,268","$259,603","$1,753,590",,,,,"$107,745","$52,201",,"$224,096",,"$102,606","$2,078,312","$3,802","$682,233","$34,247"
1205535,,The Rebound (2009),"$124,134","$882,937",,,,,"$1,053,363",,,,,,,,,,,,,"$104,198",,,,,,,,,,,,,,,,,"$1,480,902",,,,,,,,"$1,969,982",,,,,,,,,,"$207,529","$93,154",,,,,,"$1,909,368",,"$102,241",,,,"$327,398",,,,,,"$141,962","$120,435",,,,,,"$40,343","$105,296",
1386588,,The Other Guys (2010),,"$10,205,756","$281,341","$40,489","$284,070","$32,469","$289,002","$102,626",,"$74,302",,"$198,902","$81,150",,"$48,972","$419,714",,,"$35,038","$88,021","$82,815","$67,269",,"$109,094","$4,954,981","$5,064,833","$18,255","$316,042",,"$386,069","$130,645",,"$369,620","$515,757",,,,,,"$53,800","$115,819","$67,774","$880,971",,"$840,985",,,"$418,098","$758,737",,"$100,085","$158,605",,,"$207,262","$267,277","$177,727","$329,378",,"$252,512",,"$3,312,269","$33,642","$672,813","$55,977","$110,987","$1,204,080",,"$1,443,642","$782,248",,,,,,,"$250,485","$369,139","$587,378","$12,605,131","$20,985","$789,539","$174,367"
0479074,,The Inner Life of Martin Frost (2007),,,,,,,,,,,,,,,,,,,,,,,,,"$6,261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,156",,,,,,,,,,,"$127,912",,,,,,,,,,,,,,
1217070,,Triage (2009),,,,,,,,,,,,,,,,,,,,,,,,,"$160,551",,,,,,,,,,"$38,330",,,,,,"$4,033",,,,,,,,,,,,,,,,,"$4,159",,"$13,292",,,"$1,450",,,"$31,456",,,"$289,418",,,,,,,,,,"$21,071",,,,
0995739,,Invisible Target (2007),,,,,,,,,,,"$4,482,709",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320253,,The Expendables (2010),"$1,290,333","$8,356,501","$1,656,368",,"$2,686,544","$24,898","$4,739,155","$376,568",,"$345,135","$31,778,656",,"$158,448",,"$615,729","$1,520,584",,,,"$162,597",,"$103,817",,"$1,063,547","$13,547,449","$8,211,457",,"$1,483,262","$1,358,280","$522,133","$263,958",,,,"$4,104,395",,"$10,833,013",,,"$88,744","$182,323","$179,503","$2,125,236",,"$5,345,282",,,"$2,681,429","$799,984",,"$8,611","$1,594,993",,,"$454,296","$1,669,534","$1,666,186","$1,687,774",,"$264,494",,"$6,849","$127,083","$1,371,833","$112,730","$128,090",,"$2,544,340","$6,065,276","$1,096,956",,,,"$1,229,496","$1,101,568",,"$1,525,348","$1,063,359","$1,872,131","$15,969,695","$20,786",,"$364,331"
0446029,,Scott Pilgrim vs. the World (2010),,"$2,892,376","$29,824",,"$4,118",,"$77,934",,,,,,,,"$78,900","$58,997","$33,281,690",,,,"$9,591","$9,755",,"$184,854","$112,442","$283,446",,,,,"$54,265",,,"$415,524","$298,363",,,,,"$5,004","$14,670","$4,806",,,"$178,856",,,"$56,456","$509,024",,,"$216,888",,,,,,"$13,927",,"$21,960",,"$1,094,734",,,,"$20,495","$86,677",,"$218,687","$42,231",,,,,,,,,"$142,685","$8,445,713",,,
1313092,,Animal Kingdom (2010),,"$4,350,187",,,,,,,,,,,,,,,"$1,044,039",,,,,,,,"$257,693",,,"$103,239","$20,638",,,,,,"$190,504",,,,,,"$14,734",,,,,,,,"$181,091",,,,,,,,"$27,709","$1,681",,,,,,,,,,,"$227,938",,,,,"$5,014",,,,,,"$785,445",,,
1424062,,The Thorn in the Heart (2009),,,,,,,,,,,,,,,,,,,,,,,,,"$7,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,301",,,
1291465,,Raajneeti (2010),,"$335,967",,,,,,,,,,,,,,,,,,,,,,,,,"$6,473",,,,,"$26,925,765",,,,,,,,,,,"$28,223",,,,,,"$45,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$603,234",,,
1020558,,Centurion (2010),,"$241,436",,,"$105,202",,"$147,684","$57,308",,,,"$75,164","$32,234",,,,,,,,,"$11,451",,,"$17,800",,,"$120,746",,"$66,441","$12,041",,,,,,,,,"$17,692","$27,595","$32,383",,,,,,"$128,917","$38,285",,,"$135,438",,,,,,,,,,"$986,847","$2,188","$153,537",,,"$98,159","$464,397","$3,044,730",,,,,"$53,317","$4,067",,"$206,844",,"$309,378","$175,581",,,
0808526,,Life During Wartime (2009),"$13,998",,,,,,"$21,769",,,,,,,,,,"$281,447",,,,,,,,"$159,186",,,,,,,,,,"$209,587",,,,,,,,,,"$7,360",,,,,,,,,,,,,,,,,"$7,114","$2,916","$2,572",,,,,"$83,551","$17,662",,,,,,,,,,,,,
1022606,,Leonera (2008),"$486,380",,,,"$7,681",$549,"$37,584",,,,,,,,,,,,,"$1,258",,,,,"$205,974",,,,,,,,,,,,,,,,,,,,,,,"$3,342",,,,,,,,,,,,,,,,,,,,,"$64,855",,,,,,,,,,,,$142,,
0458455,,Pope Joan (2009),,,,,,"$2,014",,,,,,"$25,965",,,,,,,,,,,,,,,,,"$24,190",,,,,,,,,,,,,,,,"$316,056",,,,,,,,,,"$50,008",,,,,,,"$204,419",,"$19,450",,,,,,,,,,"$6,159","$43,821",,,,,,"$7,606",,
0038419,,Cluny Brown (1946),,,,,,,,,,,,,,,,,,,,,,,,,"$17,155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020938,,Babies (2010),"$3,659","$434,689","$196,109",,"$55,178",,"$19,412",,,,,,,,,,,,,,,,,,"$1,060,067","$649,735",,,,,"$24,917",,,,,,,,,,,"$6,639",,,,,,,"$80,993",,,,,,,,,"$4,075",,,,"$147,041","$1,211","$26,245",,,,,"$187,157",,,,,,,,,,,$163,"$1,693",,
0997152,,The Experiment (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,986","$120,749",,,,,,,,,,,,"$25,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$48,757",,,,,"$69,393",,,"$62,082",,"$128,699",,,,
0816436,,Black Water (2007),,"$98,901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$256,931",,"$9,818",,,,,,,,,,"$106,364","$68,289",,,,,,"$289,886",,,,,,,,,,,,,,,,,"$159,240","$97,656",,,
1220214,,Heartless (2009),,,,,,,,,,,,,,,,,"$3,697",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,738",,,,
0464154,,Piranha 3D (2010),"$333,651","$2,250,645","$778,259",,"$1,104,623","$111,962","$905,633","$27,515",,,,"$716,661","$201,997",,"$224,219","$564,137",,,,"$259,019","$194,508",,,"$54,231","$6,876,965","$2,183,573",,"$614,532","$1,230,354","$69,999","$51,512",,,,"$2,025,594",,,,,"$18,777","$201,541","$55,935","$2,120,514",,"$589,805",,,"$1,072,685","$201,971",,,"$293,517",,,"$494,194","$562,703","$1,532,437","$206,262",,"$364,054",,"$9,436,745",,"$357,605",,,"$336,694","$4,785,848","$1,083,512","$181,406",,,,"$1,238,639","$719,270",,"$806,638","$589,901","$493,383","$6,903,929","$17,287","$379,696",
0487027,,FC Venus (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,726",,,,,,,,,,,,,,,
1179025,,The Extraordinary Adventures of Adèle Blanc-Sec (2010),,,,,,,"$250,375",,,,"$7,742,449",,,,,,,,,,,,,,,,,,"$232,745",,,,,,,,"$4,689,840",,,,,,"$920,652",,,,,,,,,,,,,"$114,502",,,,,,"$1,549,796",,"$185,020",,,,,,,,,,"$159,894","$342,846",,,,,,,,
1194263,,Get Low (2009),,"$491,790",,,"$32,404",,,,,,,,,,,,,,,,,,,"$18,518",,,,,,,,,,,,,,,,,,,,,,,,,"$235,508",,,"$33,666",,,,,"$426,266","$22,660",,,,,,,,,"$29,882",,,,,,,,,,"$47,509",,,"$7,375",,,
1500496,,La Danse: The Paris Opera Ballet (2009),,"$10,475","$15,655",,,,,,,,,,,,,"$39,184",,,,,,,,,,"$240,470",,,,,,,,,,,,,,,,,,,,,,,"$70,588",,,,,,,,,"$41,307",,,,,,,,,,,"$108,206","$31,460",,,,,,,,,,,,,
1202514,,Accident (2009),,,,,,,,,,,,,,,,,,,,,,,,,"$63,667",,,,"$691,396",,,,,,,,,,,,,,"$181,720",,,,,,,,,,,,,,,,,,,,,"$248,663",,,"$20,852",,,,,,,,,,,,"$9,244",,,,
1223975,,Tony Manero (2008),,,,,,,"$29,490",,,"$351,143",,"$1,441",,,,,,,,,,,,,"$76,550",,,,,,,,,,"$171,645",,,,,,,,,,,,,,,,,,,,,,,"$3,600",,,,,,,,,,,,,,,,,,,,,,"$32,846",,,
1087890,,Terribly Happy (2008),,,,,"$5,514",,,,,,,,,,"$8,844","$2,611,930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346961,,The Eclipse (2009),,"$25,469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285309,,The Joneses (2009),,,,,"$215,322",,"$552,845",,,,,,,,,"$150,947","$1,475,746",,,,"$6,339",,,,,,,,,,"$5,279",,,,,,,,,,"$40,661",,,,"$1,602,629",,,"$213,616",,,,"$57,095",,,"$168,000",,,"$12,106",,,,"$1,233,788",,"$25,914",,,"$70,872",,,"$137,142",,,,,"$30,613",,"$127,429","$78,614","$52,423","$786,455",,,
1183672,,The Girl on the Train (2009),,,,,"$50,998",,,,,,,,,,,,,,,,,,,,"$1,280,441",,,,,,,,,,,,,,,,,,,,,,,"$67,384",,,,,,,,,,,,,,,,,,,,,"$97,117",,,,,,,,,,,,,,
1329457,,Gainsbourg: A Heroic Life (2010),,"$108,786","$92,633",,"$462,434",,,,,,,,"$8,420",,"$6,840",,,,,,,,,,"$9,234,225","$698,066",,,,,,,,,,,,,,,,"$4,383",,,,,,"$18,909","$26,403",,,,,,,,,"$27,487",,,,"$264,785",,,,,,,"$253,353","$54,754",,,,,,,,,,"$725,732",,,
1156143,,Wild Grass (2009),"$97,911",,"$29,605",,"$61,419",,"$192,307",,,"$7,079",,,,,,,"$403,952",,,,,,,,"$3,202,807","$89,450",,"$38,963",,,,,,,"$377,828",,,,,,,,,,,,,,,,,,,,"$8,800",,,"$60,866",,"$3,073",,"$23,246",,,,,"$1,912",,"$222,592",,,,,,,,,,,,"$13,080",,
1107816,,Giallo (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,458",,,,,,,,,,,,,,,,,,,,,,,,,"$4,050",,,,,,,,,,,,,,,,,,,"$28,605",,,,
0411951,,Tekken (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$389,039",,,,,,,,,,,,,"$189,281",,,,,,,,"$221,766",,,,,,,,,,,,,,,,,,,
0406098,,Something Like Happiness (2005),,,,,,,"$37,982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,567",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
