imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,West Indies
0388311,,Or (My Treasure) (2004),,,,,,,,,,,,,,,,,,,,,,"$29,194",,,,,,,"$156,571",,,,,,,,,,,,,,,,,,,,"$14,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0382621,,Cronicas (2004),,,,,,,,,,,,,,,,,,,,,,"$300,322",,,,,,,,,,,,,,,,,,,,,,,,,,,"$408,063",,,,,,,,,,,"$7,051",,,,,,,,,,,,,"$34,171",,,,,,,,,,,
0051378,,Elevator to the Gallows (1958),,,,,,,,,,,,,,,,,,,,,,"$374,671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,983",,,,,,,,"$6,130",,,,,,,,,,,,,,,,,,,,,,,,
0358294,,Into the Sun (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$164,762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0372594,,Private Eye Vares (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,675,752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0337631,,The Boys & Girl from County Clare (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0396652,,Ice Princess (2005),,,,"$51,951",,,,,,,,,,,,,,,,,,,,,,,,,,"$117,142",,,,"$54,867",,,,,,,,,,,,,,,"$1,292,374",,,"$273,022",,,,,,,,"$18,600",,,"$1,589",,,,,,,,"$300,000",,"$171,545",,,,,,,"$71,380",,,,
0378947,,Melinda and Melinda (2004),"$464,834",,"$345,165","$156,120",,,"$176,548",,"$642,035",,,,"$89,877",,,"$10,982",,,"$13,766","$36,271","$62,624",,"$4,631",,,,"$10,264",,"$2,926,801","$1,137,281","$266,400","$27,399","$59,976","$9,376",,,"$70,119","$2,034,720",,"$211,436",,,,"$14,612","$9,947",,"$10,120",,"$197,070",,,"$61,446","$23,086",,"$197,077",,"$45,812",,"$352,452","$213,703","$11,142",,,,,,,,"$4,035","$5,902","$15,697",,"$4,525,827","$181,105","$221,117",,,"$14,193",,,"$1,393,699","$33,658","$14,722",
0385307,,Miss Congeniality 2: Armed & Fabulous (2005),"$304,143",,"$6,266,980","$963,811",,,"$1,264,333",,"$2,200,000","$71,840",,,"$121,936",,,,,,"$101,175",,"$462,011",,,,,"$77,290",,"$170,857","$445,604","$4,579,877","$223,200","$302,973","$517,285","$114,335",,"$111,000","$77,300","$350,837",,"$1,645,199",,,,,,,,,"$3,291,509",,,"$1,418,123","$695,456",,"$490,508",,,,"$196,336","$356,218",,,"$99,495",,"$604,409",,"$20,541",,"$18,204",,"$1,100,000","$970,749","$2,428,299","$118,000","$1,121,386","$811,642","$288,700","$295,808","$111,746","$324,940","$10,121,539",,,
0372237,,Guess Who (2005),,,"$3,038,601","$98,113",,,"$1,071,830",,"$1,676,379","$72,080","$513,024",,,,"$159,287","$35,572",,,,,,,"$56,130",,"$187,547","$43,260",,,"$1,440,518","$1,289,650","$157,824",,"$217,867","$82,976",,,,"$695,840","$53,060","$31,562",,,,"$48,279","$159,085","$76,382","$7,963","$196,356","$2,593,175",,"$877,367","$808,411","$473,765",,,,"$311,940","$423,129","$115,245","$180,498","$548,126",,,,"$695,710","$853,413",,"$337,308",,"$180,054","$863,337","$882,670","$6,152,393","$98,532","$344,992","$419,280","$106,469","$119,169",,"$409,651","$4,283,766","$59,859","$658,134",
0430289,,A League of Ordinary Gentlemen (2004),,,,,,,,,,,,,,,,,,,,,,"$18,807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$303,808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0043972,,The River (1951),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,594",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,763",,,
0372814,,Free Radicals (2003),,,,"$78,928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0292886,,Eight Hundred Bullets (2002),"$46,752",,,,,,,,,,,,,,,,,,,,,$866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,514,521",,,,,,,,,,,
0110008,,Pom Poko (1994),,,,,,,,,,,,,,,,,,,,,,"$372,405",,,,,,,"$879,930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119472,,Knockin' on Heaven's Door (1997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$208,429",,,,,,,,,,,,,,,,,,,
0113703,,Love Letter (1995),,,,,,,,,,,,,,"$7,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$454,754",,,,,,,,,,,,
0378428,,Natural City (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$209,,,,,,,,
0046022,,The Earrings of Madame De... (1953),,,,,,,,,,,,,,,,,,,,,,"$130,561",,,,,,,$852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,223",,,,,,,,,,,,,,,,,,,,,,,,
0424565,,The Wild Parrots of Telegraph Hill (2003),,,"$21,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$136,892",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,478",,,
0357110,,The Ballad of Jack and Rose (2005),"$61,264",,,,,,,,,,,,"$18,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,394",,,,,,,,,,,"$26,160",,,,,,,,,,,,,,,,,,,,,"$37,698",,,
0401792,,Sin City (2005),"$629,114",,"$4,803,731","$1,867,879",,,"$1,269,916",,"$2,351,101","$72,046",,,"$357,078",,,,,,"$573,073",,"$1,310,345",,,,,,,"$942,458","$8,199,306","$9,188,301","$1,390,500","$371,047","$471,417","$226,963",,,,"$5,110,980",,"$5,994,898",,,,,"$23,599",,,,"$2,900,891",,,"$1,278,915","$646,257",,"$1,385,892",,,,"$1,060,116","$534,961",,,"$62,189","$2,050,000","$1,946,322",,"$22,581",,"$137,474",,"$220,468","$2,181,077","$6,102,303","$1,206,118","$1,321,966","$478,591","$108,700","$698,481",,,"$12,899,526",,,
0388500,,Beauty Shop (2005),,,"$64,071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$106,117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$723,915",,,
0374583,,Look at Me (2004),"$168,452",,"$204,104","$164,797",,,"$530,650",,,"$1,523",,,"$10,068",,,,,,,,"$93,373",,,,,,,,"$11,018,100","$1,040,572",,,,,,,,"$1,059,360",,,,,,,,,,,"$39,955",,,"$75,307","$31,435",,"$152,681",,,,,"$46,441",,,"$2,455",,"$60,016",,,,,,,,"$439,195","$166,045","$566,612","$35,893",,,,,"$1,047,073",,,
0318649,,Sahara (2005),"$131,815",,"$4,256,902","$730,672",,,"$561,781",,,"$139,739",,,"$137,572",,,,,,"$116,592",,"$278,384",,,,,"$54,797",,"$204,450","$2,362,631","$4,687,284","$331,200","$255,105",,"$171,866",,,,"$3,325,503",,"$2,126,576",,,,,"$42,573",,,,"$1,891,487",,,"$612,935","$694,521",,"$180,255",,,,"$556,251","$593,444",,,"$56,460",,"$2,163,199",,"$44,152",,"$28,478",,"$559,754","$2,658,386","$4,788,975","$290,886",,"$701,961","$465,500","$89,728","$280,063","$426,296","$9,049,598",,,
0332047,,Fever Pitch (2005),,,"$1,135,788",,,,,,"$533,581","$20,346",,"$8,590",,,,,,,,,,,"$15,151",,,,,,"$6,314","$43,293",,,"$66,347","$25,231",,,,"$17,610","$2,013",,,,,,"$38,330","$18,428",,,"$1,586,974",,"$232,610",,"$178,741",,,,"$94,087","$206,455","$12,217",,"$266,950",,,,,,,"$156,435",,,"$258,762","$719,353","$1,130,391",,,,,,,"$113,433","$1,374,126",,"$272,538",
0377059,,Eros (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$267,632",,"$37,800","$94,929",,,,,,"$901,668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,392",,"$33,207",,,,,,
0365938,,Winter Solstice (2004),,,,,,,,,,,,,,,,,,,,,,"$319,355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,262",,,,,,
0356999,,Not on the Lips (2003),,,,,,,,,"$19,031",,,,,,,,,,,,,,,,,,,,"$4,049,778",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,560",,,,"$22,057",,,,,,,,
0274155,,Tanguy (2001),"$87,124",,,"$158,670",,,,,,,,,"$64,955",,,,,,,,,,,,,,,,"$21,418,121","$1,097,208",,,,,,,,"$692,752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,239","$753,535",,,,,,,,,,,
0376717,,Gold Diggers (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$302,140",,,,,,,,,,,,,,,,,,,
0386342,,Brothers (2004),"$9,813",,,,,,,,,,,,,,,,,,,,,"$389,220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,736",,,,,,,,,,,,,"$67,653",,,"$5,284",,,,,,,,
0058003,,Red Desert (1964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,567",,,,,,,,,,,,,,,,,,,,,"$7,076",,,
