imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela
1937118,,Chinese Puzzle (2013),"$212,691","$271,062","$77,160",,"$528,657","$3,678","$189,475","$2,544",,,,,"$6,636",,,,,,,,,"$13,269,807","$797,098",,"$67,512","$38,303","$21,028",,,,"$175,162",,,,,,"$30,460",,,,,,,,,"$41,618",,"$69,538",,,"$153,070",,"$17,971",,,,,"$451,916",,,,"$7,363","$36,675",,,"$101,704","$58,646",
2288005,,A Turtle's Tale 2: Sammy's Escape from Paradise (2012),"$996,427",,,,,"$55,143","$1,428,112",,,"$446,915","$1,700,000","$702,602",,,,,,"$519,441",,,,,,,,"$321,211",,,,,,,,,,,,,"$269,528","$2,839,173",,,,,,"$470,598",,,,,"$2,652,777",,"$122,216",,,,"$9,587,612",,,,,"$38,451",,,,,"$66,059","$1,354,801"
1408253,,Ride Along (2014),,"$2,305,378","$147,067",,"$191,465",,,"$151,055",,,,,,,,,"$9,703",,"$88,021",,,"$29,419","$2,564,537",,,,"$187,394","$75,311",,,"$205,035",,,,,,"$248,317",,,,"$583,815",,"$25,370",,,,,,,,,,,,,"$435,478",,,,,,,"$22,162","$244,373","$1,342,229","$6,931,768",,
1736552,,Breakaway (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,899",,,"$6,674",,,,,,,,,,,,,,,"$11,623",,,,,,,,,"$172,837",,
1205537,,Jack Ryan: Shadow Recruit (2014),"$344,216","$4,919,544","$254,151",,"$645,075","$23,438","$1,756,432","$215,518",,"$50,465","$26,210,000","$405,480","$79,442","$41,442","$372,144",,"$21,448","$187,770","$102,644",,"$226,232","$3,540,009","$2,268,689",,"$90,247","$639,121","$226,697","$42,563",,"$546,302",,,"$4,949,111",,,,"$139,455",,"$1,092,620","$2,815,135","$1,364,869","$694,151","$13,246","$401,901",,"$265,769","$508,336","$126,238","$420,326",,"$3,603,026","$22,215","$856,810","$19,089","$35,681","$464,493","$2,195,358","$2,339,132","$568,449",,,"$673,417","$625,284","$530,406","$1,240,890","$5,579,249","$14,505","$1,323,958"
1840309,,Divergent (2014),"$1,295,582","$9,805,295","$863,930",,"$3,757,959","$122,921","$6,482,718","$181,082",,"$1,111,666","$12,320,000","$1,282,700","$140,636","$245,874","$1,667,520",,"$26,953","$332,440","$224,148",,"$1,033,559","$12,418,719","$7,111,957",,"$442,589","$1,135,055","$397,042","$136,169","$262,730",,"$3,269,278",,"$1,569,923",,,,"$307,175",,"$1,489,105","$7,797,101","$2,566,597","$2,148,949","$69,623","$1,799,643",,"$933,915","$1,644,662","$682,819","$763,952",,"$6,663,129","$28,614","$2,276,242","$99,696","$67,298","$237,994","$2,998,675","$4,187,988","$1,946,109",,,"$1,692,999","$963,060","$273,401","$1,618,986","$11,110,379","$161,954","$2,906,845"
2707848,,Saint Laurent (2014),,,,,"$74,215",,"$57,785","$4,806",,,,,"$6,472","$8,066",,,,,,"$8,031",,"$2,498,642",,,,"$31,680",,,,,,,,,,,,"$24,024",,,,,,,,,,,,,,,"$16,216",,,"$3,571",,,,,,"$39,256",,,,,,
1723642,,HOUBA! On the Trail of the Marsupilami (2012),,,,,,,,,,,"$650,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,790,759",,,,,,,,,,,,,,,,,
2752758,,Devil's Due (2014),"$796,325",,,"$100,868",,"$69,083","$1,623,080",,,"$586,413",,"$841,647","$26,059",,,,,"$234,037","$216,748",,,"$1,466,073","$119,701",,,,,,,,"$317,363",,,,,,"$21,590",,"$789,222","$3,543,448","$802,524",,,,,"$454,665","$221,116","$141,597",,,"$1,619,067","$9,963","$343,490",,,"$44,991",,"$182,063",,,,,"$201,365",,"$222,833","$3,497,595","$32,267","$555,446"
1793239,,The Assault (2010),,,,,"$114,709",,,,,,,,,,,,,,,,,"$4,228,029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0782700,,When Darkness Falls (2006),,,,,,,,,,,,,,,,,,,,,,,,,"$2,008",,,,,,"$218,530",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$220,218",,,,,,,,,
0356922,,The Mystery of the Yellow Room (2003),,,,,,,,,,,,,,,,,,,,,,"$5,813,502",,,,,,,,,,,,,,,,,,,,,,,,,,,,$409,,,,,,,,,,,,,,,,,,
2248944,,2 + 2 (2012),"$5,648,736",,,,,,"$135,037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$571,293",
2296697,,Concussion (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,351",,
1464191,,Decoding Annie Parker (2013),,,,,,,,,,,,,,,,"$48,390",,,,,,,,,,,,,,,,,,,,,,,,,,"$3,543",,,,,,,,,,,,,,,,,,,,,,,"$8,115",,,
1592521,,Cousinhood (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$89,095",,,,,,"$144,719",,,,,,,,,,,,,,,,,,,,,,"$60,589"
2178470,,Yeh Jawaani Hai Deewani (2013),,"$574,592",,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,801,783",,,,,,,,,,,,,"$138,588",,,,,,,,,,,,,,,,,,,,,,,,"$1,649,352",,
1588342,,Easy Money II: Hard to Kill (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,481",,,,,,,,,,,,,,,,,
1816518,,Ernest & Celestine (2012),,"$59,196",,,"$735,966",,,,,,,,,"$33,835",,,,,,,,"$6,470,088",$309,,,"$19,211",,,,,"$221,973",,,,,,,"$1,668",,,,"$84,426",,"$118,594",,,,,"$4,743",,"$100,502",,,"$3,772",,,,"$53,085",,,,,,,$890,,,
1226334,,Private Lessons (2008),,,,,,,,,,,,,,,,,,,,,,,,,,"$14,603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302559,,The String (2009),,,,,,,,,,,,,,,,,,,,,,"$56,427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0446370,,My Son (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,896",,,,,,,,,,,,,,,,,
1414368,,Over Your Cities Grass Will Grow (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,955",,
1714833,,Drift (2013),,"$912,636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186812,,It Boy (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$451,109",,,,,,,,,,,,,,,,,
1188992,,The House of Branching Love (2009),"$10,306",,,,,,,,,,,,,,,,,,,,"$1,801,039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,201",,,,,,,,,"$5,202",
1418377,,"I, Frankenstein (2014)","$831,916","$318,233","$538,576",,"$521,614","$113,445","$5,878,797","$261,432",,"$577,373","$7,560,000","$1,203,850","$37,224","$139,788",,,,"$104,383","$251,988",,,"$2,221,308","$2,470,358",,"$304,410","$577,631","$263,499","$12,204",,,"$950,827",,,,,,"$119,306",,"$1,926,244","$5,387,885","$366,202","$337,088",,,,"$1,030,352","$381,108","$241,924","$469,950",,"$11,399,505","$2,477","$1,101,916","$54,551","$10,494","$113,091","$1,576,079","$854,277","$26,805",,,"$1,531,446","$1,417,108","$1,064,799","$898,188","$2,271,158","$5,080",
1587157,,Yu-Gi-Oh! Bonds Beyond Time (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,017,928",,,,,,,,,,,,,,,,,,,,,,,,"$1,136,170",,,,,,,,,,,
1609479,,Better Living Through Chemistry (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937390,,Nymphomaniac: Vol. I (2013),,"$38,317","$291,397",,"$413,610",,"$1,336,290","$34,492",,,,"$251,618","$46,498","$497,190","$1,013,050","$785,896",,,,,"$103,069","$438,177","$1,372,664",,"$247,584","$108,335","$32,831","$13,991",,,"$1,161,824",,,,,,,"$55,781",,"$882,628","$60,964","$20,670",,,,"$48,607",,"$809,186","$89,642",,"$1,804,861","$22,452",,"$175,717","$26,056",,"$336,190","$624,968","$190,935",,,,,"$60,252",,"$155,414",,
2316411,,Enemy (2013),"$59,052",,,,"$3,690","$3,175","$203,903",,,,,"$20,792","$7,011",,,,,,,,,"$1,122,752","$217,023",,"$93,397",,,,,,,,,,,,,,,,"$82,919",,,,,"$64,679","$22,731","$19,756","$51,826",,"$118,553",,"$45,922",,,,,"$194,169",,,"$18,951","$45,212","$11,718",,"$52,267",,,
2142055,,Xingu (2011),,,,,,,"$2,131,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,969",,,,,,,,,"$5,932",,,,,,,,,,
2309224,,Big Bad Wolves (2013),,,,,,,,,,,,,,,,,,,,,,"$136,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$121,107",,,,,,,,,,
2586000,,The Strange Little Cat (2013),,,"$6,071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347521,,I Saw the Sun (2009),,,"$180,106",,,,,,,,,,,,,,,,,,,,"$1,555,535",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,824,420",,,"$7,020",,
2852458,,Stranger by the Lake (2013),"$11,824",,"$29,046",,"$27,438",,"$70,396",,,,,"$2,715",,,,"$325,196",,,,,,,"$87,403",,,,,,,,"$133,172",,,,,,,,,"$122,390",,,,,,,,,"$13,122",,,,,,,,"$24,896","$65,296",,,,,,,,"$243,243",,
1967545,,Labor Day (2013),"$83,210","$665,462",,,,,"$171,069",,,"$36,268",,"$52,195",,"$46,793","$647,165",,"$1,873","$31,535",,,,"$205,479","$417,002",,,,,,,,,,,,,,"$16,504",,"$59,667","$787,275",,"$68,894","$2,566",,,"$49,673",,,"$24,847",,,,"$37,304","$8,147",,"$58,405",,"$626,902",,,,,,,"$93,170","$1,164,374","$14,397",
2427892,,Tom at the Farm (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$93,706",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625150,,North Sea Texas (2011),,,,,"$30,129",,,,,,,,,,,"$28,307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0785002,,Heartbreak Hotel (2006),,,,,,,"$70,714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$72,206",,,,,,,,,,,,,,,$480,,,,,,,,,,,
0445800,,French Fried Vacation 3: Friends Forever (2006),"$9,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$380,000",,,,,,,,,,,,,,,,,
1981107,,The Young and Prodigious T.S. Spivet (2013),,,"$118,341",,"$408,982",,"$85,761",,,,,,"$17,716",,,,,,,,,"$5,633,054","$1,492,951",,"$46,632","$174,069",,,,,,,"$132,869",,,,"$9,142","$1,784",,,"$50,095",,,,,,,,"$6,763",,,,,,,,,"$280,309",,,,,,,"$13,847","$138,298",,
1726861,,The Prey (2011),,,,,"$36,842",,,,,,,,,,,"$13,959",,,,,,"$3,051,086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$779,,
2425486,,Gloria (2013),"$7,480",,"$102,647",,"$71,136",,"$126,758",,,"$797,613",,"$50,201",,,,,,"$11,384",,,,,"$792,289",,"$132,774",,,,,,"$1,076,085",,,,,,,,,"$64,430","$271,677","$143,848",,,,,,"$12,067",,,,,,,,,,"$475,660","$96,601",,,,"$27,557",,,"$93,427",,
2177771,,The Monuments Men (2014),"$530,689","$8,075,296","$639,132","$40,702","$1,235,391","$15,109","$2,809,633","$114,362",,"$235,035","$7,390,000","$285,640","$100,239","$205,262","$591,502","$78,031,620","$13,728","$136,556","$57,538",,"$398,675","$11,024,135","$6,477,176",,"$661,173","$602,220","$368,623","$30,889","$202,355","$348,067","$5,271,040",,"$1,064,988",,,,"$116,197",,"$202,324","$1,753,510","$2,253,161","$1,182,136",,"$411,748",,"$207,870","$165,096","$337,233","$930,428",,"$2,069,493","$43,863","$374,651","$92,899","$54,986","$224,388","$390,527","$5,742,105","$1,223,052",,,"$173,869","$549,316","$246,146","$394,695","$10,239,935","$55,839","$314,396"
1855236,,Just Like a Woman (2012),,,,,,,"$15,608",,,,,,,,,,,,,,,,,,,,,,,,"$7,195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490017,,The Lego Movie (2014),"$416,315","$27,757,563","$1,923,423",,"$2,763,810","$223,513","$5,663,649","$93,527",,"$1,868,661",,"$1,169,671","$285,321","$1,267,726","$2,909,554","$257,966,122","$35,883","$972,545","$101,636",,"$1,808,878","$11,649,032","$13,186,119",,"$610,618","$1,919,875","$791,334","$271,163","$262,120","$1,371,007","$4,689,551",,"$1,743,079",,,,"$197,773","$95,145","$1,331,532","$10,004,633","$4,429,895","$3,582,781","$66,862","$2,239,641",,"$1,211,817","$1,161,725","$3,937,105","$1,086,024",,"$6,108,299","$74,553","$2,459,282","$581,463","$111,443","$949,538","$1,433,366","$7,189,524","$2,512,566",,,"$419,202","$839,124","$318,055","$1,293,821","$56,890,654","$146,210","$2,372,628"
2063008,,The Road (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$849,565",,,,,,,,,,,,,,,,,,,,,
1234721,,RoboCop (2014),"$1,976,144","$6,317,302","$629,567","$172,988","$129,996","$390,722","$14,246,934","$186,609",,"$1,309,488","$50,820,000","$2,045,660","$147,921","$254,663","$585,384",,"$68,140","$1,024,743","$121,752",,"$270,946","$5,662,696","$5,177,375",,"$493,479","$2,014,363","$298,350","$58,946","$794,574","$464,135","$2,381,508",,"$4,033,472",,,,"$158,607",,"$5,833,356","$8,012,807","$1,111,674","$933,237","$335,752","$552,254",,"$1,816,465","$2,188,074","$659,774","$667,468",,"$9,797,101","$25,918","$3,035,339","$112,390","$33,726","$466,205","$6,876,965","$2,944,315","$1,789,572",,,"$2,366,356","$682,764","$1,100,934","$1,569,094","$13,333,956","$134,001","$2,821,410"
2172985,,The Art of the Steal (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,385",,
2382009,,Nymphomaniac: Vol. II (2013),,,"$127,682",,"$190,129",,"$540,146","$20,307",,,,"$68,389","$21,188","$202,274","$65,826","$327,167",,,,,,"$220,009","$539,594",,"$107,007","$54,601",,"$4,189",,,"$459,498",,,,,,,"$12,905",,"$350,019",,,,,,"$9,066",,"$83,649","$50,436",,"$999,934","$16,203",,"$51,932","$12,913",,,"$255,499",,,,,,"$52,148",,"$92,015",,
0291400,,Monsieur Batignole (2002),,,,,,,,,,,,,,,,,,,,,,"$8,353,894",,,,,,,,,"$241,319",,,,,,,,,,,"$153,453",,,,,,,,,,,,,,,,"$300,134",,,,,,,,,,
0380798,,Viper in the Fist (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,134",,,,,,,
0478548,,Red Needles (2006),,,,,,,,,,,,,,,,,,,,,,"$1,468,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,515",,,,,,,,,,
2207072,,Eyjafjallajökull (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$131,502",,"$23,004",,,,,,,,,,,,,,,,,,,,,,,,,,
