imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Central America,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Denmark,Domestic,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Israel,Italy,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
4334482,,Viva (2015),"$4,171",,,,,,,,,,,,,,,,,,,,,,,"$116,195",,,,,,"$2,293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,896",,,,,,,,"$16,346","$85,140",,,,,,,,,,,"$19,927",,,
3808342,,Son of Saul (2015),"$30,125","$231,576","$24,011",,"$290,897",,"$200,025",,,,,,"$69,325",,,"$12,399","$106,274",,,,,,"$86,806",,"$63,226",,"$155,902","$80,775","$1,059,297","$3,487",,,,,,"$377,072",,,,,,,"$1,275",,"$100,060",,"$363,974","$10,797",,"$142,292",,,,,"$25,106",,"$120,218","$44,501",,"$54,087",,"$27,776",,,"$23,691",,,"$154,070","$419,431",,,,,"$41,747","$12,843",,"$48,321",,,"$484,104","$6,301","$10,287",
4379180,,Rabid Dogs (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,228",,,,,,,,,,,,,,,
1596345,,Pawn Sacrifice (2014),"$41,085",,,,"$30,118",,"$145,440",,,,,,"$50,575",,,,"$13,389",,,,,,"$12,602","$427,026","$188,807","$35,666","$55,978",,,"$6,056","$67,363",,"$1,304",,,,,"$2,997",,"$118,157","$7,188","$20,484","$2,367","$58,765","$138,563",,"$36,142",,,"$9,575",,,,,,,,"$41,798","$5,314",,,"$118,294","$10,128","$16,700",,"$2,923","$7,463","$123,489","$231,577",,,,,,"$33,759",,"$56,169","$33,539","$41,468",,,,
3072482,,Hardcore Henry (2015),"$47,688",,"$32,161",,"$47,390",,,,,,,,,"$27,412",,"$109,725","$37,892",,,,"$27,588",,"$85,067","$375,665","$287,827",,"$24,477","$147,062","$29,955","$22,985",,,,,,"$643,580","$355,031",,,,"$31,002",,"$30,571",,"$63,459",,"$161,525",,,"$122,989",,,,"$16,861","$21,751",,"$249,018","$94,620",,,,"$2,602,056","$8,258","$16,113","$52,553","$10,513","$7,363","$339,626","$2,278","$68,317","$43,587",,,"$81,705","$111,982",,,"$59,640",,"$583,996",,,
0914813,,Mega Snake (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$112,742",,,,,,,,,,,,,,,,,,,,,,,,,,,
3970482,,Roger Waters: The Wall (2014),"$112,488",,,,,,"$135,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,350",,,,,,,"$18,216",,,,,,,"$52,765",,,,,,,,,,,,,,,,,,,,,
2503944,,Burnt (2015),"$98,815","$2,090,156","$150,063",,"$155,845",,"$1,295,401","$149,618",,,,,"$41,150","$127,425",,"$77,333","$110,849",,"$14,393",,"$34,234",,"$53,805","$2,483,452","$282,966",,"$183,381","$377,748","$100,770","$21,285",,,,,,"$2,301,396",,,,,"$26,351","$170,621","$34,281",,"$360,860",,"$775,149","$230,627",,"$20,297","$2,972",,,,"$66,598","$46,541","$800,462","$361,969",,"$287,089",,"$900,646","$23,969","$191,738","$96,975","$23,205","$344,304","$1,249,660",,"$171,047",,"$173,358","$585,949","$1,333,351","$17,164",,"$237,384","$124,054","$619,526","$1,611,291",,,
1837636,,Queen of the Desert (2015),,"$223,802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,837",,,,,,,"$5,692",,,,,,,,
2954474,,Visions (2015),"$52,405",,,,,,"$289,074",,,,,,"$70,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$79,182","$161,380",,,,,,,,,,,,,,,,,,,"$17,270",,,,,,,,,,,,,,,,,,,"$161,091"
3161960,,Nobody from Nowhere (2014),,,,,"$5,951",,,,,,,,,,,,,,,,,,,"$651,146",,,,,,,,,,,,,,,,,,,,,"$22,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944352,,Heneral Luna (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,419,599",,,,,,,,,,,,,,,,,,,,,,,,,,,
0315152,,If I Were a Rich Man (2002),,,,,,,,,,,,,,,,"$7,517",,,,,,,,"$5,576,912",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689910,,Miss Hokusai (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,420",,,,,,,,,"$143,612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702996,,Suck Me Shakespeer 2 (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$325,112",,,,,,,,,,,,,,,,,,,,,
3733778,,Pay the Ghost (2015),,,,,,"$45,179",,,,,,,,,,,,,"$226,524",,,,,,,,,,,,,,,,,,,,,,,,,,"$1,114,934",,,,,,,,,,,"$77,707",,,,,,"$507,131",,"$218,777",,,,,,,,,,,,,,,,,,,
4195368,,Flying Colors (2015),,,,,,,,,,,,"$5,773,743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224317,,Robber (2013),,"$35,465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$172,393",,,
1727790,,Fire in Babylon (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$41,681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101132,,Ghoul (2015),,,,,,,,,,,,,"$79,760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$308,690",,,,,,,,,,"$52,087","$18,385",,,,,,,,,,,,,,,,,,,,,,,,,"$24,920",,
3083008,,The Program (2015),,"$166,114","$30,546",,,,,"$7,687",,,,,"$62,110",,,"$10,546","$10,166",,,,"$7,768",,,"$623,110","$215,632",,"$11,150",,,$860,"$3,635",,,,"$22,986","$342,959","$505,254",,,,"$6,855","$16,717",,,,,"$46,517","$72,802",,"$14,377",$346,,,,,"$1,912","$41,960","$4,075",,,,,,"$13,990","$28,166","$3,315","$11,156","$42,247","$75,368",,"$40,818",,,"$12,770",,,"$7,768",,"$63,845","$578,026",,,
3614922,,Helios (2015),,,,,,,,,,,,"$33,180,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115932,,Hollywood Adventures (2015),,,,,,,,,,,,"$51,620,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954206,,The Dirty Picture (2011),,"$108,638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,472",,,,"$12,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0453671,,Garam Masala (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,083,755",,,
0464160,,Chup Chup Ke (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,949,887",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$628,194",,,
1180583,,Vaaranam Aayiram (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$796,297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346824,,1001 Grams (2014),,,"$6,802",,"$4,356",,,,,,,,,,,,,,,,,,,"$29,010","$44,956",,,,,"$1,234",,,,,,,,,,,,,,,,,,,,"$83,689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074512,,Cemetery of Splendor (2015),,,"$3,756",,"$7,328",,"$12,654",,,,,,,,,,,,,,,,,,"$4,074",,,,,$774,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,020",,,,,,,,,,,"$6,936",,,,,,,,,,,"$5,440",,,
4159182,,The Lady in the Car with Glasses and a Gun (2015),,,,,"$10,685",,,,,,,,,,,,,,,,,,,"$292,889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,720",,,,,,,,,,,,,,,,,,,,,
0295001,,Vaya con Dios (2002),,,"$41,078",,,,,,,,,,,,,,,,,,,,,,"$539,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,717",,,,,,,,,,,,,,
2611652,,Virgin Mountain (2015),,,,,,,"$20,365",,,,,,"$26,709",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466550,,Antarctica: Ice and Sky (2015),,,"$7,732",,"$8,829",,,,,,,,,,,,,"$14,475",,,,,,"$131,008",,,,,,$633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,593",,,"$4,448",,,
4136636,,Little Mountain Boy (2015),,,"$8,254",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$46,999",,,,$311,,,,,,,,,,,,,,,,,
3486542,,Mediterranea (2015),,,"$2,932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,331",,,,,,,,"$2,053",,,,,,,,,,,,,,,,,,,,,,,,,
4375438,,The Club (2015),,,,,"$12,101",,"$23,497",,,,,,,,,,,,,,,,,"$79,860","$17,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,515",,,,,,,,,,,"$310,173",,,,,"$10,558",,,"$14,619",,,"$13,127",,,
2510894,,Hotel Transylvania 2 (2015),"$2,438,444","$8,661,963","$1,856,251","$688,922","$2,993,671","$1,366,460","$10,803,311","$805,995",,"$2,600,000","$3,989,196","$18,701,176","$5,416,051","$420,498",,"$1,792,522","$2,238,124","$169,700,110","$3,082,485","$329,587","$358,280","$4,630","$1,005,413","$16,090,097","$13,331,074","$20,237","$1,442,885","$1,244,721","$1,277,507","$195,342","$667,714",,,,"$2,216,969","$10,490,459","$127,816","$261,439","$33,519",,"$424,185","$418,131","$603,546","$2,379,721","$23,925,697",,"$3,319,511","$918,728","$63,491","$1,052,268","$169,210",,,,"$4,044,637","$2,680,255","$5,775,313","$1,386,568","$689,437","$1,038,346",,"$15,885,694","$321,037","$1,827,903","$996,323","$434,903","$1,186,945","$9,239,158","$12,347,946","$3,307,545",,"$658,024","$861,197","$1,673,939","$1,039,900",,"$2,164,190","$1,981,115","$2,858,098","$29,832,652","$621,245","$24,966,016","$1,743,465"
3561348,,The Dinner (2014),"$51,522",,,,,,,,,,,,,,,,,"$7,282",,,,,,,,,,,,,,,,,,"$937,526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,321",,
2093153,,When Day Breaks (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,419",,,,,,"$10,883",,,,,,,,,,,,,,
3401748,,Oddball (2015),,"$7,911,266",,,,"$35,406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$545,059",,,,,,,,,,,,"$427,026",,,,,,,,,"$1,158,286",,,,,,,,,"$5,923",,,,,,,,,,,,,,"$34,584",,,
1233487,,Don't Look Down (2008),"$17,878",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480164,,Wild Life (2014),,,,,"$33,787",,"$3,189",,,,,,,,,,,,,,,,,"$481,882",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658801,,Freeheld (2015),"$13,336",,"$15,833",,,,"$74,721",,,,,,,,,,,,,,,,"$24,319","$148,900","$82,867",,,"$66,410",,,,,,,,"$231,083",,,,,,,,,,,"$31,904","$16,316",,,,,,,,,,"$45,444",,,,"$8,622",,,,$840,"$5,628",,"$93,044",,,,,,,,"$10,954",,,"$18,245","$3,517","$9,153",
3707106,,By the Sea (2015),"$158,002","$174,334","$11,425",,"$9,418",,"$123,286",,,,,,,"$8,551",,"$21,059","$8,123",,"$51,802",,,,"$8,258","$77,958","$90,455",,"$53,772","$84,791",,,,,,,"$38,927","$244,457",,,,,"$20,419","$27,057","$21,152",,"$100,691",,,,,,,,,,"$27,513","$19,187","$69,674",,,"$85,770",,"$208,984",,,"$18,501","$6,513",,"$36,704","$25,120","$14,294",,,,,"$11,618",,"$165,964","$225,760",,"$37,732","$4,100","$140,732",
2088962,,An Open Heart (2012),,,,,,,"$120,972",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$148,046",
