imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Japan,Jordan,Kenya,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
1828959,,Make Your Move (2013),,,,,"$238,501",,,,,,,,"$11,227","$29,887",,,,,,,,,,,,"$225,420",,"$5,389",,,,,,,,,,,"$79,621",,"$340,997",,,,,,,"$35,203",,"$13,076",,,"$279,139",,"$43,263","$9,913",,,,,,,,,,"$74,990",,,"$71,955",,,,
0458481,,Sin City: A Dame to Kill For (2014),"$127,883","$542,546","$443,049",,"$193,278",,"$495,896","$85,602",,"$64,047",,,"$48,932","$318,724","$206,456",,,"$34,617",,,"$465,587","$2,874,689","$3,052,722",,"$63,591","$300,328","$181,184","$45,336",,,,"$1,846,524",,,,,"$18,531",,,"$202,451","$295,811","$104,642",,"$133,987",,,"$58,509","$77,082","$437,144","$45,948",,,"$7,216,158","$9,191","$79,959","$81,564","$8,196","$98,079","$470,396",,"$280,801",,,,,"$98,256","$458,441","$185,733","$166,186","$2,967,018",,,
1355630,,If I Stay (2014),"$693,945","$2,485,020","$252,167",,"$1,321,033","$16,120","$2,765,454",,,"$434,365",,"$404,508","$35,592","$74,129",,,"$8,662","$227,888","$127,981",,"$122,376","$365,302","$777,591",$550,,"$221,641","$24,879","$47,552","$31,125",,"$69,617","$170,414",,,,,"$125,864",,,"$2,830,269","$583,202","$490,557","$10,002",,,,"$292,450","$1,339,082","$530,625","$124,993",,,"$2,028,914",,"$441,914","$65,775",,"$186,922",,"$601,502","$15,329",,,,,,"$217,485","$41,140","$256,363","$2,582,529","$42,136","$488,175",
2517658,,The Canal (2014),"$39,604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,615",,,,,,,,,"$13,654",,,,,,,,,,,,,,,,"$2,479",,
2043933,,Night Moves (2013),,,"$27,301",,"$38,870",,,,,,,,,,,,,,,,,"$380,834","$45,231",,,,,,,,,,,,,,,,,$401,,"$5,790",,,,,,,"$1,277",,,,,,,,,,,,,,,,,,"$3,548",,,"$83,506",,,
0062751,,Boom! (1968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$322,,,,,,,,,,,,,,,,,,,,,,,
1029154,,El resultado del amor (2007),"$61,927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$372,,
1545754,,Are You Here (2013),,,,,,,"$39,561",,,,,,,,,,,,,,,,,,,"$11,074",,,,,,,,,,,,,"$209,668","$19,552",,,,,,,,"$3,473",,,,,,,"$27,562",,,,,,,,,,"$237,250","$10,932",,,,,,,
2758890,,Welcome to New York (2014),,"$26,113",,,,,"$91,800",,,,,"$60,103","$2,126",,,,,,,,,,,,,"$38,521",,"$1,572",,,,,,,,,,,,,,"$9,303",,,,,,,,,,,,"$2,462","$12,535",,"$1,938",,,,,,,,,,"$3,302",,,"$68,442","$6,036",,
2737050,,"Two Days, One Night (2014)","$91,551","$165,126","$27,443",,"$469,360",,,,,,,,,,,,,,,,"$77,172","$3,531,732","$228,116",,"$178,031","$20,967",,,,,,"$967,634",,,,,"$2,550",,,,"$288,869",,,,,,,,,"$17,968",,,,,,,"$10,834",,,"$323,936","$18,800",,,,,,"$20,746",,,"$1,125,914","$13,930",,
2866360,,Coherence (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,128",,,,,,,,,,,,,
3005242,,Cantinflas (2014),"$5,920",,,,,"$103,850",,,,"$17,775",,"$988,343",,,,"$6,382,924",,"$472,453",,,,,,,,,,,,,,,,,,,,,,"$9,543,756",,,,,,,"$431,981",,,,,,,,,,,,,"$31,830",,,,,,,,,,,"$9,536","$10,335",
2799166,,The Pyramid (2014),,,,,,,,,,,,,,,,,,,"$512,993",,,"$1,544,399",,,,,,,,,,"$116,053",,"$41,630",,,"$59,865",,"$1,566,750",,,,,,"$39,133",,,,"$175,176",,,,"$2,613,772",,"$524,881",,,"$8,952",,"$203,477",,,,,"$971,623",,"$273,192","$158,801","$374,734","$571,058",,,
1988621,,Exists (2014),"$6,727",,,,,"$27,417",,,,"$16,009",,"$38,749",,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,610",,,"$27,217",,,,,"$188,259",,,,,,,,"$24,639",,,,,,,,,,,,,,,,,,"$35,140"
1663207,,Life of Crime (2013),,,,,,,,"$55,847",,,,,,,,,,,"$7,789",,,,,,,,,"$1,630",,,,,,,,,"$13,239",,,,,,,,,,,,,,,,"$760,758","$1,802","$19,023",,"$10,262","$36,073",,,,,,,,,"$82,694","$45,282","$122,207","$34,617",,,
2870612,,"As Above, So Below (2014)","$137,796",,"$593,931",,"$277,356",,,"$33,699",,"$209,697",,"$247,317","$31,326","$133,958",,,,"$132,490","$56,185",,"$157,572","$1,267,806","$3,353,976",,,,,,,,"$47,259","$1,397,088",,,,,"$15,982",,"$565,923","$1,499,880","$402,258",,,"$129,177",,,"$245,804","$11,323","$434,893","$45,203",,,"$1,631,041","$13,522","$159,745","$43,593","$27,912","$17,380",,"$176,795","$133,288",,,,,"$78,974","$111,737","$245,992","$111,405","$1,600,382","$28,552","$438,891",
2756032,,The One I Love (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,125",,,,,,,,"$69,817",,,,,,,,,,,,,,,,,,"$4,544",,,,,,
1682186,,Headshot (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,347",,,,,,,,,,,,,,,,,,,,,,"$111,791",,,,,,,
2093990,,El nino (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,917,739",,,,,,,,,,,,,
2980592,,The Guest (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,534",,,,,,,"$9,780",,,,,,,,,,,"$2,780",,,,,,,,,"$254,679","$1,352,579",,,
1726592,,Before I Go to Sleep (2014),"$62,899","$928,920","$201,726",,,,,"$62,071",,"$102,842",,"$115,089","$55,491","$55,632",,,,"$36,660","$76,457",,,"$1,227,311","$770,285",,"$142,764","$329,915","$290,651","$22,467",,,,,,,,,"$105,206",,"$34,398",,,"$264,327","$3,157",,"$7,032",,,,"$713,597","$39,933",,"$143,581","$1,308,856","$26,840","$191,956","$36,727",,"$74,718","$263,181","$169,998",,,,,,"$135,229","$367,634","$77,825","$69,496","$5,320,856","$67,939","$523,653",
3169706,,Pride (2014),,"$4,638,391","$87,490",,"$168,851",,,,,,,,,,,"$1,446,634",,,,,"$120,093","$780,882","$727,739",,"$81,361",,,,,,,"$1,546,434",,,,,,,,"$135,212","$299,963","$778,861",,"$78,006",,,,,"$23,205",,,,,,,,,"$42,472","$76,600","$1,041,641","$595,880",,,,,,"$13,080",,,"$6,331,824",,,
2106361,,Into the Storm (2014),"$1,964,412","$4,290,692","$121,688",,"$903,632","$115,687","$2,360,454","$118,318",,"$1,031,763","$17,340,000","$1,606,257","$45,561","$123,899","$363,005","$47,615,959","$16,427","$447,173","$247,140",,"$113,782","$2,594,430","$779,939","$3,458","$43,044","$2,430,158","$107,086","$49,109","$607,114",,"$361,888","$2,653,187","$4,623,988",,,,"$212,981",,"$2,688,618","$10,621,639","$1,259,693","$568,330","$55,231","$71,426",,,"$1,770,459","$1,101,538","$741,524","$573,257",,,"$6,638,842","$13,835","$612,832","$44,361","$7,055","$193,122","$15,664,268","$1,601,782","$331,724",,,,,"$930,124","$506,125","$300,846","$1,774,943","$4,548,316","$63,114","$1,337,211",
1666335,,The Calling (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$156,794",,,,,,,,,,,"$27,412",,,
2343793,,Third Person (2013),,,,,"$75,835",,,,,,,"$95,265",,,,,,"$29,589","$27,957",,,,"$74,304",,"$78,606","$62,822",,,,,,"$372,380",,,,,"$21,989","$8,600",,,,,,,,,"$21,022","$25,116",,"$77,759",,,"$54,642",,"$82,897",,,"$72,510",,"$200,233","$27,313",,,,,"$17,768",,,"$173,161","$3,595",,,
3177316,,Honeymoon (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,025",,,
2920808,,God's Pocket (2014),,,,,,,,,,,,,,,,"$169,976",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,629","$1,225",,,,,,,,,,"$233,737",,,
1600196,,The Drop (2014),,"$406,696","$21,328","$22,186","$758,711",,,,,,,,,,,,,,,,,"$354,741","$119,894",,"$23,272","$81,067",,,,,,"$121,458",,"$8,222",,,"$22,152",,"$99,958",,"$211,370","$56,934",,"$119,632","$17,457",,,"$41,535",,,"$15,664",,,,"$110,884",,,,,"$892,690",,,,,"$20,908",,"$37,640",,"$138,465","$2,376,852",,,
2920540,,"20,000 Days on Earth (2014)",,"$333,801","$14,013",,$137,,,,,,,,"$5,217","$4,094","$49,770",,,,,,"$29,487",,"$152,158",,,,,,,,,,,,,,,,,,,"$72,488",,"$23,719",,,,,"$16,157","$18,690",,,,,,,,,,"$8,227",,,,,,,"$5,289",,,"$849,051",,,
1571249,,The Skeleton Twins (2014),,"$279,755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,467","$61,941",,,,,,,,,,,,,,,,"$14,214",,"$12,497","$43,886",,,,,,,,,"$63,571",,,
2231489,,Saint Seiya: Legend of Sanctuary (2014),"$538,742",,,,,"$17,231","$2,439,732",,,"$343,229","$5,698,965","$554,935",,,,,,"$384,398",,,,,,,,"$123,412",,,,,,,"$2,150,340",,,,,,,"$2,313,180",,,,,,,,,,,,,,,"$25,054",,,,,,,,,,,"$63,618",,,,,,"$345,491",
0430916,,Beautiful Losers (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,678",,,
1634286,,Grassroots (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,136",,,
2278392,,American Dreams in China (2013),,,,,,,,,,,"$86,450,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790864,,The Maze Runner (2014),"$2,555,926","$13,903,824","$918,357","$462,761","$4,298,809","$149,614","$7,355,459","$408,081",,"$1,717,912","$23,990,000","$1,588,723","$164,415","$454,758","$1,875,398",,"$59,596","$887,818","$296,985",,"$832,265","$24,656,497","$7,835,909",,"$626,617","$4,174,555","$426,153","$118,263","$640,748",,"$1,464,565","$3,161,528","$5,289,387",,,"$172,273","$358,921",,"$5,617,491","$10,028,064","$5,242,108","$2,350,744","$67,778","$1,975,008",,,"$1,952,837","$3,174,542","$1,027,101","$765,265","$517,973",,"$13,701,615","$105,770","$3,851,494","$127,220","$61,976","$826,972","$20,377,014","$7,362,059","$2,576,081",,"$822,444","$1,022,986",,"$2,965,322","$2,638,390","$885,020","$2,581,585","$13,927,471","$101,776","$814,137",
2011159,,No Good Deed (2014),,,,"$92,015",,,,,,,,,,,"$1,655",,"$25,212",,"$16,338",,,,"$80,160","$3,103",,,,,,,,,,,,,"$9,913",,,,,,"$106,242",,,,,,,,,,,,,,,"$250,108",,,,,,,,,,,"$203,613",,,,
2994190,,Camp X-Ray (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,578",,,,,,,,,,,,,,,,,,,,,,,,"$50,744",,,,
0338357,,Power and Terror: Noam Chomsky in Our Times (2002),,,,,,,,,,,,,,,,"$292,470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717860,,The Riot Club (2014),,,"$18,715",,"$21,370",,,,,,,,,,,,,,,,,"$237,806","$107,335",,,"$44,348",,,,,,"$498,546",,,,,,,,,,,,,,,,,,,,,,,,,,"$10,987","$21,819",,,,,,,"$23,493",,,,"$2,525,772",,,
0365907,,A Walk Among the Tombstones (2014),"$257,339","$2,198,480","$486,468",,"$362,731",,,"$83,405",,,,,"$25,033","$27,463","$251,957",,"$19,778","$277,617","$46,838",,"$131,137","$1,312,542","$3,907,665",,"$546,349","$409,800","$328,962","$68,436",,,,"$1,124,372",,,"$19,963",,"$101,451",,"$519,933","$2,438,700","$787,130","$307,034","$39,848","$218,433",,,"$384,245","$275,262","$410,261","$286,431",,,"$1,439,649","$3,324","$706,043",,"$24,173","$281,087","$1,645,873","$1,406,079","$242,894",,,"$227,001","$459,007","$351,778","$104,808","$155,191","$804,001","$5,983,096","$52,606","$985,111",
2908856,,My Old Lady (2014),"$152,478","$2,119,478","$125,491",,"$133,416",,"$187,254",,,"$18,748",,,,,"$1,061,533",,,,,,,,"$5,674",,,,,,,,,"$48,892",,,,,,,,"$51,489","$264,871","$681,805",,"$8,729",,,"$48,484",,,"$114,647",,,,,,,,"$78,582",,"$960,710",,,,"$84,690",,,,,,"$434,042","$11,868",,
2034031,,Laggies (2014),,,,,,,,,,,,,,,,,,,"$4,172","$18,593",,"$328,147",,,,,,,,,,,,,,,"$17,613",,,,,,,,"$2,439",,,,,"$26,643",,,"$471,209","$5,683","$65,653",,"$6,731","$40,435",,,,,,,,"$10,608",,"$37,662",,"$276,585",,,
2915160,,Bethlehem (2013),,,,,,,"$23,499",,,,,,,,,,,,,,,"$91,857","$67,614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141751,,God Help the Girl (2014),,,,,,,,,,,,,,,,,,,,,,"$18,563",,,,"$41,731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,614",,"$38,035",,,,,,"$20,637",,,,"$197,969",,,
2725962,,What We Did on Our Holiday (2014),,"$1,285,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$619,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3630276,,Force Majeure (2014),"$25,994","$43,766","$44,763",,"$59,434",,$315,,,,,,,,,,,,,"$53,058","$122,080","$622,896",$222,,"$109,002","$49,802","$16,038",,,,,"$216,209",,,,,,,,,"$279,261","$102,529",,,,,,,,,,$104,,,,"$1,572",,,,"$216,555",,,,,,,,,,"$761,992","$9,250",,
2398231,,The Homesman (2014),,,"$63,676",,"$216,555",,$12,,,,,,,,,,,,,,"$31,358","$168,748","$309,105",,"$214,437",,,,,,,,,,,,,,,,,,,"$45,131",,,,,"$5,965","$18,701",,,,,,,,,"$14,420","$237,119","$33,478",,,,"$4,558","$26,169",,,,,,,
1621046,,Cesar Chavez (2014),,,,,,,,,,,,,,,,"$5,571,497",,,,,,,,,,,,,,,,,,,,,,,,"$1,399,883",,,,,,,,,,,,,,$846,,,,,,,,,,,,,,,,,,,
3108158,,The World of Kanako (2014),,,,,,,,,,,,,,,,"$16,627",,,,,,,,,,"$170,413",,,,,,,"$6,440,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402157,,The November Man (2014),,,,,"$234,653",,"$323,561","$77,884",,,"$4,521,480","$90,160","$37,091",,,,"$26,653","$56,300","$75,023","$20,213",,"$1,025,930",,,"$39,777","$328,618","$98,364","$24,622","$96,474",,,,,,,,"$218,324",,"$166,117","$954,841","$465,047",,"$59,204",,,,"$302,527","$69,112","$22,125","$19,431",,,"$786,111","$21,058","$530,604",,,"$106,940","$1,694,851","$463,310",,,,,"$467,290","$502,198","$165,516","$45,328","$417,907","$14,862",,"$74,294",
2238050,,White Bird in a Blizzard (2014),,,,,"$25,276",,"$35,607",,,,,,,,,,,,,,,"$296,272",,,,"$22,513",,,,,,,,,,,,,,"$28,211",,,,,,,,"$19,868",,,,,,,$826,,,"$7,307",,,,,,,,,,,,,,,
3042408,,Who Am I (2014),,,,,,,,,,,,"$28,966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229511,,Wer (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$365,837",,"$69,349",,,,,,,,,,,"$61,964",,,,,,,
1886502,,Corpo Celeste (2011),,,,,,,"$17,607",,,,,,,,,"$8,919",,,,,,,,,,,,,,,,"$306,413",,,,,,,"$13,489",,,,,,,,,,,$382,,,,,,,,,,,,,,,,,,,,$790,,,
2818178,,When Animals Dream (2014),"$17,259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0787474,,The Boxtrolls (2014),"$220,081","$5,880,750","$340,298",,"$926,901",,"$1,586,578","$140,645",,"$174,221",,"$364,096",,"$236,081","$517,115",,,"$540,885","$34,679","$151,612","$285,538","$2,860,200","$1,101,520",,"$232,372","$306,797","$193,476","$51,259",,,"$729,153","$1,451,006",,"$14,807",,"$193,372","$60,973","$194,889","$339,269","$5,073,059","$1,698,796","$1,118,145",,"$134,924",,,"$351,526","$72,081","$810,341","$665,410",,"$190,915","$2,350,039",,"$209,930","$58,922","$34,067","$108,242","$628,751","$2,584,250","$682,136",,,,,,"$647,333","$284,745","$442,369","$13,816,528","$13,393","$685,936",
2576852,,The Tale of The Princess Kaguya (2013),,"$67,829","$10,710",,"$57,876",,$520,,,,,,,,,"$974,913",,,,,"$40,854","$379,807",,,,"$328,578",,,,,,,"$22,693,504",,,,,,,,,,,"$65,222",,,,,,,,,,,,,,,,"$49,205",,,,,,"$37,148",,,,,,,
3249158,,The Empty Hours (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371150,,This Is Where I Leave You (2014),,"$2,059,568","$121,980",,,,,"$38,183",,"$135,188",,,,,,,,"$138,001",,,"$49,111",,"$369,950",,,,,,"$35,778",,"$128,294",,,,,,,,,,,"$291,247",,,,,"$211,974",,,,,,,,"$131,904",,,"$118,123",,"$517,063",,,,,,,,,,"$378,151","$47,655",,
3521134,,The Look of Silence (2014),,,"$4,402",,,,,,,,,,,,,,,,,,,,"$19,839",,,,,$631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,543",,,,,,"$2,732","$4,621",,,,,,
2179136,,American Sniper (2014),,"$15,072,802","$1,613,686",,"$1,866,858","$163,547","$5,328,132","$154,283",,"$1,015,000",,"$1,874,311","$206,702","$353,211","$1,893,244","$350,159,020",,"$421,272",,"$64,396","$741,466","$21,273,403","$11,437,055",,"$1,044,887","$1,619,567","$315,890","$138,426","$602,924",,"$11,882","$21,390,500","$18,144,178",,,"$50,734","$407,452","$42,226",,"$7,870,217","$2,668,469","$1,593,405",,"$596,652","$238,596",,"$689,010",,"$2,304,309","$1,244,695",,"$439,960","$759,730","$37,463","$1,340,733","$241,611","$37,292","$757,734","$1,922,403","$10,316,322","$1,886,983",,"$1,065,833","$1,681,443","$4,199,701","$1,013,743","$415,908",,"$1,894,585","$20,735,943","$213,866","$1,854,691",
2093995,,Fort Bliss (2014),,"$50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,769","$5,000",,,"$50,000",,,,,,"$3,000",,,,,,,,,,,,,,"$50,000",,,,,,"$1,800",,,,,,"$17,000",,,,,,,,
3099498,,Tusk (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,760",,,,,,,,$680,,,,,,,,,,,,,,,"$3,575",$451,,,,"$26,291",,,,"$21,612",,,,
1348318,,Protector (2009),,,,,,,,,,,,,"$1,608","$467,344",,"$2,968",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626146,,Hector and the Search for Happiness (2014),,"$57,671","$304,351",,"$70,750","$1,978",,,,,,,,,,,,"$36,593",,"$37,814",,,"$2,191,267",,,"$139,211",,,,,,,,,,"$4,842",,,,"$298,155",,"$99,922",,,,,"$20,938",,"$23,164","$18,708",,,"$171,667","$8,187",,,,,"$729,785","$18,654",,,,,"$185,573","$23,082",,,,"$734,619","$36,352",,
2771800,,Rigor Mortis (2013),,,,,,,,,,,,,,,,"$7,865",,,,,,,,,,"$2,211,990",,,,,,,,,,,,,"$481,401",,,,,,,,,,,,,,,,"$315,648",,,,,,,,,,,"$1,470",,,,,,,
0254235,,Unfair Competition (2001),"$43,490",,,,,,,,,,,,,,,,,,,,,"$12,438",,,,,,,,,,,,,,,,,,"$19,035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745787,,The Tribe (2014),,,,,,,,,,,,,,,,,,,,,,,,,,"$32,167",,,,,,,,,,,,,,"$11,139",,,,$356,,,,,"$10,244","$1,575",,,,,,,,"$1,387",,"$2,293",,,,,,"$5,309",,,,,,,
1528071,,Horns (2013),,,,,"$29,895",,,,,,,,"$4,709",,,,,,,,,"$1,493,115",,,,"$121,500",,,,,,,"$73,917",,,,,,"$142,390",,,,,,,,"$45,397","$89,870","$105,430",,,"$59,617",,,"$30,588",,,"$17,969",,"$45,790",,,,,"$43,834","$261,904","$40,128",,"$86,000","$1,009,441",,,
3322940,,Annabelle (2014),"$3,687,894","$5,166,996","$990,012",,"$1,877,971","$682,283","$16,312,322","$63,066",,"$4,027,336",,"$5,542,298","$87,471","$453,253","$984,999","$84,284,252","$6,527","$1,875,953","$672,544",,"$453,165","$12,143,512","$4,643,160",,"$1,021,647","$536,410","$298,035","$113,471","$2,812,032",,"$239,888","$3,237,857",,,,,"$269,141",,"$5,267,774","$19,189,547","$816,372","$1,164,899","$7,275","$1,892,205",,,"$3,262,628","$3,266,026","$1,145,535","$506,676",,"$330,032","$4,936,449","$79,773","$2,260,212","$244,008","$17,246","$167,101","$6,341,652","$5,115,832","$1,944,680",,,,,"$838,370","$356,144","$222,086","$1,263,339","$12,034,061","$219,809","$2,207,879",
2409818,,Open Windows (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,284",,,,,,,"$5,909",,,,,,,"$1,669",,,,,"$44,841","$437,437",,,,,,,"$21,625",,"$12,593",,,,
2140619,,Two Night Stand (2014),,,,,,,,,,,,,,,,,,,,"$57,864",,,,,,,,,"$56,684",,,"$228,477",,,,,"$23,325","$20,910",,,"$78,695",,,,,,,"$7,765",,,,,,,,,,,,,,,,,,,,,,,,,
0829150,,Dracula Untold (2014),"$1,679,644","$4,963,946","$1,343,998",,"$1,041,139","$394,289","$12,823,832","$782,066",,"$977,196",,"$3,601,129","$267,438","$584,258","$574,431",,"$72,992","$814,879","$223,955",,"$469,798","$4,944,344","$6,469,298",,"$1,002,478","$1,421,620","$429,251","$77,261","$996,143",,"$520,420","$6,441,061","$3,108,816",,,"$170,755","$295,851","$133,142","$4,145,526","$13,555,794","$1,094,076","$775,215","$105,314","$605,043",,,"$2,664,242","$1,979,816","$1,020,046","$1,013,182",,"$1,051,006","$20,667,445","$92,546","$2,464,202","$221,934","$150,606","$590,150","$9,816,039","$6,793,444","$1,317,924",,,,"$4,139,012","$2,215,260","$1,538,918","$1,844,788","$1,788,547","$7,840,174","$69,319","$1,305,804",
0444505,,Torrente 3: El protector (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,975",,,,,,,,,,,,,,,,,,,,"$21,745,416",,,,,,,,,,,,,
1971325,,Automata (2014),,,,,,,,,,,"$3,320,000","$45,005",,,,,,"$13,888",,,,,,,,,,,,,,,,,,,,,,"$71,793",,,,,,,"$29,050",,,,,,"$1,125,435",,,,,,,,,,,,,"$480,548",,,,,,,
1085492,,The Prince (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$96,535","$153,036",,,,,,,"$97,941",,,,,,,,,,,"$135,038",,,,,,,
1807944,,As I Lay Dying (2013),,,,,,,,,,,,,,,,,,"$13,989",,,,"$30,643",,,,,,,,,,,,,,,,,,,,,,,,,"$10,430",,,,,,,,,,,,,,,,,,,,,,,,,,
1961438,,Nicky's Family (2011),,"$129,237",,,,,,,,,,,,"$106,974",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376213,,The Adventurer: The Curse of the Midas Box (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,981",,,,,,,,,,,,,,,,,,,,,,,"$64,417",,,,,,,,,"$49,674",,,,
2326612,,The Captive (2014),,"$35,660",,,"$30,888","$5,600",,,,,,,,,"$38,052","$1,075,178",,"$11,972",,,,"$343,182",,,,,"$18,214",,,,,,,,,,"$16,030",,,"$223,820",,,,"$55,551",,,"$10,113",,,,,,,,,,,,,$407,,,,,,,"$30,713",,"$200,832",,,,
2901736,,Ilo Ilo (2013),,,,,,,,,,,,"$35,481",,,,"$56,773",,,,,,,,,,"$103,862",,,,,,,,,,,,,"$31,052",,,,,,,,,,,,,,,,"$972,015",,,,,"$17,919",,,,,,,,,,"$16,998",,,
2397535,,Predestination (2014),,"$538,169",,,,,,,,,"$1,830,000",,,,,"$68,372",,,,"$7,715",,,,,,"$150,001",,,,,,"$742,050",,,,,,,,,,"$57,764",,,,,,,,"$26,319",,,"$429,630",,"$132,201",,,,"$595,207",,,,,,"$224,831","$140,190",,,,,,,
1181840,,Jack and the Cuckoo-Clock Heart (2013),,,"$5,738",,"$302,026",,,,,,,,,,,,,,,,,"$3,123,966","$12,887",,,,,,,,,,,$180,,,,,,,,,,,"$2,939",,,,,,,,"$5,532",,"$8,018",,,,,"$28,616",,,,,,,,,,,,,
2371399,,Moomins on the Riviera (2014),,,,,,,,,,,,,,,,,,,,,,,,,,"$35,607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,783",,,,,,,,
1639826,,Justin and the Knights of Valour (2013),,,,,,,"$265,200",,,,"$1,380,000","$253,973",,,,,,"$123,269",,,,,,,,"$130,600",,,,,,,,,,,,,,"$235,843",,,,,,,"$218,039",,,,,,"$3,270,151",,"$189,337",,,,"$1,306,717",,,,,,,,,,,,,,
3416742,,What We Do in the Shadows (2014),,"$700,710","$80,173",,,,,,,,,,,,,"$3,469,224",,,,,,,"$319,845",,,"$81,076",,"$6,294",,,,,,,,,,,,"$12,297",,"$2,003,334",,$21,,,,,,"$7,863",,,"$406,693",,,,"$1,693",,,"$80,808",,,,,"$42,472",,,,,"$200,108",,,
2192016,,The Dark Horse (2014),,"$90,345",,,"$18,022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$148,874","$1,529,859",,,,,,"$7,481",,,,,,,,,,,,,,,,,,,,,,,,,
1863192,,Corn Island (2014),,,,,,,"$2,251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
