imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Central America,Chile,China,Colombia,Costa Rica,Croatia,Curaçao,Cyprus,Czech Republic,Denmark,Domestic,Dominican Republic,E/W Africa,East Africa,Ecuador,Egypt,El Salvador,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Guatemala,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Palestine,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
2305051,,Wild (2014),,,"$2,238,220","$343,727",,"$437,386",,,,,,"$67,099",,,,,,,"$108,009","$63,577",,,,,"$39,601",,,"$64,493",,"$154,473","$591,539","$1,987,269",,,,,"$233,620","$19,786",,"$99,518",,,"$175,078","$216,656",,,,,,"$37,131",,"$22,853","$17,118","$271,502",,"$729,708","$429,707",,,,,,,,,"$42,160",,"$76,095",,,,,,"$284,219","$6,262","$49,330","$42,190",,"$25,372",,"$351,710",,"$366,657",,,,,,,"$34,211",,,"$1,575,402","$20,065",,,
2784678,,Top Five (2014),,,"$134,158",,,,,,,,,,,,,,,,,,,,,$197,,,,,,,,,,,,,,,,,,,,,,,,$196,,,,,,,,,,,"$12,913",,"$12,675",,,,,,,,,,,,,,,,,,"$60,713",,,,,,,,,,,,,"$86,826","$98,501",,,,
3003800,,Amour Fou (2014),,,,"$47,087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$124,,,,,,,,,,,,,,,,,,,,,,,,,
1126590,,Big Eyes (2014),"$24,037",,"$325,598","$122,100",,,,,,,,"$41,214",,,,,,,"$5,073",,"$14,482,031",,,,,,,"$9,370",,"$11,263","$1,641,275","$795,716",,,,,"$307,735",,,,,,,"$3,037,686",,,"$1,765",,,"$20,621","$12,280","$12,598","$16,946",,,"$44,227",,,,,"$1,064",,,,,"$57,214",,"$287,538","$90,677",,,"$30,322",,"$700,662",,"$21,281","$2,627",,"$19,275","$388,263","$499,203",,"$25,311",,"$86,726",,"$180,220","$20,243",,"$49,578","$26,991","$15,964","$211,052","$27,542","$146,170",,
2180411,,Into the Woods (2014),,,"$9,043,323","$292,733","$102,663","$314,185","$215,638","$1,194,708","$139,183",,,"$288,550",,"$434,750",,"$188,990",,,"$15,170","$125,368","$128,002,372",,,,"$632,514","$43,299",,"$13,884",,"$173,928","$1,380,895","$2,174,340",,"$557,065",,,"$1,170,795",,"$2,751",,,,"$144,074","$2,252,117",,"$19,315,123","$98,062","$12,577",,"$13,246","$244,772","$17,385","$1,452,138","$4,650,412",,"$241,649","$869,903",,,"$152,490","$76,499",,,,,"$251,860","$1,241,127","$344,728","$218,230",,"$141,725","$82,532",,"$1,630,547","$28,632","$1,002,578","$18,490","$27,677","$394,035","$1,873,265","$2,386,098",,"$272,836",,,,"$1,594,861","$888,366",,"$160,095","$216,984","$1,173,183","$14,859,690","$39,448","$995,951",,
3179568,,"Men, Women & Children (2014)",,,"$56,851",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$136,178","$119,213",,,,,,,,,,,,,,,,,,,"$17,983",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$96,389",,,,,,,,,,,,"$114,433",,,,
2788710,,The Interview (2014),,,"$935,710","$237,705",,"$70,519",,"$544,566",,,,,,,,,,,,,,,,,,,,,,,"$277,013","$1,853,619",,,,,,,,,,,,,,,,,,,,,,"$128,759",,"$44,561","$81,687",,,"$33,689",,,,,,,,,,,,,,,,,,,"$8,610",,"$902,327",,,,"$23,424","$102,451",,,,,,,"$432,810",,,,
2802144,,Kingsman: The Secret Service (2014),,,"$14,003,920","$771,093","$54,766","$2,119,005","$44,109","$3,626,412","$352,947",,,"$310,622","$74,667,000","$882,844",,"$167,908",,,"$610,641","$1,163,746",,,,,"$466,800","$94,254",,"$130,495","$9,800","$804,096","$11,220,053","$6,921,601",,"$296,326",,,"$4,226,072","$573,720","$2,448","$2,448,229",,,"$866,531","$2,360,603",,"$7,487,071","$167,438","$602,911",,"$138,339","$462,999","$67,336","$5,182,107","$3,777,669",,"$2,709,675","$2,133,514",,,"$427,310","$204,285",,,,,"$612,292",,"$756,189","$715,926",,"$30,021","$322,176",,"$12,622,305","$36,990","$3,336,287","$160,688","$30,239","$670,959","$46,885,360","$7,773,967",,"$2,058,277",,"$551,909","$1,292,683","$10,188,432","$1,159,675",,"$766,271","$829,874","$2,497,472","$24,160,744","$85,834","$1,828,357",,
2692250,,Night at the Museum: Secret of the Tomb (2014),,,"$10,633,297","$1,212,073","$123,690","$1,475,340",,"$7,489,106","$151,615",,,"$1,017,508","$47,072,923",,,"$110,402",,,"$519,777","$784,594",,,,,"$1,521,676","$79,575",,"$136,666","$5,839","$391,748","$11,157,135","$8,337,501",,"$259,614",,,"$5,595,546","$424,117","$62,069","$888,174",,,"$414,845","$6,189,597",,"$2,754,017","$207,186",,,"$127,260",$299,"$117,237","$6,268,920",,,"$1,257,996","$1,250,939",,,"$464,599","$172,211",,,,,"$2,594,591",,"$1,644,178","$515,029",,"$515,710","$158,271",,"$8,279,211","$86,996","$4,082,304","$96,516","$35,605","$1,289,440","$7,209,075","$4,946,762",,"$1,021,151",,,,"$4,615,208","$1,429,858",,"$489,328","$737,750","$2,903,588","$17,738,132","$279,492","$5,487,848",,
2118775,,Special ID (2013),,,,,,,,,,,,,"$25,040,000",,,,,,,,,,,,,,,,,,,,,,,,"$1,031,875",,,,,,,,,,,,,,,,"$2,055,732",,,,"$22,256",,,,,,,,,,,,,,,,,,,"$977,407",,,,,,,,,,,,,,,,,,,,,
2184287,,Summer in February (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$603,779",,,,
2107861,,Walking on Sunshine (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,995",,,,,,,,,"$130,953",,,,,,,,,,,,,,,,,,,,,
2314824,,Behaving Badly (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,952",,,,,,,,,,,,,,,,,,,,,
2609758,,A Madea Christmas (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$178,848",,,,,,,,,,,,,,,,,,,,"$642,631",,,,,,,,,,,,,"$31,802",,,,,
1654829,,Thérèse (2012),,,"$79,218",,,"$108,103",,"$182,603",,,,,,,,,,,,,,,,,,,,,,,"$3,406,055",,,"$29,075",,,"$15,151",,,,,,,,,,,,,,,,,,,,"$65,993",,,,,,,,,,,,,,,,,,,"$3,638",,,,,"$229,383",,,,,,,,,"$2,521",,,"$184,403",,,,
1594503,,With Love... from the Age of Reason (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,091",,,,,,,,,,,,,,,,,
2353767,,"1,000 Times Good Night (2013)","$21,378",,,,,"$19,908",,"$127,773",,,,,,,,,,,,,,,,,,,,,,"$66,773",,,,,,,,,,,,,,,,,,,,,,"$1,716",,"$15,868",,,"$7,946",,,"$1,348,780",,,,,,,,,,,,,,,,,,,,,"$321,290",,"$19,432",,,,,,,"$15,889",,,"$146,853",,"$382,067",,
1787759,,Madea's Big Happy Family (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$815,531",,,,,,,,,,,,,,,,,,
1674772,,Everybody Has a Plan (2012),"$687,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,009",,,
1322306,,Exorcismus (2010),,,,,,,,,,,,,,"$501,420",,,,,,,,,,,,,,,,,,,,,,,"$24,223",,,,,,,,,,,,,,,,,"$477,069",,,,,,,,,,,,"$227,862","$88,049",,,,,,,,,"$17,042",,,,,,,,,,,"$46,566",,,,,,,,"$587,137",,
2396436,,Lemon Tree Passage (2014),,,,,"$6,933",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,637",,,,,,,,,,,,,"$20,773",,,,,,,,,,,,,,,,,,"$34,926",,,,,
1121096,,Seventh Son (2014),,,"$1,268,690","$214,131",,"$423,122","$367,152","$1,997,177","$502,672",,,"$276,945","$27,560,000",,,"$64,541",,,"$332,272","$96,402",,,,,"$463,538","$55,992",,"$106,498",,"$119,792","$4,177,823","$665,306",,"$121,253",,,"$584,119","$487,277","$21,163","$501,340",,,"$46,767","$1,651,818",,,"$71,190","$193,293",,"$119,872","$85,387","$102,883","$3,001,702","$5,319,361",,"$516,675","$274,235",,,"$123,005","$149,486",,,,,"$890,343","$1,706,785","$476,974","$697,412",,,"$833,387",,"$14,920,399","$37,491","$1,458,071","$81,856","$27,831","$469,102","$539,116","$1,379,105",,"$78,043",,,,"$1,628,155","$1,871,126",,"$783,376","$1,575,519","$1,006,938","$1,200,723","$32,516","$661,411",,
0907119,,Gloss (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,684,165",,,,,,,,,,,,,"$6,045",,,,"$514,562",,,,,,
0060549,,"Istoriya Asi Klyachinoy, kotoraya lyubila, da ne vyshla zamuzh (1966)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,854",,,,,,,,,,,,,,,,,,,,,,,
3720794,,National Gallery (2014),,,,"$17,531",,"$1,907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$81,592",,,,,,,,,,,,,,,,
2403961,,The 7th Floor (2013),"$5,751,551",,,,,,,,,,,"$117,508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$263,861",,,
2378191,,The Haunting of Helena (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$150,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872101,,Fanny (2013),,,,,,"$52,282",,,,,,,,,,,,,,,,,,,,,,,,,"$304,383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,257",,,,
0279231,,Miss Minoes (2001),,,,"$34,164",,,,,,,,,,,,,,,,,"$266,959",,,,,,,,,,,"$111,858",,,,,,,,,,,,,,,,,,,,,,,,"$4,227,362",,,,"$389,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
