imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia/CIS,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Africa/Nigeria,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Switzerland (Italian),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0482606,,The Strangers (2008),"$368,904",,"$1,813,357","$102,303","$88,801","$512,072","$46,347","$1,001,403",,,,"$115,005",,"$75,555","$9,148",,,"$73,962",,"$153,901",,,,"$7,343","$127,899","$18,787",,"$160,500",,"$733,584","$428,837",,"$77,790","$66,940","$36,960",,,,"$2,715,699",,,"$1,541","$156,566","$13,892","$57,498",,"$39,083","$88,687","$2,853,234",,,,"$694,711","$77,950",,"$108,997","$11,914",,"$180,846","$157,459","$838,326","$94,679","$433,552","$65,675","$11,583","$530,102",,,"$175,576","$30,539",,"$73,682",,"$1,550,892","$3,345,047",,"$59,868",,,,"$148,850","$145,344","$555,200","$25,731","$239,860","$7,804,867","$20,809","$485,189",,
0379976,,Savage Grace (2007),,,,"$13,279",,"$23,850",,"$80,678",,,,,,,,,,,,,,,,,,,,,,"$47,958",,,,,,,,,"$45,565",,"$68,985",,,,,,,,,,,,,,,,,,,,,"$30,569",,,,,,,"$24,839",,,,,"$70,364","$176,327",,,,,,"$21,251",,"$108,634",,,"$284,754",,,,
0490076,,All the Boys Love Mandy Lane (2006),,,,"$177,051","$22,531",,,,,,,,,,,,,,,,,,,,"$18,047",,,"$20,997",,"$482,500",,,,,,,,,,,,"$1,724",,,"$8,101",,,,"$75,989",,,,"$135,850",,,,"$2,382",,"$136,342",,,"$20,596",,"$14,859",,,,,"$18,887",,,"$30,271",,,,"$39,650","$106,174",,,,,,"$114,803",,"$77,035","$400,851",,,,
0441773,,Kung Fu Panda (2008),"$5,038,274",,"$24,764,811","$4,525,501",,"$5,827,314","$130,005","$16,379,155","$219,976",,"$2,570,508","$3,061,178","$26,024,298","$3,274,661","$400,865",,"$262,080","$1,177,260","$1,637,262","$4,921,237","$215,771,591",,"$75,721","$1,063,775","$195,294","$256,412",,"$1,824,490","$29,315,194","$22,296,033","$2,114,577",,"$4,146,431","$1,897,219","$364,374","$824,409","$3,211,192","$3,061,218","$22,037,818",,"$16,953,252",,"$570,395","$317,608","$198,888",,"$483,946","$2,779,067","$22,002,301",,"$1,239,415",,"$6,526,933","$15,518","$40,511","$3,931,576",,,"$2,379,754","$2,561,897","$8,800,026","$3,322,483",,,"$339,869","$20,739,836",,"$100,793","$4,296,812","$390,351","$654,588","$2,075,359","$2,153,007","$26,142,533","$21,736,799","$3,801,832","$5,009,099",,,,"$3,851,848","$1,096,121","$986,606","$1,820,945","$1,777,729","$39,405,501","$416,297","$4,725,014","$364,663",
0495040,,The Art of Crying (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0960144,,You Don't Mess with the Zohan (2008),"$723,308","$20,818","$10,794,890","$3,081,056",,"$1,117,787","$33,211","$3,824,858","$118,134","$561,924",,"$527,900",,"$439,491","$80,717","$25,438",,"$452,225",,"$376,860",,"$102,509","$22,596","$128,740",,"$89,263","$12,138","$162,387","$2,128,014","$17,732,656","$1,267,165","$1,380,687","$777,695","$850,859","$147,491","$418,650",,"$2,049,021","$3,849,845","$37,000",,,,"$142,423",,"$37,000","$169,526","$780,282","$6,360,322",,,,"$1,177,817","$1,115,998","$48,541","$395,434",,,"$395,604","$616,592","$1,651,056","$858,609",,,"$264,235","$3,159,874",,"$44,359","$1,187,794","$127,793","$156,370","$698,832",,,"$10,312,404","$1,930,428","$1,541,080","$207,533","$1,288,947","$48,600","$1,564,968","$961,361","$695,348","$464,175",,"$10,481,344","$188,121","$1,886,460",,
0803057,,The Promotion (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,321",,,,,,,,,,,,,,,,,,,,,
0829098,,When Did You Last See Your Father? (2007),,,"$447,319",,,,,"$8,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,833",,,,"$3,602","$87,789",,"$91,413",,,,,,"$8,258",,,,"$27,283",,,,,,"$8,413",,"$19,477",,,,,,,,,,,,"$950,181",,,,
0846040,,My Brother is an Only Child (2007),"$222,886",,"$160,133","$26,055",,"$211,019",,"$237,883",,,,"$11,752",,$202,,,,,,,,,,,,,,,"$364,679","$438,737","$17,429",,,,,,,,"$9,406,247",,,,,,,,,,,,,,"$323,482","$22,231",,,,,,,,"$67,659",,,"$5,926",,,,,,,,,,"$279,991","$32,894",,,,,"$13,120",,"$130,372",,,"$648,813","$16,932",,,
0758786,,Stuck (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$82,654",,,"$1,290",,,,
0460745,,Chaos Theory (2007),,,,,,,,,,,,,,,,,,,,,"$240,476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$48,982",,,,,
1078188,,Boy A (2007),,,,,,"$18,087",,,,,,,,,,,,,,"$5,380",,,,,,,,,"$670,685","$56,352","$21,784",,,,,,,"$59,767",,,"$47,274",,,,,,,,,,,,"$100,621",,,,,,,,,,,,,,,,"$18,405",,,"$20,882",,"$23,923",,"$14,710",,,,,"$30,843",,,,,,,,,
1037033,,A Complete History of My Sexual Failures (2008),,,"$43,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0913968,,The Warlords (2007),,,,"$8,239",,,,,"$24,344",,,,"$27,601,246",,,,,,,,,,,,,,,,"$658,093","$121,689","$22,570",,"$3,577,262",,,,,,,,"$270,278",,,,"$1,225",,,"$881,489",,,,,,,,,,,,"$121,100",,"$24,864",,,,,,"$1,553","$1,557,155",,,,,"$2,719,662",,,,,,,"$4,265,623","$559,036",,,"$261,703","$76,972",,,,
0949731,,The Happening (2008),"$1,341,309",,"$3,038,304","$631,969","$61,648","$1,584,351","$79,537","$4,342,300","$90,646","$666,549",,"$909,267",,"$1,108,147","$56,380",,,"$148,181","$213,831","$862,873","$64,506,874","$140,251","$42,920","$189,047","$139,800","$84,274",,"$406,738","$12,123,809","$4,557,146","$673,005","$738,019","$646,628","$321,600","$68,886","$535,350","$316,460","$189,788","$3,877,389","$43,154","$11,318,940","$37,066","$248,654","$56,121","$34,790","$68,075","$139,076","$444,354","$866,199",,,,"$1,433,169","$323,876","$12,822","$930,289","$20,106",,"$727,625","$450,303","$1,096,850","$657,438","$670,687","$95,244","$99,807","$4,054,836","$476,081","$23,874","$480,965","$43,077","$96,088","$384,580",,"$2,294,074","$9,690,746","$1,305,425","$583,062",,,,"$611,760","$507,892","$684,349","$304,808","$405,609","$7,985,556","$116,218","$1,910,445","$81,859",
0800080,,The Incredible Hulk (2008),"$935,727",,"$4,549,323","$414,620",,"$1,079,519","$67,950","$4,893,267","$97,910",,"$1,229,654","$340,611","$9,336,251","$751,814","$87,874",,"$153,442","$147,445","$199,692","$1,103,737",,,"$80,964","$379,250","$275,749","$28,037",,"$222,314","$9,725,300","$2,461,403","$833,969",,"$1,603,230","$309,801","$152,733","$3,137,469","$1,498,269","$493,141","$6,460,290",,"$1,692,037",,"$661,769","$50,812","$96,931","$275,882","$53,656","$2,284,041","$12,650,300",,"$1,394,480",,"$1,338,756","$876,991","$27,915","$1,532,085",,"$173,936","$1,194,068","$2,073,443","$484,495","$712,895",,,"$145,857","$6,411,987",,"$52,750","$1,841,159","$31,530","$60,156","$924,788","$926,846","$6,383,794","$7,693,842","$1,075,183","$582,510",,,,"$1,935,524","$1,177,786","$1,024,772","$593,282","$1,814,406","$15,163,328","$23,637","$1,312,950","$162,749",
0889588,,The Children of Huang Shi (2008),,,"$1,112,592",,,"$28,672",$658,,,,,,"$1,627,665","$55,554",,,,,,,"$1,031,872",,,"$2,847",,,,,"$449,023","$135,026",,,"$196,886",,,,,,,,,,,,,,,"$174,015","$102,371",,,,"$57,611","$152,331",,,,,"$20,779",,,,,,,,,,"$63,859",,,,,"$693,359","$1,572,390",,,,,,"$246,166","$1,053",,,"$46,301",,,,,
0400761,,Quill: The Life of a Guide Dog (2004),,,,,,,,,,,,,,,,,,,,,"$15,674",,,,,,,,,,,,"$1,778,866",,,,,,,,"$19,270,242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,125",,,,,,,"$1,249,451","$46,000",,,,,,,,
0910970,,WALL·E (2008),"$4,664,019",,"$14,165,420","$2,696,963",,"$4,282,430","$220,315","$6,304,500","$156,977","$855,780",,"$3,312,890",,"$2,681,880","$204,583",,,"$1,129,800",,"$2,478,930","$223,808,164",,"$17,098","$1,039,508","$37,253","$246,032",,"$1,740,918","$27,984,103","$24,130,400","$1,586,542",,"$2,245,445","$1,085,560","$243,133","$500,642","$902,360","$1,911,031","$12,210,993",,"$44,005,222",,"$125,119","$204,749","$97,054",,"$420,941","$1,177,777","$17,679,805",,,,"$4,266,976","$1,888,590","$7,971","$3,530,411",,,"$1,378,842","$846,934","$4,510,025","$1,892,821",,,"$205,752","$11,694,482",,"$47,363","$2,068,674","$41,746","$240,071","$923,940",,"$7,416,300","$14,973,097","$3,303,411","$4,096,460",,,,"$2,121,696","$1,339,508","$974,445","$1,223,653","$365,843","$41,215,600","$152,151","$4,003,106",,
0493464,,Wanted (2008),"$583,615",,"$7,125,610","$1,886,865",,"$3,150,832","$32,384","$4,907,530","$354,689",,"$947,797","$418,922","$10,747,059","$382,244","$166,392",,"$126,017","$585,802","$712,209","$949,614",,,"$91,141","$146,631","$324,788","$212,791",,"$600,396","$9,191,101","$9,207,537","$2,080,360",,"$2,897,360","$827,111","$226,769","$1,537,503","$1,624,517","$1,029,517","$6,197,505",,"$23,370,055",,"$373,547","$281,795","$279,626","$183,549","$280,251","$1,892,676","$7,135,354",,"$1,312,335",,"$2,327,369","$868,686","$47,557","$1,160,807",,"$119,890","$425,722","$2,138,293","$2,081,055","$1,788,935",,,"$412,807","$26,388,590",,"$62,736","$1,610,352","$106,017","$188,544","$1,087,048","$1,172,395","$19,114,634","$7,126,878","$553,911","$2,081,257",,,,"$4,434,252","$1,905,376","$1,954,300","$1,807,051","$1,791,965","$19,344,027","$35,156","$1,437,106",,
0448157,,Hancock (2008),"$2,309,663","$81,212","$19,636,856","$4,905,118","$355,317","$4,227,894","$193,032","$13,649,504","$356,157","$1,632,180",,"$1,390,087","$14,703,313","$2,583,492","$312,872","$81,114",,"$1,107,777",,"$3,764,080",,"$258,982","$138,321","$802,492","$510,673","$252,185","$26,725","$1,225,648","$30,812,606","$39,008,160","$1,541,283","$1,629,636","$3,143,626","$1,264,422","$265,252","$5,467,967","$1,662,556","$1,781,170","$17,819,261","$190,412","$28,713,223","$254,921","$708,772","$294,134","$239,491","$350,930","$362,979","$2,298,883","$14,177,721",,,,"$5,110,245","$2,956,184","$187,303","$2,664,422","$87,702",,"$1,383,075","$2,147,433","$3,461,043","$1,810,955",,"$248,661","$549,077","$26,059,966",,"$88,370","$1,934,354","$329,279","$362,060","$2,136,299",,"$17,387,872","$26,259,302","$2,968,082","$4,741,300","$1,136,058","$3,857,045","$101,547","$5,295,890","$2,652,118","$1,730,394","$2,145,629","$1,953,040","$49,170,891","$298,783","$3,603,410","$187,266",
0433350,,Boy Culture (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,180",,,,,,,,,,,,,,,
0425061,,Get Smart (2008),"$2,252,024",,"$14,112,300","$825,728",,"$910,563","$87,608","$5,131,880","$111,785","$632,064",,"$610,269",,"$1,728,285","$76,832",,,"$57,774",,"$308,816",,,"$81,821","$495,696","$150,311","$73,131",,"$504,783","$3,600,133","$5,745,900","$1,180,400",,"$1,386,134","$207,556","$167,723","$357,131","$544,752","$772,415","$3,206,939",,"$1,690,750",,"$221,716","$151,584","$237,863",,"$189,270","$911,958","$10,435,551",,,,"$1,204,312","$1,559,795","$26,485","$505,890",,,"$974,729","$702,728","$254,749","$1,137,762",,,"$169,470","$2,311,339",,"$40,715","$1,411,697","$41,160","$25,216","$725,185",,"$1,141,691","$5,273,100","$797,900","$664,115",,,,"$2,375,114","$530,867","$756,130","$288,106","$752,725","$9,015,891","$214,638","$3,043,734",,
0913445,,YPF (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0940585,,Brick Lane (2007),,,"$629,347",,,"$1,598",,,,,,,,,,,,,,,"$1,095,398",,,,,,,,"$391,472",,,,,,,,,,,,,,,,,,,,,,,,,"$162,296",,,,,,,,,,,,,,,"$8,125",,,"$50,725",,,,,,,,,,,,,,"$1,455,631",,,,
0479547,,Surfwise (2007),,,,,,,,,,,,,,,,,,,,,"$269,994",,,,,,,,"$24,242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0964587,,St. Trinian's (2007),,,"$2,508,880","$72,803",,"$7,536",,,,,,,,,,,,,,,,,,,,,,,,"$687,883",,,,"$82,343",,,,,"$111,166",,,,,,"$17,249",,,,"$206,646",,,,,"$426,771",,,,,,,,"$200,285",,,,,,,,,,,,,"$251,488",,,,,,$198,,,,"$5,838","$24,487,595",,,,
0889652,,Roman de gare (2007),,,"$253,943",,,"$97,665",,"$141,787","$2,750",,,,,"$5,736",,,,,,,"$1,852,764",,,,,,,,"$2,293,387",,,,,,,"$14,014",,,,,,,,,,,,,,,,,,"$8,662",,,,,,,,,,,"$3,183","$117,136",,,,,,,,,,,"$50,105",,,,,,,,,,,,,
0447854,,Bambi 2: The Great Prince of the Forest (2006),"$164,587",,,,,,,,,,,"$259,666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,457,101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204298,,Gunnin' for That #1 Spot (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$146,,,,
0889134,,Finding Amanda (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,251",,,,,
0479468,,Gonzo (2008),,,"$54,261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$185,597",,,,
1082886,,The Wackness (2008),,,"$172,501",,,,,,,,,,,,,,,,,,,,,,,,,,"$121,614",,"$19,014",,,,,,,,"$275,494",,,,,,,,,,,,,,,"$22,527",,"$29,717",,,,,,"$13,989",,,,,,,,,,,,,,"$20,898",,,,,,,,,,"$422,599",,,,
1114277,,Up the Yangtze (2007),,,"$166,941",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$78,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0057940,,Cheyenne Autumn (1964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0888693,,Sleepwalking (2008),,,$231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$126,,,,,,,,,,,"$4,339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$657,,"$33,250",,,,,,,
1093824,,Encounters at the End of the World (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,623",,,,,,,,,,,"$236,908",,,,
0091497,,Bad Blood (1986),,,,,,,,"$8,582",,,,,,,,,,,,,"$40,988",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,286",,,,,,,,,"$9,161",,,,,,,,,,,,,,,
0896866,,Standard Operating Procedure (2008),,,"$40,304",,,"$1,758",,"$6,001",,,,,,,,,,,,,,,,,,,,$528,"$5,127","$7,131",,,,,,,,,,,,,,,,,,,"$9,431",,,,"$1,123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,697",,,,
0960890,,Zombie Strippers! (2008),,,"$6,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$68,878",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157705,,Roman Polanski: Wanted and Desired (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,151",,"$3,523",,,,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,553",,,,,,$39,,,,,,,,,,,,,,,
0870211,,Battle for Haditha (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$194,922",,,,,,,,,,,,,,,,"$9,846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,129",,,,,,,,,,,"$11,314",,,,
1034427,,Alexandra (2007),,,,,,"$5,888","$6,125","$6,125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$77,404",,,,,,,,,,,,,,,,,,,,,,,"$23,236",,,,"$73,293",,,,,,,,$647,"$93,587",,,,,,,,"$16,080",,,"$29,532",,,,
0463381,,Transylvania (2006),,,"$11,405",,,,,"$204,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,216",,,,,,,,,
0795421,,Mamma Mia! (2008),"$178,082",,"$24,123,217","$7,561,763",,"$3,879,680","$16,710","$2,938,247","$313,597",,"$609,140","$417,860",,"$420,606","$579,910",,"$611,225","$4,039,207","$4,781,463","$6,551,644","$144,169,664",,"$38,556","$132,966","$137,492","$371,601",,"$4,740,895","$13,058,056","$39,040,538","$7,394,659",,"$1,565,382","$4,718,122","$810,624","$316,520","$466,768","$1,878,025","$12,919,298",,"$27,597,385",,"$82,587","$339,005","$360,700","$178,409","$301,807","$566,785","$3,133,862",,"$307,170",,"$8,005,738","$5,545,277","$20,036","$8,907,124",,,"$603,061","$746,565","$7,875,087","$5,378,097",,,"$263,563","$9,328,023",,"$124,317","$1,268,140","$471,711","$788,493","$2,513,158","$2,997,023","$24,181,130","$19,529,262","$24,958,100","$8,895,936",,,,"$1,968,866","$301,547","$729,242","$701,754","$577,966","$168,280,139","$167,822","$777,863",,
1064932,,Welcome to the Sticks (2008),"$155,242",,"$610,400",,,,,"$12,237",,,,"$17,543",,,,,,,,,,,,,,,,,,,,,"$9,384",,,,,,,,,,,,,,,,,,,,,"$215,903",,,,,,,,,,,,"$269,459",,,"$11,620",,,,,,,,,,,,,,,,,,,,,
0816545,,Kabluey (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,157",,,,,,,,,,,,,,,,,,,,,,,,,
0847897,,The Stone Angel (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,827",,,,,,,,,,,,,,,,,,
0829193,,Honeydripper (2007),,,,,,,,"$8,899",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,447",,,,,,,,,,,,,,,,,,,,,,,,,,"$85,165",,,,,,,,,,,"$168,534",,,,
0806679,,Summer '04 (2006),,,,"$37,251",,,,,,,,,,,,,,,,,,,,,,,,,,"$481,527",,,,,,,,,,,,,,,,,,,"$41,566",,,,,,,,,,,,,,,,,,,,,,,,,"$51,199",,,,,,,,,,,,,,,,
0985025,,Dark Floors (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$226,979",,,,,,,"$11,389",,,,,,,,,,,,,"$34,715",,,,,,,,,,,,"$30,024",,,,,,"$136,584",,,,,,,,,,,,,,,,,"$139,380",,"$96,808",,,,,
0479528,,Rogue (2007),,,"$1,673,693",,"$29,573",,,"$166,698",,,,"$8,687",,,,,,,,,,,,,"$29,745",,,,"$58,961",,,,"$55,364",,,,,,,,,,"$169,306",,"$11,244",,,"$203,512","$381,975",,,,,"$288,891",,,"$10,823",,"$63,321","$106,209",,,,"$33,331",,,,,"$139,669",,"$17,329","$79,357",,,"$291,329",,,,,,"$37,631","$160,906","$89,455",,"$180,653",,,"$333,812",,
0451966,,The Violin (2005),"$21,705",,,,,,,"$15,636",,,,,,,,,,,,,,,,,,,,,,,"$24,839",,,,,,,,,,,,,,,,,,"$910,004",,,,,,,,,,,,,,,,,,,,,,,,,,"$110,241",,,,,,"$5,496",,"$12,106",,,"$7,840","$10,112","$2,970",,
0787523,,Towelhead (2007),,,"$101,041",,,"$29,830",,,,,,,,,,,,,,,"$372,124",,,,,,,,,,,,,"$1,426",,,,,"$103,106",,,,,,"$1,589",,,,"$16,071",,,,,,,"$28,136",,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,410",,,,,,,
0879843,,Katyn (2007),"$20,576",,"$16,841",,,,"$45,138","$45,138",,,,,,,,,,"$46,149",,,,,,,,,,,"$104,522","$12,260","$31,963",,,"$1,713",,,,,"$99,729",,,,,,,,"$25,878",,,,,,,,,,,,,,"$13,558,634",,,,,,,,,,,,,,"$373,978","$12,989",,,,,"$18,310",,,"$1,686",,"$234,852",,,,
0373051,,Journey to the Center of the Earth (2008),"$1,311,200",,"$6,592,731","$345,142",,"$291,893","$124,762","$6,544,622","$348,722","$865,508",,"$1,780,233","$9,923,386","$1,134,715","$155,648",,,"$103,779",,,,,"$39,549","$1,170,400","$17,481","$231,938",,"$554,210","$10,789,205","$1,486,420","$1,504,034","$1,451,868","$4,519,131","$389,610","$247,543","$209,249","$446,730","$1,099,467","$11,724,131",,"$8,494,537",,"$589,827","$601,841","$18,050",,"$156,432","$1,186,977","$13,871,400",,,,"$208,311","$1,019,785","$15,174","$67,823",,,"$2,062,545","$755,376","$1,249,861","$1,517,190","$866,496",,"$744,971","$9,071,140","$723,851","$35,510","$1,013,361","$86,258","$141,756","$619,507",,"$6,784,224","$9,781,687","$203,018",,,,,"$1,186,675","$1,157,727","$3,590,144","$370,603","$626,010","$6,054,786","$139,104","$2,113,054",,
0765476,,Meet Dave (2008),"$264,944",,"$2,491,107","$257,277","$110,764","$1,006,629","$74,083","$1,556,297","$100,921","$465,476",,"$287,873",,"$610,630","$42,857",,,"$114,041","$160,968",,,"$62,801","$29,297","$260,675",,"$38,956",,"$76,636","$2,803,465","$1,927,293","$280,810","$384,441","$30,549","$399,434","$32,939",,"$246,420","$373,585","$2,361,245","$69,306",,"$58,071","$253,372","$59,926","$111,413","$68,172","$133,716","$412,499","$4,007,053",,,,"$916,563","$332,243","$16,889",,"$20,168",,"$487,914","$214,077","$671,725","$367,982","$534,169","$62,937","$96,308","$3,046,990","$381,877","$45,144","$490,877","$9,702",,"$281,757",,,"$2,745,239","$31,120","$120,072",,,,"$357,342",,"$331,517","$354,952","$279,590","$3,344,166","$119,872","$1,762,066","$87,114",
0472071,,Death Defying Acts (2007),"$115,845",,"$655,731",,,,"$1,606","$339,298",,,,"$16,280",,"$209,487",,,,,,,"$5,665",,,"$20,896",,,,,,,"$196,557",,"$48,999",,,,,,"$1,628,520",,,,,,"$34,139",,,,"$608,600",,,,,"$30,788",,,,,"$81,894",,,"$120,855",,,"$43,913","$369,208",,,"$8,880",,,"$19,276",,"$800,505","$2,839,345",,,,,,"$10,040",,"$138,346",,"$18,736","$25,735","$7,101",,,
0869977,,Water Lilies (2007),,,,,,"$40,821",,"$12,849",,,,,,,,,,,,,,,,,,,,,"$276,697",,,,,,,,,,,,,,,,,,,,,,,,"$10,144",,,"$7,585",,,,,,,,,,,,,,,,,,"$79,110",,,,,,,"$4,639",,,,,"$110,973",,,,
0492486,,Shrooms (2007),,,,,,,,,,,,,,,,,,,,,"$2,863",,,,,,,,"$4,788",,,,,,,,,,"$1,143,622",,,,,,,,,"$102,512",,,,,,,,,,,"$43,939",,,"$30,707",,,,"$551,500",,,,,,,,,"$866,925",,,,,,"$23,127",,,,"$183,239","$2,001,399",,,,
0424971,,Drabet (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$76,061",,,,,,,,,,,,,,,,,"$269,174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0901475,,Breath (2007),"$20,563",,,,,"$12,971",,"$32,870",,,,,,,,,,,,,,,,,,,,,"$47,289",,,,"$12,236",,,,,,"$213,328",,,,,,,,"$10,231",,,,,,"$2,080",,,,,,,,,,,,,"$73,690",,,,,,,,"$52,593","$107,235",,,,,,"$3,709",,"$30,175",,,,"$6,394",,,
1024942,,Just Another Love Story (2007),,,,,,,,,,,,,,,,,,,,"$2,259,463",,,,,,,,,"$28,966","$111,109",,,,"$2,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,687",,,,
0453383,,Next Door (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,277,769",,,,,,,,,,,,,,,,,,,,,,,,,"$19,677",,,,,,,,,
0765141,,Heartbeat Detector (2007),"$87,635",,,"$12,786",,"$3,139",,"$50,279",,,,,,,,,,,,,,,,,,,,,"$265,706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$108,950",,,,,,,,,,,"$158,771",,,,
0758742,,Death Note (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,145",,,,"$1,819,878",,,,,,,,"$22,909,043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,700,753",,,,,,,"$626,534","$545,747",,,,"$11,665",,,,
0422783,,Music Within (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800241,,Transsiberian (2008),,,,,,"$42,363","$2,641",,,,,,,,,,,,,,,,,,,,,,,"$259,076",,,,"$23,536",,,,,,,,,,,,,,,"$163,652",,,,"$4,179",,,,,,"$31,795",,,"$80,723",,,,,,,,,,,,,"$2,997,144",,,,,,"$12,596",,"$102,300",,,,,,,
