imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Kenya,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East,Middle East Other,Middle East/UAE,Netherlands,Netherlands Antilles,New Zealand,Norway,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia/CIS,Russia/CIS/Ukraine,S/E/W Africa,Serbia and Montenegro,Singapore,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,West Indies,Yugoslavia
0208988,,Get Carter (2000),,"$194,013",,,,,,"$32,680",,,,,,,,"$69,405",,,,,,,,,"$227,427","$536,705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0212338,,Meet the Parents (2000),,"$11,549,612","$2,136,153",,,,,,,,,,,,,,,"$986,332",,,,,,,"$9,740,638","$17,504,124",,,,,"$203,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,379,703",,,,,,,,,,"$21,589,963",,,,
0180093,,Requiem for a Dream (2000),,"$164,762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$643,512",,,,"$52,474",,,,,,,,,,,,,,,,,,,,,,,,"$180,223",,,,,,"$84,189",,,,
0170691,,Tigerland (2000),,"$9,009",,,,,,,,,,,,,,,,,"$139,692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0208874,,The Contender (2000),,"$203,388",,,,,,,,,,,,,,,,,"$17,872,723",,,,,,,"$67,179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$459,179",,,,
0205271,,Dr. T & the Women (2000),,"$19,277","$121,370",,,,,,,,,,,,,"$12,911",,"$87,077",,,,,,,,"$589,249",,,,,"$4,057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,919",,,,
0213790,,The Ladies Man (2000),,"$17,087",,,,,,,,,,,,,,,,,,,,,,,,"$10,815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0160484,,Lost Souls (2000),,"$101,331","$60,138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$585,106",,,,
0249462,,Billy Elliot (2000),,"$3,384,423",,,,,,,,,,,,,,"$42,847",,"$305,748","$21,995,263",,,,,,"$11,697,269","$5,813,186",,,,,"$53,880",,,,"$5,751,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$178,710","$6,436,247",,,,,,,,,,"$25,236,517",,,,
0230030,,Bedazzled (2000),,"$2,379,481","$1,140,204",,,,,,,,,,,,,"$93,543",,"$288,125",,,,,,,,"$8,397,799",,,,,"$100,562",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0223897,,Pay It Forward (2000),,"$1,376,155","$31,309",,,,,,,,,,,,,"$13,686",,,,,,,,,,"$126,918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$930,690",,,,
0229260,,Book of Shadows: Blair Witch 2 (2000),,"$485,651",,,,,,,,,,,,,,"$32,705",,,,,,,,,,,,,,,"$29,219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0192255,,The Little Vampire (2000),,"$204,822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,420",,,,"$187,645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,794",,,,
0219952,,Lucky Numbers (2000),,"$78,910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0160127,,Charlie's Angels (2000),,"$10,176,579",,,,,,,,,,,,,,"$215,505",,"$1,035,474",,,,,,,,"$11,772,761",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,752,778",,,,
0146984,,The Legend of Bagger Vance (2000),,"$304,630","$119,260",,,,,,,,,,,,,"$6,105",,,,,,,,,,"$1,263,465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$234,968",,,,
0185431,,Little Nicky (2000),,"$1,794,298","$331,939",,,,,,,,,,,,,"$5,507",,"$26,267",,,,,,,,"$1,724,404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,978,618",,,,
0203019,,Men of Honor (2000),,"$1,424,842",,,,,,,,,,,,,,,,,,,,,,,,"$1,346,522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,913,244",,,,
0199753,,Red Planet (2000),,"$433,118","$182,814",,,,,,,,,,,,,,,,,,,,,,,"$1,322,391",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0197096,,What's Cooking? (2000),,"$206,727",,,,,,,,,,,,,,,,,"$1,045,899",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,104",,,,,,,,,,"$66,051",,,,
0203230,,You Can Count on Me (2000),,"$527,948",,,,,,,,,,,,,,,,"$54,491",,,,,,,,,,,"$15,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$245,333",,,,
0066995,,Diamonds Are Forever (1971),,"$2,003",,,,,,,,,,,,,,,,,"$43,819,547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,383",,,,
0216216,,The 6th Day (2000),,"$1,986,603",,,,,,,,,,,,,,,,"$239,450",,,,,,,,"$7,009,296",,,,,"$61,533",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,894,129",,,,
0186894,,Bounce (2000),,"$895,187","$199,265",,,,,,,,,,,,,"$14,782",,,,,,,,,,"$1,327,888",,,,,"$3,732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$859,543",,,,
0170016,,How the Grinch Stole Christmas (2000),,"$4,388,373",,,,,,,,,,,,,,,,"$223,729","$260,715,005",,,,,,,"$9,315,399",,,,,"$300,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,147,137",,,,
0213203,,Rugrats in Paris (2000),,"$4,770,997",,,,,,,,,,,,,,,,"$60,105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,119,263",,,,
0211181,,102 Dalmatians (2000),,"$5,806,633","$1,644,479",,,,,,,,,,,,,"$209,747",,"$633,210",,,,,,,,"$8,430,586",,,,,"$141,091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,197,246",,,,
0213847,,Malena (2000),,"$134,091","$22,938",,,,,,,,,,,,,"$1,565",,,,,,,,,,"$237,604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$180,000",,,,,,,,,,,,,,,,,,"$60,896",,,,
0180073,,Quills (2000),,"$811,973",,,,,,,,,,,,,,"$39,093",,,,,,,,,,"$110,364",,,,,"$9,147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$727,673",,,,
0217869,,Unbreakable (2000),,"$4,836,192","$2,036,647",,,,,,,,,,,,,"$323,077",,"$973,642",,,,,,,,"$13,285,101",,,,,"$192,099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,033,184",,,,
0190332,,"Crouching Tiger, Hidden Dragon (2000)",,"$5,688,526","$575,212",,,,,,,,,,,,,"$233,123",,"$558,583","$128,530,421",,,,,,,"$3,855,260",,,,,"$127,397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,259,614",,,,,,"$12,775,401",,,,
0190374,,Dungeons & Dragons (2000),,"$830,945",,,,,,,,,,,,,,"$27,990",,,,,,,,,,"$1,653,807",,,"$19,253",,,,,,"$60,913",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,790,809",,,,
0228750,,Proof of Life (2000),,"$2,278,079","$63,750",,,,,,,,,,,,,"$53,664",,"$311,901",,,,,,,,"$392,013",,,,,"$61,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,748,683",,,,
0190865,,Vertical Limit (2000),,"$5,846,878","$1,360,909",,,,,,,,,,,,,"$311,061",,"$492,318",,,,,,,,"$7,377,243",,,,,"$158,904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,101,961",,,,
0093748,,"Planes, Trains & Automobiles (1987)",,,,,,,,,,,,,,,,,,,"$49,530,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0093428,,The Living Daylights (1987),,,,,,,,,,,,,,,,,,,"$51,185,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$362,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,171",,,,
0092106,,The Transformers: The Movie (1986),,,,,,,,,,,,,,,,,,,"$5,849,647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,954",,,,
0208092,,Snatch (2000),,"$2,838,620","$216,861",,,,,,,,,,,,,,,"$387,030",,,,,,,,"$1,593,551",,,,,"$35,915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0241303,,Chocolat (2000),,"$5,215,845","$1,126,445",,,,,"$29,599",,,,,,,,"$208,035",,"$309,178","$71,509,363",,,,,,,"$16,206,796",,,,,"$34,102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$609,807",,,,,,"$9,799,733",,,,
0242423,,"Dude, Where's My Car? (2000)",,"$3,177,365","$375,135",,,,,,,,,,,,,"$4,971",,"$278,962",,,,,,,,"$4,154,045",,,,,"$100,237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,448,837",,,,
0120917,,The Emperor's New Groove (2000),,"$3,831,140","$1,235,566",,,,,"$7,865",,,,,,,,"$40,367",,"$1,246,634","$89,636,687",,,,,,,"$10,069,073",,,,,"$37,429",,,,,,,,,,,,,,,,,"$1,466,091",,$653,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,303,088",,,,
0183659,,Pollock (2000),,"$214,888",,,,,,,,,,,,,,,,,"$8,598,593",,,,,,"$81,268","$60,866",,,,,,,,,"$44,012",,,,,,,,,,,,,,,"$11,994",,,,,,,,,,,,,,,,,,"$22,535",,,,,,,,,,,,,,
0207201,,What Women Want (2000),,"$11,689,023","$4,466,753",,,,,,,,,,,,,"$514,195",,"$1,552,657",,,,,,,,"$33,822,945",,,,,"$203,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,660,636",,,,
0181536,,Finding Forrester (2000),,"$1,841,639","$324,163",,,,,,,,,,,,,"$22,043",,"$138,015",,,,,,,,"$3,402,648",,,,,"$15,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,060,099",,,,
0219699,,The Gift (2000),,"$2,928,203","$359,068",,,,"$1,410,978","$14,717",,,,,,,,"$30,694",,"$232,960",,,,"$45,472",,,,"$1,055,129",,,,,"$47,473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,024,362",,,,
0247196,,Before Night Falls (2000),,"$138,019","$29,152",,,,,,,,,,,,,"$15,933",,,"$4,242,892",,,,,,,"$44,384",,,,,,,,,,,,,,,,,,,,,,"$37,215",,,,,,,,,,,,,,,,,,,"$2,983",,,,,,,,,,,"$446,929",,,,
0162222,,Cast Away (2000),"$4,088,409","$11,594,722","$2,646,851",,"$2,800,093",,"$6,207,494",,,,"$800,715",,"$1,385,934",,,"$559,247",,"$1,326,720",,,,,,"$933,341","$9,258,474","$29,018,840","$3,558,535",,"$3,075,320","$622,985","$688,710","$253,765","$228,945","$1,641,550","$12,109,606",,"$28,494,336",,,,,,"$426,184","$6,135,518",,,,"$1,882,004",,"$810,715","$1,675,736","$190,374",,"$708,962","$1,130,220","$1,414,275","$1,489,978","$1,593,601",,"$353,000",,,,"$1,267,424",,"$688,479","$7,332,828","$9,862,185",,"$2,676,483","$4,646,372","$4,558,230","$1,307,517",,"$770,865",,,"$21,087,890",,"$1,417,277",,
0218967,,The Family Man (2000),,"$2,830,043",,,,,,,,,,,,,,"$14,347",,"$161,037",,,,,,,,"$1,559,853",,,,,"$70,434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,700,552",,,,
0200720,,The House of Mirth (2000),,"$230,121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,141",,,,,,,,,,,,,,
0212346,,Miss Congeniality (2000),,"$10,250,371","$941,336",,,,,,,,,,,,,"$160,003",,"$691,910",,,,,,,,"$17,071,016",,,,,"$76,589",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,159,015",,,,
0190590,,"O Brother, Where Art Thou? (2000)",,"$1,034,510",,,,,,,,,,,,,,"$4,827",,,"$45,512,588",,,,,,"$2,557,794","$1,818,946",,,,,"$68,385",,,,"$1,993,353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,418,654",,,,,,,,,,,,,,
0210299,,Songcatcher (2000),,"$66,955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120202,,State and Main (2000),,"$385,631",,,,,,,,,,,,,,,,"$13,732",,,,,,,,,,,,,,,,,"$323,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$117,939",,,,
0219653,,Dracula 2000 (2000),,"$691,890",,,,,,,,,,,,,,"$34,855",,"$14,863",,,,,,,,"$1,935,909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0149624,,All the Pretty Horses (2000),,"$346,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$59,147",,,,
0146309,,Thirteen Days (2000),,"$1,422,838","$361,950",,,,,,,,,,,,,,,"$149,148",,,,,,,"$542,948","$2,644,882",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,371,073",,,,
0181865,,Traffic (2000),,"$6,128,543","$230,313",,,,,"$55,157",,,,,,,,"$119,227",,"$865,951",,,,,,,,"$7,411,631",,,,"$268,863","$130,121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,410,420",,,,
0218378,,The Claim (2000),,"$16,095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$144,079",,,,,,,,,,"$56,404",,,,
0189998,,Shadow of the Vampire (2000),,"$239,052",,,,,"$32,768",,,,,,,,,"$3,043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0083564,,Annie (1982),,"$4,858",,,,,,,,,,,,,,,,,"$57,059,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084434,,An Officer and a Gentleman (1982),,,,,,,,,,,,,,,,,,,"$129,795,554",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0053580,,The Alamo (1960),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,334",,,,,,,,,,,,,,,
0218817,,Antitrust (2001),,"$236,381","$19,539",,,,,,,,,,,,,"$41,917",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$637,718",,,,
0238948,,Double Take (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0206275,,Save the Last Dance (2001),,"$4,072,909","$216,500",,,,,,,,,,,,,,,"$185,632",,,,,,,"$2,426,590","$5,802,109",,,,,"$11,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,642,365",,,,
0237572,,The Pledge (2001),,"$451,279","$41,134",,,,,"$9,625",,,"$75,042",,,,,"$70,316",,,,,,,,,"$2,364,804","$824,798",,,,,,,,,,,,,,,,,,"$491,750",,,,"$142,581",,,,,,,,,,,,,,,,,,,,"$45,381",,,,,,,,,,"$1,065,205",,,,
0186589,,Sugar & Spice (2001),,"$33,767","$31,553",,,,,,,,,,,,,,,,"$13,305,101",,,,,,,"$262,160",,,,,"$3,901",,,,"$14,814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209475,,The Wedding Planner (2001),,"$2,256,611",,,,,,,,,,,,,,"$28,933",,"$65,761",,,,,,,,"$6,259,515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,528,257",,,,
0157122,,Faithless (2000),,,,,,,,,,,,,,,,,,"$178,978",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0178642,,The Invisible Circus (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$417,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0216800,,With a Friend Like Harry... (2000),,,"$15,550",,,,,,,,,,,,,"$4,336",,,"$3,830,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0092644,,Beverly Hills Cop II (1987),"$242,590","$1,826,962","$314,825",,"$493,074",,"$400,018",,,"$93,155","$50,338",,"$95,806",,,,,"$689,983",,"$48,818","$61,523","$7,599",,"$295,428","$4,014,022","$2,589,715","$257,968",,"$442,903",,,"$10,294",,"$195,799","$2,181,962",,"$10,125,272",,,"$3,949","$94,063",,"$97,139","$165,025",,,,"$954,740",,"$130,113","$396,504",,,,"$98,391",,"$153,737",,,,,,,"$373,689",,"$945,392","$718,944","$1,008,806",,"$1,427,082","$610,798","$669,189","$126,259",,"$65,418",,,"$1,798,517","$12,010","$169,055",,
0086960,,Beverly Hills Cop (1984),"$538,500","$2,155,670","$285,542",,"$386,320",,"$1,632,952",,,"$107,139","$123,769",,"$140,256",,,,,"$366,151","$234,760,478","$49,275","$89,499","$12,057",,"$229,656","$2,967,437","$1,958,319","$92,984",,"$426,841",,,"$21,694",,"$262,855","$1,115,481",,"$4,148,250",,,"$17,542","$92,312",,"$60,515","$569,494",,,,"$778,533",,"$121,545","$444,497",,,"$148,134","$60,107",,"$111,124",,,,,,,"$229,653",,"$544,360",,"$657,102",,"$1,188,696","$406,369","$321,649","$183,963",,,,,"$1,382,048","$32,353","$394,694",,
