Movie Name,Australia,New Zealand,Russia/CIS,Singapore,Taiwan,United Kingdom,South Africa,Domestic,Italy,Spain,United Arab Emirates,Mexico,Venezuela,Hong Kong,Thailand,Japan,France,Belgium,Netherlands,Norway,Germany,Poland,Denmark,Israel,Latvia,Switzerland (French),Switzerland (German),Sweden,Türkiye,Iceland,Romania,Portugal,Czech Republic,Slovakia,Egypt,South Korea,Malaysia,Philippines,India,Brazil,Uruguay,Colombia,Ecuador,Middle East Other,South Africa/Nigeria,Ukraine,Greece,Austria,Hungary,Czech Republic/Slovakia,Switzerland,Finland,Lithuania,Bulgaria,Croatia,Slovenia,Estonia,Serbia and Montenegro,Lebanon,East Africa,Nigeria,Central America+,Argentina,Chile,Peru,Bolivia,Indonesia,S/E/W Africa,Kuwait,Bahrain,Jordan,Qatar,Oman,Puerto Rico,Central America,Dominican Republic,Lesser Antilles,Jamaica,China,Cyprus,Vietnam,Pakistan,Switzerland (Italian),West Indies,Curaçao,Aruba,Ethiopia,Greece and Cyprus,Middle East,Middle East/UAE
My Mom's New Boyfriend (2008),,,"$2,053,515",,"$49,151",,,,,,,"$1,284,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,169,807","$12,318",,,,,,,,,,,,,,,,,,,,,,"$147,254","$7,120","$120,363","$1,605",,,,,,,,,,,,,"$21,421",,,,,,,,,,,
Secret Sunshine (2007),,,"$5,190","$18,197",,,,,,"$16,149",,,,"$37,724",,,"$635,518","$9,139",,,"$3,152",,,,,,,,,,,,,,,"$10,856,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azur & Asmar: The Princes' Quest (2006),,,"$9,436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,413",$636,,,"$1,855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 (2007),,,"$6,813,177",,"$18,838",,,,"$134,299","$98,568",,,,,,,,,"$3,279",,,,,,,,,,,,,,"$22,747","$3,332",,,,,,,,,,,,"$296,110","$11,979",,$53,,,,,"$9,951",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2 (2007),,,"$357,621","$18,282","$79,153","$141,787","$21,036",,"$144,854","$705,835","$203,441","$732,996","$309,252",,"$56,138",,"$284,211","$74,781",,,,,,,,,,,,"$9,250",,"$70,458",,,"$57,186",,"$93,728","$25,662",,"$186,069",,,,,,,,,,,,,,,,,,,"$23,594",,,,,"$41,312","$92,851","$11,632",,,,,,,,,"$30,093",,,,,,,,,,,,,,,
Awake (2007),,,"$1,100,265","$66,112","$538,074","$3,105,437","$126,328",,"$924,096","$1,513,431","$86,038","$1,850,133","$716,133","$106,856","$57,085",,,"$124,633",,,,"$1,045,482",,"$73,652",,,,,"$818,121","$6,976","$158,020","$299,208",,,"$25,014","$3,270,139","$94,645",,,"$1,397,349",,"$26,406",,,,,"$160,764",,,,,,,,,,,,"$29,402",,,,"$274,878","$70,689","$127,072",,,,"$99,049","$12,073",,"$37,279","$12,025",,,,,,,,,,,,,,,,,
Ma mère (2004),,,"$23,368",,"$14,285","$35,514",,"$71,616","$61,579",,,"$35,447",,,,,"$1,052,260",,,,"$97,160",,,,,,,,"$15,456",,,"$21,547",,,,,,,,,,,,,,,,"$25,274",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return to Sender (2004),,,"$110,000","$61,859",,,"$19,308",,,,,,,,,,,,,,,,,,"$11,821",,,,,,,"$33,194",,,,"$28,605","$30,407","$17,363",,,,,,,,,,,,,,,"$9,286",,,,,,,,,,,,,,,,,,"$4,720",,,,,,,,,,,,,,,,,,,
Redacted (2007),,,"$15,391",,,"$40,329",,"$65,388",,"$158,535","$14,563",,,,,,"$363,766","$17,223",$931,,,,,,,,,"$7,959","$38,894",,,"$50,932",,,,,,,,,$661,,,,,,,,,,,,,,,,,,"$4,599",,,,"$1,841",,,,,,,"$1,090",,,,,,,,,,,,,,,,,,,,
Shattered (2007),,,"$522,024",,"$67,777",,,,,,,"$923,602","$183,347",,,,,,,,,,,,,,,,,,,,,,,"$1,265,547",,"$108,065",,"$408,532","$32,636",,,,,,,,,,,,,,,,,,,,,,"$324,918","$53,126","$120,994","$12,282",,,,,,,,,,,,,"$2,191,156",,,,,,,,,,,
The Flock (2007),,,"$89,499","$18,737","$30,095",,,,,,,"$914,881",,"$90,927","$210,273",,,,,,,,,,,,,,,,,,,,,"$366,198",,"$95,643",,"$780,076",,,,,,,,,,,,,,,,,,,,,,,"$187,463","$25,066","$62,952","$5,686",,,,,,,,,"$10,098",,,,,,,,,,,,,,,
The Maidens' Conspiracy (2006),,,"$364,200",,,,,,,"$1,917,353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Don't Want to Sleep Alone (2006),,,"$27,122","$22,098","$28,888","$21,809",,,,,,"$6,340",,,,,"$43,259","$12,839","$1,822",,,,,,,,,$760,,,,,,,,"$9,749","$12,845",,,,,,,,,,,,,,,,,,,,,,,,,,"$19,203",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pledge This! (2006),,,"$1,462,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabbit Without Ears (2007),,,"$1,122,546",,"$42,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassandra's Dream (2007),,,"$237,268","$45,083","$52,284","$239,955",,"$973,018","$6,891,125","$3,416,432","$38,870","$327,007","$106,659","$111,545",,,"$3,529,457","$234,315","$18,318","$58,209","$550,355","$1,202,635","$125,629",,"$16,048","$226,909","$67,783","$372,838","$224,015",,"$20,062","$332,241",,,,,,,,"$990,951","$110,712",,,,,,"$733,211","$36,616","$109,204",,"$442,778","$143,046","$11,056",,,,,,,,,,"$583,973","$53,125","$53,646","$1,261",,,,,,,,,,,,,,,,,,,,,,,,
Dragon Wars: D-War (2007),,,"$2,248,004",,,,,,,,"$346,085",,,,,"$846,784",,,,,,,,,,,,,,,,,,,,"$55,187,480","$262,599","$357,099",,,,,,,,"$311,136",,,"$5,935",,,,"$66,935",,,,,,"$4,245",,$707,,,,,,,,"$122,703",,,,,,,,,,"$4,370,573",,,,,,,,,,,
In the Name of the King: A Dungeon Siege Tale (2007),,,"$1,389,735",,"$377,061",,,,"$34,923","$1,224,618","$665,924",,,,"$132,421",,,,$51,,"$2,468,130",,,,,,,,"$566,102",,"$120,162",,,,,,"$272,877","$212,027",,,,,,,,"$358,495","$24,264","$199,698","$153,648",,,,,"$105,574",,,,,"$16,549",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mad Money (2008),,,"$565,102",,"$71,260",,"$534,907",,,"$447,339","$268,191","$832,400","$253,888",,,,"$508,371",,,,,,,,,,,,,,"$100,300","$253,007",,,,,"$91,576",,"$32,529","$1,269,907",,"$30,520",,,,,"$111,100",,,,,"$19,020",,"$36,397","$38,613","$40,234",,,"$14,702","$27,301","$33,859",,,,"$70,106",,,,"$92,691",,,,,,,,,,,,,,,,,,,,,
Cleaner (2007),,,"$818,044",,"$72,267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blonde Ambition (2007),,,"$1,010,235",,,,,"$6,422",,,"$45,100",,,,,,,,,,,,,,,,,,,,,"$45,583",,,,,,"$16,538",,,,,,,,"$399,854",,,,,,,,,,,,,"$6,747",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timber Falls (2007),,,"$191,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Missed Call (2008),,,"$1,356,533","$334,649",,"$2,339,087","$195,536",,"$747,957","$2,119,000","$265,261","$3,414,400","$948,072","$129,209",,"$785,315",,,,,"$764,369","$99,693",,,"$74,550",,,,"$555,760",,"$82,023",,,"$49,786","$134,528",,"$214,098","$256,965","$67,497","$626,968","$32,045","$423,579","$37,536",,,,,"$328,632",,,,,"$92,176",,"$74,213","$18,433","$27,591",,"$26,191",,,,,"$281,062","$211,245","$51,543","$152,403",,,,,,,,"$49,096",,,,,,,,,,,,,,,
Strange Wilderness (2008),,,"$286,459","$7,844",,"$49,538",,,,"$9,615","$16,363",,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,256",,,,,,,,,,,,,,,,,,,,,"$4,377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Over Her Dead Body (2008),,,"$966,570","$157,580",,"$6,807,801",,,"$507,321",,"$98,239","$2,287,990","$296,529","$115,643",,,,"$234,293","$284,545",,,"$452,124",,,,,,,,"$19,326","$26,883","$49,739",,,,,"$155,356","$132,339",,"$490,554",,,"$78,873",,,"$44,740",,,"$442,985",,,,,,"$51,491",,,,"$20,724",,,,,,"$65,221","$14,675",,,,,,,,,"$92,900",,,,,,,,,,,,,,,
Wedding Daze (2006),,,"$894,962","$72,915","$43,393","$4,841,890",,,,"$789,586","$68,772","$2,123,900",,"$96,961",,,,"$179,284","$191,137",,"$775,711",,,,,,,,"$145,539","$50,971",,"$93,460","$16,253",,"$4,947","$198,390",,"$81,742",,,,,,,,"$277,659","$196,139","$281,663",,,,,,,,,,,"$67,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doomsday (2008),,,"$1,602,364","$291,858","$85,890","$2,061,794","$46,191",,"$1,413,511","$277,929","$334,468",,,"$279,698","$233,633",,"$1,358,980","$134,257","$253,330","$143,156","$82,094","$202,280","$77,309",,,,,"$165,397",,"$26,859",,"$28,286","$134,702",,"$35,035","$566,777","$212,232","$390,477",,"$184,371",,,,,,,"$397,893",,,,,"$63,818",,"$11,207",,"$13,442",,,"$12,870",,,,,,,,,,"$236,099","$33,271","$4,543","$44,046","$23,794",,,,,,,,,,,,,,,,,
Diary of the Dead (2007),,,"$673,177",,"$151,122","$851,518",,"$958,961",,,,,"$176,083",,"$22,887","$242,607","$1,335,144","$38,588",,,,,,,,,,,"$178,529",,,"$46,032",,,,,"$158,158",,,,,,,,,,,,,,,,,,"$32,723",,,,,,,,"$296,292",,"$171,127","$31,910",,,,,,,,,,,,,,,,,,,,,,,,
Penelope (2006),,,"$883,660","$69,922","$97,723","$6,496,687",,,,,"$62,597","$177,791","$57,061","$257,644","$125,304",,"$944,352","$37,209","$16,622",,"$278,662",,,,,,,,,,,"$35,610","$19,620",,,"$1,334,326","$27,047",,,,,,,,,"$137,098",,"$48,698",,,,,,,,,,,,,,,"$31,922","$4,719",,,,,,,,,,,,,,,,,,,,,,,,,,
City of Men (2007),,,"$19,345","$22,815",,"$85,676",,,,,,,,,,,"$707,666","$55,707",,,,,,,,,,,,,,"$34,841",,,,,,,,"$1,321,992",,,,,,,"$16,559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Class (2007),,,"$3,088",,,,,,,,,,,,,,,,,,,,,,,,,"$1,029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Captain Alatriste: The Spanish Musketeer (2006),,,"$250,000",,,,,,"$689,458","$21,215,090","$143,750","$461,732","$20,312",,,"$21,970","$135,316","$10,922","$21,098",,,,,,,,,,,,,"$32,327",,,,,,,,,,,,,,"$36,269","$39,097",,,,,,"$11,113","$62,985",,,,"$8,116","$16,903",,,,"$44,482","$58,876",,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly (2007),,,"$1,115",,"$2,026",,,,,,,,,"$183,244",,,,,,,,,,,,,,,,,,,,,,"$472,950","$32,265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,089,912",,,,,,,,,,,
I Always Wanted to Be a Gangster (2007),,,"$17,073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ruins (2008),,,"$1,270,658",,,"$432,136",,,"$84,086","$787,302","$175,807",,,,,,"$140,797","$225,485","$329,672","$28,940","$466,261","$61,464",,,,,,"$38,628","$646,734","$17,625",,"$70,367",,,,,,,,,,,,,,"$261,580","$68,770",,,,,,"$77,047",,,,"$40,835",,"$9,194",,,,,,,,,,"$152,024",,,,,,,,,,,,,,,,,,,,,
Sex and Death 101 (2007),,,"$205,417",,"$11,845",,,,"$536,405",,,"$193,199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$205,804",,,,,,,,,"$53,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99 francs (2007),,,"$1,136,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Life Before Her Eyes (2007),,,"$21,592",,,"$2,285",,,"$392,276","$141,603","$63,696",,,,,,"$441,370","$13,647","$3,869",,,,,,,,,,,,,"$21,343",,,,"$136,824",,,,,,,,,,,"$174,738",,,,,,,,,,,,"$6,822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Territory (2007),,,"$2,441,425","$19,048",,,,,,,,,,,"$122,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outpost (2008),,,"$317,273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mister Lonely (2007),,,"$58,406",,,"$30,795",,,,,,"$20,759",,,,"$119,169","$8,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hero Wanted (2008),,,"$388,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Fall (2006),,,"$262,372",,,"$122,480",,,,"$72,636","$14,037",,,,"$24,150","$498,461",,"$17,372","$4,910",,"$169,241",,,,"$7,795",,,,,,,,,,,"$135,664",,,,,,,,,,,,"$13,493","$32,341",,,"$15,707",$795,,,,,,"$11,106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blind Dating (2006),,,"$381,600",,,,,"$90,560","$12,409",,"$87,538","$111,261",,,,,,,,,,,,,,,,,,"$36,421",,"$61,569",,,,,,"$53,099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meet Bill (2007),,,"$56,600",,,,,,,"$41,453","$23,589","$128,241",,,,,,,,,,,,,,,,,,"$9,647",,,,,,"$1,535",,,,,,,,,,,,,,,,,,,,,,,"$22,930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"War, Inc. (2008)",,,"$678,732",,"$16,607",,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,983",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blonde and Blonder (2008),,,"$546,153",,,,,,,,"$56,488","$102,424",,,,,,,,,,,,,,,,,,,"$32,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bad Blood (1986),,,"$21,286",,,,,"$40,988",,"$9,161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,582",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandra (2007),,,"$73,293",,,"$29,532",,,"$77,404","$93,587",,,,,,,,"$5,888",,,,,,,,,,,"$16,080",,,"$23,236",,,,$647,,,,"$6,125",,,,,,,,,,,,,,,,,,,,,,,,,,"$6,125",,,,,,,,,,,,,,,,,,,,,,,,
Dark Floors (2008),,,"$136,584",,,,,,,,"$96,808",,,,,,,,,,,,,,,,,,"$139,380","$11,389",,,,,,,"$34,715","$30,024",,,,,,,,,,,,,,"$226,979",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrooms (2007),,,"$551,500",,"$23,127","$2,001,399",,"$2,863","$1,143,622","$866,925","$183,239",,,,,,"$4,788",,,,,,,,,,,,,,,"$30,707",,,,,"$102,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,939",,,,,,,,,,,,,,,,,,,,,,,,,
Breath (2007),,,"$73,690",,"$3,709",,,,"$213,328","$107,235",,,,"$12,236",,,"$47,289","$12,971","$2,080",,,,,,,,,,"$30,175",,,,,,,"$52,593",,,,"$32,870","$6,394",,,,,,,,,,,,"$10,231",,,,,,,,,,"$20,563",,,,,,,,,,,,,,,,,,,,,,,,,,,
Lost in Beijing (2007),,,"$3,750",,$922,,,,,,,,,"$20,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,695",,,,,"$10,007",,,,,,,,,,,,,,,,,,,,,,,,,,"$1,286,914",,,,,,,,,,,
Pathology (2008),,,"$417,526","$51,546","$79,741","$1,483,405",,,,,,,,,"$34,650",,,,,,"$5,565",,,,"$29,478",,,,"$251,100","$13,581",,,,,,"$562,459","$69,113","$66,146",,,,,,,,,,,,,,,"$26,391","$12,039",,,"$22,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Killing Gene (2007),,,"$169,875",,"$80,696",,,,,,,"$155,775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,534","$18,206",,,,,,,,,,,,,,,,,,,,"$39,077",,"$87,447",,,,,,,,,,,,,,,,,,,,,,,,,
Silent Light (2007),,,"$15,326",,,"$154,418",,"$60,200",,"$49,389",,"$274,567",$978,,,,"$105,974","$30,182","$8,649","$24,025",,,"$40,489",,,,,,,,,"$11,649",,,,,,,,"$36,983",,,,,,,,,,,,,,,,,,,,,,,"$25,956",,"$12,836",,,,,,,,,,,,,,,,,,,,,,,,,
Still Life (2006),,,"$15,243",,,"$75,967",,"$76,983","$391,607","$168,268",,,,"$12,251",,,"$1,318,635","$57,482","$15,110",,"$129,348",,,,,,,"$36,690",,,$490,,,,,"$77,100",,,,"$98,566",,,,,,,,"$14,357",,,,,,,,,,,,,,,"$16,368",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutant Chronicles (2008),,,"$699,856",,"$79,714","$228,373",,,,,"$179,431","$405,465",,,"$18,628",,,,,,,,,,,,,,"$80,824",,,,,,,"$143,687",,"$109,006",,,,,,,,"$29,402","$51,959",,,,,,,,,,,,,,,,,,"$97,892",,,,,,,,,,,,,,,,,,,,,,,,,
Sukiyaki Western Django (2007),,,"$159,137",,,,,,,,,,,,"$6,220","$2,440,401",,,,,,,,,,,,,"$5,586",,,,,,,,,,,,,,,,,,"$14,651",,$783,,,,"$6,520",,,,,"$6,709",,,,,,,,,,,"$34,592",,,,,,,,,,,,,,,,,,,,,
College (2008),,,"$845,903","$38,824",,,,,,,,"$34,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$562,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$89,224",,,,,,,,,,,,,,,,
Bangkok Dangerous (2008),,,"$3,617,090","$552,486","$308,840","$1,300,139","$179,578",,"$1,418,034","$3,492,207","$646,154","$1,778,999","$340,444","$465,635","$738,487","$182,252","$3,456,700","$775,899","$945,489","$30,921",,"$222,679","$135,853",,"$50,964",,,"$43,026","$281,306",$888,"$145,430","$179,701","$27,955","$8,718",,"$1,116,399","$706,121","$580,539",,"$1,507,202","$10,079","$49,552","$21,818",,,"$292,811","$163,746",,"$67,855",,"$149,413","$49,131","$102,335","$138,300","$31,521","$58,294","$15,248","$14,744","$39,042",,,,"$125,330","$86,710","$79,020","$1,236",,,,,,,,"$328,236",,,,,,,,,,,,,,,,
Death Sentence (2007),,,,"$14,170","$92,902","$1,169,442","$52,103",,,"$1,263,144","$341,289","$723,100","$348,592","$29,019","$23,341",,"$637,702","$304,359","$452,155","$31,433","$508,282",,,,,,,,"$184,330",,,"$102,328",,,,"$535,178","$50,500",,,,,,"$3,776",,,,"$90,180","$57,857",,,,,,,,,,,"$4,895",,,,"$186,418","$38,016","$72,202","$10,153",,,,,,,,"$113,335",,,,,,,,,,,,,,,,
Things We Lost in the Fire (2007),,,,"$4,668",,"$162,374","$19,203",,"$414,156","$322,292","$55,804","$748,251",,,,"$149,765","$265,655","$85,480","$52,014","$52,014","$245,122",,"$2,288,100",,,,,"$123,918",,,,"$56,866",,,,,,,,"$175,601",,,,"$49,897","$20,599",,,,,,,,,,,,,,"$12,161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reservation Road (2007),,,,"$7,563",,,"$73,013",,"$104,831","$16,594","$27,942","$109,622","$59,648","$5,290","$2,094","$132,878",,"$41,380","$89,876","$14,724","$148,824","$96,099","$9,655","$52,737",,,,"$30,611","$91,585",,,"$168,115","$6,638",,,"$3,172",,,"$21,855","$55,511",,"$47,432",,,,,"$86,445",,"$14,197",,,"$28,216",,,,,,,"$7,802",,,,,"$6,381","$30,045",,,,"$58,852","$3,619",,"$5,133","$2,853",,,,,,,,,,,,,,,,,
Full of It (2007),,,,"$9,780",,,,"$14,273","$89,878",,,"$372,791",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elite Squad (2007),,,,"$14,864",,"$225,000",,,"$228,296","$700,810",,"$70,405","$31,708","$28,755",,,"$97,093","$50,675","$93,542","$75,845","$63,388",,"$52,403","$17,501","$7,701",,,"$230,000","$9,467","$17,728",,"$375,999",,,,$818,,,,"$12,109,093","$10,405","$9,717",,,,,"$39,736",,,,,,"$27,423",,,,,,,,,"$31,844","$106,643","$12,857","$8,655","$2,033",,,,,,,,,,,,,,,,,,,,,,,,
The Deaths of Ian Stone (2007),,,,"$28,218","$19,781",,,"$97,182","$644,924",,"$74,560",,,"$153,808","$87,006",,,,,,,,,,,,,,"$221,051",,,,,,,,"$64,493","$115,539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanking (2007),,,,"$67,581","$21,835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,315,650",,,,,,,,,,,
Trade (2007),,,,"$17,147",,"$1,578",,"$214,307",,,"$69,382","$328,250","$87,355",,,,,"$42,424","$20,089",,"$527,807",,,,,,,,,,,"$12,485",,,,,,,,"$28,204",,"$9,187",,,,,,,,,"$81,149",,,,,,,,,,,,,"$15,132",,"$1,394",,,,,,,,,,,,,,,,,,,,,,,,
Teeth (2007),,,,"$38,467","$16,498","$945,588",,,"$394,820",,,,,"$169,552","$26,568",,"$382,565",,,,,,,,,,,,,,,,,,,$933,,,,,,,,,,,,,,,,,,,,"$17,541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Is Gone (2007),,,,"$16,134","$8,113",,"$31,984",,"$22,037","$198,182",,"$142,317","$59,384",,,"$137,461","$187,858","$22,815","$2,845",,"$71,831",,,"$25,024",,,,,,,,,,,,"$5,935",,$758,,,"$5,486","$9,605","$16,124",,,,"$22,299","$5,143",,,,,,,,,,,,,,,$827,"$9,181","$27,780",,,,,,,,,,,,,,,,,,,,,,,,,
Under the Same Moon (2007),,,,"$13,557",,,,,"$194,383",,,"$9,577,733","$41,963","$22,926",,,,,,,,,,,,,"$74,935",,,,,,,,,"$275,939",,,,"$13,749","$6,930","$16,648","$30,032",,,,"$10,035",,,,"$74,935",,,,,,,,,,,,"$27,572","$7,210","$70,637","$15,753",,,,,,,,"$72,309","$169,747","$5,909",,,,,,,,,,,,,,
Dark Matter (2007),,,,"$8,573",,,,,,,,"$30,215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Palms (2006),,,,"$11,182",,,,,,,,,,,,,"$31,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savage Grace (2007),,,,"$24,839","$21,251","$284,754",,,"$45,565","$176,327",,,,,,"$68,985",,"$23,850",,,"$47,958",,,,,,,,"$108,634",,,"$30,569",,,,"$70,364",,,,"$80,678",,,,,,,,"$13,279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All the Boys Love Mandy Lane (2006),,,,"$18,887",,"$400,851","$30,271",,,,"$77,035","$75,989",,,,,,,"$135,850",,"$482,500",,,,,,,"$39,650","$114,803",,,"$20,596",,,"$18,047",,,,,,,,,,,,,"$177,051",,,"$106,174","$20,997",,,,,,,"$8,101",,,,,,"$136,342",,,,,"$22,531","$1,724","$14,859","$2,382",,,,,,,,,,,,,,,,,
The Promotion (2008),,,,"$15,321",,,,,,,,,,,,,,,,,"$33,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boy A (2007),,,,"$18,405","$30,843",,"$20,882",,,,,,,,,"$47,274","$670,685","$18,087","$100,621",,"$56,352",,"$5,380","$59,767",,,,"$14,710",,,,,,,,"$23,923",,,,,,,,,,,"$21,784",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Warlords (2007),,,,"$1,557,155","$4,265,623","$76,972",,,,,"$261,703",,,"$3,577,262","$559,036","$270,278","$658,093",,,,"$121,689",,,,,,,,,,,"$24,864",,,,"$2,719,662","$881,489","$121,100",,,,,,,,,"$22,570","$8,239",,,,,,"$24,344",,,,"$1,553","$1,225",,,,,,,,,,,,,,,,,,,,"$27,601,246",,,,,,,,,,,
Roman Polanski: Wanted and Desired (2008),,,,"$3,553",,,,,,$39,,,,,,,"$33,151",,,,,,,,,,,,,"$1,000",,,,,,,,,,,,,,,,,"$3,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Poole Is Here (2008),,,,"$15,234","$5,018",,"$12,466",,,"$29,198","$16,323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,747",,,,,"$5,299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Re-cycle (2006),,,,,"$182,956",,,,,,,,,"$1,815,200","$120,000","$20,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Man's Job (2007),,,,,"$18,876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Call of Wild (2006),,,,,"$47,395","$43,459",,,,"$96,220",,,,"$37,556",,"$150,285",,,,,"$419,505",,,,"$13,550",,,,,,,,,,,"$219,639",,,,,,,,,,,,,,,,,,,,,,"$3,495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
