Movie Name,Australia,New Zealand,Russia/CIS,Singapore,Taiwan,United Kingdom,South Africa,Domestic,Italy,Spain,United Arab Emirates,Mexico,Venezuela,Hong Kong,Thailand,Japan,France,Belgium,Netherlands,Norway,Germany,Poland,Denmark,Israel,Latvia,Switzerland (French),Switzerland (German),Sweden,Türkiye,Iceland,Romania,Portugal,Czech Republic,Slovakia,Egypt,South Korea,Malaysia,Philippines,India,Brazil,Uruguay,Colombia,Ecuador,Middle East Other,South Africa/Nigeria,Ukraine,Greece,Austria,Hungary,Czech Republic/Slovakia,Switzerland,Finland,Lithuania,Bulgaria,Croatia,Slovenia,Estonia,Serbia and Montenegro,Lebanon,East Africa,Nigeria,Central America+,Argentina,Chile,Peru,Bolivia,Indonesia,S/E/W Africa,Kuwait,Bahrain,Jordan,Qatar,Oman,Puerto Rico,Central America,Dominican Republic,Lesser Antilles,Jamaica,China,Cyprus,Vietnam,Pakistan,Switzerland (Italian),West Indies,Curaçao,Aruba,Ethiopia,Greece and Cyprus,Middle East,Middle East/UAE
Enchanted (2007),"$11,770,129","$1,221,492","$5,869,783","$2,126,303","$2,515,098","$33,741,022","$1,350,585","$127,807,262","$10,816,852","$12,232,703","$606,766","$13,195,233","$2,436,832","$3,593,467","$944,813","$27,600,440","$23,285,573","$2,659,168","$2,303,790","$2,188,485","$12,189,382","$3,050,486","$1,759,450","$1,330,191","$164,907",,,"$3,131,449","$586,588","$145,739","$122,244","$1,087,947","$141,083","$20,565","$54,582","$2,953,144","$1,585,800","$1,129,931","$246,751","$5,307,562","$124,982","$1,825,730","$640,140",,,"$587,984","$468,114","$1,829,495","$878,892",,"$2,014,722","$673,594","$98,989","$109,883","$92,283","$74,010","$113,492","$19,678","$148,390","$43,898","$22,271",,"$2,862,455","$1,426,461","$789,111","$162,496","$530,896",,,,,,,,"$168,912",,,,,,,,,,,,,,,
Hitman (2007),"$3,866,723","$756,791","$4,786,500","$469,684","$354,506","$7,523,101","$702,662",,"$1,977,980","$3,180,289","$643,166","$2,412,009","$634,805",,"$914,716","$1,358,681","$6,953,533","$991,615","$810,244",,"$6,072,980","$891,018","$1,215,600","$288,096","$143,597",,,,"$650,134","$159,552","$145,473","$656,765","$133,649","$83,155","$117,503","$1,193,442","$610,331","$653,108","$147,031","$1,272,397","$14,268","$214,890","$104,765",,,"$498,413","$679,728","$970,626","$316,122","$211,274","$801,277","$308,573","$193,449","$134,328","$76,133","$96,314","$101,028","$31,180","$70,235","$68,519","$44,488",,"$188,585","$98,485","$103,752","$14,708","$464,201","$986,265","$335,847","$108,226","$118,926","$120,780","$48,407","$665,155","$217,147","$121,467","$100,124","$69,454",,,"$120,649",,,,,,,,,
Om Shanti Om (2007),"$378,711","$113,693",,"$220,243","$6,216","$2,622,627",,"$3,597,372",,,,,,,,,,"$26,373",,,,,,,,,,,,,,,,,,,"$95,339",,"$26,919,459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Golden Compass (2007),"$13,836,055","$1,791,251","$8,096,945","$1,993,950","$2,132,208","$53,198,635","$1,158,400",,"$13,784,599","$19,180,460","$429,769","$10,500,139","$430,814","$1,897,656","$2,209,600","$33,501,399","$25,517,238","$3,543,181","$4,076,792","$3,554,864","$21,639,119","$2,248,324","$3,551,858","$813,141","$194,482",,,"$4,504,480","$2,827,665","$332,262","$224,301","$1,601,873","$884,673","$236,028","$32,612","$22,500,000","$1,749,312","$1,384,067","$1,511,303","$6,824,122","$55,558","$967,992","$416,273",,,"$944,886","$3,304,681","$2,217,417","$631,745",,"$3,735,217","$1,307,331","$178,525","$294,510","$167,911","$192,426","$96,192","$71,737","$87,950","$51,886","$29,645",,"$1,421,819","$849,398","$443,977","$91,588",,,,"$28,581",,,,"$543,151","$665,941",,"$155,255",,"$4,928,803",,,,,,,,,,,
I Am Legend (2007),"$21,160,195","$2,835,531","$9,223,695","$2,209,266","$4,421,255","$51,672,734","$1,804,583",,"$21,020,300","$19,274,927","$1,155,471","$13,390,139","$1,817,974","$2,791,588","$2,658,824","$40,268,674","$25,045,319","$5,130,391","$6,053,468","$2,988,309","$25,290,675","$2,029,623","$3,443,353","$695,097","$129,388",,,"$1,752,612","$2,649,122","$270,036","$215,650","$2,157,257","$615,806","$151,368","$325,690","$17,202,365","$2,011,055","$1,509,056","$2,232,034","$10,570,710","$130,217","$1,498,851","$390,664",,,"$225,037","$3,245,220","$3,294,859","$806,816",,"$3,174,297","$1,048,511","$193,908","$124,694","$232,048","$132,279","$102,995","$67,556","$113,880","$130,807","$93,276",,"$2,075,757","$1,294,576","$794,459","$112,798","$1,381,969",,,,,,,,"$178,028",,,,,,,,,,,,,,,
Alvin and the Chipmunks (2007),"$16,185,245","$2,362,134","$2,718,170","$1,981,081","$787,992","$23,615,904","$1,000,576",,"$5,481,266","$9,185,192","$375,968","$12,193,056","$1,335,237","$571,180","$442,588","$383,728","$9,043,325","$2,924,396","$4,303,169","$3,184,312","$11,642,590","$2,246,736","$2,974,070",,"$148,602",,,"$3,344,967","$439,037","$225,252","$171,166","$815,548","$365,778","$68,921","$115,851","$3,709,467","$879,309","$636,128","$129,746","$6,231,924","$122,472","$1,098,565","$589,582",,,"$236,414","$416,248","$1,600,693","$485,347","$422,104","$1,816,845","$658,510","$226,613",,"$117,545","$366,574","$54,916","$50,886","$35,477","$65,097","$30,833",,"$833,808","$791,700","$811,121","$116,423","$422,956","$1,226,844","$220,235","$126,534","$52,441","$111,684","$11,561","$1,468,852","$786,138","$89,040","$144,959","$123,505",,,"$73,439",,,,,,,,,
Margot at the Wedding (2007),"$142,202",,,,,"$186,541",,"$1,959,420",,"$337,639","$27,663",,,,,,,"$19,921","$51,540","$17,053",,,"$12,940",,,,,"$96,756","$42,599",,,,,,,,,,,,,,,"$5,882",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm Not There (2007),"$727,305","$188,151",,,"$31,926","$896,230",,"$4,017,609","$955,777","$128,426","$2,248","$65,203",,"$31,458",,"$297,124","$1,038,905","$78,043","$196,911","$148,119","$1,261,480",,"$169,560",,,,,"$482,069","$25,033","$18,627",,"$74,045",,,,"$116,744",,,,"$158,389",,,,,,,"$65,743","$206,614","$3,510",,"$207,094","$7,611","$5,733",,,"$19,747",,,"$10,528",,,,"$11,127",,,,,,"$17,027",,,,,,,,,,,,,,,,,,,,,
The Savages (2007),"$674,696","$11,667",,"$20,943",,"$586,027",,,"$498,767","$989,819","$4,530","$128,104","$24,126","$55,683",,,"$153,752","$26,704",,"$62,005","$400,592","$10,358",,"$40,769",,,,"$54,517",,,,,,,,,,"$8,280",,"$129,644",,,,,,,,,,,,,,,"$3,874","$5,009",,,,,,,"$120,051",,,,,"$14,458",,"$1,688",,,,"$4,076",,,,,,,,,,,,,,,,
The Orphanage (2007),"$633,721","$12,002","$2,419,758","$184,612","$170,906","$3,394,112",,,"$2,036,551","$37,725,830",,"$11,469,803","$953,402","$59,280","$10,519",,"$2,099,482","$91,533","$111,421","$232,661","$947,373","$1,546,476","$396,408",,"$37,268",,,"$526,850","$68,102","$49,950","$14,233","$76,300","$187,693","$61,609",,"$1,181,233","$94,366",,,"$356,916","$51,839",,,,,,"$1,401,772","$86,275","$24,283",,,"$491,912","$38,707",,"$12,763","$25,553",,,,,,,"$752,899","$733,144","$503,678","$46,802",,,,,,,,,"$50,104",,,,,,,,,,,,,,,
Juno (2007),"$10,951,850","$1,460,712","$764,985","$278,874","$474,830","$19,223,794","$389,224","$143,495,265","$3,352,339","$8,237,494","$170,608","$5,148,763","$511,564","$555,337","$46,358","$1,329,749","$7,860,919","$1,052,164","$1,013,419","$559,639","$9,131,521","$965,400","$1,061,574","$733,986",,,,"$1,274,331","$356,135","$80,270","$86,005","$529,529","$54,757",,,"$449,290","$17,136","$82,296","$125,306","$3,653,125","$95,820","$320,829",,,,"$14,284","$514,809","$1,546,331","$93,196",,"$1,746,565","$780,431",,"$17,002","$108,451","$116,459",,"$17,480","$11,672","$11,891","$6,586",,"$474,042","$244,333","$100,792",,,"$416,950",,,,,,"$178,860","$31,348",,"$22,474","$23,528",,,,,,,,,,,,
My Blueberry Nights (2007),"$35,224",,"$532,000","$62,202","$191,788","$553,574",,,"$669,987","$1,160,112","$10,842","$357,465","$75,741","$398,546","$50,885","$4,290,207","$3,300,000","$364,644","$141,365","$18,277","$1,959,913","$226,975",,,"$72,568","$98,277","$250,418","$55,372","$239,670",,"$28,023","$333,914","$79,818","$51,283",,"$1,001,535",,,,"$1,210,055","$24,001","$39,395",,"$37,018",,"$7,164","$459,578","$291,124","$81,623",,"$331,910","$185,906","$57,310","$32,660",,"$22,315",,,"$45,450",,,,"$226,167","$11,036","$68,651",,,,,,,,,,,,,,"$1,398,408",,,,,,,,,,,
The War on Democracy (2007),"$175,373","$38,103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bucket List (2007),"$7,385,515","$1,348,550","$926,183","$224,558","$924,117","$3,990,851","$579,526",,"$2,820,300","$5,682,938","$155,576","$6,582,890","$1,531,465","$160,775",,"$12,420,911","$1,736,387","$586,727","$1,377,573","$393,617","$9,003,392","$392,949","$749,346","$1,117,567","$87,625",,,"$407,662","$1,022,310","$48,229","$181,969","$1,275,514","$254,265","$90,716","$69,070","$1,783,705",,"$120,614","$137,008","$5,262,715","$258,252","$806,261","$136,435",,,"$28,153","$884,268","$1,394,490","$368,765",,"$1,948,228","$482,247","$158,857","$103,453","$135,279","$52,788","$42,893","$49,414","$28,531","$23,687","$13,164",,"$1,982,902","$518,715","$401,915","$62,767",,,"$81,494",,,,,,"$77,555",,,,,,,,,,,,,,,
The Kite Runner (2007),"$2,733,844","$338,457",,"$100,265","$384,812","$7,141,352","$307,021",,"$12,730,140","$1,870,588","$87,825","$337,164",,"$245,459","$14,819","$503,899","$1,115,700","$825,176","$7,357,076","$2,920,322","$5,940,133","$95,667","$2,989,180","$1,016,631",,,,"$1,150,000","$104,676","$71,524","$18,609","$36,586","$10,867","$2,580","$30,342","$127,173","$15,671","$50,894",,"$4,277,502","$24,214","$53,753","$23,322","$17,542","$303,262",,"$41,914","$112,599","$52,099","$17,090","$3,312,635","$184,106",,,"$16,207",,"$4,614",,"$51,750",,,"$13,573","$11,419","$10,400","$8,498",,,,,,,,,,,,,,,,,,,,,,,,,
Vitus (2006),"$3,853","$87,039",,,"$46,678",,,,,"$32,382",,"$184,871",,,,,"$37,096","$5,326",,,"$2,027,333",,,,,,,,,,,,,,,"$267,144",,,,"$4,686","$6,431",,,,,,"$2,919","$141,591",,,"$2,993,096",,,,,,,,,,,,"$48,522","$3,109",,,,,,,,,,,,,,,,,,,,,,,,,,
Sweeney Todd: The Demon Barber of Fleet Street (2007),"$5,132,480","$762,725","$984,393","$551,097","$1,194,216","$21,747,800","$22,038",,"$6,176,046","$5,144,278","$159,206","$2,442,047",,"$1,115,200","$271,621","$19,650,613","$9,344,714","$785,600","$757,083","$897,969","$4,577,911","$350,421","$829,804","$144,398","$69,881",,,"$1,218,213","$653,705","$82,442","$120,752","$954,271","$519,237","$74,371","$18,043","$4,966,370","$373,512","$230,499","$74,946","$1,255,604","$41,564","$251,722","$89,931",,,"$31,422","$1,811,007","$873,149","$269,204",,"$816,842","$769,609","$80,763","$46,689","$83,754","$68,420","$62,705","$46,303","$20,385","$15,573","$2,274",,"$651,305","$492,673","$243,455","$18,622",,,,,,,,,"$44,677",,,,,,,,,,,,,,,
National Treasure: Book of Secrets (2007),"$11,790,412","$1,627,339","$13,627,491","$2,267,256","$6,115,321","$17,626,166","$1,392,475",,"$13,168,731","$14,121,148","$1,122,370","$10,601,378","$1,795,480","$2,263,496","$2,696,573","$23,942,112","$18,124,906","$3,886,623","$2,763,612","$2,519,111","$18,646,685","$2,646,637","$2,591,466","$682,887","$228,245",,,"$4,379,468","$2,233,999","$244,084","$287,736","$1,861,449","$713,051","$178,101","$245,856","$11,982,505","$2,218,606","$2,354,779","$1,449,097","$4,975,758","$87,675","$1,332,542","$592,127",,,"$1,803,667","$2,017,100","$2,048,127","$1,227,668",,"$2,159,560","$1,603,583","$297,341","$413,445","$258,642","$193,433","$264,359","$61,876","$235,052","$54,358","$78,254",,"$1,701,941","$1,033,173","$662,892","$99,304","$1,512,975",,,,,,,,"$215,033",,,,"$9,951,598",,,,,,,,,,,
There Will Be Blood (2007),"$2,400,888","$352,416","$400,757","$53,616","$33,897","$9,189,480","$45,506","$40,222,514","$2,566,966","$2,415,805","$83,097","$652,470",,"$109,799","$21,887","$887,763","$5,843,976","$675,721","$660,123","$635,858","$1,543,829",,"$892,076","$271,555","$38,184",,,"$428,691","$180,114","$66,154","$47,453","$349,358","$82,068","$10,116","$26,989","$94,199","$6,350","$8,331","$42,119","$1,090,464","$61,808","$201,527","$47,113",,,,"$1,147,969","$252,595","$19,322",,"$593,283","$368,399",,"$24,432","$84,183","$37,139","$22,863",,"$33,303",,,,"$520,135","$193,863","$102,080","$20,940",,,,,,,,,"$20,587",,,,,,,,,,,,,,,
Charlie Wilson's War (2007),"$3,071,383","$277,434",,"$133,447","$754,967","$8,915,710","$153,637",,"$3,261,378","$4,433,377","$315,936","$1,609,510","$300,371","$577,205","$177,910","$4,350,754","$4,826,312","$763,707","$546,272","$383,827","$4,256,370","$398,630","$724,333","$356,622","$43,668",,,"$543,955","$813,824","$49,435","$137,372","$1,142,375","$150,185","$28,688","$69,797","$1,219,075","$33,092",,,"$1,467,394","$108,619","$313,704","$66,580","$252,008","$168,400","$144,738","$1,082,248","$461,502","$414,174","$179,131","$1,287,399","$182,282","$29,172","$61,371","$75,689","$58,048","$24,452","$26,526","$83,480","$22,262","$6,099","$223,235","$872,501","$191,422","$117,491","$11,211",,,,,,,,,,,"$20,602",,,"$50,053",,,,,,,,,,
Aliens vs. Predator: Requiem (2007),"$5,260,605","$547,366","$7,338,108","$1,353,607","$716,470","$9,254,195","$264,562",,"$1,323,175","$4,600,909","$378,501","$5,188,114","$865,205","$1,916,003","$2,147,899","$9,675,956","$5,711,339","$770,305","$486,790","$322,714","$7,639,646","$1,357,896","$811,833",,"$152,615",,,"$852,735",,"$64,550","$155,153","$718,767","$428,441","$132,690","$71,118","$1,985,094","$2,383,461","$902,056","$206,305","$2,124,333","$39,381","$578,710","$202,265",,,"$772,593","$477,348","$914,445","$552,860","$543,200","$698,541","$315,118","$196,706","$149,858","$60,669","$86,151","$87,575","$50,150",,"$18,723","$7,568",,"$708,036","$452,162","$594,220","$91,793","$748,182","$97,651","$195,420","$40,988","$10,416","$59,335","$17,381","$755,882","$518,522","$36,473","$96,444","$80,345",,,"$130,192",,,,,,,,,
Walk Hard: The Dewey Cox Story (2007),"$911,978","$152,317",,,,"$1,049,675","$8,146","$18,317,151","$4,573",,,,,,,,,"$1,722",,,"$76,356",,,,,,,"$20,329",,"$27,596",,,,,,,,"$6,355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Water Horse (2007),"$5,320,392","$711,846","$2,615,328","$793,105","$369,638","$9,501,096","$266,234",,"$1,946,763","$3,438,882","$157,121","$4,183,969","$1,695,366",,"$480,169","$1,983,947","$6,824,706","$656,723","$351,509","$74,229","$825,108","$1,035,989",,"$438,098","$39,148","$149,691","$164,329","$28,585",,,"$94,048",,,,"$19,508","$660,938","$712,996","$354,801","$624,485","$2,743,401","$89,068","$693,420","$343,401",,,,,"$89,167",,,"$323,758",,"$29,247","$66,903",,"$28,258","$26,238","$16,567","$29,946","$15,198","$42,655",,"$590,991","$600,376","$625,209","$66,161","$349,439",,"$135,601","$30,941","$9,614","$23,997","$5,944",,"$446,110","$26,738","$44,818","$41,336","$8,922,092",,,,"$9,750",,"$13,574","$18,046","$4,418",,,
P.S. I Love You (2007),"$5,628,475","$404,108","$2,829,857","$474,521","$1,969,151","$21,215,090","$343,907","$53,706,790","$1,870,319","$3,854,100","$247,009","$3,097,687","$111,990","$892,988","$224,180","$10,479,945","$3,726,641","$1,165,577","$851,933","$369,768","$21,851,316","$850,527","$531,503",,"$102,740",,,"$790,214","$933,125","$67,378",,"$566,516","$410,772","$150,491","$187,357","$2,265,760",,"$98,202","$41,483","$3,625,379","$90,287",,,,,,"$403,540","$2,371,204","$384,361",,"$3,014,456","$828,202","$202,723",,"$263,073","$62,454",,"$32,270","$205,509","$29,526","$9,555",,"$463,222","$307,491","$461,245","$12,249",,,,,"$68,470",,,,"$38,579",,,,,,,,,,,,,,,
27 Dresses (2008),"$14,325,769","$1,091,250","$2,555,637","$692,024","$741,287","$13,458,037","$828,807",,"$3,860,905","$6,462,303","$427,768","$3,435,393","$606,626","$657,048","$251,139","$3,481,655","$4,286,004","$1,167,226","$1,913,228","$339,715","$7,378,731","$726,760","$402,289","$674,561","$121,107",,,"$936,482","$206,356","$108,447","$199,859","$322,772","$151,177","$52,529",,"$1,597,364","$325,162","$437,273","$274,351","$1,963,806","$79,857","$90,247","$181,177",,,"$318,679","$334,888","$1,470,593","$511,954","$216,778","$1,385,812","$236,127","$168,859","$68,068","$162,892","$200,057","$96,217","$43,917","$60,879","$32,114","$33,667",,"$288,586","$191,242","$286,072","$32,982","$219,344","$1,073,783",,,,,,"$250,929","$387,175","$45,273","$63,798","$45,421","$711,654",,"$96,809",,,,,,,,,
Like Stars on Earth (2007),"$118,539","$10,243",,,,"$679,463","$79,506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,538",,"$19,779,215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Band's Visit (2007),"$901,455","$133,100",,,,"$209,995","$56,501",,"$919,800","$462,560",,"$64,526","$15,489","$43,459",,,"$3,867,736","$144,108","$10,320",,"$1,157,186","$27,886","$63,256","$1,840,000",,,,"$96,914",,"$2,555",,,,,,"$21,793",,,,"$199,130","$19,773",,,,,,,"$53,091",,,"$1,037,500","$39,531",,,"$8,839",,,,,,,,"$136,627",,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloverfield (2008),"$5,336,286","$718,764","$5,695,340","$691,130","$567,013","$18,809,810","$220,946",,"$4,648,276","$3,833,132","$467,433","$4,942,788","$854,243","$977,501","$903,166","$11,604,768","$8,025,625","$1,008,968","$1,643,474","$902,489","$2,984,678","$750,164","$751,727","$312,422","$93,618",,,"$1,175,043","$732,797","$144,865","$107,389","$740,112","$133,014","$34,080","$88,589","$3,942,003","$762,824","$413,374",,"$1,232,843","$13,026","$245,244","$178,618","$433,269","$229,657","$323,363","$242,869","$363,202","$172,023","$183,404","$455,234","$256,489","$130,140","$106,812","$69,429","$82,983","$74,766","$23,583","$46,804","$10,672","$7,006","$392,952","$635,660","$416,602","$592,758","$32,756","$231,413",,,,,,,,,,,,,"$58,942","$85,377",,,,,,,,,
Untraceable (2008),"$1,020,322","$157,084","$1,149,376","$225,448","$431,328","$3,516,577","$212,073",,"$353,014","$1,893,655","$351,996","$1,648,433","$414,784",,"$43,923","$1,498,951","$1,128,710","$1,061,789","$871,965",,"$2,220,092","$223,978","$165,339",,"$17,857",,,"$128,501","$204,943","$59,371","$71,358","$101,147","$95,571","$6,291","$26,766","$1,351,491",,"$119,676",,,"$72,607","$388,236","$93,766",,"$224,288","$108,724","$298,495","$514,357","$71,524",,"$534,433",,"$24,317","$99,473","$49,303",,"$16,826",,"$63,544",,"$5,385","$217,855","$203,169",,"$172,566","$19,830",,,"$81,659",,,,,,,"$17,024","$80,832","$40,489",,"$39,451",,,,,"$19,088","$16,628",,,,
Rambo (2008),"$2,614,512","$404,766","$3,288,498","$688,493","$674,239","$6,320,460","$123,183",,"$5,859,791","$5,323,543","$1,092,376","$2,079,113","$496,680","$465,001","$391,166","$8,510,912","$7,565,578","$944,198","$730,616","$1,020,637","$6,540,748","$351,687","$768,651",,"$16,026",,,"$543,691","$406,481","$142,602","$82,175","$667,068","$342,944","$46,035",,"$706,405","$1,639,826","$707,685","$212,643","$1,956,148","$13,886",,,,,"$352,815","$764,957","$1,652,242","$242,842",,"$946,728","$506,218","$29,353","$119,645",,"$104,193","$54,832","$27,666","$59,788","$23,581","$8,453",,"$324,433","$154,770","$282,566","$69,552",,,,,,,,,"$50,543",,,,,,,,,,,,,,,
How She Move (2007),"$379,863","$310,723",,,,"$368,723","$82,206",,,"$7,754","$133,499",,,,,,,"$39,376","$75,435","$9,134","$41,834",,"$10,658",,,,,"$7,374",,,,,,,,,,,,,,,,"$14,824","$84,119",,,,,,,,,,,,,,"$2,059",,"$20,990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meet the Spartans (2008),"$2,771,188","$873,466","$2,558,304","$440,496",,"$6,423,181","$209,383",,"$3,769,624","$6,542,138","$201,834","$3,703,039","$636,783","$334,241",,,"$346,684","$799,917","$589,514","$201,638","$7,319,231",,"$471,573",,"$119,139",,,"$304,363",,"$66,589","$98,225","$470,423",,,,,"$551,015","$536,289","$94,349","$788,854",,"$232,364","$136,492",,,,"$571,990","$1,385,436",,,"$448,399","$237,984","$215,285",,,,"$32,726",,,"$17,624","$15,801",,,"$153,041","$291,178","$52,739","$281,627","$291,410",,"$33,889",,,,"$690,303","$456,742","$88,022","$55,123","$19,424",,,,,,,,,,"$734,838",,
The Eye (2008),"$1,412,165","$194,099","$1,724,758","$248,972","$307,343","$3,648,328","$86,444",,"$937,315","$2,864,484","$333,759","$1,975,381","$325,937","$145,227","$48,628",,"$2,396,100","$489,462","$648,811","$138,219","$1,335,633","$988,381","$110,567",,"$53,811",,,"$258,357","$694,339","$25,318","$88,986","$205,395","$90,219","$34,972",,"$525,800","$80,015","$260,384","$21,965","$831,280",,"$284,535","$73,481",,,,"$74,787","$220,359","$42,241",,,"$272,346","$48,118","$40,920","$34,558",,"$27,080",,"$12,663",,,"$255,578","$229,916","$105,678","$1,029,659",,,,"$308,850",,,,,,,,,,,,,,,,,,,,,
Hellboy II: The Golden Army (2008),"$3,885,924","$612,361","$8,509,274","$1,550,766","$850,501","$13,962,118","$291,131",,"$4,722,358","$6,421,350","$818,468","$6,205,169","$724,148","$938,445","$1,596,061","$812,413","$4,663,941","$605,560","$686,756","$446,478","$5,861,087","$491,844","$492,317","$86,145","$43,586",,,"$367,373","$627,047","$116,953","$84,068","$656,521","$374,089","$82,639","$63,321","$2,190,030","$1,858,596","$545,358","$427,202","$1,663,939","$11,987","$328,126","$186,266","$224,764","$376,452","$813,606","$302,858","$1,122,604","$422,131","$510,295","$691,077","$269,723","$68,719","$109,036","$63,042","$29,571","$35,759","$1,389","$16,558","$11,795","$6,526","$537,151","$299,372","$8,298,330","$233,981","$36,221","$440,522",,,,,,,,,,"$134,578",,"$2,366,875","$28,690",,"$19,399",,,,,,,,
In Bruges (2008),"$2,518,493","$385,630","$701,082",,"$105,593","$11,586,090","$154,120","$7,800,824","$772,903","$1,227,138",,"$155,239","$168,442",,"$7,007",,"$3,534,566","$1,037,459","$380,234",,"$2,562,837","$94,913","$70,155","$246,768","$63,879",,,,,"$18,618",,"$71,254","$52,658","$6,670",,"$278,619",,,"$12,015","$209,155","$28,403","$42,205",,,,"$37,502","$509,987","$99,109","$126,320",,"$477,349","$49,763","$2,773","$16,616","$15,344","$11,134","$22,073",,,,,,"$273,533","$38,989","$38,693",,,,,,,,,,,,,,,,,,,,,,,,,
Caramel (2007),"$484,522","$56,766",,,"$25,271","$902,814","$63,955",,"$2,301,033","$1,848,875","$125,266","$97,809","$50,846",,,,"$3,806,854","$233,174","$6,285","$197,845","$1,109,538","$51,481",,,,,,"$61,579","$83,055",,,"$116,361",,,"$61,515","$14,013","$5,403",,,"$253,113","$45,991",,,,,,"$58,588","$148,604","$14,636",,"$45,362",,,,,,,,"$667,087",,,,"$232,704","$22,824",,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Strummer: The Future Is Unwritten (2007),"$114,230",,,,,"$323,479",,,"$95,174","$46,332",,,,,,,"$48,312",,,,"$288,728",,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,923",,,,"$1,951",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canvas (2006),"$5,380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fool's Gold (2008),"$4,945,729","$356,776","$4,016,528","$266,748","$254,693","$4,753,969","$956,530",,"$1,013,544","$2,959,860","$448,458","$1,283,730","$485,492","$140,540","$282,593","$24,178","$453,952","$553,082","$813,348","$232,379","$2,764,004","$609,844",,"$552,245","$130,928",,,"$307,124","$506,788","$64,143","$240,458","$896,354","$67,218","$76,748","$97,155","$406,710","$118,840","$378,451","$69,518","$775,684","$24,881","$129,716","$46,810",,,"$399,146","$787,307","$909,888","$418,924",,"$708,693",,"$95,143","$137,649","$126,308","$58,803","$86,561","$63,755","$70,995","$39,379","$19,144",,"$131,484","$86,500","$171,634","$13,411","$199,459",,"$148,267",,,,,,"$58,699",,,,"$1,880,542",,,,,,,,,,,
U2 (2007),"$990,192","$133,449",,,"$25,087","$1,447,732",,,"$182,003","$429,856",,"$436,933",,,,,"$178,181","$393,906","$32,595",,"$418,728","$288,648",,,"$39,120",,,,,"$13,163",,"$259,483","$28,522",,,,,,,"$372,881","$43,539",,,,,,"$81,675","$206,496",,,,,"$33,116",,"$95,465","$45,271","$37,024",,,,,,"$140,453","$46,583",,"$11,671",,,,,,,,,,,,,,,,,,,,,,,,
Deep Water (2006),"$229,740","$86,403",,,,"$122,384","$2,158","$271,143","$15,374",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumper (2008),"$8,301,391","$1,333,957","$8,107,211","$1,512,520","$2,396,627","$17,042,293","$875,373",,"$4,435,948","$10,448,873","$689,413","$6,347,620","$1,266,493","$1,438,941","$2,105,504","$16,939,118","$10,688,551","$2,016,482","$2,142,938","$1,292,159","$6,258,666","$1,065,828","$1,253,483","$296,003","$141,702",,,"$1,690,835","$461,111","$111,081","$226,824","$1,144,165","$303,605","$70,301","$196,328","$11,157,155","$1,610,869","$1,722,746","$444,516","$4,552,737","$42,858","$901,716","$210,794",,,"$561,842","$844,093","$1,040,818","$529,263","$364,379","$843,038","$370,735","$198,773","$236,534","$88,133","$65,374","$157,099","$72,956","$57,271","$68,386","$48,103",,"$641,845","$394,341","$438,153","$48,220","$1,104,195","$1,113,620","$287,630","$87,597","$82,563","$100,006","$28,008","$877,173","$536,357","$107,583","$124,602","$94,561",,,"$101,999",,,,,,,,,
It's a Free World... (2007),"$24,702",,"$14,159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Definitely, Maybe (2008)","$4,168,132","$528,504",,"$526,309","$348,456","$5,672,724","$391,998",,"$134,760","$306,791","$192,508","$925,223","$204,701",,,,"$670,562","$138,908","$449,889","$94,058","$1,319,099","$353,275","$48,155",,"$71,965",,,"$29,144","$478,024","$44,918","$154,251","$478,560",,,"$69,636","$1,189,897","$167,407",,,"$1,130,879","$11,475","$69,971","$45,711","$78,918","$394,283","$618,438","$147,807","$352,093","$522,454",,"$491,033",,"$75,604","$19,319",,"$82,415","$61,853",,"$85,754","$16,850","$10,324","$149,997",,"$32,040","$142,111","$13,496",,,,,,,,,,,"$14,518",,,"$23,453",,,,,,,,,,
